hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Hoang Dung Hotel,"10.9444631459776,106.746083062496",,,Superior Double Room,,2,,,,,"VND 232,277",
Hoa Ban Hotel,"10.972824895062,106.723954986378",,,Standard Double Room,,2,,,,,"VND 215,409",
Alice's Happiness House,"11.056053,106.688494",,,Superior Double Room,,2,1 out of 5,,,,"VND 553,502",
Bau bang,"10.971021785138,106.65850178349",,,Double Room,,2,,,,,"VND 1,000,000",Breakfast included
Phuc Thinh Hotel,"10.942444,106.71938",,,Superior Double Room,,2,,,,,"VND 337,838",
Khách Sạn Khang Điền 2,"10.997054,106.661843",,,Queen Room,,2,4 out of 5,,,,"VND 400,000",
Khách Sạn Khang Điền 2,"10.997054,106.661843",,,Twin Room with Pool View,,2,4 out of 5,,,,"VND 550,000",
Hồ Tây Hotel,"10.973181,106.665695",,,King Room with Two King Beds,,4,,,,,"VND 500,000",
Dang Khoi Hotel,"10.885789,106.699433",,,Single Room with Balcony,2 ×,1,,,,,"VND 1,000,000",
HOTEL TÂN KHỞI ĐẠT,"11.073832,106.684406",,,Single Room with Private Bathroom,2 ×,1,1 out of 5,,,,"VND 500,000",
Anhkhoa hotel mỹ Phước,"11.1483918690233,106.611596695597",,,Single Room,2 ×,1,2 out of 5,,,,"VND 369,222",
MOTEL TRÚC ĐÀO,"10.946989,106.720694",,,Economy Single Room,2 ×,1,2 out of 5,,,,"VND 400,000",
