hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
"InterContinental Hanoi Westlake, an IHG hotel","21.0589910137589,105.831915736198",,Superior Room,5 out of 5,8.7,Fabulous,530 reviews,"VND 2,180,221","FREE cancellation,• No prepayment needed"
Mövenpick Hotel Hanoi,"21.025098134315,105.844087600708",,Superior Twin Room,5 out of 5,8.5,Very good,431 reviews,"VND 2,079,000","FREE cancellation,• No prepayment needed"
Hilton Hanoi Opera,"21.0230977152982,105.8578312397",,Hilton Deluxe King/ Double,5 out of 5,8.2,Very good,567 reviews,"VND 1,866,901","FREE cancellation,• No prepayment needed"
Babylon Premium Hotel & Spa,"21.032278,105.848546",,Day Use (6 Hours) - Superior Double Room,4 out of 5,9.6,Exceptional,309 reviews,"VND 399,999","FREE cancellation,• No prepayment needed"
Hanoi Ancient Paradise Hotel & Travel,"21.037119,105.851412",,Day Use Offer (3 Hours) - Deluxe Room,3 out of 5,9.3,Superb,213 reviews,"VND 304,000","FREE cancellation,• No prepayment needed"
Rising Dragon Villa Hotel,"21.0346366842908,105.847467184067",,Day Use Offer (6 Hours) - Superior Room,3 out of 5,9.2,Superb,"3,642 reviews","VND 216,750","FREE cancellation,• No prepayment needed"
Classic Street Hotel,"21.0328692195403,105.85385620594",,Superior Double or Twin Room,3 out of 5,8.7,Fabulous,"2,487 reviews","VND 272,222","FREE cancellation,• No prepayment needed"
Hilton Hanoi Opera,"21.0230977152982,105.8578312397",,Hilton Deluxe King/ Double,5 out of 5,8.2,Very good,567 reviews,"VND 1,866,901","FREE cancellation,• No prepayment needed"
Ja Cosmo Hotel and Spa,"21.0312995130127,105.855739116669",,Day Use Offer (4 Hours) - Deluxe Room,3 out of 5,9.5,Exceptional,849 reviews,"VND 257,143","FREE cancellation,• No prepayment needed"
Anatole Hotel Hanoi,"21.027819,105.849954",,Day Use Offer (3 Hours) - Superior Room,4 out of 5,9.1,Superb,149 reviews,"VND 660,452","FREE cancellation,• No prepayment needed"
Grand Vista Hanoi,"21.025351,105.821712",,Deluxe Double or Twin Room with City View,5 out of 5,8.9,Fabulous,156 reviews,"VND 1,787,071",
Canary Hotel,"21.0194873792492,105.841963291168",,Deluxe Double or Twin Room,4 out of 5,8.6,Fabulous,270 reviews,"VND 523,260","Breakfast included,FREE cancellation,• No prepayment needed"
Melia Bavi Mountain Retreat,"21.0864163278176,105.356270324341",,Deluxe Room,4 out of 5,8.6,Fabulous,182 reviews,"VND 4,311,817",Breakfast included
Eco Luxury Hotel,"21.0343566506857,105.846592951065",,Deluxe Double or Twin Room,3 out of 5,9.4,Superb,284 reviews,"VND 445,500","Breakfast included,FREE cancellation,• No prepayment needed"
A25 Hotel & Spa,"21.0008609160673,105.870735288955",,Superior Double Room,4 out of 5,8.4,Very good,103 reviews,"VND 682,290",Breakfast included
The Lapis Hotel,"21.019801,105.85617",,Standard Double or Twin Room,4 out of 5,9.0,Superb,738 reviews,"VND 1,628,832","FREE cancellation,• No prepayment needed"
Marina Hotel,"21.032686,105.854528",,Deluxe Double or Twin Room,3 out of 5,9.0,Superb,330 reviews,"VND 442,800",
Hanoi 3B Premier Hotel,"21.0403044468168,105.847778320312",,Superior Double or Twin Room - Day use offer (6 hours),3 out of 5,9.0,Superb,"2,136 reviews","VND 179,280","FREE cancellation,• No prepayment needed"
Queen Light Hotel,"21.0342624547299,105.847770635582",,Day Use 3 Hours,3 out of 5,8.7,Fabulous,"1,078 reviews","VND 140,000","FREE cancellation,• No prepayment needed"
Hanoi House Hostel & Travel,"21.0345039999878,105.853464603424",,Deluxe Room - Day Use (4 Hours),3 out of 5,9.2,Superb,861 reviews,"VND 200,600","FREE cancellation,• No prepayment needed"
Hestia Legend Hotel,"21.0410504725381,105.844615972947",,Day Use Offer (6 Hours) - Deluxe Room,3 out of 5,9.0,Superb,"1,518 reviews","VND 239,700","FREE cancellation,• No prepayment needed"
Zephyr Suites Boutique Hotel,"21.0257040131261,105.851546823978",,Classic Double or Twin Room,4 out of 5,8.5,Very good,553 reviews,"VND 1,279,974","FREE cancellation,• No prepayment needed"
Hanoi Chic Hotel,"21.0319028630921,105.848666131496",,Superior Double or Twin Room,3 out of 5,9.2,Superb,"2,305 reviews","VND 462,963","FREE cancellation,• No prepayment needed"
The Wooden Apartments - On the side of Old Quarter,"21.026273,105.838363",,Studio with Terrace,3 out of 5,8.8,Fabulous,278 reviews,"VND 470,000",
JW Marriott Hotel Hanoi,"21.0081775985701,105.781999826431",,"Deluxe City View, Guest room, 2 Double, City view",5 out of 5,8.9,Fabulous,313 reviews,"VND 3,575,000",
Somerset Hoa Binh Hanoi,"21.0464551270533,105.795137286186",,Executive Studio,4 out of 5,9.0,Superb,203 reviews,"VND 1,325,363",
Hanoi Elite Hotel,"21.0353051109632,105.852480232716",,Superior Double Room,3 out of 5,9.4,Superb,736 reviews,"VND 388,772","Breakfast included,FREE cancellation,• No prepayment needed"
"InterContinental Hanoi Landmark72, an IHG hotel","21.016973,105.78422",,Intercontinental Deluxe Room,5 out of 5,9.1,Superb,232 reviews,"VND 2,307,112","FREE cancellation,• No prepayment needed"
Shining Boutique Hotel & Spa,"21.029166,105.845134",,Superior Double or Twin Room without Window,4 out of 5,9.4,Superb,818 reviews,"VND 340,000","FREE cancellation,• No prepayment needed"
Le Beryl Hanoi Hotel,"21.028519,105.843662",,Superior Double or Twin Room,3 out of 5,8.7,Fabulous,722 reviews,"VND 260,000","FREE cancellation,• No prepayment needed"
Lavender Central Hotel & Spa Hanoi,"21.0336893658629,105.85310921073",,Superior Twin Room,3 out of 5,9.2,Superb,374 reviews,"VND 406,371","FREE cancellation,• No prepayment needed"
Moon West Lake Serviced Apartment,"21.0527194,105.8125067",,Apartment with Lake View,3 out of 5,8.4,Very good,49 reviews,"VND 1,800,000","FREE cancellation,• No prepayment needed"
Hanoi Allure Hotel,"21.035495,105.852948",,Superior Double Room,4 out of 5,9.4,Superb,892 reviews,"VND 585,385","FREE cancellation,• No prepayment needed"
Serene Boutique Hotel & Spa,"21.0352800763104,105.847426950932",,Superior Double Room,4 out of 5,9.1,Superb,542 reviews,"VND 462,400","FREE cancellation,• No prepayment needed"
Eco Luxury Hotel Hanoi,"21.0346090947647,105.846732249074",,Deluxe Double or Twin Room,3 out of 5,8.5,Very good,790 reviews,"VND 334,800","FREE cancellation,• No prepayment needed"
Silk Collection Hotel & Spa,"21.0322199272379,105.850046552392",,Superior Double Room,4 out of 5,9.0,Superb,997 reviews,"VND 402,500","FREE cancellation,• No prepayment needed"
Golden Moon Suite Hotel,"21.032123,105.848094626984",,Standard King Room,3 out of 5,9.0,Superb,365 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Hanoi Hotel,"21.0276368001471,105.821852087975",,Deluxe Double or Twin Room  - Room Only,4 out of 5,7.9,Good,131 reviews,"VND 1,441,500",
Novotel Suites Hanoi,"21.0305772,105.785484",,Superior King Studio,4 out of 5,8.8,Fabulous,91 reviews,"VND 2,541,000","FREE cancellation,• No prepayment needed"
Hanoi La Storia Hotel,"21.035728906916,105.847727093254",,Deluxe Double Room with Window,3 out of 5,9.4,Superb,761 reviews,"VND 460,456",Breakfast included
Super Hotel Candle,"21.0356606025787,105.818467140198",,Standard Double Room,4 out of 5,8.3,Very good,189 reviews,"VND 1,186,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hanoi Marvellous Hotel & Spa,"21.0311568115993,105.847180187702",,Day Use (2 Hours) - Deluxe Double Room,4 out of 5,9.5,Exceptional,733 reviews,"VND 278,375","FREE cancellation,• No prepayment needed"
The Hanoi Club Hotel & Residences,"21.0521224398169,105.83692073822",,Superior Twin Room with City View,4 out of 5,8.3,Very good,177 reviews,"VND 1,278,109",
Rising Dragon Legend Hotel,"21.0325637914957,105.853837430477",,"Day Use Offer (giá trong ngày, sử dụng 7 giờ) - Superior Room",3 out of 5,9.2,Superb,"1,240 reviews","VND 212,500","FREE cancellation,• No prepayment needed"
RedDoorz near Dai Hoc Ha Noi,"20.9887784648353,105.804908573627",,Standard Double Room,3 out of 5,6.6,Review score,8 reviews,"VND 344,250",FREE cancellation
Hanoi Pearl Hotel,"21.0306254353978,105.850940644741",,Romance Classic Room,4 out of 5,9.0,Superb,"1,026 reviews","VND 816,483","FREE cancellation,• No prepayment needed"
Westlake Tay Ho Hotel 696 Lạc Long Quân,"21.0794706879474,105.816782782734",,Day Use 2 Hours - Deluxe Double With City View,3 out of 5,9.1,Superb,330 reviews,"VND 289,800","Breakfast included,FREE cancellation,• No prepayment needed"
La Beaute Boutique Hotel & Spa,"21.033457542288,105.852128863335",,Deluxe Double Room,4 out of 5,9.2,Superb,90 reviews,"VND 378,000",
Grand Plaza Hanoi Hotel,"21.0083553768282,105.797041654587",,Deluxe Double or Twin Room,5 out of 5,7.3,Good,153 reviews,"VND 1,786,050",
Somerset West Lake Hanoi,"21.0437765958637,105.818402767181",,Studio Executive,4 out of 5,8.4,Very good,136 reviews,"VND 1,386,000",
Maya Boutique Hotel & Spa,"21.0369010613955,105.852413177491",,Superior Double or Twin Room,3 out of 5,9.5,Exceptional,322 reviews,"VND 378,000","FREE cancellation,• No prepayment needed"
Bao Son International Hotel,"21.0239765009257,105.810313224792",,Standard Twin Room,4 out of 5,7.3,Good,70 reviews,"VND 900,000",
Hanoi Culture Hostel,"21.0348619969873,105.847434997559",,Standard Double or Twin Room,2 out of 5,9.5,Exceptional,771 reviews,"VND 327,250",
Holiday Emerald Hotel,"21.0316850564987,105.848172605038",,Superior Double Room,3 out of 5,9.3,Superb,460 reviews,"VND 291,375","Breakfast included,FREE cancellation,• No prepayment needed"
NYT Home Giang Vo,"21.0278732526677,105.823330655694",,Standard Studio,3 out of 5,8.3,Very good,131 reviews,"VND 540,000",
Hanoi Brilliant Hotel and Spa,"21.0307412242486,105.849387645722",,Deluxe Double or Twin Room,3 out of 5,9.2,Superb,285 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
Minerva Church Hotel,"21.0290187775719,105.850031375885",,St Augustine Double Room,4 out of 5,9.2,Superb,193 reviews,"VND 976,500","Breakfast included,FREE cancellation,• No prepayment needed"
Pullman Hanoi,"21.0297473148602,105.828284025192",,Superior Twin Room with City View,5 out of 5,7.7,Good,263 reviews,"VND 1,963,500","FREE cancellation,• No prepayment needed"
Lotus Inn West Lake,"21.0423781,105.8258711",,Apartment - Split Level,3 out of 5,8.5,Very good,213 reviews,"VND 295,000",
Le Grand Hanoi Hotel,"21.0102987172467,105.865104887635",,Double Room - Day Use Offer (3 Hours),3 out of 5,8.2,Very good,634 reviews,"VND 276,760","FREE cancellation,• No prepayment needed"
Hanoi L'Heritage Diamond Hotel & Spa,"21.028372,105.849805",,Superior Queen Room,4 out of 5,9.2,Superb,"1,385 reviews","VND 684,250",
Dahlia Hotel Hanoi,"21.036485,105.849615",,Classic Double Room,3 out of 5,9.2,Superb,147 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
Old Quarter Hotel 1961,"21.030317,105.856339",,Deluxe Double Room with Window - Day Use Offer (4 Hours),,9.0,Superb,194 reviews,"VND 192,000","FREE cancellation,• No prepayment needed"
Hanoi Graceful Hotel,"21.0342912041609,105.847660303116",,Day Use - 3 Hrs Max - Double Room,3 out of 5,8.2,Very good,297 reviews,"VND 176,400","FREE cancellation,• No prepayment needed"
Mr Sun Hotel - Travel,"21.031317,105.850222",,Standard Double Room,3 out of 5,8.5,Very good,379 reviews,"VND 216,000",
An Phú Hà Nội Hotel & Spa,"21.0286737733969,105.776126731653",,Superior Queen Room,2 out of 5,8.0,Very good,184 reviews,"VND 337,500","FREE cancellation,• No prepayment needed"
Mercury Central Hotel Hanoi,"21.0306510967184,105.849685370922",,Superior Double or Twin Room,3 out of 5,9.4,Superb,382 reviews,"VND 1,130,210","FREE cancellation,• No prepayment needed"
Reyna Hotel Hanoi,"21.013619,105.776677",,Superior Double Room,4 out of 5,8.5,Very good,10 reviews,"VND 1,458,000","Breakfast included,FREE cancellation,• No prepayment needed"
Centre Point Hanoi Hotel,"21.0314260282433,105.850453474869",,Superior Double Room,3 out of 5,8.7,Fabulous,"1,452 reviews","VND 495,125","FREE cancellation,• No prepayment needed"
Hangmy Boutique Hotel,"21.0325287423358,105.849197208881",,Superior Double Quiet Room,3 out of 5,8.3,Very good,"1,081 reviews","VND 297,500","Breakfast included,FREE cancellation,• No prepayment needed"
Splendid Hotel & Spa,"21.0316778588616,105.850682649762",,Day Use - 4 Hours,3 out of 5,8.7,Fabulous,415 reviews,"VND 222,430","FREE cancellation,• No prepayment needed"
Patel Hotel Hanoi,"21.0320356936637,105.769946167984",,Day Use Offer  - 2 Hours,3 out of 5,7.9,Good,27 reviews,"VND 174,632",
La Santé Hotel & Spa,"21.0451283839814,105.842509120703",,"Day Use  Offer (giá trong ngày, sử dụng 7 giờ) - Deluxe Room",4 out of 5,8.6,Fabulous,240 reviews,"VND 264,000","FREE cancellation,• No prepayment needed"
Spoon Hotel,"21.0314096683962,105.845371696617",,Day Use Offer (3 Hours ) - Standard Room,3 out of 5,9.0,Superb,"1,290 reviews","VND 142,800","FREE cancellation,• No prepayment needed"
EVEREST HOTEL,"20.999949,105.823405",,Deluxe Double Room,3 out of 5,8.5,Very good,82 reviews,"VND 580,000",
Silk Path Boutique Hanoi,"21.0256619492252,105.852204711639",,Special Offer - 24h Stay - Standard Double or Twin Room,4 out of 5,9.3,Superb,508 reviews,"VND 1,560,694",
Ibiz City Hostel,"21.0346817468573,105.851898193359",,Superior Double or Twin Room,2 out of 5,7.8,Good,704 reviews,"VND 292,500","FREE cancellation,• No prepayment needed"
"Amazing stay- homestay, city view, near center Hanoi, NK Cau Giay","21.019461,105.801215",,Family Room with Bathroom,,9.1,Superb,229 reviews,"VND 728,888",
Hillary Hanoi Hotel,"21.031898,105.789662",,Superior Double Room,4 out of 5,9.3,Superb,77 reviews,"VND 756,800","FREE cancellation,• No prepayment needed"
HD House,"21.2184224563794,105.782571170803",,Deluxe Double Room,3 out of 5,8.2,Very good,"1,133 reviews","VND 239,400",
Hanoi Vision Boutique Hotel,"21.0292741415629,105.848958492279",,Superior Double Room - Day use offer (4 hours),3 out of 5,8.6,Fabulous,619 reviews,"VND 207,640",
Labevie Hotel,"21.0320956341793,105.855728387833",,Day Use (2 Hours) - Superior Queen Room,3 out of 5,9.2,Superb,776 reviews,"VND 197,760","FREE cancellation,• No prepayment needed"
Golden Sun Villa Hotel,"21.0301028197354,105.849886536598",,Deluxe Double Room,3 out of 5,9.1,Superb,632 reviews,"VND 525,000","FREE cancellation,• No prepayment needed"
22HOUSING 39 Linh Lang,"21.035674,105.810498",,One-Bedroom Apartment,3 out of 5,9.3,Superb,71 reviews,"VND 513,360","FREE cancellation,• No prepayment needed"
Rising Dragon Estate Hotel,"21.0318517912451,105.846296399832",,"Day Use Offer (giá trong ngày, sử dụng 3 giờ) - Superior Room",3 out of 5,8.6,Fabulous,704 reviews,"VND 143,100","FREE cancellation,• No prepayment needed"
Somerset West Point Hanoi,"21.0662632,105.8263209",,Studio Executive,5 out of 5,8.9,Fabulous,146 reviews,"VND 1,548,855",Breakfast included
Blue Hanoi Inn City Hotel,"21.010883050488,105.795170227066",,Deluxe Double City view - Day Use Offer (2 Hours),3 out of 5,8.8,Fabulous,173 reviews,"VND 250,750",
ISTAY Hotel Apartment 6,"21.010136,105.798677",,Superior Studio,3 out of 5,8.5,Very good,179 reviews,"VND 525,000",
Hanoi Rendezvous Hotel & Spa,"21.0330419613539,105.847150683403",,Day Use (3 Hours) - Deluxe Double or Twin Room with Balcony,3 out of 5,8.5,Very good,531 reviews,"VND 136,443",
Dolce by Wyndham Hanoi Golden Lake,"21.029274,105.821162",,"Classic room with 2 Twin Beds, Non-Smoking",5 out of 5,9.4,Superb,14 reviews,"VND 2,600,000",Breakfast included
Poonsa Duy Tan Hotel & Serviced Apartment,"21.0320434820551,105.789090698286",,Superior Studio,3 out of 5,8.0,Very good,41 reviews,"VND 607,840",
King Ly Hotel,"21.0312419317571,105.854540169239",,Day Use Offer (2 Hours) - Double Room,3 out of 5,8.8,Fabulous,618 reviews,"VND 160,550","FREE cancellation,• No prepayment needed"
Royal Hotel,"21.0299574033676,105.834734663229",,Standard Double Room,3 out of 5,7.2,Good,77 reviews,"VND 345,000","FREE cancellation,• No prepayment needed"
Hanoi ERA Hotel,"21.0347673657268,105.854288041592",,Deluxe City View Room - Day Use Offer (4 Hours),3 out of 5,9.1,Superb,135 reviews,"VND 1,035,000","FREE cancellation,• No prepayment needed"
Little Hanoi Hotel,"21.0269908715217,105.851254463196",,Day Use Offer (3 Hours) - Double Room,2 out of 5,8.5,Very good,387 reviews,"VND 199,000","FREE cancellation,• No prepayment needed"
Hanoi Le Jardin Hotel & Spa,"21.043265,105.843614",,Cozy Le Jardin Classic Room,4 out of 5,9.1,Superb,113 reviews,"VND 1,488,927",
Grandiose Hotel & Spa,"21.035090263741,105.814636220902",,Superior Room,4 out of 5,8.6,Fabulous,156 reviews,"VND 1,299,375",Breakfast included
Scent Premium Hotel,"21.0314822707635,105.850487351418",,Superior Double Room,4 out of 5,9.8,Exceptional,54 reviews,"VND 394,444","FREE cancellation,• No prepayment needed"
Hanoi Daewoo Hotel,"21.0305484514093,105.811884999275",,Deluxe Double or Twin Room,5 out of 5,7.7,Good,259 reviews,"VND 1,721,412","FREE cancellation,• No prepayment needed"
Holiday Suites Hotel & Spa,"21.0366569759663,105.852319300175",,Day Use 3 Hours,3 out of 5,9.1,Superb,102 reviews,"VND 140,000",
Hanoi Focus Boutique Hotel,"21.0315048025255,105.854832530022",,Deluxe Double Quiet Room - Free Early Check-in or Late Check-Out,3 out of 5,8.5,Very good,916 reviews,"VND 336,600","FREE cancellation,• No prepayment needed"
Hanoi Amber Hotel,"21.0353301456118,105.852295160294",,Superior Double or Twin Room,3 out of 5,9.2,Superb,657 reviews,"VND 280,198","FREE cancellation,• No prepayment needed"
Silk Queen Hotel Hang Gai,"21.0317855664217,105.849821246835",,Deluxe Double or Twin Room with Inner Window,4 out of 5,8.5,Very good,493 reviews,"VND 732,600",
Blue Hanoi Inn Luxury Hotel & Spa,"21.023015,105.821698",,Superior Double Room - Day use offer (2 Hours),3 out of 5,8.8,Fabulous,168 reviews,"VND 250,750","FREE cancellation,• No prepayment needed"
La Siesta Premium Hang Be,"21.033103,105.853973",,Junior Suite,4 out of 5,9.5,Exceptional,469 reviews,"VND 3,260,515",
Woori Street managed by Lily Home,"21.035774202271,105.808505437651",,One-Bedroom Apartment,4 out of 5,,,,"VND 9,495,450",
Hôtel du Parc Hanoï,"21.0176997047686,105.841971337795",,Deluxe King Bed Non Smoking,5 out of 5,8.2,Very good,241 reviews,"VND 2,128,376",
Granda Suites Hanoi,"21.0336705474587,105.788104450749",,One-Bedroom Apartment,3 out of 5,7.7,Good,96 reviews,"VND 531,944","FREE cancellation,• No prepayment needed"
OYO 387 Bach Duong Hotel,"21.0322483487597,105.789193511009",,Standard Twin Room,3 out of 5,8.2,Very good,208 reviews,"VND 299,305","FREE cancellation,• No prepayment needed"
The Lakeview - West Lake Lotus Apartments,"21.067996,105.822226",,Standard Double Room,2 out of 5,8.4,Very good,70 reviews,"VND 330,000","FREE cancellation,• No prepayment needed"
Novotel Hanoi Thai Ha,"21.009454,105.824302",,Superior King Room,5 out of 5,9.5,Exceptional,20 reviews,"VND 2,541,000","FREE cancellation,• No prepayment needed"
EW Maris Hotel & Spa,"21.033046,105.849774",,Deluxe Twin Room,4 out of 5,9.3,Superb,79 reviews,"VND 482,220","FREE cancellation,• No prepayment needed"
Hacinco Hotel,"21.0142169328576,105.814693272114",,Standard Double or Twin Room,3 out of 5,6.7,Review score,52 reviews,"VND 750,000","FREE cancellation,• No prepayment needed"
Honeymoon Hotel and Apartment,"21.053111,105.809174",,Standard Double Room,3 out of 5,8.3,Very good,126 reviews,"VND 357,750","FREE cancellation,• No prepayment needed"
Antique Angel Hotel,"21.036235,105.847726",,Deluxe Double or Twin Room,3 out of 5,9.2,Superb,891 reviews,"VND 318,400","FREE cancellation,• No prepayment needed"
Thang Long Opera Hotel,"21.0285188415348,105.857156093185",,Day Use Offer (3 Hours) - Superior Double Room,4 out of 5,8.5,Very good,162 reviews,"VND 493,000","FREE cancellation,• No prepayment needed"
Le Grand Hanoi Hotel - The Oriental,"21.012758,105.800766",,Standard Queen Room - Day Use Offer (3 Hours),3 out of 5,9.3,Superb,48 reviews,"VND 265,540","FREE cancellation,• No prepayment needed"
Hanoi Luxury House & Travel,"21.0397276993864,105.849016255698",,Day Use (3 Hours) - Deluxe Double or Twin Room,3 out of 5,9.4,Superb,586 reviews,"VND 230,000",
The Lakeside - West Lake Lotus Apartment,"21.052125,105.836715",,Apartment with Balcony,2 out of 5,8.6,Fabulous,84 reviews,"VND 369,000","FREE cancellation,• No prepayment needed"
The Galaxy Home Hotel & Apartment,"21.0331137059898,105.787542749954",,Double Room - Day Use Offer (3 Hours),4 out of 5,9.3,Superb,23 reviews,"VND 426,829",
Titanic 2 Hotel,"21.0593199852996,105.783620007769",,Superior Twin Room,3 out of 5,8.4,Very good,129 reviews,"VND 350,000",
OYO 518 Chariot Hotel,"21.011773185251,105.851801633835",,Standard Double Room,2 out of 5,8.5,Very good,66 reviews,"VND 399,073","FREE cancellation,• No prepayment needed"
Poonsa Cau Giay Hotel & Serviced Apartment,"21.0314647460574,105.791240036488",,Superior Studio,3 out of 5,8.0,Very good,51 reviews,"VND 607,840","FREE cancellation,• No prepayment needed"
Old Quarter Boutique Hotel,"21.03245,105.848949",,Deluxe Double or Twin Room,3 out of 5,9.0,Superb,135 reviews,"VND 259,200",
Khách Sạn Sao,"21.038927,105.867598",,Deluxe Double Room,3 out of 5,8.6,Fabulous,73 reviews,"VND 459,000",
Tu Linh Palace Hotel,"21.0364416797685,105.847062170506",,Day Use 2 Hours,3 out of 5,8.4,Very good,85 reviews,"VND 174,750","FREE cancellation,• No prepayment needed"
Hanoi Pho Hotel,"21.0315509647207,105.845555728836",,Superior Double Room,2 out of 5,7.7,Good,"1,232 reviews","VND 228,000",
Hanoi Golden Holiday Hotel,"21.0349100635299,105.847495347262",,Day Use (4 Hours),4 out of 5,9.6,Exceptional,807 reviews,"VND 289,100","FREE cancellation,• No prepayment needed"
New Century Hotel Cau Giay,"21.032008,105.791628",,Queen Room,4 out of 5,8.1,Very good,46 reviews,"VND 484,000",
Trang Trang Premium Hotel,"21.032626,105.852985",550 m from centre,Deluxe Queen Room,3 out of 5,9.4,Superb,756 reviews,"VND 400,050","FREE cancellation,• No prepayment needed"
Hanoi Royal Palace Hotel 2,"21.0299676278406,105.846710801125",650 m from centre,Day Use 3 Hours,4 out of 5,8.6,Fabulous,104 reviews,"VND 623,000",
Sheraton Hanoi Hotel,"21.0595316752166,105.831706523895",4.2 km from centre,"Deluxe King, Guest room, 1 King",5 out of 5,8.7,Fabulous,117 reviews,"VND 2,354,000",
Hovi Hoang Cau 3 - My Hotel,"21.019982,105.823445",3.1 km from centre,Standard Double Room,3 out of 5,8.3,Very good,278 reviews,"VND 551,880",
Ibiz City Hostel,"21.0346817468573,105.851898193359",800 m from centre,Superior Double or Twin Room,2 out of 5,7.8,Good,704 reviews,"VND 292,500","FREE cancellation,• No prepayment needed"
La Santé Hotel & Spa,"21.0451283839814,105.842509120703",2.2 km from centre,"Day Use  Offer (giá trong ngày, sử dụng 7 giờ) - Deluxe Room",4 out of 5,8.6,Fabulous,240 reviews,"VND 264,000","FREE cancellation,• No prepayment needed"
Roygent Parks Hanoi,"21.002589,105.793999",6 km from centre,Standard Double Room,4 out of 5,9.0,Superb,49 reviews,"VND 1,368,000",Breakfast included
