hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Hotel Lê My,"10.046432,105.778996",1.6 km from centre,Deluxe Double Room,,8.2,Very good,54 reviews,"VND 297,000",
Ngoc Lam Can Tho Hotel,"10.0242931300776,105.767510533333",2 km from centre,Standard Double Room,2 out of 5,7.8,Good,19 reviews,"VND 350,000",
Lidu Home,"10.010854,105.79142",2.7 km from centre,Large Double Room,,9.0,Superb,145 reviews,"VND 261,000","FREE cancellation,• No prepayment needed"
Khách Sạn 178,"10.02232,105.766728",2.2 km from centre,Double Room,1 out of 5,6.8,Review score,18 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
SONG ANH HOTEL,"10.031292,105.784699",300 m from centre,Standard Double Room,3 out of 5,8.8,Fabulous,13 reviews,"VND 510,000","FREE cancellation,• No prepayment needed"
Moony hostel,"10.031185,105.755656",3 km from centre,Deluxe Double Room with Balcony,,8.1,Very good,28 reviews,"VND 200,000",
Sampan House,"10.011053,105.790434",2.6 km from centre,Deluxe Double Room,,8.8,Fabulous,134 reviews,"VND 285,000",
Chins House - Căn hộ gần Bến Ninh Kiều,"10.029623809814,105.778005801236",700 m from centre,Apartment,3 out of 5,7.8,Good,6 reviews,"VND 913,750",
Ngoi Sao GuestHouse,"10.0211273964165,105.78455437906",1.4 km from centre,Standard Double Room - No Window,3 out of 5,8.5,Very good,91 reviews,"VND 210,000","FREE cancellation,• No prepayment needed"
Royal Hotel Can Tho,"10.008575,105.801562",3.5 km from centre,Superior Double Room,2 out of 5,8.2,Very good,49 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
MONACO HOTEL,"10.019601,105.783995",1.6 km from centre,Double Room,2 out of 5,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Hoang Hai Dang 1 Hotel,"10.031245,105.786127",450 m from centre,King Room with Garden View,,8.1,Very good,248 reviews,"VND 270,000",
Green Village Mekong,"9.97238817334719,105.803749356419",7 km from centre,Bungalow with Lake View,,9.4,Superb,379 reviews,"VND 850,000",Breakfast & dinner included
Ngoc Lam Can Tho Hotel,"10.0242931300776,105.767510533333",2 km from centre,Standard Double Room,2 out of 5,7.8,Good,19 reviews,"VND 350,000",
Moony hostel,"10.031185,105.755656",3 km from centre,Deluxe Double Room with Balcony,,8.1,Very good,28 reviews,"VND 200,000",
Hostel Garnet,"10.0267013581639,105.775699317455",1.1 km from centre,Standard Double Room,3 out of 5,8.5,Very good,37 reviews,"VND 198,000",
Ngoi Sao GuestHouse,"10.0211273964165,105.78455437906",1.4 km from centre,Standard Double Room - No Window,3 out of 5,8.5,Very good,91 reviews,"VND 210,000","FREE cancellation,• No prepayment needed"
Cui Coffee & Homestay,"10.031422,105.775076",900 m from centre,Large Double Room,,8.3,Very good,60 reviews,"VND 249,000",
Khoa Phu Hotel,"10.0267227463537,105.775264741356",1.1 km from centre,Double Room,1 out of 5,8.1,Very good,41 reviews,"VND 250,000",
Song Ngư Pisces Homestay,"9.99774234971989,105.712304212814",8 km from centre,Deluxe Queen Room,,8.9,Fabulous,203 reviews,"VND 720,000",Breakfast included
Huyen Tran Hotel,"10.0455559480215,105.77894965582",1.4 km from centre,Superior Double Room,1 out of 5,8.3,Very good,17 reviews,"VND 290,000",
Thien Ngoc Hostel,"10.010256,105.79045",2.7 km from centre,Deluxe Double Room with Balcony,,9.3,Superb,22 reviews,"VND 216,240","FREE cancellation,• No prepayment needed"
Quang Sang Hotel,"10.0424113798352,105.77800602943",1.2 km from centre,Deluxe Double Room,2 out of 5,7.4,Good,127 reviews,"VND 339,000",
Hotel Lê My,"10.046432,105.778996",1.6 km from centre,Deluxe Double Room,,8.2,Very good,54 reviews,"VND 297,000",
Quyen's house,"10.0351619410234,105.780945342606",350 m from centre,Budget Double Room,,8.9,Fabulous,99 reviews,"VND 300,000",
Khanh Duong Hotel,"10.044217,105.781465",1.2 km from centre,Double Room,,8.3,Very good,25 reviews,"VND 198,000",
Nam Thanh Binh Hostel,"10.0450687413305,105.782336971303",1.4 km from centre,Economy Double Room,,8.4,Very good,469 reviews,"VND 200,000",
LẠI NGUYỄN BOUTIQUE HOTEL,"10.048392,105.776992",1.9 km from centre,Standard King Room,,9.5,Exceptional,4 reviews,"VND 380,000",
Mekong Delta Ricefield Lodge,"9.98199279728116,105.601676901539",20 km from centre,Twin Room with Pool View,,9.9,Exceptional,37 reviews,"VND 999,000",Breakfast included
Hanh Phuc Guesthouse,"10.031212,105.785293",350 m from centre,Deluxe Double Room,3 out of 5,7.2,Good,44 reviews,"VND 350,000",
Gikgo Hostel Can Tho,"10.0430564991436,105.779060397423",1.2 km from centre,Double Room,,9.0,Superb,297 reviews,"VND 430,000","FREE cancellation,• No prepayment needed"
Thien An Hotel,"10.024072,105.747851",4 km from centre,Deluxe Double Room,1 out of 5,9.1,Superb,15 reviews,"VND 350,000",
Nhà Nghỉ 7 Tới,"10.0099778725896,105.746983400833",4.8 km from centre,Double Room,3 out of 5,8.5,Very good,36 reviews,"VND 250,000",
Homestay Boo & Bee,"10.034511,105.788185",600 m from centre,King Room with Two King Beds,,,,,"VND 800,000",
MEKONG DANIEL HOMESTAY CAN THO,"9.968988,105.696979",11 km from centre,Deluxe Double Room with Balcony,3 out of 5,9.3,Superb,18 reviews,"VND 900,000",Breakfast included
D Homestay,"10.021944,105.761089",2.8 km from centre,Basic Triple Room with Shared Bathroom,,8.8,Fabulous,101 reviews,"VND 280,000",
SUSIHOME,"10.0013402,105.7738332",3.7 km from centre,Double Room,,,,,"VND 510,000",Breakfast included
Dang Khoa Hotel,"10.0373046815023,105.753822206221",3.2 km from centre,Double Room,,5.4,Review score,3 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
VANA'S BOUTIQUE,"10.0308133016284,105.784082086494",350 m from centre,Double Room,,9.0,Superb,3 reviews,"VND 300,000",
Nhà nghỉ Hương Thùy,"10.028009,105.774151",1.1 km from centre,King Room with Balcony,,,,,"VND 280,000",
N&D Homestay,"10.0118396683461,105.790900066495",2.5 km from centre,Double Room,,7.8,Good,13 reviews,"VND 300,000",
Mekong Palm House,"10.0077441697764,105.784579247116",2.9 km from centre,Apartment with Garden View,,9.7,Exceptional,73 reviews,"VND 1,250,000",
Nhà Nghỉ 38,"10.044399,105.778998",1.4 km from centre,Double Room,,,,,"VND 250,000",
Sao Mai Hotel,"10.044215,105.781466",1.2 km from centre,Standard Double Room,,7.2,Good,12 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
NHÀ NGHỈ XUÂN LAN CẦN THƠ,"10.010268,105.760506",3.6 km from centre,Deluxe Triple Room,3 out of 5,8.7,Fabulous,20 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
HÀ GIANG HOTEL,"10.002693,105.798287",3.8 km from centre,Small Double Room,,,,,"VND 220,000","FREE cancellation,• No prepayment needed"
Asia Hotel Can Tho,"10.0309672015696,105.784853696823",350 m from centre,Deluxe Double Room,3 out of 5,6.4,Review score,49 reviews,"VND 632,500",Breakfast included
Rich Hotel,"10.043359,105.778619",1.2 km from centre,Superior Double Room,2 out of 5,8.3,Very good,60 reviews,"VND 380,000",
Kidu Homestay,"9.99729255998041,105.711870296673",8 km from centre,Double Room with Garden View,,8.6,Fabulous,4 reviews,"VND 686,800",Breakfast included
Thanh Dat Resort,"10.0384364519736,105.767102837563",1.9 km from centre,Bungalow with Garden View,2 out of 5,7.7,Good,42 reviews,"VND 600,000",Breakfast included
Nhà Nghỉ Nguyên Anh Cần Thơ,"10.017465,105.783534",1.8 km from centre,Double Room with Two Double Beds,,,,,"VND 280,000",
Nhà nghỉ THANH BÌNH,"9.98096232064823,105.747167297592",7 km from centre,Comfort Quadruple Room,,8.0,Very good,21 reviews,"VND 230,000",
Kim Long Hotel,"10.0306476152302,105.787624418736",600 m from centre,Standard Double Room,2 out of 5,8.2,Very good,113 reviews,"VND 360,000",
Motel Phạm Lũy,"10.030627656344,105.776929214819",750 m from centre,Single Room,,,,,"VND 250,000",
69'S HOMETEL,"10.032294,105.786145",400 m from centre,Double Room,,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Green Garden Homestay,"10.0525266715114,105.756529555403",3.6 km from centre,Standard Twin Room with Garden View,,8.7,Fabulous,116 reviews,"VND 570,373",Breakfast included
Hanh Phuc Hotel,"10.0443684141853,105.78488856554",1.2 km from centre,Superior Room,3 out of 5,6.3,Review score,13 reviews,"VND 650,000",Breakfast included
Spring Hotel,"10.0237302105152,105.771273672581",1.7 km from centre,Standard Double Room,1 out of 5,8.1,Very good,53 reviews,"VND 369,900",
Kim Lan Hotel,"10.0314743131303,105.783716440201",250 m from centre,Standard Double Room,2 out of 5,8.2,Very good,363 reviews,"VND 484,200",
Khách sạn Phương Thắng,"10.044667,105.783094",1.3 km from centre,Family Room with Balcony,,,,,"VND 200,000",
khách sạn Bảo Nguyên,"10.044646,105.779923",1.4 km from centre,Double or Twin Room with Private Bathroom,,,,,"VND 450,000",
Kieu Hanh Hostel 4,"10.020996,105.751237",3.8 km from centre,Double Room,,,,,"VND 200,000",
Mỹ Ngọc Hotel,"10.030686,105.787022",550 m from centre,Deluxe Double Room,2 out of 5,7.6,Good,49 reviews,"VND 475,000",
Nhà Nghỉ Nguyên Anh Cần Thơ,"10.017465,105.783534",1.8 km from centre,Double Room with Two Double Beds,,,,,"VND 280,000",
Thanh Tung Hotel,"10.0449756451051,105.784479587103",1.4 km from centre,Deluxe Room,,,,,"VND 337,838",
N&D Homestay,"10.0118396683461,105.790900066495",2.5 km from centre,Double Room,,7.8,Good,13 reviews,"VND 300,000",
D Homestay,"10.021944,105.761089",2.8 km from centre,Basic Triple Room with Shared Bathroom,,8.8,Fabulous,101 reviews,"VND 280,000",
Khanh Duong Hotel,"10.044217,105.781465",1.2 km from centre,Double Room,,8.3,Very good,25 reviews,"VND 198,000",
Cui Coffee & Homestay,"10.031422,105.775076",900 m from centre,Large Double Room,,8.3,Very good,60 reviews,"VND 249,000",
Nhà Nghỉ LÂM ANH,"10.0094754812042,105.80181351059",3.4 km from centre,Double Room,,,,,"VND 220,000",
Huỳnh Hân motel,"10.023082,105.761854",2.6 km from centre,Twin Room with Shower,,,,,"VND 350,000",
Huyen Tran Hotel,"10.0455559480215,105.77894965582",1.4 km from centre,Superior Double Room,1 out of 5,8.3,Very good,17 reviews,"VND 290,000",
Manh Phat Guesthouse,"10.0458398329896,105.76325872913",2.6 km from centre,Superior Queen Room,3 out of 5,7.4,Good,16 reviews,"VND 240,000",
SAO MAI THU HA HOTEL,"10.045556,105.783487",1.4 km from centre,Standard Double Room,,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Khách sạn Phương Thắng,"10.044667,105.783094",1.3 km from centre,Family Room with Balcony,,,,,"VND 200,000",
Nhà Nghỉ 38,"10.044399,105.778998",1.4 km from centre,Double Room,,,,,"VND 250,000",
Dang Khoa Hotel,"10.0373046815023,105.753822206221",3.2 km from centre,Double Room,,5.4,Review score,3 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
The Sun's house,"10.041258,105.777768",1.1 km from centre,Deluxe Room (2 Adults + 1 Child),,,,,"VND 180,000",
SUSIHOME,"10.0013402,105.7738332",3.7 km from centre,Double Room,,,,,"VND 510,000",Breakfast included
Green Garden Homestay,"10.0525266715114,105.756529555403",3.6 km from centre,Standard Twin Room with Garden View,,8.7,Fabulous,116 reviews,"VND 570,373",Breakfast included
Nhà nghỉ 126,"10.048402523251,105.762660914613",2.8 km from centre,Double Room with Private Bathroom,,,,,"VND 200,000",
Kidu Homestay,"9.99729255998041,105.711870296673",8 km from centre,Double Room with Garden View,,8.6,Fabulous,4 reviews,"VND 686,800",Breakfast included
Motel Phạm Lũy,"10.030627656344,105.776929214819",750 m from centre,Single Room,,,,,"VND 250,000",
MONACO HOTEL,"10.019601,105.783995",1.6 km from centre,Superior Single Room,,,,,"VND 800,000","FREE cancellation,• No prepayment needed"
MRS 3 DORMS & NATURE,"10.0388082463483,105.777369678574",900 m from centre,Bed in 6-Bed Mixed Dormitory Room,,9.5,Exceptional,162 reviews,"VND 190,000",
Kiến An Hostel,"10.030298,105.780983",450 m from centre,Bunk Bed in Mixed Dormitory Room,,7.7,Good,4 reviews,"VND 100,000",
Kiến An Hostel,"10.030298,105.780983",450 m from centre,Bunk Bed in Mixed Dormitory Room,,7.7,Good,4 reviews,"VND 100,000",
