hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Liberty Hotel,"20.835201,106.701007",3 km from centre,,Standard King Room,,2,3 out of 5,7.8,Good,20 reviews,"VND 666,900","FREE cancellation,• No prepayment needed"
The Flamboyant - Serviced Apartments,"20.8652137047188,106.66366854968",2.2 km from centre,,Studio with Garden View,,2,3 out of 5,9.4,Superb,27 reviews,"VND 750,000",
Viet 4 Seasons Hotel,"20.834264,106.69737",3 km from centre,,Superior Double Room,,2,4 out of 5,8.6,Fabulous,71 reviews,"VND 1,233,540","Breakfast included,FREE cancellation,• No prepayment needed"
GM Hotel and Apartment,"20.834899,106.701539",3.1 km from centre,,Superior Double Room,,2,3 out of 5,7.7,Good,26 reviews,"VND 1,128,000","Breakfast included,FREE cancellation,• No prepayment needed"
Thiên An Hotel,"20.8489082619159,106.708363451729",2.9 km from centre,,Superior Quadruple Room,,4,2 out of 5,8.4,Very good,121 reviews,"VND 760,000",
Cosy Star Apartment and Motel,"20.8468465492108,106.709203959649",3 km from centre,,Standard Queen Room,,2,,9.2,Superb,44 reviews,"VND 400,000",
Tan An Palace,"20.8634967042679,106.656293347478",2.8 km from centre,,Superior Apartment,,2,3 out of 5,7.7,Good,79 reviews,"VND 735,000","Breakfast included,FREE cancellation,• No prepayment needed"
Holiday Hotel,"20.8315728987826,106.702971485142",3.5 km from centre,,Standard Double Room,,2,2 out of 5,6.3,Review score,66 reviews,"VND 420,750",
Lotus Hotel & Apartment,"20.857571,106.701234",2 km from centre,,Deluxe Triple Room,,3,,8.8,Fabulous,13 reviews,"VND 1,000,000",
Luxury Hotel,"20.855124,106.700921",2 km from centre,,Deluxe Double Room,,2,3 out of 5,6.7,Review score,21 reviews,"VND 395,000",
Gallant Hotel 168,"20.8362166,106.7097541",3.6 km from centre,,Superior Double Room,,2,2 out of 5,8.5,Very good,55 reviews,"VND 528,000",
Hà Thịnh Phát Apartment,"20.861571,106.67218",1.2 km from centre,,Apartment,,2,3 out of 5,8.4,Very good,21 reviews,"VND 650,000",Breakfast included
Emerald Hotel Cát Bà,"20.7268054045759,107.051841035846",41 km from centre,,Superior Twin Room,,4,3 out of 5,9.7,Exceptional,3 reviews,"VND 390,600",Breakfast included
Novatel Hotel & Apartment,"20.846977,106.710103",3.1 km from centre,,One-Bedroom Apartment,,2,3 out of 5,9.0,Superb,14 reviews,"VND 445,500","FREE cancellation,• No prepayment needed"
The Quin Hotel,"20.8559812906555,106.667398106468",1.6 km from centre,,Deluxe Double or Twin Room with River View,,2,3 out of 5,8.8,Fabulous,19 reviews,"VND 450,000",
Vinhomes Imperia Paris,"20.863903684459,106.666624883711",1.9 km from centre,,Studio,,2,3 out of 5,8.2,Very good,35 reviews,"VND 675,000","FREE cancellation,• No prepayment needed"
Motel Tay Ho,"20.8303067218288,106.695820391178",3.2 km from centre,,Family Room,,4,,7.1,Good,84 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Paloma Hotel & Apartment,"20.8484276884879,106.708361624982",2.9 km from centre,,Deluxe Twin Room,,2,3 out of 5,8.8,Fabulous,4 reviews,"VND 450,000",
Ventana house,"20.8579254524,106.680031174951",300 m from centre,,One-Bedroom Apartment,,2,3 out of 5,8.5,Very good,82 reviews,"VND 700,000","FREE cancellation,• No prepayment needed"
The Flamboyant - Serviced Apartments,"20.8652137047188,106.66366854968",2.2 km from centre,,Studio with Garden View,,2,3 out of 5,9.4,Superb,27 reviews,"VND 750,000",
Đình Vũ 3 HOTEL,"20.829975,106.69203",3.1 km from centre,,Standard King Room,,2,,6.3,Review score,6 reviews,"VND 330,000",
THE SHINE HOTEL,"20.848297,106.705314",2.6 km from centre,,Twin Room with Lake View,,2,4 out of 5,,,,"VND 1,648,000",Breakfast included
Queenie Hotel - Freyza Hotels,"20.847456,106.711464",3.2 km from centre,,Deluxe Double Room,,2,,9.6,Exceptional,8 reviews,"VND 580,000",Breakfast included
TRUNG KIÊN HOTEL,"20.8214670536026,106.683825066132",3.9 km from centre,,Standard Double Room,,2,2 out of 5,7.9,Good,12 reviews,"VND 400,000",
Seastars Hotel Hai Phong,"20.8555233333634,106.700720787048",1.9 km from centre,,Superior Double Room,,2,4 out of 5,7.9,Good,12 reviews,"VND 1,440,000",Breakfast included
Sen Hotel Hai Phong,"20.8299792724917,106.69243485893",3.1 km from centre,,Standard Double Room,,2,2 out of 5,5.5,Review score,22 reviews,"VND 279,000",
Victory Hotel & Apt,"20.853412,106.668403",1.4 km from centre,,Deluxe Double Room (2 Adults + 1 Child),,2,,9.3,Superb,22 reviews,"VND 1,368,000",
3MG Lakeside Hotel,"20.844911,106.688084",1.4 km from centre,,Standard Queen Room,,2,3 out of 5,7.8,Good,38 reviews,"VND 1,050,000",Breakfast included
Thien Anh Hotel,"20.856927,106.684237",300 m from centre,,Double Room,,2,,8.4,Very good,17 reviews,"VND 550,000",
Mai Ve Motel,"20.8274783408582,106.730101582603",5 km from centre,,Deluxe Double Room,,2,,7.6,Good,135 reviews,"VND 237,500",
Tuong Vi 2,"20.848297,106.705314",2.6 km from centre,,Double Room,,2,3 out of 5,7.3,Good,6 reviews,"VND 750,000",Breakfast included
Avani Hai Phong Harbour View Hotel,"20.8638145196892,106.689316034317",1.1 km from centre,,Deluxe Room,,2,4 out of 5,7.8,Good,51 reviews,"VND 1,601,748","FREE cancellation,• No prepayment needed"
Catba Paradise Hotel,"20.726946,107.046693",40 km from centre,,Twin Room with View,,2,4 out of 5,8.8,Fabulous,54 reviews,"VND 1,950,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hotel Pure,"20.9015702249823,106.672416776419",5 km from centre,,Standard King Room,,2,2 out of 5,8.8,Fabulous,6 reviews,"VND 500,000",
Moment Hotel - Freyza Hotels,"20.847548,106.711236",3.2 km from centre,,Standard King Room,,2,,8.3,Very good,18 reviews,"VND 480,000","Breakfast included,FREE cancellation,• No prepayment needed"
Classic Hoang Long Hotel,"20.85983941909,106.681752204895",450 m from centre,,Premium Twin Room,,2,3 out of 5,6.5,Review score,61 reviews,"VND 850,000","Breakfast included,FREE cancellation,• No prepayment needed"
Royal Hotel,"20.8382932971899,106.715809994587",4 km from centre,,Deluxe Double Room with Shower,,2,,8.1,Very good,49 reviews,"VND 450,000",
Viet Trung Hotel,"20.846316,106.715353",3.6 km from centre,,Superior Double Room,,2,2 out of 5,9.6,Exceptional,27 reviews,"VND 453,600","FREE cancellation,• No prepayment needed"
ĐẠI THÀNH PHÚC,"20.8317981400578,106.72195493544",5 km from centre,,Double Room,,2,3 out of 5,8.4,Very good,137 reviews,"VND 429,000","FREE cancellation,• No prepayment needed"
An Tín Hotel,"20.828154,106.691903",3.3 km from centre,,King Room with Balcony,,2,,8.5,Very good,4 reviews,"VND 475,000",
GM Hotel and Apartment,"20.834899,106.701539",3.1 km from centre,,Superior Double Room,,2,3 out of 5,7.7,Good,26 reviews,"VND 1,128,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hoa Phuong Hotel,"20.856466,106.702698",2.2 km from centre,,Deluxe Double Room,,2,2 out of 5,8.4,Very good,77 reviews,"VND 486,000",
MOMIZI Hotel HAI PHONG,"20.830206,106.703175",3.6 km from centre,,Deluxe Double Room,,2,3 out of 5,8.7,Fabulous,3 reviews,"VND 1,011,500",Breakfast included
Trang Thanh Luxury Apartment,"20.858684,106.686999",600 m from centre,,One-Bedroom Apartment,,2,,,,,"VND 850,000",Breakfast included
Ab Lake Side,"20.845242,106.699989",2.2 km from centre,,One-Bedroom Apartment,,2,3 out of 5,8.4,Very good,112 reviews,"VND 300,000",
Dong Duong Hotel,"20.8505905122856,106.680545210838",650 m from centre,,Standard Double Room,,2,2 out of 5,5.3,Review score,36 reviews,"VND 350,000",
Lotus Hotel & Apartment,"20.857571,106.701234",2 km from centre,,Deluxe Triple Room,,3,,8.8,Fabulous,13 reviews,"VND 1,000,000",
Win Win Hotel - Khách Sạn Hải Phòng,"20.810877,106.642242",6 km from centre,,Double Room with Mountain View,,2,,8.8,Fabulous,4 reviews,"VND 450,000",
resort huubang,"20.759365839859,106.669118438623",10 km from centre,,Deluxe Double or Twin Room with Garden View,,2,,,,,"VND 2,000,000","FREE cancellation,• No prepayment needed"
Ngoc Ha Hotel,"20.8364,106.71428",4 km from centre,,Standard King Room,,2,,6.5,Review score,15 reviews,"VND 220,000",
Cozi 9 Hotel,"20.822135,106.644232",5 km from centre,,Double Room,,2,2 out of 5,7.7,Good,13 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
An Tien Hotel,"20.828736442518,106.708193318016",4.1 km from centre,,Deluxe King Room,,2,2 out of 5,7.5,Good,30 reviews,"VND 440,000",
Lavender Hotel Hai Phong,"20.8498403984798,106.718773126668",3.9 km from centre,,Superior Double or Twin Room with City View,,2,3 out of 5,7.9,Good,12 reviews,"VND 660,000",
The Peninsula Haiphong,"20.846371709249,106.709070984018",3 km from centre,,Superior Studio,,2,3 out of 5,,,,"VND 850,000",
The Quin HOTEL,"20.8561090561773,106.667264996017",1.6 km from centre,,Deluxe Double or Twin Room with Balcony,,2,,7.3,Good,3 reviews,"VND 450,000",
KING HOTEL,"20.815689,106.53852",15 km from centre,,Deluxe Double Room,,2,,,,,"VND 350,000",
V A Motel,"20.8741845309389,106.649501838306",4 km from centre,,Deluxe Room (2 Adults + 1 Child),,2,3 out of 5,7.9,Good,16 reviews,"VND 240,000",
Intro Central Hotel,"20.857519,106.699149",1.8 km from centre,,Standard King Room,,2,,,,,"VND 1,680,250",Breakfast & dinner included
Pham Ha Hotel,"20.8286790914518,106.716010932541",4.7 km from centre,,Small Double Room,,2,2 out of 5,7.9,Good,134 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Cat ba Paradise hotel,"20.726946,107.046693",40 km from centre,,Deluxe Double Room with Sea View,,2,3 out of 5,8.0,Very good,27 reviews,"VND 1,600,000","FREE cancellation,• No prepayment needed"
GALLANT HOTEL 154,"20.829745,106.704389",3.8 km from centre,,Superior Twin Room,,2,,6.6,Review score,9 reviews,"VND 600,000",
Level Hotel Hai Phong,"20.8447926857414,106.692212759525",1.6 km from centre,,Deluxe Double Room,,2,3 out of 5,6.4,Review score,8 reviews,"VND 900,000",Breakfast included
Camela Hotel & Resort,"20.8716100234235,106.644228100777",4.3 km from centre,,Executive Triple Room,,3,4 out of 5,6.4,Review score,20 reviews,"VND 1,360,000",Breakfast included
SunLake Aparment & Hotel,"20.844911,106.688084",1.4 km from centre,,Deluxe Double or Twin Room with Lake View,,4,,,,,"VND 1,200,000",
Newstar Apartment,"20.835257809365,106.704734269203",3.4 km from centre,,Budget Double Room,,2,,,,,"VND 900,000","FREE cancellation,• No prepayment needed"
Monte Carlo Hotel Hai Phong,"20.8455023266841,106.712663490325",3.4 km from centre,,Standard Double Room,,2,3 out of 5,6.6,Review score,7 reviews,"VND 600,000",
Pandora Apartment & Motel,"20.8951804994393,106.60635561377",9 km from centre,,One-Bedroom Apartment,,2,,,,,"VND 550,000",
Hà Thịnh Phát Apartment,"20.861571,106.67218",1.2 km from centre,,Apartment,,2,3 out of 5,8.4,Very good,21 reviews,"VND 650,000",Breakfast included
M-Hotel,"20.849092,106.704749",2.5 km from centre,,Standard Double Room with Shared Bathroom,,2,2 out of 5,,,,"VND 500,000",
Sương Giang 2,"20.8468599157608,106.709313228836",3 km from centre,,Economy Double Room,,2,,,,,"VND 350,000",
Hami Hotel,"20.8606810194416,106.722632213496",4.3 km from centre,,Standard Double Room,,2,2 out of 5,6.5,Review score,22 reviews,"VND 356,400",
Phương Tùng hotel,"20.714563,107.065755",42 km from centre,,Budget Double or Twin Room,,4,2 out of 5,,,,"VND 350,000",
Vibe Hotel Hai Phong,"20.8310473600308,106.722316050385",5 km from centre,,King Room with Garden View,,2,,9.6,Exceptional,5 reviews,"VND 427,500",
Vinhomes Imperia Paris,"20.863903684459,106.666624883711",1.9 km from centre,,Studio,,2,3 out of 5,8.2,Very good,35 reviews,"VND 675,000","FREE cancellation,• No prepayment needed"
The Sun Hotel,"20.8283741775754,106.714167209822",4.5 km from centre,,Standard Double Room,,2,3 out of 5,10,Exceptional,3 reviews,"VND 450,500",
*BOM HOMES* FLAMINGO CAT BA RESORT,"20.717979863022,107.05271162339",41 km from centre,,One-Bedroom Villa,,2,3 out of 5,,,,"VND 2,500,000",Breakfast included
Hotel Hải Nhiên Anh,"20.818041,106.647134",5 km from centre,,King Room,,2,,,,,"VND 400,000",
Le Thanh Hotel,"20.8919003611804,106.596097918755",9 km from centre,,Double or Twin Room with Bathroom,,2,2 out of 5,,,,"VND 500,000",
Núi Đối Hotel,"20.850805,106.680554",650 m from centre,,Twin Room with View,,2,,,,,"VND 550,000",
