hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Maison Vui Homestay,"15.8818514395561,108.334208415947",,,Deluxe Double Room with Bath,,2,3 out of 5,9.5,Exceptional,30 reviews,"VND 399,000","FREE cancellation,• No prepayment needed"
Ba Co Boutique Hotel,"15.630504,108.523718",,,Superior King Room,,2,,8.3,Very good,14 reviews,"VND 885,000","Breakfast included,FREE cancellation,• No prepayment needed"
Seamist Ocean Villa,"15.9006019691832,108.355509638786",,,Villa with Garden View,,2,,9.3,Superb,124 reviews,"VND 480,000",Breakfast included
Hoi An Beach Resort,"15.8969621439468,108.365916609764",,,Superior Double or Twin Room with Garden View,,2,4 out of 5,8.7,Fabulous,673 reviews,"VND 1,356,548",Breakfast included
Royal Riverside Hoi An Hotel,"15.8764307876518,108.318841159344",,,Deluxe Double or Twin Room with River View,,2,4 out of 5,9.0,Superb,380 reviews,"VND 6,075,000","Breakfast included,FREE cancellation,• No prepayment needed"
Calla Villa Hoi An,"15.876999859772,108.321389754314",,,Deluxe Twin Room,,2,3 out of 5,8.9,Fabulous,824 reviews,"VND 1,350,000","FREE cancellation,• No prepayment needed"
Hoianation Villas Hotel,"15.8918283496436,108.319420647989",,,Superior Double Room,,2,4 out of 5,9.3,Superb,284 reviews,"VND 515,460",Breakfast included
The Night Market Villa,"15.8742790602499,108.323198290894",,,Twin Room with Pool View,,2,3 out of 5,9.7,Exceptional,9 reviews,"VND 800,000",
Santa Sea Villa,"15.9078513038945,108.348742172375",,,Double Room,,2,3 out of 5,9.2,Superb,223 reviews,"VND 784,800","Breakfast included,FREE cancellation,• No prepayment needed"
D Central Hoi An Homestay,"15.8753191621225,108.326831042185",,,Superior Double or Twin Room,,2,,9.5,Exceptional,573 reviews,"VND 297,000",
Hoi An Grace River Villa,"15.873383,108.33623",,,Superior Double or Twin Room,,2,3 out of 5,9.6,Exceptional,229 reviews,"VND 2,314,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nu Ni Homestay,"15.87993102743,108.325596470386",,,Superior Double Room,,2,,9.3,Superb,464 reviews,"VND 402,500",
Laluna Hoi An Riverside Hotel & Spa,"15.8764355502671,108.321772941486",,,Superior Double Room with Large Window,,2,4 out of 5,9.2,Superb,"1,150 reviews","VND 1,364,320","Breakfast included,FREE cancellation,• No prepayment needed"
Blue Whale Homestay,"15.9049706626385,108.347613851929",,,Deluxe King Room,,2,,9.6,Exceptional,28 reviews,"VND 535,500","Breakfast included,FREE cancellation,• No prepayment needed"
Volar de Faifo Villa,"15.874713,108.323982",,,King Suite with Balcony - 1 year voucher to freely change your stay date,,2,4 out of 5,9.4,Superb,129 reviews,"VND 645,278",Breakfast included
Hoi An Blue Sky Boutique Hotel & Spa,"15.882794,108.34711",,,Superior Double or Twin Room with Pool View,,2,4 out of 5,9.8,Exceptional,32 reviews,"VND 594,000",
Q.HI homestay,"15.8904032327178,108.348733402967",,,Double Room,,2,,,,,"VND 360,000",
Fivitel Hoi An Hotel,"15.8926965362687,108.372783851807",,,Superior Double or Twin Room,,2,4 out of 5,8.6,Fabulous,362 reviews,"VND 728,400",Breakfast included
Hoian Royal Villa,"15.8783632153136,108.32078029892",,,Standard Double Room,,2,,9.2,Superb,24 reviews,"VND 286,000","FREE cancellation,• No prepayment needed"
Vinci Villa Hoi An,"15.8825654225165,108.32637039476",,,Superior Double or Twin Room with Balcony,,2,,9.6,Exceptional,932 reviews,"VND 550,998","FREE cancellation,• No prepayment needed"
Thinh Phuc Homestay,"15.8777958690511,108.345240131021",,,Queen Room with Pool View,,2,,8.9,Fabulous,17 reviews,"VND 487,500","Breakfast included,FREE cancellation,• No prepayment needed"
Volar Hoi An,"15.8886937046233,108.330054831352",,,Superior Double Room,,2,2 out of 5,9.2,Superb,578 reviews,"VND 442,800",Breakfast included
Chi Thanh Villa,"15.8625538094842,108.327464611983",,,Superior Double Room,,2,3 out of 5,9.4,Superb,247 reviews,"VND 235,170","Breakfast included,FREE cancellation,• No prepayment needed"
Hoi An Fairy Garden Villa,"15.8690359283106,108.349061135618",,,King Room with Garden View,,2,3 out of 5,9.3,Superb,259 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Monkey Homestay & Bar,"15.956914,108.50706",,,Deluxe Double Room with Balcony and Sea View,,2,3 out of 5,9.5,Exceptional,30 reviews,"VND 450,000",
The Mansion Hoi An,"15.880225,108.344818",,,Double Room with Balcony,,2,,8.5,Very good,75 reviews,"VND 1,800,000",Breakfast included
Riverside White House Hotel,"15.8773721517776,108.33736207427",,,Deluxe Double Room with Balcony and River View,,2,3 out of 5,9.3,Superb,401 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Tam Hong Phuc Homestay Hoi An,"15.8809114916328,108.327267365398",,,Superior Double Room with Balcony,,2,,8.3,Very good,6 reviews,"VND 378,000",
Hoi An Aurora Riverside Hotel and Spa,"15.8889677112477,108.35428789258",,,Cozy Double Room,,2,4 out of 5,9.2,Superb,67 reviews,"VND 572,502","FREE cancellation,• No prepayment needed"
Truc Loc Villa,"15.8758270067957,108.320666285583",,,Economy Double Room,,2,3 out of 5,9.1,Superb,370 reviews,"VND 455,000",
An Bang beach Happy Village,"15.9134687831934,108.33918480057",,,Double Room with Garden View,,2,3 out of 5,9.3,Superb,77 reviews,"VND 480,000",Breakfast included
Khách Sạn Nanimax,"15.4419443646134,108.629245355042",,,Deluxe Room (2 Adults + 1 Child),,2,3 out of 5,4.9,Review score,3 reviews,"VND 225,000",
The Silk Holiday Villa,"15.869824,108.348967",,,Apartment,,18,,,,,"VND 5,163,750",
SANTORI Hoi An Homestay,"15.878047733813,108.368974312195",,,Apartment,,10,,,,,"VND 3,600,000",
Blue Lake Homestay,"15.8898633714361,108.319396604893",,,Deluxe Double Room,,2,,9.2,Superb,125 reviews,"VND 249,984","FREE cancellation,• No prepayment needed"
Square Villa Hoi An,"15.876760898642,108.321387115761",,,Deluxe Double Room,,2,3 out of 5,9.8,Exceptional,415 reviews,"VND 532,818",
A Tran Boutique Hotel,"15.875219,108.32786",,,Deluxe Double Room,,2,3 out of 5,8.7,Fabulous,237 reviews,"VND 442,225","FREE cancellation,• No prepayment needed"
East West Villa,"15.8837717850926,108.347554826775",,,Deluxe Double or Twin Room with Pool View,,2,3 out of 5,9.4,Superb,314 reviews,"VND 753,667","Breakfast included,FREE cancellation,• No prepayment needed"
Le Printemp D' Tan Thanh,"15.9093004,108.3458707",,,One-Bedroom Apartment,,2,,,,,"VND 950,000",
Riverside White House Hotel,"15.8773721517776,108.33736207427",,,Deluxe Double Room with Balcony and River View,,2,3 out of 5,9.3,Superb,401 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Tropical Home Villa,"15.872338,108.336344",,,Deluxe Twin Room,,2,3 out of 5,9.3,Superb,103 reviews,"VND 540,000",
Lantana Riverside Hoi An Hotel,"15.8769890586358,108.340475342328",,,Deluxe Double or Twin Room,,2,4 out of 5,9.2,Superb,134 reviews,"VND 904,475","Breakfast included,FREE cancellation,• No prepayment needed"
Hoi An Vi Khoa Villa,"15.8770395566158,108.322759749719",,,Superior Double Room,,2,3 out of 5,9.1,Superb,658 reviews,"VND 453,453","FREE cancellation,• No prepayment needed"
Thanh Binh Riverside Hoi An,"15.8764736783727,108.321343660355",,,Deluxe Double Room with Garden or City View,,2,4 out of 5,8.4,Very good,196 reviews,"VND 675,000","FREE cancellation,• No prepayment needed"
Tropical Sands Villa,"15.9051899574673,108.3465416784",,,Queen Room with Balcony,,2,3 out of 5,9.7,Exceptional,41 reviews,"VND 600,997",Breakfast included
Green Boutique Villa,"15.8768871057564,108.364972472191",,,Villa with Garden View,,2,3 out of 5,8.9,Fabulous,21 reviews,"VND 25,500,000",
La Vista Villa Hoi An,"15.8945482,108.3178376",,,Villa,,21,,,,,"VND 10,500,000",
Little Hoi An . A Boutique Hotel & Spa,"15.8759731785639,108.322781324387",,,Deluxe Double or Twin Room,,2,4 out of 5,9.3,Superb,402 reviews,"VND 1,300,000","FREE cancellation,• No prepayment needed"
Flame Flowers Homestay,"15.8859340868715,108.330938473888",,,Double Room with Garden View,,2,,9.9,Exceptional,601 reviews,"VND 273,152",
Palm View Villa,"15.8734576752359,108.360647410154",,,Deluxe Double or Twin Room with Garden View,,2,,8.6,Fabulous,120 reviews,"VND 588,431",Breakfast included
Lantana Boutique Hoi An Hotel,"15.8759784915394,108.322587793393",,,Superior Double or Twin Room,,2,4 out of 5,9.3,Superb,253 reviews,"VND 1,113,952","Breakfast included,FREE cancellation,• No prepayment needed"
PaPa Villa Homestay,"15.8894226261583,108.324745925495",,,Standard Double Room,,2,,9.3,Superb,255 reviews,"VND 209,000","FREE cancellation,• No prepayment needed"
Sophie Villa Hoian,"15.877712,108.335704",,,Superior Double or Twin Room,,2,4 out of 5,8.7,Fabulous,69 reviews,"VND 880,000","Breakfast included,FREE cancellation,• No prepayment needed"
Beachside Boutique Resort Hoi An,"15.9089447,108.3473461",,,SeaShell,,2,3 out of 5,9.2,Superb,105 reviews,"VND 980,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hanh Ly Bai Huong Homestay,"15.931626,108.528663",,,Deluxe Double Room with Side Sea View,,2,,,,,"VND 350,000",Breakfast included
Hoi An TNT Villa,"15.88005744755,108.324369291649",,,Classic Deluxe Double or Twin Room,,2,3 out of 5,9.0,Superb,572 reviews,"VND 754,044","FREE cancellation,• No prepayment needed"
Cocoon Villa,"15.892939860151,108.364936824112",,,Deluxe Double or Twin Room with Pool View,,2,3 out of 5,9.4,Superb,299 reviews,"VND 622,935","Breakfast included,FREE cancellation,• No prepayment needed"
Hai Tran Beach Villa,"15.8069,108.386065",,,Deluxe Double Room with Sea View,,2,,,,,"VND 2,400,000",Breakfast included
New Destination Hoi An,"15.8616031064549,108.330552372904",,,Deluxe Double or Twin Room with Balcony,,2,,9.3,Superb,81 reviews,"VND 187,000","Breakfast included,FREE cancellation,• No prepayment needed"
Thanh Van 1 Hotel,"15.8800700167165,108.326847553253",,,Standard Double Room without Breakfast,,2,2 out of 5,8.9,Fabulous,912 reviews,"VND 586,500",
Lucky Leaf Villa,"15.8822283693592,108.347461167723",,,Twin Room with Garden View,,2,3 out of 5,9.0,Superb,132 reviews,"VND 550,000","FREE cancellation,• No prepayment needed"
Phong Phu Villa Hoi An,"15.8829958137138,108.326586562076",,,Superior Double or Twin Room,,2,3 out of 5,8.7,Fabulous,359 reviews,"VND 388,800",
An Bang Beach Villa,"15.915433809108,108.336054573372",,,Superior Queen Room,,2,,9.5,Exceptional,377 reviews,"VND 551,858","FREE cancellation,• No prepayment needed"
An Bang River Lake Villa,"15.9066525426179,108.335300540419",,,Superior Double Room,,2,,9.6,Exceptional,64 reviews,"VND 500,000",
Hoi An Memories Resort & Spa,"15.874897,108.339815",,,Deluxe Twin Room,,2,4 out of 5,8.9,Fabulous,22 reviews,"VND 950,400","Breakfast included,FREE cancellation,• No prepayment needed"
Mulberry Collection Silk Village,"15.8880158276116,108.319790625903",,,Trendy Deluxe Double or Twin with Balcony,,2,5 out of 5,9.1,Superb,547 reviews,"VND 1,696,500",Breakfast included
AirBnB Villas,"15.8931065,108.3450789",,,Villa,,14,4 out of 5,6.7,Review score,3 reviews,"VND 3,000,000",
Lami Villa Hoian 1,"15.8962890445963,108.318114288187",,,Twin Room with Balcony,,2,3 out of 5,9.5,Exceptional,69 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Hoi An Rustic Villa,"15.8820979722519,108.354717528637",,,Deluxe Double Room with Balcony,,2,3 out of 5,9.9,Exceptional,304 reviews,"VND 540,000","Breakfast included,FREE cancellation,• No prepayment needed"
Be Chau Giang Hotel,"15.438778,107.79297",,,Deluxe Double Room with Balcony,,2,2 out of 5,8.5,Very good,29 reviews,"VND 500,000",
Pebble Homestay,"15.8737286437431,108.332396456972",,,Superior King Room with Balcony,,2,,9.3,Superb,262 reviews,"VND 480,000",Breakfast included
Hoi An Riverside Resort & Spa,"15.8886220267755,108.355984389782",,,Superior Double or Twin Room with Garden View,,2,4 out of 5,8.4,Very good,32 reviews,"VND 960,000","Breakfast included,FREE cancellation,• No prepayment needed"
Golden Lantern Tam Thanh Homestay,"15.5871739628809,108.551222008515",,,Standard Double Room,,2,,9.7,Exceptional,6 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Hidden Beach Bungalow Sea View,"15.9058384554929,108.352738916874",,,King Room,,2,,8.4,Very good,410 reviews,"VND 806,400","Breakfast included,FREE cancellation,• No prepayment needed"
Le Petit Villa Hoi An,"15.8897349756955,108.330886806221",,,Deluxe Double Room with Balcony,,2,3 out of 5,9.4,Superb,49 reviews,"VND 374,063","FREE cancellation,• No prepayment needed"
Jolie Villa Hoi An,"15.890474001303,108.322007123348",,,Double Room,,2,,9.5,Exceptional,585 reviews,"VND 324,000","FREE cancellation,• No prepayment needed"
Long Life Riverside Hotel,"15.8760299363367,108.32546889782",,,Standard Double Room,,2,3 out of 5,7.8,Good,904 reviews,"VND 920,700",
Boutique Cam Thanh Resort,"15.8722446970147,108.371534999914",,,Superior Room,,2,4 out of 5,8.1,Very good,41 reviews,"VND 914,760",Breakfast included
Tan Thanh Garden Homestay,"15.9089220823844,108.347366452217",,,Double Room with Garden View 1,,2,,9.2,Superb,214 reviews,"VND 755,000",
Mulberry Collection Silk Eco,"15.8769697167185,108.321796817791",,,Superior Twin Room with City View,,2,4 out of 5,9.2,Superb,436 reviews,"VND 1,428,300",
Threeway Riverside Villa,"15.87638,108.31845",,,Twin Room,,2,,9.5,Exceptional,497 reviews,"VND 607,824","Breakfast included,FREE cancellation,• No prepayment needed"
Hoi An Blue Seaside Homestay,"15.9242808054579,108.325439018585",,,Superior Twin Room,,2,3 out of 5,9.3,Superb,140 reviews,"VND 420,000",Breakfast included
Banana Garden Villa,"15.8771196793073,108.342783064418",,,Superior Double or Twin Room with Garden View,,2,4 out of 5,9.2,Superb,495 reviews,"VND 649,071","Breakfast included,FREE cancellation,• No prepayment needed"
Ocean House An Bang,"15.9137909,108.340795",,,Bungalow,,2,4 out of 5,9.1,Superb,169 reviews,"VND 1,068,111",
Sea’lavie Boutique Resort & Spa,"15.908879,108.346859",,,Standard Double Room,,2,4 out of 5,8.9,Fabulous,154 reviews,"VND 1,143,040","Breakfast included,FREE cancellation,• No prepayment needed"
An Bang My Village Homestay,"15.9128752528527,108.336954116822",,,Superior Double Room,,2,,9.4,Superb,103 reviews,"VND 315,000",
Red House Homestay - Villa,"15.8821222742745,108.350174725055",,,Deluxe Double Room,,2,3 out of 5,9.7,Exceptional,83 reviews,"VND 425,000",
Seaweed Luxury Villa & Spa,"15.9085822335951,108.342043748688",,,Deluxe Double Room with Balcony,,2,3 out of 5,8.8,Fabulous,18 reviews,"VND 552,500",
Seasnails Homestay,"15.9073414619294,108.347346974361",,,Superior Double Room,,2,3 out of 5,9.2,Superb,169 reviews,"VND 641,700","Breakfast included,FREE cancellation,• No prepayment needed"
Bonsai Villa Hoi An,"15.873313285006,108.330595269799",,,Deluxe Double Room,,2,,9.4,Superb,326 reviews,"VND 783,750","Breakfast included,FREE cancellation,• No prepayment needed"
Hoi An Green View Homestay & Villa,"15.8789380798743,108.337759590907",,,Deluxe Twin Room,,2,,9.0,Superb,89 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Serenity Villa Hoi An,"15.8744934682463,108.325643588955",,,Rooftop Double Room,,2,3 out of 5,9.4,Superb,155 reviews,"VND 480,760","Breakfast included,FREE cancellation,• No prepayment needed"
Ben Homestay Hoi An,"15.881421,108.337994",,,Deluxe Double Room with Balcony,,2,,9.9,Exceptional,8 reviews,"VND 250,000",
Banana Garden Villa,"15.8771196793073,108.342783064418",,,Superior Double or Twin Room with Garden View,,2,4 out of 5,9.2,Superb,495 reviews,"VND 649,071","Breakfast included,FREE cancellation,• No prepayment needed"
Riverside Plum Garden Homestay,"15.8749389588469,108.319731652737",,,Deluxe Double Room,,2,,9.1,Superb,32 reviews,"VND 280,000",
Lana Villa Hoi An,"15.8764045370314,108.320006444919",,,Deluxe Double Room,,2,3 out of 5,9.1,Superb,206 reviews,"VND 351,450",
