hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
The Luxe Da Lat,"11.930232630405,108.446978551209",1.8 km from centre,Standard Double Room with Fan,3 out of 5,8.1,Very good,219 reviews,"VND 635,018",Breakfast included
Ngoc Phat Dalat Hotel,"11.9377201037664,108.443773090839",950 m from centre,Standard Double Room,3 out of 5,8.3,Very good,297 reviews,"VND 920,313",Breakfast included
Thanh Thanh Hotel,"11.9422711473259,108.434024981476",350 m from centre,Standard Double Room,2 out of 5,8.7,Fabulous,606 reviews,"VND 400,000",
Newcentury Hotel,"11.9238064016471,108.443153044319",2.2 km from centre,Double Room,3 out of 5,8.5,Very good,245 reviews,"VND 527,000",
Dalat Memory Inn,"11.9347715,108.4337956",950 m from centre,Economy Double Room,,8.6,Fabulous,668 reviews,"VND 267,000",
Ngan Hoa - Mille Fleurs 02,"11.947013,108.461091",2.7 km from centre,Double Room,2 out of 5,9.0,Superb,167 reviews,"VND 360,000",
Queen T&T Dalat Hotel,"11.9480896052841,108.435788973805",650 m from centre,Superior Deluxe Double or Twin Room,3 out of 5,8.5,Very good,31 reviews,"VND 555,000",Breakfast included
New Life Hotel,"11.92577,108.445283",2.1 km from centre,Superior Twin Room,3 out of 5,8.8,Fabulous,238 reviews,"VND 741,312",Breakfast included
Đỗ Gia Bảo Villa - HSO,"11.9539480584921,108.470558028736",3.9 km from centre,Double Room with Lake View,,9.4,Superb,34 reviews,"VND 615,600",
The Grace Hotel,"11.9403710154426,108.435224743586",350 m from centre,Superior Double Room,2 out of 5,8.7,Fabulous,820 reviews,"VND 336,600",
QA Hotel Dalat - City Centre,"11.941056,108.436563",200 m from centre,Standard Double Room,2 out of 5,9.0,Superb,225 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Ha Le Hotel,"11.948316,108.44128",800 m from centre,Double Room,1 out of 5,8.5,Very good,102 reviews,"VND 280,963",
Len's Hotel,"11.947146,108.44044",650 m from centre,Classic Double Room,3 out of 5,8.0,Very good,292 reviews,"VND 890,000",Breakfast included
Pi Hostel,"11.9413113025307,108.433706517791",400 m from centre,Standard Double Room,,9.0,Superb,"1,053 reviews","VND 585,000",
Nhím House,"11.93579,108.434771",800 m from centre,Deluxe Double Room,2 out of 5,9.0,Superb,150 reviews,"VND 472,500",
TTC Hotel - Da Lat,"11.9417954571734,108.437577188015",150 m from centre,Superior Twin Room,4 out of 5,7.8,Good,158 reviews,"VND 940,950",Breakfast included
L'amie Hotel & Studio,"11.937973,108.432409",750 m from centre,Double Room with Balcony,,8.8,Fabulous,122 reviews,"VND 299,250",
CozyNook Boutique Apartments - 3 thang 2 Street,"11.943056341341,108.434551203523",300 m from centre,One-Bedroom Apartment,3 out of 5,9.6,Exceptional,55 reviews,"VND 550,000",
Suka Hotel Dalat,"11.940706,108.430872",700 m from centre,Standard King Room,3 out of 5,7.8,Good,167 reviews,"VND 302,400",
Khanh Uyen Hotel,"11.9404171692541,108.430232255642",800 m from centre,Standard Double Room,2 out of 5,8.9,Fabulous,379 reviews,"VND 240,000",
An Gia,"11.9446908758572,108.439421206713",400 m from centre,Family Studio,3 out of 5,9.3,Superb,251 reviews,"VND 612,000",
MayMay Da Lat Apartments,"11.937280068753,108.43424096634",700 m from centre,Standard Apartment - No Window,3 out of 5,9.2,Superb,237 reviews,"VND 486,000",
May Studio,"11.945026709733,108.439287151524",400 m from centre,Studio Apartment,3 out of 5,8.7,Fabulous,228 reviews,"VND 877,500",
Vy Anh Hotel,"11.948593,108.437234",700 m from centre,Superior King Room,2 out of 5,8.6,Fabulous,234 reviews,"VND 330,000",
Hotel Du Lys,"11.9406955315115,108.434465291211",350 m from centre,Standard Double Room,3 out of 5,8.1,Very good,297 reviews,"VND 617,400",
Woodstock Da Lat,"11.946652,108.440647",650 m from centre,Deluxe Double Room,,8.4,Very good,612 reviews,"VND 313,650",Breakfast included
An Garden Dalat,"11.9264764586313,108.440226809509",1.9 km from centre,King Room with Garden View,2 out of 5,8.6,Fabulous,349 reviews,"VND 359,856",Breakfast included
Cereja Hotel & Resort Dalat,"11.885104,108.431961",6 km from centre,Superior Double or Twin Room with Garden View,4 out of 5,7.8,Good,56 reviews,"VND 1,110,000",Breakfast included
Royal Dalat Hotel,"11.9412627901527,108.436466766865",200 m from centre,Standard Double Room,3 out of 5,7.5,Good,141 reviews,"VND 402,000",
Redhouse Backpacker Hostel,"11.9332274,108.4427297",1.2 km from centre,Double Room with Shared Bathroom,,8.7,Fabulous,"1,602 reviews","VND 198,000",Breakfast included
Thien Ly Hotel,"11.93803,108.434355",600 m from centre,Superior Double Room,3 out of 5,8.2,Very good,116 reviews,"VND 315,000",
Seven A Hotel,"11.9535828370581,108.436521881124",1.2 km from centre,Standard Double Room,,8.7,Fabulous,101 reviews,"VND 344,000",
Len's Hotel,"11.947146,108.44044",650 m from centre,Classic Double Room,3 out of 5,8.0,Very good,292 reviews,"VND 890,000",Breakfast included
Suka Hotel Dalat,"11.940706,108.430872",700 m from centre,Standard King Room,3 out of 5,7.8,Good,167 reviews,"VND 302,400",
Binh An Village Resort,"11.8879676919987,108.41764515586",6 km from centre,Deluxe Suite,4 out of 5,8.9,Fabulous,48 reviews,"VND 4,226,625",Breakfast included
Dalat Center Residence,"11.9438874597252,108.438175641872",200 m from centre,Apartment with Mountain View,,7.7,Good,60 reviews,"VND 2,100,000",
Lagom Homestay Dalat,"11.9417886067083,108.424242026389",1.4 km from centre,Double Room with Private Bathroom,,9.4,Superb,41 reviews,"VND 281,600",
Stillus Boutique Hotel Dalat,"11.922728,108.435347",2.2 km from centre,Superior Double Room,3 out of 5,8.2,Very good,6 reviews,"VND 611,100",Breakfast included
The Luxe Da Lat,"11.930232630405,108.446978551209",1.8 km from centre,Standard Double Room with Fan,3 out of 5,8.1,Very good,219 reviews,"VND 635,018",Breakfast included
Dalat Memory Inn,"11.9347715,108.4337956",950 m from centre,Economy Double Room,,8.6,Fabulous,668 reviews,"VND 267,000",
Red Sun Hotel,"11.935507,108.440873",950 m from centre,Double Room,,,,,"VND 540,541",
An Garden Dalat,"11.9264764586313,108.440226809509",1.9 km from centre,King Room with Garden View,2 out of 5,8.6,Fabulous,349 reviews,"VND 359,856",Breakfast included
Arapang 3 Hotel,"11.941268,108.435614",250 m from centre,Standard Double Room,2 out of 5,8.2,Very good,311 reviews,"VND 317,250",
The Orchid Villa Dalat,"11.9297730321581,108.443066775362",1.6 km from centre,King Room with Mountain View,3 out of 5,9.0,Superb,326 reviews,"VND 1,035,000",Breakfast included
Hoang Vu Guest House,"11.9456398005196,108.435537373402",400 m from centre,Double Room,3 out of 5,8.9,Fabulous,157 reviews,"VND 269,999",
Khanh Uyen Hotel,"11.9404171692541,108.430232255642",800 m from centre,Standard Double Room,2 out of 5,8.9,Fabulous,379 reviews,"VND 240,000",
Interstella Hotel,"11.9425866461095,108.431427232788",600 m from centre,Twin Room,3 out of 5,8.2,Very good,99 reviews,"VND 715,000",Breakfast included
Đà Lạt Sả - Da Lat Lemongrass,"11.9438784593338,108.433640250005",400 m from centre,Economy Double Room,,8.7,Fabulous,547 reviews,"VND 280,000",
T&K Guesthouse,"11.9382165898277,108.437826235313",550 m from centre,Double Room,,8.5,Very good,142 reviews,"VND 449,100",
Pontus Hotel,"11.940381,108.435311",350 m from centre,Standard King Room,2 out of 5,9.0,Superb,75 reviews,"VND 445,000",
LADALAT Hotel,"11.97766,108.451022",4.2 km from centre,Basement Standard Double Room - No Window,5 out of 5,8.4,Very good,111 reviews,"VND 827,064",Breakfast included
Dragon King 1 Hotel,"11.9444642162385,108.439701497555",400 m from centre,Superior Double or Twin Room,3 out of 5,7.6,Good,359 reviews,"VND 581,400","Breakfast included,FREE cancellation,• No prepayment needed"
Nguyên Phương Hotel,"11.942126,108.436008",150 m from centre,Deluxe Double Room,,7.8,Good,70 reviews,"VND 199,500",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
Robins Villa,"11.9433228639385,108.425401320988",1.3 km from centre,Standard Queen Room,,9.1,Superb,537 reviews,"VND 450,000",
N'Queen Villa,"11.9417609062811,108.451827186508",1.6 km from centre,Apartment,3 out of 5,9.1,Superb,158 reviews,"VND 1,099,450",
Lightning House 2,"11.948584,108.441122",850 m from centre,Standard Double Room,,9.4,Superb,143 reviews,"VND 270,000",
Thien Ly Hotel,"11.93803,108.434355",600 m from centre,Superior Double Room,3 out of 5,8.2,Very good,116 reviews,"VND 315,000",
Lacasa May,"11.932579,108.445503",1.5 km from centre,Double Room with Mountain View,3 out of 5,7.5,Good,28 reviews,"VND 594,000",Breakfast included
Dallas Hotel Dalat,"11.945749,108.475904",4.3 km from centre,Standard King Room,2 out of 5,9.0,Superb,37 reviews,"VND 351,000",
DP Villa Dalat,"11.974817126591,108.448897203774",3.9 km from centre,Deluxe Villa,3 out of 5,9.9,Exceptional,9 reviews,"VND 3,921,500",
The Art - An Yên Villa,"11.93469,108.46454",3.1 km from centre,Standard Double Room,,9.3,Superb,229 reviews,"VND 352,800",
Queen Hostel,"11.9288708,108.4324301",1.6 km from centre,Bee Room,,8.2,Very good,267 reviews,"VND 225,000",
Dalat De Charme Village,"11.932556,108.46476",3.2 km from centre,De Charme Room 1,3 out of 5,7.8,Good,85 reviews,"VND 912,800",Breakfast included
Roy Dala Hotel,"11.940566,108.435458",300 m from centre,Standard Double Room,3 out of 5,8.3,Very good,229 reviews,"VND 697,950",Breakfast included
Hotel Villa Mặt Hồ,"11.941693,108.438593",250 m from centre,King Room with Balcony,3 out of 5,7.4,Good,26 reviews,"VND 650,000",
DALAMOON HOTEL,"11.948843,108.437317",700 m from centre,Standard King Room,1 out of 5,9.0,Superb,409 reviews,"VND 315,000",
Tulip Hotel,"11.9428103497194,108.435082733631",200 m from centre,Superior Double Room,2 out of 5,8.2,Very good,486 reviews,"VND 493,763",
Mr Peace Dalat Hotel,"11.9437977250132,108.431510018841",650 m from centre,Deluxe Double or Twin Room,,8.9,Fabulous,403 reviews,"VND 272,000",FREE cancellation
Carita Hotel,"11.941487,108.433191",450 m from centre,Royal Double Room,2 out of 5,9.4,Superb,535 reviews,"VND 605,200",
Pontus Hotel,"11.940381,108.435311",350 m from centre,Standard King Room,2 out of 5,9.0,Superb,75 reviews,"VND 445,000",
Seven A Hotel,"11.9535828370581,108.436521881124",1.2 km from centre,Standard Double Room,,8.7,Fabulous,101 reviews,"VND 344,000",
Interstella Hotel,"11.9425866461095,108.431427232788",600 m from centre,Twin Room,3 out of 5,8.2,Very good,99 reviews,"VND 715,000",Breakfast included
Dalat Eco Hotel,"11.9370276418598,108.428626153618",1.1 km from centre,Deluxe Double Room,2 out of 5,9.2,Superb,882 reviews,"VND 357,500",
Incense Country House,"11.9484286025693,108.437198574344",650 m from centre,Double Room,2 out of 5,9.2,Superb,23 reviews,"VND 274,950","FREE cancellation,• No prepayment needed"
Huong Moc Hotel - Near Dalat Night Market,"11.936381,108.441056",850 m from centre,Economy Double Room,2 out of 5,8.1,Very good,119 reviews,"VND 222,222",
Tulip City View,"11.94135,108.434123",350 m from centre,Standard Double Room,3 out of 5,7.6,Good,165 reviews,"VND 780,975",
MINE Hotel - Da Lat,"11.937663,108.443219",900 m from centre,Standard Double Room with Fan,1 out of 5,8.6,Fabulous,154 reviews,"VND 277,778",
Charisma Hotel Da Lat,"11.945385,108.475296",4.2 km from centre,Double Room with Garden View,,9.1,Superb,23 reviews,"VND 950,000",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
7s Thien Nien Ky Hotel Dalat,"11.947462,108.429582",1 km from centre,Standard Queen Room - Day Use 2 hours,2 out of 5,8.7,Fabulous,75 reviews,"VND 90,000",
Ngoc Nguyen Anh Da Lat,"11.946708170908,108.440256714821",600 m from centre,Standard Double Room - No Window,2 out of 5,7.8,Good,102 reviews,"VND 225,000",
An Lai Hotel,"11.94212,108.433954",350 m from centre,Standard Double Room,1 out of 5,9.2,Superb,49 reviews,"VND 400,000",
Himalaya Phoenix Dalat Hotel,"11.9331831504015,108.429247923195",1.4 km from centre,Standard Double Room,2 out of 5,8.5,Very good,512 reviews,"VND 302,022",
Sunshine Laputa Hotel,"11.9292082934051,108.43593264798",1.5 km from centre,Budget Double Room,2 out of 5,9.1,Superb,105 reviews,"VND 497,571",
Lan Anh Fluffy,"11.939955,108.434617",400 m from centre,Standard Queen Room with Window,3 out of 5,8.8,Fabulous,244 reviews,"VND 324,000",
Arapang 3 Hotel,"11.941268,108.435614",250 m from centre,Standard Double Room,2 out of 5,8.2,Very good,311 reviews,"VND 317,250",
Đồng Thủy Phương,"11.941075,108.435663",250 m from centre,Deluxe Quadruple Room,2 out of 5,9.4,Superb,18 reviews,"VND 549,000",
T&K Guesthouse,"11.9382165898277,108.437826235313",550 m from centre,Double Room,,8.5,Very good,142 reviews,"VND 449,100",
River Prince Hotel,"11.9457290466503,108.434945940971",450 m from centre,Superior Twin Room,4 out of 5,7.2,Good,80 reviews,"VND 1,583,761",Breakfast included
Arapang Hotel,"11.9412245374428,108.435702323914",250 m from centre,Deluxe Double Room,2 out of 5,8.1,Very good,194 reviews,"VND 466,900",
SODA HOTEL,"11.947493,108.440066",650 m from centre,Superior Double Room,2 out of 5,8.8,Fabulous,46 reviews,"VND 287,100","FREE cancellation,• No prepayment needed"
Jolie House,"11.961578,108.443644",2.2 km from centre,One-Bedroom Villa,4 out of 5,9.1,Superb,27 reviews,"VND 1,425,000",
Minh Chien Hotel,"11.938295,108.425673",1.4 km from centre,Deluxe Double Room,3 out of 5,9.0,Superb,180 reviews,"VND 509,120",Breakfast included
7s Mai Vang 2 Hotel Dalat,"11.947691,108.439818",650 m from centre,Standard Queen Room - dayuse 2hours (extra charge for overnight stay),3 out of 5,7.8,Good,11 reviews,"VND 335,440",
Kim Oanh Orchids Hotel,"11.943812,108.43586",200 m from centre,Standard Double Room,,9.1,Superb,155 reviews,"VND 550,000",
Happy Villa,"11.942692,108.430172",750 m from centre,Villa,3 out of 5,8.5,Very good,48 reviews,"VND 2,880,000",
Golden Bee Hotel,"11.9338010391863,108.431197245716",1.2 km from centre,Deluxe Double Room,3 out of 5,8.7,Fabulous,300 reviews,"VND 576,810",Breakfast included
Tasme Hotel,"11.9296606881403,108.432205140514",1.6 km from centre,Double Room,,8.8,Fabulous,214 reviews,"VND 317,308",Breakfast included
Ánh Tiên Hotel,"11.947399,108.44041",700 m from centre,Deluxe Double Room,1 out of 5,8.1,Very good,189 reviews,"VND 535,500",Breakfast included
Đà Lạt Sả - Da Lat Lemongrass,"11.9438784593338,108.433640250005",400 m from centre,Economy Double Room,,8.7,Fabulous,547 reviews,"VND 280,000",
Khoảng Lặng ATP,"11.949277,108.434278",800 m from centre,Double Room with Private Bathroom,,9.2,Superb,231 reviews,"VND 166,000",
Moc Thach Hostel Dalat,"11.940108,108.428304",1 km from centre,Standard Double Room,,9.8,Exceptional,69 reviews,"VND 293,550",
Peony Hotel,"11.9438744869746,108.431612894512",600 m from centre,Queen Room,,9.3,Superb,200 reviews,"VND 234,000",
Cam Tu Cau Hotel,"11.9482613138503,108.437113165855",650 m from centre,Standard Double Room,1 out of 5,7.4,Good,230 reviews,"VND 180,000",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
Ngàn Phố Hotel,"11.9344935793657,108.436655648796",950 m from centre,Standard Double Room,2 out of 5,8.0,Very good,267 reviews,"VND 227,250",
June House,"11.945942565549,108.438994477246",450 m from centre,Standard Double Room,,9.5,Exceptional,22 reviews,"VND 300,000",
Peach Valley Hotel Dalat,"11.943325854299,108.45110582209",1.6 km from centre,Superior Double Room,3 out of 5,9.1,Superb,15 reviews,"VND 650,000",
BIDV Hotel,"11.937569,108.434063",650 m from centre,Deluxe Room (2 Adults + 1 Child),2 out of 5,7.0,Good,162 reviews,"VND 250,000",
Dalat Cadasa Resort,"11.9381504723782,108.453729450703",1.9 km from centre,Superior Double Room,3 out of 5,7.2,Good,24 reviews,"VND 680,000",Breakfast included
Iris Dalat Hotel,"11.9407303735446,108.4337679483",450 m from centre,Standard King Room,3 out of 5,7.6,Good,78 reviews,"VND 855,000",Breakfast included
Dalat Maya Hotel,"11.932654,108.426094",1.6 km from centre,Queen Room,,8.7,Fabulous,23 reviews,"VND 554,400",
Du Miên House,"11.9407633315075,108.427116603844",1.1 km from centre,Double Room,,9.1,Superb,112 reviews,"VND 180,000",
Green Meadow Hotel & Villa Dalat,"11.93442,108.427941",1.4 km from centre,Deluxe Suite,,9.0,Superb,88 reviews,"VND 300,276",
7s Binh Duong Hotel Dalat,"11.9471394493974,108.466251313175",3.2 km from centre,Standard Queen Room - day use 2 hours (extra charge for overnight stay),3 out of 5,9.0,Superb,84 reviews,"VND 185,414",
Mint House Dalat Center,"11.944108622797,108.438121805655",250 m from centre,Apartment with Balcony,3 out of 5,8.7,Fabulous,15 reviews,"VND 2,000,000",
Chau Giang Hotel,"11.939843,108.435259",400 m from centre,Superior Double Room,1 out of 5,9.5,Exceptional,107 reviews,"VND 339,918",
OYO 446 The Bao Hotel,"11.937312,108.425268",1.4 km from centre,Deluxe Twin Room,2 out of 5,8.8,Fabulous,66 reviews,"VND 215,498","FREE cancellation,• No prepayment needed"
Uyen Phuong Hotel,"11.947984,108.44054",750 m from centre,Deluxe Quadruple Room,1 out of 5,7.6,Good,106 reviews,"VND 331,200",
NK.Dalat Hotel,"11.942335,108.426142",1.2 km from centre,Double Room with Balcony,,8.6,Fabulous,238 reviews,"VND 390,000",
Ky Hoa Hotel Da Lat,"11.9674113094199,108.443813323975",2.9 km from centre,Double or Twin Room,3 out of 5,7.5,Good,51 reviews,"VND 500,400",Breakfast included
Hanoi Amsterdam Condotel,"11.9282364698094,108.440376203705",1.6 km from centre,King Studio,3 out of 5,8.4,Very good,19 reviews,"VND 538,650",
Hoang Vu Guest House,"11.9456398005196,108.435537373402",400 m from centre,Double Room,3 out of 5,8.9,Fabulous,157 reviews,"VND 269,999",
Moonstone Hotel Dalat,"11.946253,108.438224",450 m from centre,King Room,2 out of 5,8.6,Fabulous,178 reviews,"VND 855,000",Breakfast included
Moc Tra Hotel,"11.9368317556307,108.43334297912",800 m from centre,Standard Double Room,1 out of 5,9.2,Superb,293 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Luan'S Villa,"11.950812,108.453346",2 km from centre,Double Room with Private Bathroom,,9.4,Superb,77 reviews,"VND 400,000",
Nguyên Phương Hotel,"11.942126,108.436008",150 m from centre,Deluxe Double Room,,7.8,Good,70 reviews,"VND 199,500",
Dalat Wind,"11.9477548623048,108.441249132156",750 m from centre,Deluxe Double Room,2 out of 5,8.4,Very good,199 reviews,"VND 400,000",
Nhím Garden House,"11.968800587648,108.433434690144",3 km from centre,Villa,,7.3,Good,3 reviews,"VND 2,754,000",
The Kupid Hill Homestay,"11.9261054278096,108.452964117227",2.5 km from centre,Double Room with Garden View,,6.7,Review score,170 reviews,"VND 510,000",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
Tulip Hotel 3,"11.9422471405893,108.434001803399",350 m from centre,ROH  Double Room,2 out of 5,8.1,Very good,283 reviews,"VND 779,153",
"HOÀNG GIA TRANG, THE RUSTIC GARDEN","11.9116853310668,108.457733966934",4.2 km from centre,King Room with Garden View,,8.9,Fabulous,137 reviews,"VND 350,000",Breakfast included
New Hampton Suits-Tam Xuan Centre Hotel,"11.941893075343,108.431727532749",600 m from centre,Standard Suite,,9.3,Superb,119 reviews,"VND 418,608",
