hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
La Maison Boutique Hotel,"13.746633,109.213632",,,Deluxe Double Room with Sea View,,2,3 out of 5,7.8,Good,22 reviews,"VND 963,328",Breakfast included
THIÊN TRANG HOTEL 4 QUY NHƠN,"13.7555258828588,109.217183297765",,,Deluxe Double Room,,2,,7.7,Good,52 reviews,"VND 230,000",
Carisbay Hostel,"13.761320517854,109.220508331352",,,King Room,,2,,8.5,Very good,141 reviews,"VND 380,000","FREE cancellation,• No prepayment needed"
Nice Hotel,"13.7444202648564,109.210688830688",,,Double Room with Private Bathroom,,2,,7.9,Good,53 reviews,"VND 288,000",
Hoa Cát Hotel,"13.761624,109.219587",,,Standard Double Room,,2,,8.6,Fabulous,66 reviews,"VND 229,500",
Ly Ky Hotel,"13.7639884603566,109.224808216095",,,Twin Room,,2,1 out of 5,7.6,Good,217 reviews,"VND 421,200",Breakfast included
Anantara Quy Nhon Villas,"13.6805485438218,109.232713051998",,,Ocean View Pool Villa,,2,5 out of 5,8.9,Fabulous,13 reviews,"VND 12,830,856",Breakfast included
TP Koi Homestay Quy Nhơn,"13.756747,109.215459",,,Double Room with Private Bathroom,,2,,8.9,Fabulous,31 reviews,"VND 380,000",
Quy Nhơn Balahouse,"13.771363,109.235859",,,Standard Double Room,,2,,8.0,Very good,122 reviews,"VND 400,000",
My Hotel,"13.755428,109.217274",,,Standard Double Room,,2,2 out of 5,8.3,Very good,208 reviews,"VND 229,950",
Crown Retreat Quy Nhon Resort,"13.955390783289,109.242301992096",,,King Bungalow with Partial Sea View - Hillside,,2,4 out of 5,8.4,Very good,174 reviews,"VND 1,955,640",Breakfast included
VIVU HOTEL,"13.77173,109.24091",,,Double Room with Balcony and Sea View,,2,1 out of 5,8.1,Very good,70 reviews,"VND 432,000",
Nhà nghỉ Sunrise,"13.755356,109.216295",,,Double Room,,2,,8.0,Very good,175 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
CIEN hotel,"13.780484,109.224766",,,Twin Room with Mountain View,,2,,9.1,Superb,24 reviews,"VND 315,000",
TH Quy Nhơn Hotel,"13.777488,109.238992",,,Double Room with Private Bathroom,,2,,9.1,Superb,153 reviews,"VND 253,440",
Huong Viet Hotel Quy Nhon,"13.771719,109.241622",,,Deluxe Twin Room,,2,4 out of 5,8.6,Fabulous,134 reviews,"VND 2,000,000","Breakfast included,FREE cancellation,• No prepayment needed"
Long Hill Bai Xep Resort & Spa,"13.6934356333571,109.221920101913",,,Bungalow with Garden View,,2,,8.8,Fabulous,4 reviews,"VND 1,493,800",Breakfast included
Chai Village Quy Nhon,"13.8759517898104,109.292483846067",,,Standard Double Room,,2,3 out of 5,8.4,Very good,15 reviews,"VND 720,000",Breakfast included
Ocean View Quy Nhon Hotel,"13.754627,109.217458",,,Standard Double Room,,2,3 out of 5,8.3,Very good,9 reviews,"VND 550,000",
LaCas Hotel Quy Nhon,"13.751893,109.212428",,,Deluxe Double or Twin Room,,2,,8.9,Fabulous,90 reviews,"VND 316,350",
KADUPUL HOTEL,"13.758181,109.215005",,,Family Room,,4,,9.6,Exceptional,29 reviews,"VND 650,000",
Homestay Nhà Muội,"13.764365,109.224364",,,Double Room,,2,2 out of 5,8.0,Very good,17 reviews,"VND 180,891",
Hoang Yen Hotel,"13.7547287198272,109.217307269446",,,Deluxe Room,,2,4 out of 5,7.0,Good,81 reviews,"VND 1,150,000",Breakfast included
Ngoc Quy Mini House,"13.7672835279025,109.224254398811",,,King Room,,2,,9.1,Superb,361 reviews,"VND 240,000",
SUE HOUSE STATION,"13.780943519791,109.22841012582",,,Quadruple Room with Private Bathroom,,2,,9.6,Exceptional,10 reviews,"VND 425,000",
Hoàng Hưng Hotel,"13.7647335781611,109.22509829944",,,Standard King Room,,2,1 out of 5,7.9,Good,33 reviews,"VND 320,000",
Wow Hotel,"13.763845,109.224268",,,Standard King Room,,2,,7.8,Good,108 reviews,"VND 395,100",
Muong Thanh Quy Nhon Hotel,"13.7720206341345,109.23904940486",,,Deluxe Twin Room,,2,4 out of 5,7.4,Good,58 reviews,"VND 1,100,000",Breakfast included
Motel homestay BLUE Holiday,"13.75348,109.209942",,,Deluxe Double Room,,2,,,,,"VND 250,000",
Home Thiên Trang 3,"13.7551955924856,109.216581690807",,,Deluxe Double Room,,2,,8.1,Very good,112 reviews,"VND 299,000",
TMS - PULLMAN ROSHI Apartment & Homestay TMS Quy Nhơn,"13.769813208437,109.2328921",,,Studio Apartment,,2,,8.6,Fabulous,9 reviews,"VND 1,260,000",
Umihouse quy nhon,"13.771546203376,109.230523976721",,,Double Room,,2,,9.2,Superb,9 reviews,"VND 585,000",
THE VILLA HIEU HY,"13.8128548823178,109.224296359802",,,Double Room with Garden View,,2,2 out of 5,8.4,Very good,88 reviews,"VND 380,000",Breakfast included
SEA STAR HOTEL,"13.7616693134565,109.218732118763",,,Standard Double Room,,2,2 out of 5,8.5,Very good,11 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Ly Ky Hotel 2,"13.764292,109.224759",,,Standard Double Room,,2,,7.9,Good,138 reviews,"VND 324,000",
Hotel Quy Nhơn Hoàng Hưng,"13.764722,109.225122",,,Triple Room with Sea View,,2,,8.5,Very good,8 reviews,"VND 450,000",
Quy Nhon Blue Sea Hotel,"13.753929851348,109.213252259277",,,Standard King Room,,2,,8.4,Very good,30 reviews,"VND 349,000",
Gallery homestay,"13.753276,109.212816",,,Four-Bedroom House,,12,,9.0,Superb,76 reviews,"VND 1,500,000",
Lavender Tan Thanh hotel,"14.5629918319676,109.055572327603",,,Large Single Room,,2,,9.3,Superb,67 reviews,"VND 200,000",
Seaview Quy Nhon Hotel,"13.745845,109.213197",,,Double Room with Mountain View,,2,2 out of 5,8.5,Very good,23 reviews,"VND 384,750","FREE cancellation,• No prepayment needed"
Alley Quy Nhon Homestay,"13.747594,109.211861",,,Double Room,,4,,9.3,Superb,18 reviews,"VND 330,000",
RUBY LUXURY HOTEL,"13.757676,109.21349",,,Double Room (2 Adults + 1 Child),,2,,8.6,Fabulous,191 reviews,"VND 350,000",
Hoàng Anh Hotel,"13.755403,109.216163",,,Standard King Room,,2,2 out of 5,8.1,Very good,54 reviews,"VND 405,000",
VIP apartment,"13.770063,109.232892",,,Studio Apartment with Sea View,,2,,9.7,Exceptional,4 reviews,"VND 1,050,000",Breakfast included
MIA Hotel,"13.768149,109.228762",,,Standard Double Room,,2,,8.7,Fabulous,132 reviews,"VND 478,500",
Rỗng Homestay,"13.7690341,109.2172286",,,Quadruple Room with Balcony,,2,,9.2,Superb,195 reviews,"VND 280,000",
Seagate Bungalow Quy Nhon,"13.813423,109.251642",,,Standard Bungalow,,2,3 out of 5,7.9,Good,28 reviews,"VND 594,000",Breakfast included
Năm Thu Hotel,"13.754159,109.212117",,,Standard Double Room,,2,3 out of 5,7.8,Good,15 reviews,"VND 650,000",
Green Hotel Quy Nhơn,"13.753257,109.212406",,,Double Room,,2,,8.7,Fabulous,66 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Cobe Homestay Quy Nhon,"13.766096,109.226205",,,Double Room with Private Bathroom,,2,2 out of 5,8.8,Fabulous,140 reviews,"VND 271,067",
BẢO HÂN HOMESTAY QUY NHƠN,"13.77186,109.2193",,,Deluxe Double Room with Balcony,,2,,,,,"VND 400,000",
Sunny Hotel,"13.752889,109.213922",,,Standard King Room,,2,5 out of 5,,,,"VND 1,500,000",Breakfast included
Sunrise Hotel,"13.758021,109.214755",,,Queen Room,,2,2 out of 5,7.6,Good,7 reviews,"VND 300,000",
Hoang Yen Hotel 3,"13.7638269481162,109.224596804894",,,Superior Double or Twin Room,,2,2 out of 5,6.0,Review score,22 reviews,"VND 450,000",
HTP Hotel,"13.772981,109.242173",,,Standard King Room,,2,,8.1,Very good,30 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
HaTa Hotel,"13.763774,109.218595",,,Standard Double Room,,2,2 out of 5,8.3,Very good,51 reviews,"VND 495,000",Breakfast included
OASIS HOTEL QUY NHON,"13.754,109.213122",,,Superior Double Room,,2,2 out of 5,9.0,Superb,8 reviews,"VND 375,000","FREE cancellation,• No prepayment needed"
Thanh Van Hotel Quy Nhon,"13.782496,109.229484",,,Standard Double or Twin Room,,2,3 out of 5,8.0,Very good,30 reviews,"VND 637,500","Breakfast included,FREE cancellation,• No prepayment needed"
Yen Vy 32 Hotel,"13.7528346,109.2135472",,,Standard Double Room,,2,2 out of 5,7.6,Good,41 reviews,"VND 234,000",
QUE HUONG HOTEL,"13.771236,109.230481",,,Twin Room with Private Bathroom,,2,2 out of 5,8.8,Fabulous,79 reviews,"VND 550,000","FREE cancellation,• No prepayment needed"
Thiên Trang Hostel,"13.7708211649427,109.248464611114",,,Double Room with Private External Bathroom,,2,,8.1,Very good,80 reviews,"VND 290,000",
Ocean View TMS Luxury Apartment Quy Nhon,"13.7700633,109.2328921",,,Deluxe King Studio,,2,,,,,"VND 750,000",
Triệu Hoàng Hotel,"13.75256,109.214203",,,Double Room,,2,,8.8,Fabulous,187 reviews,"VND 258,100",
Memory Homestay,"13.763896,109.2139751",,,Two-Bedroom Apartment,,4,,,,,"VND 989,000",
Vi Vi Hostel,"13.757314,109.211329",,,Twin Room with View,,4,,,,,"VND 450,000",
Thiên Các 2 Hotel,"13.766982,109.220549",,,Double Room with Private External Bathroom,,2,1 out of 5,7.2,Good,45 reviews,"VND 229,068",
Bảo Cường Hotel,"13.764151,109.223172",,,Standard Family Room,,4,,,,,"VND 650,000",
Flora Quy Nhon Hotel,"13.752698,109.214316",,,Standard King Room,,2,3 out of 5,8.3,Very good,56 reviews,"VND 687,500","Breakfast included,FREE cancellation,• No prepayment needed"
SEA HARMONY,"13.754505,109.213526",,,Double Room,,2,3 out of 5,8.0,Very good,39 reviews,"VND 520,000",
QUI home,"13.760655,109.219793",,,Double Room with Terrace,,2,,8.8,Fabulous,30 reviews,"VND 415,000",
Phú tài center hotel,"13.763901,109.149191",,,Queen Room,,2,,6.5,Review score,9 reviews,"VND 177,000","FREE cancellation,• No prepayment needed"
Eden Home&Cafe,"13.8802433414225,109.291424877724",,,Queen Room,,2,,,,,"VND 600,000",Breakfast included
Yen Vy 04 Luxury Hotel,"13.7555946,109.216134",,,Deluxe King Room,,2,3 out of 5,7.9,Good,47 reviews,"VND 459,000",Breakfast included
Green Park Hotel Quy Nhon,"13.7686153890448,109.222815334797",,,Double Room with Balcony,,2,2 out of 5,7.6,Good,14 reviews,"VND 350,000",
202s Homestay,"13.756489,109.213408",,,Standard Single Room,,2,,9.3,Superb,39 reviews,"VND 250,000",
OSix Resort,"13.685343,109.230213",,,Double Room with Garden View,,2,2 out of 5,,,,"VND 1,000,000",Breakfast included
Đông Phương Hotel,"13.750656,109.209988",,,Double Room,,2,2 out of 5,,,,"VND 247,692",
Biển Hostel qn,"13.7678072921811,109.230072172478",,,Deluxe Double Room (2 Adults + 1 Child),,2,,,,,"VND 298,350",
Flora Quy Nhon Hotel,"13.752698,109.214316",,,Standard King Room,,2,3 out of 5,8.3,Very good,56 reviews,"VND 687,500","Breakfast included,FREE cancellation,• No prepayment needed"
Mộc Homestay,"13.883236,109.29182",,,Deluxe Double Room,,2,,8.2,Very good,53 reviews,"VND 648,000",
Ri Rốt Homestay Quy Nhơn,"13.773309,109.240026",,,Large Double Room,,2,,,,,"VND 270,000",
MOC Hotel,"13.781851,109.232583",,,Standard Double Room,,2,2 out of 5,7.6,Good,5 reviews,"VND 300,000",
Daviden Homestay,"13.7533389065471,109.210263386131",,,King Room with Garden View,,2,,9.5,Exceptional,17 reviews,"VND 300,000",
Sun Sea Hotel,"13.755051,109.216695",,,Twin Room,,4,,,,,"VND 429,000",
Bảo Tín Homestay,"13.758191,109.206897",,,Quadruple Room with Private Bathroom,,4,,9.0,Superb,91 reviews,"VND 380,000",
Biển Xanh Hotel Quy Nhơn,"13.755968,109.214937",,,Deluxe Double Room,,2,2 out of 5,9.0,Superb,40 reviews,"VND 270,001",
Garden Homestay,"13.757516,109.215866",,,Double Room with Patio,,2,3 out of 5,8.5,Very good,48 reviews,"VND 350,000",
SEASIDE HOTEL,"13.764391,109.224663",,,Standard Queen Room,,2,2 out of 5,7.7,Good,7 reviews,"VND 400,000",
Hotel Diễm My,"13.9480921120061,109.068507154578",,,Family Room,,4,2 out of 5,,,,"VND 390,000",
Anh Vy Hotel,"13.755401,109.217281",,,Double Room with Garden View,,2,1 out of 5,7.3,Good,47 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Nhân Anh Hotel,"13.743768,109.209099",,,Standard Double Room,,2,2 out of 5,8.5,Very good,32 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Binh Minh Hotel,"13.755059,109.216991",,,Double Room,,2,,7.9,Good,18 reviews,"VND 270,000",
Queen Hotel,"13.765335,109.222787",,,Double Room,,2,1 out of 5,8.7,Fabulous,55 reviews,"VND 280,697","FREE cancellation,• No prepayment needed"
Hoang Oanh Hotel,"13.7635479,109.2234117",,,Double Room,,2,,8.5,Very good,7 reviews,"VND 441,433",
Confetti House,"13.6856574319904,109.229512839035",,,Deluxe Double or Twin Room with Sea View,,2,2 out of 5,8.2,Very good,96 reviews,"VND 243,000",
SUNNY HOTEL,"13.747977,109.20939",,,Deluxe Double Room,,2,,8.3,Very good,11 reviews,"VND 288,000",
Thịnh Gia 3 Hotel,"13.783435,109.225706",,,Double Room,,2,,,,,"VND 315,000",
Thịnh Gia 3 Hotel,"13.783435,109.225706",,,Double Room,,2,,,,,"VND 315,000",
SUNRISE HOTEL,"13.763778,109.216071",,,Twin Room,,2,,,,,"VND 300,000",
Tien Vuong hotel,"14.55333,109.066868",,,Single Room with Garden View,,2,,7.9,Good,59 reviews,"VND 180,000",
Blue Sea,"13.7644387,109.2242374",,,Basic Triple Room,,3,2 out of 5,7.9,Good,52 reviews,"VND 440,000","FREE cancellation,• No prepayment needed"
Sơn Hà Hotel,"13.742534,109.195811",,,Double Room,,2,,,,,"VND 400,000",
Vunam Eco Resort,"14.029225,109.240037",,,Chalet,,2,,6.8,Review score,8 reviews,"VND 972,000",Breakfast included
Q House- Nhà nguyên căn 4 phòng ngủ,"13.7451482941296,109.211295247078",,,Apartment with Garden View,,12,,8.8,Fabulous,23 reviews,"VND 1,374,000",
Thanh Tung Hotel,"13.7724629792358,109.240746572614",,,Small Double Room,,2,1 out of 5,7.8,Good,31 reviews,"VND 256,000","FREE cancellation,• No prepayment needed"
Homestay StarFish Quy Nhơn,"13.772077,109.233251",,,King Room,,2,,,,,"VND 330,000",
Nhà Nghỉ Gia Lâm 2,"13.8892978863493,109.116371689714",,,Deluxe Double Room with Balcony,,2,,,,,"VND 300,000",
HẢI PHƯƠNG HOTEL,"13.77196,109.235662",,,Economy Quadruple Room,,4,,8.9,Fabulous,16 reviews,"VND 450,000",
Nature Hostel & Travel,"13.756171,109.210752",,,King Room with Garden View,,2,,8.5,Very good,33 reviews,"VND 200,000",
Khách sạn Ciao Quy Nhơn,"13.7561794558039,109.215203762578",,,Triple Room with Balcony,,3,1 out of 5,7.6,Good,23 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Đinh Hương Hotel,"13.785545,109.219045",,,Double Room,,2,,8.7,Fabulous,34 reviews,"VND 350,000",
5 Elements Hostel,"13.763481,109.21868",,,Triple Room with Balcony,,3,,9.4,Superb,224 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Khách sạn Ngọc Thương,"13.776998,109.223018",,,Superior Double Room,,2,2 out of 5,8.5,Very good,9 reviews,"VND 350,000",
Relax hotel,"13.742534,109.195811",,,Queen Room with Garden View,,2,,,,,"VND 350,000",
Minh Khue Hotel,"13.764358,109.224833",,,Standard Double Room with Two Double Beds,,4,,8.0,Very good,29 reviews,"VND 495,000",
Nhà Nghỉ Tứ Phú,"13.777352738073,109.239088359525",,,Single Room,,2,,8.4,Very good,39 reviews,"VND 190,000",
Nhà Khách Minh Hoàng,"13.7570393947218,109.211602559525",,,Budget Double or Twin Room,,4,,,,,"VND 300,000",
Queen Homestay,"13.744237,109.209853",,,Triple Room with Private Bathroom,,3,,9.5,Exceptional,3 reviews,"VND 350,000",
NHÀ TUI Share Quy Nhơn Serviced Apartment,"13.76573,109.2197656",,,Deluxe Double Studio,,2,,,,,"VND 650,000",
Khai Hoan Hotel,"13.7652000318725,109.220433533191",,,Double Room,,2,,,,,"VND 269,000",
KHÁCH SẠN SEA VIEW HOTEL,"13.766616,109.228438",,,Deluxe Double Room with Sea View,,4,,6.3,Review score,3 reviews,"VND 1,100,000",
Mitihome,"13.7623583,109.2140053",,,Three-Bedroom Apartment,,5,,9.6,Exceptional,12 reviews,"VND 1,024,000",
Khách sạn Misa,"13.74952,109.212132",,,Standard Twin Room,,2,,8.2,Very good,4 reviews,"VND 344,500","FREE cancellation,• No prepayment needed"
Khách sạn Anh Thảo,"13.754736,109.211295",,,Superior Double or Twin Room,,2,3 out of 5,8.4,Very good,4 reviews,"VND 800,000",Breakfast included
Hải Sơn Hotel,"13.7670066487117,109.220538683599",,,Economy Double Room,,2,1 out of 5,,,,"VND 220,000",
Hoa Trang Hotel,"14.601372,108.968052",,,Large Double Room,,2,3 out of 5,7.8,Good,5 reviews,"VND 250,000",
OH FAMILY QUY NHON HOMESTAY,"13.763317,109.218559",,,Deluxe Room,,2,,8.3,Very good,7 reviews,"VND 450,000",
Red Hotel,"13.7806011459242,109.224615097046",,,Double Room,,2,2 out of 5,7.8,Good,26 reviews,"VND 460,000",
Homestay Quynh Anh,"13.770982,109.247732",,,Standard King Room,,2,,8.8,Fabulous,7 reviews,"VND 440,000",
SALAH HOTEL,"13.762717,109.219972",,,Standard King Room,,2,,7.6,Good,5 reviews,"VND 400,000",
Thanh Thanh Hotel,"13.7488110285448,109.21280074418",,,Large Double Room,,2,2 out of 5,8.5,Very good,99 reviews,"VND 306,000","FREE cancellation,• No prepayment needed"
L'Suong,"13.789639,109.219157",,,Double Room,,2,,9.2,Superb,5 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
KAKA Homestay/Hostel Quy Nhơn,"13.77527,109.227029",,,Double or Twin Room with Shared Bathroom,,2,,9.1,Superb,7 reviews,"VND 260,000",
OH Homestay,"13.7618345509612,109.218659094929",,,Three-Bedroom Apartment,,8,,8.6,Fabulous,47 reviews,"VND 2,200,000",
NEW DAY HOTEL,"13.7534377408562,109.214997297419",,,Deluxe Room (2 Adults + 1 Child),,2,,8.3,Very good,99 reviews,"VND 350,000",
KIM NGÂN HOTEL,"13.752679,109.212532",,,Standard King Room,,2,,,,,"VND 360,000",
Hong Hung Hotel,"13.765343,109.220516",,,Standard Twin Room,,2,2 out of 5,6.5,Review score,13 reviews,"VND 350,000",
Quy Nhon Hotel,"13.7712662618911,109.236676990986",,,Deluxe Double or Twin Room with Garden View,,2,3 out of 5,6.8,Review score,20 reviews,"VND 699,000",
New Light Hotel,"13.756864,109.21493",,,Superior Double Room,,2,2 out of 5,,,,"VND 360,000",
Khách Sạn Chương Dương,"13.752189,109.215247",,,King Room with Sea View,,2,1 out of 5,,,,"VND 289,000",
Khách sạn Khánh Tuyết,"13.754753,109.216743",,,Deluxe Double or Twin Room with Sea View,,4,1 out of 5,8.9,Fabulous,34 reviews,"VND 521,550",
Mai Tra Hotel,"13.7526549348478,109.213943064093",,,Deluxe Double Room (2 Adults + 1 Child),,2,,,,,"VND 400,000",
Quy Nhon center hotel,"13.76908,109.223338",,,Standard King Room,,2,,7.3,Good,23 reviews,"VND 376,000","FREE cancellation,• No prepayment needed"
Hotel Thanh Thảo,"13.757268,109.21518",,,Deluxe Room,,2,2 out of 5,8.0,Very good,72 reviews,"VND 280,000",
An Phuc Hotel,"13.7649476917572,109.216648197067",,,Standard King Room,,2,2 out of 5,7.1,Good,10 reviews,"VND 360,000",
Anh Quân Hotel,"13.7650414780761,109.219756877316",,,Deluxe Room (2 Adults + 1 Child),,2,,,,,"VND 375,000",
Khách sạn Trâm Anh,"13.769918,109.23208",,,Large Double Room,,2,,8.0,Very good,36 reviews,"VND 350,000",
Cát Tâm HoTel,"13.7720041038717,109.241253274946",,,Double Room,,2,,,,,"VND 350,000",
Hanh Phuc Homestay,"13.77344,109.236479",,,Two-Bedroom House,,4,,9.2,Superb,19 reviews,"VND 700,000",
Sông Suối house 2,"13.771124,109.235118",,,Double Room with Balcony (3 Adults),,4,,9.5,Exceptional,33 reviews,"VND 500,000",
Khách sạn Bình Dương,"13.754156,109.216997",,,Twin Room,,2,3 out of 5,6.5,Review score,10 reviews,"VND 650,000",Breakfast included
Hai Huong Hotel,"13.7520582825176,109.210864603392",,,Double Room with Private External Bathroom,,2,2 out of 5,7.2,Good,6 reviews,"VND 250,000",
An Lạc Homestay,"13.760425,109.215092",,,Double Room with Shared Toilet,,2,,,,,"VND 260,000",
NHAT TAN HOTEL,"13.771967,109.235287",,,Deluxe Double Room,,2,,8.8,Fabulous,9 reviews,"VND 332,500",
Khách sạn Hữu Phước,"13.755918,109.217827",,,Double Room with Private Bathroom,,4,1 out of 5,7.7,Good,34 reviews,"VND 400,000",
Thao Linh Hotel,"13.7542474643876,109.2119564116",,,Double Room,,2,2 out of 5,8.7,Fabulous,6 reviews,"VND 225,000",
LINHLAN HOTEL,"13.752623,109.208112",,,Standard King Room,,2,2 out of 5,5.0,Review score,3 reviews,"VND 337,500","Breakfast included,FREE cancellation,• No prepayment needed"
Au Lac Hotel,"13.763721754213,109.224067423493",,,Double Room,,2,,7.7,Good,32 reviews,"VND 320,000",
Phuong Danh Hotel,"13.7532037156759,109.212323593443",,,Twin Room with Private Bathroom,,2,1 out of 5,8.8,Fabulous,80 reviews,"VND 356,000",
Hoang Yen Hotel 2,"13.7776001648192,109.238343313336",,,Superior Double or Twin Room,,2,3 out of 5,4.3,Review score,5 reviews,"VND 550,000",
Homestay COCO HOUSE,"13.772295,109.240528",,,Quadruple Room with Private Bathroom,,2,,8.8,Fabulous,5 reviews,"VND 350,000",
HongKong1 Hotel Quy Nhon,"13.742525,109.211113",,,Standard Double Room,,2,1 out of 5,7.3,Good,3 reviews,"VND 300,000",
Homestay Nha Tui,"13.78197,109.23175",,,Large Double Room,,2,,8.6,Fabulous,25 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
WIN Homestay,"13.772796,109.233989",,,Large Double Room,,2,,8.9,Fabulous,69 reviews,"VND 315,000",
Sao Bien,"13.7526864,109.2138462",,,Standard Double Room,,2,1 out of 5,8.2,Very good,31 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
Sông Suối House Quy Nhon,"13.770148,109.231761",,,One-Bedroom Apartment,,4,,9.3,Superb,18 reviews,"VND 600,000",Breakfast included
Tân Hoàng Gia Hotel,"13.764721,109.218303",,,Standard Queen Room,,2,,7.6,Good,33 reviews,"VND 400,000",
Khách Sạn Hồng Phúc,"13.755555,109.21607",,,Small Double Room,,2,1 out of 5,8.8,Fabulous,75 reviews,"VND 270,000",
