hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Nomad Homestay,"11.562244413158,109.021375108412",,,Family Suite,,6,,,,,"VND 660,000",
Ninh Chu 2 Hotel,"11.587023,109.030581",,,Double Room,,2,,8.4,Very good,229 reviews,"VND 400,000",
Sea Urchin Homestay,"11.570305904108,109.001185907267",,,Double Room with Lake View,,2,,9.2,Superb,133 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Nhu Y Guesthouse,"11.561062,108.9947981",,,Double Room,,2,,7.8,Good,114 reviews,"VND 190,000",
Your Home Phan Rang - Sea View Aparment,"11.5645674455134,109.01489418",,,Three-Bedroom Apartment,,2,,,,,"VND 502,500",
Khách sạn Mộng An,"11.7255962560179,109.193257164001",,,Deluxe Room,,2,,9.2,Superb,163 reviews,"VND 250,000",
Hoan My Resort - Phan Rang,"11.5741196882462,109.024276720063",,,Standard Queen Room,,2,4 out of 5,8.5,Very good,13 reviews,"VND 1,081,000",Breakfast included
[SeaView]Chuồn Chuồn Home No.05 Indochine Decor,"11.564311636501,109.014897146033",,,Two-Bedroom Apartment,,3,,,,,"VND 522,000",
HOTEL GÒ ĐỀN,"11.651565,109.025975",,,Economy Triple Room,,3,,,,,"VND 180,000",
Khách sạn Cà Ná,"11.3337870155045,108.872521519661",,,Deluxe Triple Room with Sea View,,3,1 out of 5,6.3,Review score,46 reviews,"VND 427,500",
An Nhien Hotel Apartment - Phu Thinh Plaza,"11.565131084964,109.015358392065",,,Two-Bedroom Apartment,,4,,,,,"VND 1,230,600",
Your Home - Homestay ven biển Phan Rang,"11.564125,109.012628",,,Quadruple Room with Sea View,,2,,,,,"VND 572,000",
Your Home Phan Rang,"11.564191474939,109.014990164601",,,Two-Bedroom Apartment,,2,,9.6,Exceptional,5 reviews,"VND 456,000",
Cana Bay Resort - Restaurant,"11.3487891107537,108.877280991241",,,Standard Double or Twin Room with Garden View,,2,,,,,"VND 747,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ngôi Sao Homestay,"11.719871,109.195875",,,King Room,,2,,9.0,Superb,3 reviews,"VND 215,000",
Khách sạn Ánh Đông,"11.56865,109.001226",,,Budget Double or Twin Room,,3,,8.5,Very good,9 reviews,"VND 350,000",
Thu Thao,"11.5747566,108.989545146033",,,Double Room with Double bed,,2,,8.5,Very good,82 reviews,"VND 220,000",
Sea View- Chuồn Chuồn Homestay No1 Sound of Ocean,"11.5647531,109.0147684",,,Two-Bedroom Apartment,,2,3 out of 5,8.5,Very good,11 reviews,"VND 600,000",
Hotel Hoa Sen,"11.572839,108.997923",,,Family Room with Balcony,,6,2 out of 5,6.6,Review score,14 reviews,"VND 550,000",
QUEEN HOTEL (CHỖ NGHỈ QUEEN),"11.4350872067953,108.893643153442",,,Deluxe Double Room,,4,2 out of 5,7.7,Good,8 reviews,"VND 400,000",
[300m to Sea] Private Space and BBQ Area,"11.558857818271,109.022213843232",,,Two-Bedroom Villa,,3,,,,,"VND 1,800,000",
Khach san tuan tu,"11.591454,109.038985",,,Standard King Room,,2,,8.1,Very good,18 reviews,"VND 250,000",
HOTEL GÒ ĐỀN,"11.651554,109.026002",,,Budget Twin Room,,6,,,,,"VND 250,000",
MOTEL TRƯỜNG PHÚC,"11.5911619998864,109.033812986092",,,Single Room,,2,,9.0,Superb,144 reviews,"VND 200,000",
Thinh Thien Motel,"11.7193844958733,109.195836335421",,,Standard King Room,,2,,8.3,Very good,32 reviews,"VND 250,000",
Khách sạn Hải Vân Luxury,"11.567006,108.992516",,,Queen Room,,2,,9.6,Exceptional,4 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Homestay Luxury GIA VIÊN NINH CHỮ - cách biển 150m,"11.5910300746105,109.039309335058",,,Large Double Room,,2,,,,,"VND 176,000",
Hotel Hong Anh,"11.5761776292301,109.022653218491",,,Double Room with Mountain View,,2,2 out of 5,6.4,Review score,27 reviews,"VND 250,000",
BaBa YaGa,"11.562211942567,109.016048394019",,,Holiday Home,,2,,8.5,Very good,10 reviews,"VND 400,000",
RIN motel,"11.590846,109.032515",,,Double Room,,2,,7.7,Good,8 reviews,"VND 200,000",
Nhà nghỉ Kim Ngân,"11.624072,108.954957",,,Double Room,,4,,,,,"VND 300,000",
Jolie's Home Phan Rang,"11.5763374467985,108.9968575702",,,Three-Bedroom Apartment,,3,,,,,"VND 500,000",
Đức Chính Hotel - Ninh Chu - Phan Rang,"11.588448,109.019471",,,Standard Double Room,,2,,9.4,Superb,40 reviews,"VND 300,000",
Hai Dang Hotel,"11.7229789862487,109.195204937622",,,Double Room,,2,,6.2,Review score,10 reviews,"VND 243,000",
Minh Duc Hotel - Phan Rang,"11.5901787078317,109.039451479911",,,Double Room,,2,,8.6,Fabulous,60 reviews,"VND 190,000",
Khách Sạn Thủy Tiên Ninh Chữ,"11.590044,109.040166",,,Deluxe Double Room with Balcony,,2,,,,,"VND 630,000",Breakfast included
Hoàng Sáng Guest House,"11.615718,109.147569",,,Large Twin Room,,2,,8.1,Very good,8 reviews,"VND 300,000",
Motel Misa,"11.577727,109.016227",,,Double or Twin Room with Balcony,,4,,,,,"VND 402,222",
Homestay Amazing Ninh Thuận,"11.557134,109.0186",,,Apartment,,8,,,,,"VND 880,000",
VISION HOTEL,"11.5724936402596,108.997618150098",,,Double Room,,2,,8.8,Fabulous,9 reviews,"VND 250,000",
Cube homestay Phan Rang,"11.5766265340057,109.0193817921",,,Double Room with Private External Bathroom,,2,,10,Exceptional,11 reviews,"VND 184,599",
Danly apartment,"11.5648716006201,109.014726349755",,,Two-Bedroom Apartment,,2,,,,,"VND 360,000",
Khách sạn An Khang- Ninh Thuận,"11.5772232552796,109.018461976687",,,Deluxe Room,,2,,,,,"VND 261,000",
Khách sạn Ngọc Bích,"11.575456,108.989428",,,Single Room,2 ×,1,3 out of 5,,,,"VND 480,000",
