hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Genesis Luxury Regal Cruises,"20.9259482987291,106.980152098389",,Junior Suite Balcony - 2 Days 1 Night,5 out of 5,9.5,Exceptional,227 reviews,"VND 8,925,440",All meals included
Rustic house,"20.728735,107.043639",,Quadruple Room with Private Bathroom,2 out of 5,9.5,Exceptional,8 reviews,"VND 400,000",
Phat Linh Hotel Halong,"20.951924,107.041993",,Superior Double or Twin Room,5 out of 5,10,Exceptional,5 reviews,"VND 1,395,000",
Khách sạn Ngọc Lan Hạ Long Hotel,"20.962021,107.050407",,Superior Twin Room,3 out of 5,8.4,Very good,80 reviews,"VND 595,000",Breakfast included
Hon Gai Hotel,"20.947800361563,107.101363388355",,Queen Room with Garden View,3 out of 5,8.8,Fabulous,17 reviews,"VND 659,050","FREE cancellation,• No prepayment needed"
Cat Ba Thailand Hotel,"20.726786,107.052125",,Double or Twin Room with Private Bathroom,3 out of 5,8.4,Very good,61 reviews,"VND 350,000",
Catba Oasis Bungalows,"20.7212681418567,107.051405634949",,Standard Double or Twin Room,2 out of 5,8.4,Very good,966 reviews,"VND 675,000",
Angela House Halong,"20.9574834992095,107.012819576435",,One-Bedroom Apartment with Sea View,3 out of 5,8.7,Fabulous,154 reviews,"VND 759,000",
Dynasty Cruises Halong,"20.921378,106.988887",,Dynasty Deluxe Balcony Whirlpool Bath Cabin - 2 Days 1 Night,5 out of 5,8.9,Fabulous,37 reviews,"VND 6,711,768",All meals included
Square guesthouse,"20.9497231844016,107.098546037008",,Standard King Room,,9.7,Exceptional,23 reviews,"VND 387,000",
Bellezza Boutique Cruises,"20.9220504628269,106.983940601349",,Deluxe Double or Twin Room with Balcony,4 out of 5,9.5,Exceptional,151 reviews,"VND 7,200,000",All meals included
Monkey Island Resort,"20.7288445683556,107.078488469124",,Standard Double Bungalow,3 out of 5,7.6,Good,617 reviews,"VND 889,373",Breakfast included
Nam Cat Island Resort - CatbaBay,"20.7546246672153,107.062559165061",,Deluxe Double Room with Balcony and Sea View,4 out of 5,7.8,Good,86 reviews,"VND 1,200,000",Breakfast included
Sky Cruises Ha Long,"20.91731,106.989612",,King Suite with Balcony,5 out of 5,,,,"VND 13,695,000",All-inclusive
Happy House A3,"20.9592520520914,107.023016363382",,Villa,,,,,"VND 6,000,000",
Royal Lotus Ha Long Resort & Villas,"20.9545789803062,107.004870395612",,Deluxe Twin Room,4 out of 5,7.2,Good,59 reviews,"VND 1,505,713",Breakfast included
L'Azalee Cruise Halong,"20.946981762995,107.029302120209",,Superior Double or Twin Room - 2 Days 1 Night,3 out of 5,9.3,Superb,11 reviews,"VND 5,782,949",All meals included
The 1108 sapphire Ha Long,"20.951689245415,107.070403126984",,Two-Bedroom Apartment,4 out of 5,9.2,Superb,60 reviews,"VND 1,162,500",
Catba Buffalo Hostel,"20.7422413275424,107.030208288942",,Deluxe Twin Room,,9.0,Superb,27 reviews,"VND 500,000",
Muong Thanh Grand Bai Chay,"20.956453,107.051362",,Deluxe Double Room,4 out of 5,7.8,Good,27 reviews,"VND 1,380,000",Breakfast included
Orchid Ha Long Cruise,"20.8072960675503,106.902050078652",,Suite with Private Balcony - 2 Days 1 Night,5 out of 5,9.4,Superb,425 reviews,"VND 11,309,760",All meals included
Hung Long Harbour Hotel Cat Ba,"20.7239934010017,107.050378918648",,Standard Double or Twin Room,3 out of 5,7.4,Good,49 reviews,"VND 792,000",Breakfast included
Ha Long Legend Boutique Cruise,"20.9488609948281,107.063193567114",,Deluxe Double or Twin Room - 2 Days 1 Night,3 out of 5,8.8,Fabulous,88 reviews,"VND 8,051,400",All meals included
Aphrodite Cruise,"20.9222308488709,106.9895195961",,Luxury Twin or Double Room with Window (Free Kayaking) - 2 Days 1 Night,5 out of 5,9.1,Superb,393 reviews,"VND 17,191,477",All meals included
Sunlight Legend Cruise,"20.921935,106.983951",,Superior Double or Twin Room with Sea View - 2 Days 1 Night,3 out of 5,8.9,Fabulous,13 reviews,"VND 8,710,000",All meals included
22 Anh Đào Hotel,"20.95933,107.05242",,Double or Twin Room with Bathroom,,,,,"VND 300,000",
Cat Ba Santorini Homestay,"20.726532856239,107.050843456344",,Deluxe Double Room,,8.6,Fabulous,278 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
Biệt thự FLC Hạ Long,"20.946079415357,107.110858622036",,Villa,,,,,"VND 9,500,000",
HaNoi Hotel,"20.7246263971332,107.052443213761",,Deluxe Family Room,2 out of 5,8.2,Very good,7 reviews,"VND 522,000",
The Au Co Cruise - Managed by Bhaya Cruise,"20.9228110894185,106.990517377853",,Deluxe Double or Twin Room with Sea View,5 out of 5,9.5,Exceptional,19 reviews,"VND 16,223,983",All meals included
Manchester Hotel Ha Long,"20.953266,107.04476",,Standard Double or Twin Room,2 out of 5,8.5,Very good,83 reviews,"VND 450,000",
Ultralux Hera Cruise,"20.9227941320417,106.982194128101",,Planet Suite,5 out of 5,9.1,Superb,13 reviews,"VND 9,210,168",Breakfast included
NHÀ NGHỈ ANH KHANG,"20.954580550899,107.04472257225",,Double Room with Sea View,,,,,"VND 250,000",
Khách sạn Vũ Linh Cát Bà,"20.724715,107.052365",,Double Room,2 out of 5,,,,"VND 300,000",
VietHouse Homestay Ha Long,"20.954393,107.024343",,Double or Twin Room with Private Bathroom,,9.6,Exceptional,13 reviews,"VND 360,000",
CornerCatBa,"20.7417460833655,107.04236613739",,Double Room with Lake View,,9.6,Exceptional,64 reviews,"VND 500,000",Breakfast included
Quang Tung Hotel,"20.7217087422137,107.051277875355",,Double Room with Mountain View,3 out of 5,8.0,Very good,202 reviews,"VND 550,000",Breakfast included
Dora Cruise,"20.9170888536311,106.989437031738",,Junior Double Suite Sea View with Private Balcony - 2 Days 1 Night,5 out of 5,9.8,Exceptional,55 reviews,"VND 7,573,500",All meals included
Sunlight Boutique Cruise,"20.8066626305545,106.902037178711",,Deluxe Double or Twin Room with Sea View - 2 Days 1 Night,3 out of 5,8.7,Fabulous,76 reviews,"VND 5,440,500",All meals included
Sonny Homestay Hạ Long - Villa 5 Bedroom,"20.9567931491196,107.019236456419",,Apartment,,,,,"VND 2,576,000",
Hung Vuong Hotel,"20.952018,107.080219",,Deluxe Twin Room,,9.0,Superb,136 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Nam Dat Hotel,"20.9506965830348,107.079335973016",,Superior Double Room,2 out of 5,9.2,Superb,36 reviews,"VND 403,200",
Orestay Halong,"20.9609723845425,107.046219130936",,Bunk Bed in Mixed Dormitory Room,3 out of 5,9.0,Superb,251 reviews,"VND 450,000",
Green Suites Hotel,"20.9478785139011,107.028626519821",,Deluxe Double or Twin Room,4 out of 5,10,Exceptional,10 reviews,"VND 910,800",Breakfast included
Ha Long Park Hotel,"20.951974350654,107.090834677219",,Superior Twin Room,2 out of 5,8.4,Very good,296 reviews,"VND 495,000","FREE cancellation,• No prepayment needed"
Tuan Chau Kingly Villa,"20.9210337548676,106.992525668709",,Ancient Double or Twin with Window,,8.6,Fabulous,137 reviews,"VND 720,000",Breakfast included
Mon Cheri Cruises 2,"20.9277237314471,106.979633253784",,Ocean Suite Balcony - 2 Days 1 Night,5 out of 5,9.4,Superb,38 reviews,"VND 14,064,750",All meals included
villa Royal lotus 307 hl,"20.9535164822959,107.003718631083",,Villa,,,,,"VND 3,700,000",
Aspira Cruises,"20.928299,106.99235",,Junior Suite with Private Balcony - 2 Days 1 Night,5 out of 5,9.6,Exceptional,58 reviews,"VND 7,200,000",All meals included
Halong Plaza Hotel,"20.9600074730659,107.060985565058",,Superior Twin Room with Sea View,4 out of 5,8.5,Very good,590 reviews,"VND 1,244,868",Breakfast included
Khách sạn Time Lotus Hạ Long,"20.945849505867,107.034881431244",,Economy Double Room,3 out of 5,8.7,Fabulous,16 reviews,"VND 850,000",
BBQ HOSTEL,"20.9498360665547,107.099457762882",,Twin Room with Balcony,3 out of 5,9.3,Superb,310 reviews,"VND 400,000",
La Stella Hotel,"20.950363,107.032805",,Twin Room with Mountain View,,8.4,Very good,41 reviews,"VND 799,000","FREE cancellation,• No prepayment needed"
Pearl Villa B24,"20.9555371622541,107.014925144613",,Villa,,,,,"VND 4,500,000",
Hallo Hotel,"20.955896,107.0169",,Superior Twin Room,3 out of 5,8.8,Fabulous,6 reviews,"VND 468,000","FREE cancellation,• No prepayment needed"
Quynh Yen Hotel,"20.9569401147206,107.049635",,Deluxe Double Room with Sea View,2 out of 5,8.4,Very good,137 reviews,"VND 290,000","FREE cancellation,• No prepayment needed"
Leaf House Ha Long Homestay,"20.951478836403,107.071315078049",,Apartment,,,,,"VND 4,900,000",
La Regina Legend Cruise,"20.919916766278,106.982238863037",,Princess Suite Private Balcony Free Whirlpool Bath- 2 Days 1 Night,5 out of 5,9.1,Superb,226 reviews,"VND 6,457,799",All meals included
Heritage Cruises Cat Ba Archipelago,"20.922347,106.990436",,Suite with Private Balcony - 2 Days 1 Night,5 out of 5,10,Exceptional,3 reviews,"VND 12,373,205",All meals included
Catba Palace Hotel,"20.7243777271287,107.051929235458",,Superior Double or Twin Room,2 out of 5,7.9,Good,200 reviews,"VND 280,000",
Amazing Homestay Sapphire,"20.9514087,107.0704675",,Two-Bedroom Apartment,4 out of 5,8.8,Fabulous,39 reviews,"VND 1,539,000",
Catba Dream Hotel,"20.7239236602915,107.050102651119",,Standard Twin Room,2 out of 5,8.1,Very good,254 reviews,"VND 376,200",
Cat Ba Eco Lodge Resort,"20.7596954372238,106.980850696564",,Deluxe Twin Room,3 out of 5,8.0,Very good,209 reviews,"VND 990,000",
VinHomes Hạ Long Villas,"20.94892783295,107.07228093049",,Five-Bedroom House,,9.8,Exceptional,5 reviews,"VND 7,590,000",
OYO 597 Chieu Duong Hotel,"20.9488743730419,107.023372405899",,Superior Double Room,3 out of 5,8.1,Very good,79 reviews,"VND 193,550",
Halong Sapphire Cruise,"20.93512,106.985811",,Deluxe Room with Balcony (Free Two-way Transfer Service) - 3 Days 2 Nights,4 out of 5,9.1,Superb,425 reviews,"VND 8,454,600",All meals included
Amazing Monbay Ha Long Villas,"20.951056424076,107.094095136432",,Villa,,,,,"VND 10,000,000",
Little Cat Ba Boat House,"20.7315449923453,107.059080931335",,Boat House - 2 Days 1 Night,,9.4,Superb,46 reviews,"VND 5,832,000",
Little Cat Ba Boat House,"20.7315449923453,107.059080931335",,Boat House - 2 Days 1 Night,,9.4,Superb,46 reviews,"VND 5,832,000",
Paddy Hotel,"20.951619,107.101449",,Deluxe Double Room,,10,Exceptional,11 reviews,"VND 550,000",
Azalea Cruise,"20.8069441091587,106.901966749728",,Premium Deluxe Double or Twin Room with Balcony - 2 Days 1 Night,5 out of 5,9.4,Superb,593 reviews,"VND 13,160,924",All meals included
Lan Ha Legend Cruise,"20.9211986564803,106.984690420212",,Deluxe Double or Twin Room with Sea View - 2 Days 1 Night,5 out of 5,8.9,Fabulous,433 reviews,"VND 7,699,500",All meals included
Emperor Cruises Ha Long,"20.956135501867,107.067291924237",,Special Offer - Signature Suite,5 out of 5,9.6,Exceptional,29 reviews,"VND 18,661,709",All meals included
City Bay Palace Hotel,"20.9513052377215,107.082179188728",,Superior Double or Twin Room with City View,3 out of 5,8.3,Very good,134 reviews,"VND 686,000",Breakfast included
Hạ Long Legend Hotel,"20.948766,107.07217",,Twin Room,2 out of 5,8.9,Fabulous,57 reviews,"VND 400,000",
Golden Palm HaLong Hotel,"20.92745,106.986038",,Standard Double or Twin Room,3 out of 5,8.6,Fabulous,11 reviews,"VND 750,000","Breakfast included,FREE cancellation,• No prepayment needed"
Song Loc Luxury Hotel,"20.954033,107.022747",,Superior Double or Twin Room,4 out of 5,8.4,Very good,105 reviews,"VND 699,000",
Muong Thanh Grand Ha Long Hotel,"20.9542064101763,107.0222893356",,Deluxe Twin Room,4 out of 5,7.5,Good,90 reviews,"VND 885,500",Breakfast included
Halong Aquamarine Cruise,"20.928299,106.99235",,Deluxe Double or Twin Room with Sea View,,,,,"VND 10,000,000",All-inclusive
Ancora Cruises,"20.9533485746173,107.05644607544",,Deluxe Double or Twin Room with Balcony - 2 Days 1 Night,4 out of 5,9.0,Superb,132 reviews,"VND 11,844,000",All meals included
Zen Hotel Hạ Long,"20.9509741369655,107.099556490738",,Deluxe Double Room with Bath,,9.3,Superb,3 reviews,"VND 890,000","FREE cancellation,• No prepayment needed"
Pelican Halong Cruise,"20.9510597598823,107.060278952122",,Deluxe Double or Twin Room Ocean View - 2 Days 1 Night,5 out of 5,8.7,Fabulous,171 reviews,"VND 8,984,670",All meals included
Peony Cruises,"20.8059286771577,106.902445266716",,Deluxe Room with Private Balcony - 2 Days 1 Night,4 out of 5,9.4,Superb,291 reviews,"VND 9,667,905",All meals included
Ha Long Bay Apartment Bim group,"20.959496928231,107.008064837213",,One-Bedroom Apartment,,,,,"VND 720,000",Breakfast included
Image hotel halong,"20.958299,107.050807",,Double or Twin Room with City View,2 out of 5,8.6,Fabulous,83 reviews,"VND 305,000",
Sea Pearl Cat Ba Hotel,"20.724548315423,107.049783468246",,Standard Double or Twin Room,3 out of 5,8.1,Very good,346 reviews,"VND 935,000",Breakfast included
Cat Ba Ocean View Hotel,"20.7253705909951,107.048508396034",,Standard Twin Room,,7.6,Good,5 reviews,"VND 500,000",Breakfast included
Renea Cruises Halong,"20.94963,107.072685",,Deluxe Twin Room with Sea View - 2 Days 1 Night,4 out of 5,9.0,Superb,14 reviews,"VND 6,279,284",All meals included
Alex Hotel,"20.9576274057626,107.051065564156",,Economy Double Room,2 out of 5,8.5,Very good,229 reviews,"VND 291,600",
BOM HOMES- THE SAPPHIRE HA LONG RESIDENCE APARTMENt,"20.9501093,107.0739757",,Two-Bedroom Apartment,4 out of 5,,,,"VND 2,500,000",
The GEILA Green Bay Garden Ha Long,"20.958075166644,107.007821872491",,Studio with Balcony,,10,Exceptional,4 reviews,"VND 735,165",
Tropical Villa Halong,"20.947746366711,107.072929275028",,Villa,,,,,"VND 3,645,000",
Purple,"20.95907,107.052473",,Queen Room with Garden View,,,,,"VND 400,000",Breakfast included
Halong bay Almorhome,"20.957247,107.050977",,Deluxe Queen Room,3 out of 5,9.0,Superb,102 reviews,"VND 250,000",Breakfast included
Sweethome1,"20.960233968413,107.003181669421",,One-Bedroom Apartment,,9.6,Exceptional,5 reviews,"VND 315,000",
Green Pearl Villa Ha Long,"20.955769,107.004574",,Villa with Sea View,,7.7,Good,11 reviews,"VND 2,551,500",
Hometel Newlife Hạ long,"20.95246,107.024509",,Apartment,3 out of 5,8.2,Very good,32 reviews,"VND 760,000",
Cat Ba Rainbow Travel & Hotel,"20.726595,107.05163",,Twin Room,2 out of 5,9.5,Exceptional,10 reviews,"VND 300,000",
Green Capital Hotel,"20.9466839872169,107.107585072517",,Deluxe Queen Room with Two Queen Beds,2 out of 5,9.0,Superb,3 reviews,"VND 550,000",
Swan Cruises Halong,"20.9534285541076,107.06948697567",,Deluxe Double or Twin Room - Full Board,4 out of 5,8.6,Fabulous,283 reviews,"VND 4,813,475",All meals included
Villa OGO Royal Otm 307,"20.954217221998,107.004179105954",,Villa,,,,,"VND 4,800,000",
New Sun Hotel,"20.959351,107.05075",,Deluxe Twin Room,2 out of 5,8.6,Fabulous,51 reviews,"VND 350,000",
Viet Nhat Halong Hotel - Bai Chay,"20.9589173946381,107.049574235582",,Twin Room with Balcony,2 out of 5,8.1,Very good,81 reviews,"VND 200,000",
Central Backpackers Hostel - Catba,"20.739749,107.041647",,Deluxe Double Room,,8.4,Very good,814 reviews,"VND 450,000",Breakfast included
Homestay KIMOCHI,"20.947953,107.023354",,Deluxe Double Room,3 out of 5,,,,"VND 1,200,000",
Sunlight Cruise,"20.8071570414275,106.901991348023",,Superior Double or Twin Room with Sea View - 3 Days 2 Nights,3 out of 5,8.2,Very good,81 reviews,"VND 4,680,000",All meals included
Emeraude Classic Cruises,"20.9218800980301,106.984554827213",,Superior Double or Twin Room - 2 Days 1 Night,4 out of 5,9.0,Superb,41 reviews,"VND 5,961,635",All meals included
Rosa Cruise,"20.9170697179649,106.988854408264",,Deluxe Double or Twin Room - 2 Days 1 Night,3 out of 5,8.6,Fabulous,949 reviews,"VND 6,868,840",All meals included
Orchid Premium Cruises Ha Long Bay,"20.9209335169779,106.985058182129",,Suite with Terrace,5 out of 5,,,,"VND 16,686,180",All-inclusive
Azela Cruise,"20.888504,106.990467",,Deluxe Double or Twin Room with Ocean View - 2 Days 1 Night,4 out of 5,8.6,Fabulous,71 reviews,"VND 4,800,000",All-inclusive
Village Peace House,"20.7520305893992,106.984519958496",,Queen Room with Garden View,3 out of 5,9.5,Exceptional,57 reviews,"VND 630,000",Breakfast included
Premium May Homestay,"20.9573541813779,107.001491618687",,Two-Bedroom Apartment,,,,,"VND 1,200,000",
Sunshine hostel Cat Ba,"20.724212,107.049723",,Large Double or Twin Room,,9.4,Superb,7 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Woodstock Beach Camp,"20.7500920562196,106.998102664948",,Tent,,7.5,Good,311 reviews,"VND 127,500",
BunHomestay SPACIOUS 4 Bedroom CITY&SEA View 1 min walk to SEA,"20.951123721307,107.070496301575",,Studio Apartment with Sea View,3 out of 5,8.4,Very good,7 reviews,"VND 882,000",
Topone Halong Hotel,"20.948546,107.101707",,Superior Twin Room,3 out of 5,9.1,Superb,39 reviews,"VND 850,000",
Victor Charlie Hostel 2,"20.725454,107.050667",,Deluxe Double or Twin Room with Mountain View,,8.8,Fabulous,755 reviews,"VND 278,168","FREE cancellation,• No prepayment needed"
JoyStay,"20.751722755649,106.994949868431",,Superior Bungalow,,9.1,Superb,25 reviews,"VND 500,000",Breakfast included
HaLong Canary Cruise,"20.921378,106.988887",,Deluxe Double or Twin Room with Ocean View - 2 Days 1 Night,3 out of 5,6.6,Review score,7 reviews,"VND 8,000,000","All meals included,FREE cancellation,• No prepayment needed"
Royal Halong Hotel,"20.9506750101935,107.037869095802",,Superior Double Room with Hill View,5 out of 5,7.8,Good,83 reviews,"VND 1,426,145",
Nhat Anh Hotel,"20.7279435242681,107.046114173294",,Superior Quadruple Room,1 out of 5,7.9,Good,250 reviews,"VND 210,000",
Cat Ba Green Hotel,"20.724697197846,107.053093382274",,Large Double Room,2 out of 5,8.9,Fabulous,415 reviews,"VND 350,000",
Legacy Cruise,"20.9485949396669,107.063816785812",,Superior Double or Twin Room with Sea View - 2 Days 1 Night,3 out of 5,8.6,Fabulous,366 reviews,"VND 9,447,000",All meals included
Viet Anh 123,"20.958224,107.049735",,King Room with Two King Beds,,8.0,Very good,42 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
Ngọc Tỷ,"20.726741,107.051898",,Quadruple Room with Mountain View,,,,,"VND 400,000",
Iris Hotel,"20.957182,107.0214",,Deluxe Double Room with Bath,,8.3,Very good,126 reviews,"VND 445,500",
Halong Glory Legend Cruise,"20.9466911889514,107.029886841774",,Deluxe Double or Twin Room - 2 Days 1 Night,4 out of 5,8.7,Fabulous,132 reviews,"VND 5,649,525",All meals included
Green,"20.95933,107.05242",,Deluxe Double Room,,,,,"VND 350,000",Breakfast included
The Bay - Ha Long Homestay,"20.9590066373569,107.052505670322",,Standard King Room,,9.0,Superb,142 reviews,"VND 412,000",
Ha Long Marina Hotel,"20.9547545504129,107.021750545105",,Superior Double Room with City View,4 out of 5,8.6,Fabulous,33 reviews,"VND 1,980,000",Breakfast included
catba island hotel,"20.7246752586888,107.052444460852",,Deluxe Queen Room,2 out of 5,9.6,Exceptional,40 reviews,"VND 480,000",
FLC Halong Bay Villa,"20.955748817114,107.111540640198",,One-Bedroom Villa,,,,,"VND 3,360,000",
Sun Ha Long hotel,"20.944086,107.031298",,Double Room,3 out of 5,9.7,Exceptional,6 reviews,"VND 508,750",
London Hotel,"20.9517627830708,107.079684379346",,Double Room,,8.2,Very good,73 reviews,"VND 399,000",FREE cancellation
Poseidon hotel,"20.957677,107.000799",,Quadruple Room with Private Bathroom,2 out of 5,,,,"VND 800,000",
LUXURY HOTEL,"20.959093,107.072881",,Double Room,,9.2,Superb,6 reviews,"VND 700,000",
Manh Nu Floating Homestay,"20.723721,107.046562",,Twin Room with Sea View,,9.3,Superb,3 reviews,"VND 800,000",Breakfast included
Asahi Luxstay - Halong Bayview 3Br Apartment,"20.9582708166618,107.007967159152",,Three-Bedroom Apartment,,8.4,Very good,5 reviews,"VND 1,960,200",
Private Balcony Hotel,"20.725047,107.04932",,Twin Room with Garden View,,7.5,Good,81 reviews,"VND 250,000",
Hai Son Hotel,"20.7280531724536,107.045955453068",,Deluxe Queen Room with Two Queen Beds,,8.6,Fabulous,553 reviews,"VND 297,500","FREE cancellation,• No prepayment needed"
Haivan Happy House Sunrise Hạ Long,"20.9596383,107.0056098",,Two-Bedroom Apartment,,,,,"VND 1,000,000",
Royal Lotus Villa 10.05,"20.9579875,107.0071996",,Villa,,,,,"VND 5,000,000",
Hoi Lake Farmstay,"20.7961601190278,106.994497790291",,Twin Room with Shared Bathroom,,8.1,Very good,494 reviews,"VND 467,500",Breakfast included
My Ngoc Hotel,"20.7250450273029,107.049102187156",,Triple Room with Sea View,2 out of 5,7.0,Good,45 reviews,"VND 1,200,000",Breakfast included
Catba Central Hotel 2,"20.7267612421102,107.044630944729",,Double Room with Mountain View,2 out of 5,8.4,Very good,438 reviews,"VND 990,000",
MANAROLA Hotel Bãi Cháy,"20.946265,107.030963",,Superior Family Room,3 out of 5,9.3,Superb,36 reviews,"VND 400,000",
Windy Sapphire,"20.951480804707,107.07110784523",,Two-Bedroom Apartment,4 out of 5,9.1,Superb,5 reviews,"VND 2,888,000",
Halong Seoul Hotel,"20.9569266952702,107.022547312081",,Superior Twin Room,2 out of 5,8.5,Very good,43 reviews,"VND 450,000",
Homestay sea view Newlife Halong.,"20.95036299338,107.025675065577",,Apartment with Sea View,3 out of 5,9.1,Superb,31 reviews,"VND 1,140,000",
Kiên Cường,"20.725714,107.050999",,Quadruple Room with Balcony,,7.2,Good,14 reviews,"VND 280,000",
Rosa Boutique Cruise,"20.9558964,107.0169001",,Deluxe Double or Twin Room - 2 Days 1 Night,4 out of 5,8.6,Fabulous,494 reviews,"VND 7,381,440",All meals included
I Love Halong,"20.9579668,107.0072114",,Two-Bedroom Apartment,,,,,"VND 1,500,000",
Newlife Tower Penthouses Halong VIP,"20.952532649557,107.024112439951",,Apartment,,,,,"VND 3,000,000",
