hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Dan Sinh Homestay,"9.9798142,105.7662436",6 km from centre,,Standard Double Room,,2,,8.6,Fabulous,321 reviews,"VND 180,000","Breakfast included,FREE cancellation,• No prepayment needed"
MIDMOST Villa Hotel,"10.0321914524498,105.779850854176",400 m from centre,,Queen Room,,2,,9.0,Superb,13 reviews,"VND 422,000",
SONG ANH HOTEL,"10.031292,105.784699",300 m from centre,,Standard Double Room,,2,3 out of 5,8.8,Fabulous,13 reviews,"VND 510,000",
Winter Spring Homestay,"10.0448892384551,105.782941728824",1.3 km from centre,,Studio with Balcony,,2,3 out of 5,8.7,Fabulous,187 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
Mỹ Ngọc Hotel,"10.030686,105.787022",550 m from centre,,Triple Room with Garden View,,3,2 out of 5,7.6,Good,49 reviews,"VND 700,000",
K2 Homestay & Coffee,"10.0386523627193,105.783988947256",650 m from centre,,Double Room with Private Bathroom,,2,,8.9,Fabulous,122 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Lavender Hotel,"10.022246,105.764062",2.5 km from centre,,Double Room,,2,,8.6,Fabulous,179 reviews,"VND 280,000",
Tulip Hotel,"10.0026137838428,105.798833523762",3.9 km from centre,,Double Room,,2,,8.2,Very good,37 reviews,"VND 312,000","FREE cancellation,• No prepayment needed"
Farmer Homestay,"10.0011122771254,105.790399137747",3.7 km from centre,,Cottage with Garden View,,2,,9.6,Exceptional,203 reviews,"VND 890,100",Breakfast & dinner included
Sampan House,"10.011053,105.790434",2.6 km from centre,,Deluxe Double Room,,2,,8.8,Fabulous,134 reviews,"VND 332,500",
Winter Spring Colors House,"10.049048855152,105.785176629639",1.8 km from centre,,One-Bedroom House,,2,3 out of 5,9.3,Superb,58 reviews,"VND 224,000",
Song Ngư Pisces Homestay,"9.99774234971989,105.712304212814",8 km from centre,,Deluxe Queen Room,,2,,8.9,Fabulous,203 reviews,"VND 720,000","Breakfast included,FREE cancellation,• No prepayment needed"
Coban Hostel,"10.007026,105.7933202",3.1 km from centre,,Deluxe Room,,2,,8.3,Very good,85 reviews,"VND 200,000",
08 Homestay,"10.045466,105.778712",1.4 km from centre,,Deluxe Double or Twin Room,,2,,8.2,Very good,77 reviews,"VND 335,750",
Thien Ngoc Hostel,"10.010256,105.79045",2.7 km from centre,,Deluxe Double Room with Balcony,,2,,9.2,Superb,23 reviews,"VND 204,000",
Emerald Boutique Stay 2,"10.034348,105.777107",700 m from centre,,Studio with Terrace,,2,,8.8,Fabulous,40 reviews,"VND 450,000",Breakfast included
Khoa Phu Hotel,"10.0267227463537,105.775264741356",1.1 km from centre,,Double Room,,2,1 out of 5,8.1,Very good,41 reviews,"VND 250,000",
Tan Tay Do Hotel,"10.0455234733486,105.780762715939",1.4 km from centre,,Standard Double Room,,2,1 out of 5,6.5,Review score,83 reviews,"VND 207,000",
Madella Hotel,"10.0345222705107,105.78657024313",450 m from centre,,Deluxe Double Room,,2,2 out of 5,7.7,Good,38 reviews,"VND 495,000",
Hotel Lê My,"10.046432,105.778996",1.6 km from centre,,Deluxe Double Room,,2,,8.2,Very good,54 reviews,"VND 297,000",
Hoang Hai Dang 1 Hotel,"10.031245,105.786127",450 m from centre,,King Room with Garden View,,2,,8.1,Very good,248 reviews,"VND 270,000",
Chins House - Căn hộ gần Bến Ninh Kiều,"10.029623809814,105.778005801236",700 m from centre,,Apartment,,2,3 out of 5,7.8,Good,6 reviews,"VND 1,075,000",
Nhà Nghỉ Gia Khang,"10.044933,105.762815",2.6 km from centre,,Double Room with Private Bathroom,,2,,7.4,Good,28 reviews,"VND 370,000",
Gikgo Hostel Can Tho,"10.0430564991436,105.779060397423",1.2 km from centre,,Double Room,,2,,9.0,Superb,297 reviews,"VND 430,000",
Dan Sinh Homestay,"9.9798142,105.7662436",6 km from centre,,Standard Double Room,,2,,8.6,Fabulous,321 reviews,"VND 180,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tulip Hotel,"10.0026137838428,105.798833523762",3.9 km from centre,,Double Room,,2,,8.2,Very good,37 reviews,"VND 312,000","FREE cancellation,• No prepayment needed"
Nhà Đom Đóm - Nhà Nguyên Căn ngay chợ nổi,"9.99729302117275,105.741509199142",6 km from centre,,One-Bedroom Apartment,,4,,9.7,Exceptional,6 reviews,"VND 500,000",
Song Ngư Pisces Homestay,"9.99774234971989,105.712304212814",8 km from centre,,Deluxe Queen Room,,2,,8.9,Fabulous,203 reviews,"VND 720,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nhà Nghỉ 7 Tới,"10.0099778725896,105.746983400833",4.8 km from centre,,Double Room,,2,3 out of 5,8.5,Very good,37 reviews,"VND 250,000",
SAO MAI THU HA HOTEL,"10.045556,105.783487",1.4 km from centre,,Standard Double Room,,2,,,,,"VND 300,000",
Khách Sạn 178,"10.02232,105.766728",2.2 km from centre,,Double Room,,2,1 out of 5,6.8,Review score,18 reviews,"VND 290,000",
Thien An Hotel,"10.024072,105.747851",4 km from centre,,Deluxe Double Room,,2,1 out of 5,9.1,Superb,15 reviews,"VND 350,000",
Hanh Phuc Guesthouse,"10.031212,105.785293",350 m from centre,,Deluxe Double Room,,2,3 out of 5,7.2,Good,44 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Khanh Duong Hotel,"10.044217,105.781465",1.2 km from centre,,Double Room,,2,,8.3,Very good,25 reviews,"VND 198,000",
D Homestay,"10.021944,105.761089",2.8 km from centre,,Basic Triple Room with Shared Bathroom,,3,,8.8,Fabulous,101 reviews,"VND 280,000",
MEKONG DANIEL HOMESTAY CAN THO,"9.968988,105.696979",11 km from centre,,Deluxe Double Room with Balcony,,3,3 out of 5,9.3,Superb,18 reviews,"VND 900,000",Breakfast included
Rich Hotel,"10.043359,105.778619",1.2 km from centre,,Superior Double Room,,2,2 out of 5,8.3,Very good,61 reviews,"VND 380,000",
LẠI NGUYỄN BOUTIQUE HOTEL,"10.048392,105.776992",1.9 km from centre,,Standard King Room,,2,,9.5,Exceptional,4 reviews,"VND 380,000",
Dang Khoa Hotel,"10.0373046815023,105.753822206221",3.2 km from centre,,Double Room,,2,,5.4,Review score,3 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Sao Mai Hotel,"10.044215,105.781466",1.2 km from centre,,Standard Double Room,,2,,7.2,Good,12 reviews,"VND 300,000",
Nhà nghỉ THANH BÌNH,"9.98096232064823,105.747167297592",7 km from centre,,Budget Double Room,,2,,8.0,Very good,21 reviews,"VND 170,000",
Thanh Dat Resort,"10.0384364519736,105.767102837563",1.9 km from centre,,Standard Twin Room,,2,2 out of 5,7.7,Good,42 reviews,"VND 500,000",Breakfast included
Nhà nghỉ Hương Thùy,"10.028009,105.774151",1.1 km from centre,,King Room with Balcony,,2,,,,,"VND 280,000",
Kim Long Hotel,"10.0306476152302,105.787624418736",600 m from centre,,Standard Double Room,,2,2 out of 5,8.2,Very good,113 reviews,"VND 360,000",
Green Garden Homestay,"10.0525266715114,105.756529555403",3.6 km from centre,,Standard Twin Room with Garden View,,2,,8.7,Fabulous,116 reviews,"VND 570,373",Breakfast included
Kidu Homestay,"9.99729255998041,105.711870296673",8 km from centre,,Double Room with Garden View,,2,,8.6,Fabulous,4 reviews,"VND 686,800",Breakfast included
HÀ GIANG HOTEL,"10.002693,105.798287",3.8 km from centre,,Small Double Room,,2,,,,,"VND 220,000",
Kim Lan Hotel,"10.0314743131303,105.783716440201",250 m from centre,,Standard Double Room,,2,2 out of 5,8.2,Very good,363 reviews,"VND 391,500",
Spring Hotel,"10.0237302105152,105.771273672581",1.7 km from centre,,Standard Double Room,,2,1 out of 5,8.1,Very good,53 reviews,"VND 369,900",
Asia Hotel Can Tho,"10.0309672015696,105.784853696823",350 m from centre,,Deluxe Double Room,,2,3 out of 5,6.4,Review score,49 reviews,"VND 632,500",Breakfast included
Motel Phạm Lũy,"10.030627656344,105.776929214819",750 m from centre,,Single Room,,2,,,,,"VND 250,000",
Nhà Nghỉ Nguyên Anh Cần Thơ,"10.017465,105.783534",1.8 km from centre,,Double Room with Two Double Beds,,2,,,,,"VND 280,000",
Hanh Phuc Hotel,"10.0443684141853,105.78488856554",1.2 km from centre,,Superior Room,,2,3 out of 5,6.3,Review score,13 reviews,"VND 650,000","Breakfast included,FREE cancellation,• No prepayment needed"
Manh Phat Guesthouse,"10.0458398329896,105.76325872913",2.6 km from centre,,Superior Queen Room,,2,3 out of 5,7.4,Good,16 reviews,"VND 240,000",
Khách sạn TNK,"10.049723,105.77379",2.1 km from centre,,Double Room,,2,,8.6,Fabulous,35 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Khách sạn Phương Thắng,"10.044667,105.783094",1.3 km from centre,,Family Room with Balcony,,2,,,,,"VND 200,000",
69'S HOMETEL,"10.032294,105.786145",400 m from centre,,Comfort Triple Room,,3,,,,,"VND 650,000",
Khach san Huỳnh Thanh,"10.011687,105.761237",3.4 km from centre,,Large Double Room,,4,,7.2,Good,19 reviews,"VND 350,000",
Phương Quang Hotel,"9.98757222123461,105.74761390686",6 km from centre,,Double Room,,2,1 out of 5,5.1,Review score,11 reviews,"VND 159,120",
Huỳnh Hân motel,"10.023082,105.761854",2.6 km from centre,,Twin Room with Shower,,2,,,,,"VND 350,000",
Mekong 69 Hostel - Cạnh Bến Ninh Kiều,"10.0371808110425,105.786359728252",600 m from centre,,Standard Suite,,2,,9.5,Exceptional,31 reviews,"VND 312,417","FREE cancellation,• No prepayment needed"
Lan Vy Hotel,"10.0445208535824,105.785688857672",1.3 km from centre,,Superior Twin Room,,2,2 out of 5,9.4,Superb,24 reviews,"VND 651,000",Breakfast included
MISS HOSTEL CẦN THƠ,"10.0102289521413,105.791229099319",2.8 km from centre,,Superior Double Room,,2,,9.6,Exceptional,12 reviews,"VND 200,000",
Stay House,"10.032575677055,105.779832541664",400 m from centre,,Double Room with Private Bathroom,,2,,8.9,Fabulous,18 reviews,"VND 230,000",
Hotel An Khang,"10.0196143304335,105.782266462921",1.6 km from centre,,Double Room,,2,,,,,"VND 200,000",
Thien Loc Phat Hotel,"10.020209,105.78647",1.6 km from centre,,Superior Double Room,,2,2 out of 5,,,,"VND 500,000",
Hoang Anh Hotel Can Tho,"10.032714,105.787993",600 m from centre,,Double Room,,2,2 out of 5,1.8,Review score,4 reviews,"VND 540,540",
Nhà Nghỉ LÂM ANH,"10.0094754812042,105.80181351059",3.4 km from centre,,Double Room,,2,,,,,"VND 220,000",
La'ANh Boutique Stay,"10.051806,105.774409",2.3 km from centre,,Standard Double Room,,2,,,,,"VND 351,000",
Hong Dao 2 Hotel,"10.031384,105.775091",900 m from centre,,Double Room,,2,,4.3,Review score,3 reviews,"VND 421,389",
Thanh Tung Hotel,"10.0449756451051,105.784479587103",1.4 km from centre,,Deluxe Room,,2,,,,,"VND 337,838","FREE cancellation,• No prepayment needed"
Bao Gia Trang Vien - The Green resort,"9.96053174801,105.758330672979",8 km from centre,,Superior Twin Room with Garden View,,2,,7.5,Good,5 reviews,"VND 920,000",
Vien Hotel,"10.031486,105.787028",500 m from centre,,Bed in 4-Bed Mixed Dormitory Room,2 ×,1,,8.4,Very good,33 reviews,"VND 380,000",
Can Tho Orchid Garden Homestay,"10.060859,105.764563",3.7 km from centre,,Bed in 6-Bed Mixed Dormitory Room,2 ×,1,,9.0,Superb,82 reviews,"VND 414,000",Breakfast included
Khách Sạn Phương Anh (Chợ Nổi Cái Răng),"9.992774,105.748825",5 km from centre,,Single Room,2 ×,1,1 out of 5,,,,"VND 600,000",
Motel RUBY,"10.0206189021317,105.744060550232",4.5 km from centre,,Single Room with Shared Shower and Toilet,2 ×,1,,,,,"VND 320,000",
