hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Chez Mimosa Local,"10.764248,106.695674",900 m from centre,,Deluxe Queen Room - Free laundry,,2,,9.2,Superb,333 reviews,"VND 440,000","FREE cancellation,• No prepayment needed"
Joy Inn Cộng Hòa,"10.804411,106.637284",7 km from centre,,Standard Double Room,,2,3 out of 5,7.2,Good,103 reviews,"VND 350,000",
Vilion Central Hotel,"10.7719153814469,106.695130993883",350 m from centre,,Day Use Offer (2 Hours) - Superior Double Room,,2,3 out of 5,7.1,Good,247 reviews,"VND 99,000",
Sofitel Saigon Plaza,"10.784112299146,106.702536642551",1.5 km from centre,,Superior Double Room,,2,5 out of 5,8.6,Fabulous,289 reviews,"VND 2,517,900","FREE cancellation,• No prepayment needed"
Prague Hotel,"10.768784,106.693574",600 m from centre,,Superior Double Room No Window,,2,3 out of 5,8.4,Very good,"1,393 reviews","VND 490,945",Breakfast included
Chez Mimosa Local,"10.764248,106.695674",900 m from centre,,Deluxe Queen Room - Free laundry,,2,,9.2,Superb,333 reviews,"VND 440,000","FREE cancellation,• No prepayment needed"
Tan Son Nhat Saigon Hotel,"10.8004583958363,106.670840978622",4.5 km from centre,,Deluxe Double Room,,2,5 out of 5,7.9,Good,185 reviews,"VND 2,220,000","Breakfast included,FREE cancellation,• No prepayment needed"
Vilion Central Hotel,"10.7719153814469,106.695130993883",350 m from centre,,Day Use Offer (2 Hours) - Superior Double Room,,2,3 out of 5,7.1,Good,247 reviews,"VND 99,000",
Sofitel Saigon Plaza,"10.784112299146,106.702536642551",1.5 km from centre,,Superior Double Room,,2,5 out of 5,8.6,Fabulous,289 reviews,"VND 2,517,900","FREE cancellation,• No prepayment needed"
DYN OPERA Hotel,"10.7779915059262,106.704129874706",1 km from centre,,Deluxe Double or Twin Room,,2,3 out of 5,8.4,Very good,435 reviews,"VND 443,610","FREE cancellation,• No prepayment needed"
Common Inn Thao Dien,"10.8028875754455,106.732724905014",5 km from centre,,Twin Room,,2,3 out of 5,8.7,Fabulous,332 reviews,"VND 799,227",
GK Central Hotel,"10.7738889502195,106.696960330009",350 m from centre,,Superior Room,,2,3 out of 5,8.3,Very good,609 reviews,"VND 510,000",
Alagon Plus Hotel & Spa,"10.771618,106.694503",450 m from centre,,Deluxe Double Room with No Window,,2,4 out of 5,8.3,Very good,374 reviews,"VND 730,800","FREE cancellation,• No prepayment needed"
The Royal Hotel & Apartment - Phu My Hung,"10.7315862588328,106.709406710889",4.6 km from centre,,Deluxe Twin Room - Basement,,2,2 out of 5,9.0,Superb,144 reviews,"VND 581,777","FREE cancellation,• No prepayment needed"
CityHouse-Sonata Residence & Hotel,"10.737473,106.725648",4.8 km from centre,,Studio Double Room,,2,3 out of 5,8.2,Very good,276 reviews,"VND 566,666",
Sao Nam Hotel - Bui Vien Walking Street,"10.7687797805368,106.693996489048",600 m from centre,,Standard Double Room,,2,2 out of 5,7.8,Good,158 reviews,"VND 200,000",
Saigon Hanoi Hotel,"10.7776331603218,106.705476343632",1.1 km from centre,,Superior Double Room - No Breakfast,,2,3 out of 5,7.8,Good,64 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
The Odys Boutique Hotel,"10.7695096672263,106.700095832348",300 m from centre,,Special Offer - Free Benefits Included,,2,4 out of 5,8.4,Very good,485 reviews,"VND 900,000",Breakfast included
Adora Hotel,"10.7744844434695,106.696735024452",400 m from centre,,Deluxe Double No Window,,2,4 out of 5,8.0,Very good,"1,262 reviews","VND 475,020","FREE cancellation,• No prepayment needed"
Silverland Jolie Hotel,"10.7772879887846,106.705473661423",1.1 km from centre,,Deluxe twin room (No Window),,2,4 out of 5,8.8,Fabulous,889 reviews,"VND 708,480",
Joy Inn Cộng Hòa,"10.804411,106.637284",7 km from centre,,Standard Double Room,,2,3 out of 5,7.2,Good,103 reviews,"VND 350,000",
Hera Hotel - Free Airport Drop Off,"10.806197,106.66496",5 km from centre,,Deluxe Double or Twin Room,,2,3 out of 5,8.4,Very good,84 reviews,"VND 716,760","FREE cancellation,• No prepayment needed"
The Bloom Pham Viet Chanh,"10.790097,106.709039",2.4 km from centre,,Superior Studio,,2,4 out of 5,9.1,Superb,170 reviews,"VND 872,617","Breakfast included,FREE cancellation,• No prepayment needed"
The Art - Tina Hotel and Apartments,"10.8034532922122,106.704687273926",3.6 km from centre,,Superior Double Room,,2,3 out of 5,9.4,Superb,369 reviews,"VND 429,723",
Saigonciti Hotel A,"10.7689088941955,106.694090366364",550 m from centre,,Deluxe Double Room,,2,3 out of 5,8.3,Very good,712 reviews,"VND 408,000",Breakfast included
Havana Airport Hotel,"10.811016,106.666538",5 km from centre,,Standard Double Room,,2,3 out of 5,8.3,Very good,237 reviews,"VND 464,310",
The Alcove Library Hotel,"10.7955551871253,106.67700201273",3.5 km from centre,,King Room,,2,3 out of 5,8.6,Fabulous,225 reviews,"VND 1,150,049","FREE cancellation,• No prepayment needed"
Blue Sky Hotel,"10.812307,106.66856",5 km from centre,,Superior Queen Room,,2,3 out of 5,8.1,Very good,490 reviews,"VND 648,000","FREE cancellation,• No prepayment needed"
MerPerle Crystal Palace,"10.7265257288266,106.72394067049",5 km from centre,,Deluxe Twin Room,,2,4 out of 5,8.5,Very good,166 reviews,"VND 1,386,000",
The Alcove Library Hotel,"10.7955551871253,106.67700201273",3.5 km from centre,,King Room,,2,3 out of 5,8.6,Fabulous,225 reviews,"VND 1,150,049","FREE cancellation,• No prepayment needed"
Blue Sky Hotel,"10.812307,106.66856",5 km from centre,,Superior Queen Room,,2,3 out of 5,8.1,Very good,490 reviews,"VND 648,000","FREE cancellation,• No prepayment needed"
MerPerle Crystal Palace,"10.7265257288266,106.72394067049",5 km from centre,,Deluxe Twin Room,,2,4 out of 5,8.5,Very good,166 reviews,"VND 1,386,000",
SAIGON GARDEN HILL Resort & Apartment,"10.815017,106.686646",5 km from centre,,Apartment,,2,3 out of 5,7.6,Good,97 reviews,"VND 509,600",
The Wooden Apartments - In the heart of Ben Thanh,"10.76801,106.6950628",550 m from centre,,Apartment with Balcony,,10,3 out of 5,8.3,Very good,101 reviews,"VND 1,108,800",
Northern Hotel,"10.7774223685904,106.705418676138",1.1 km from centre,,Deluxe Window Double Room,,2,4 out of 5,8.3,Very good,545 reviews,"VND 968,400","FREE cancellation,• No prepayment needed"
8B Aparthotel,"10.8078247494,106.665678133366",5 km from centre,,Deluxe King Room,,2,3 out of 5,9.4,Superb,67 reviews,"VND 637,500",
OYO 231 Thien Cung Hotel,"10.79668,106.648953",6 km from centre,,Standard Double Room,,2,2 out of 5,8.0,Very good,361 reviews,"VND 349,188","FREE cancellation,• No prepayment needed"
Luxy Park Hotel & Apartments - Notre Dame,"10.787331,106.703555",1.9 km from centre,,Deluxe Apartment with Balcony,,2,3 out of 5,8.8,Fabulous,343 reviews,"VND 630,667",
EROS Hotel,"10.799073,106.686724",3.4 km from centre,,Deluxe Double Room,,2,3 out of 5,8.1,Very good,93 reviews,"VND 504,000","FREE cancellation,• No prepayment needed"
Blue Diamond Luxury Hotel,"10.777787,106.705417",1.1 km from centre,,Deluxe Double,,2,4 out of 5,8.3,Very good,274 reviews,"VND 3,059,047",Breakfast included
Vinhomes Luxury Apartment-Christine Properties,"10.7948890432576,106.719924938837",3.5 km from centre,,One-Bedroom Apartment,,2,3 out of 5,8.3,Very good,23 reviews,"VND 875,000","FREE cancellation,• No prepayment needed"
Saigon Charm Hotel,"10.773538,106.696585",300 m from centre,,Double Room - Day Use 2 hours,,2,,6.4,Review score,154 reviews,"VND 150,000","FREE cancellation,• No prepayment needed"
Indochine Ben Thanh Hotel & Apartments,"10.773266,106.698911",250 m from centre,,Deluxe Family Room,,4,3 out of 5,8.3,Very good,789 reviews,"VND 700,000",
Orchid Boutique Hotel & Apartment,"10.731624,106.709051",4.6 km from centre,,Deluxe Twin Room,,2,3 out of 5,9.2,Superb,75 reviews,"VND 866,250",Breakfast included
Mecozy Apartel,"10.804359,106.72985",5 km from centre,,Deluxe Apartment,,2,3 out of 5,9.0,Superb,241 reviews,"VND 676,000",
Apartmentel - Leman Luxury,"10.777919,106.689789",1.2 km from centre,,One-Bedroom Apartment,,2,4 out of 5,9.3,Superb,23 reviews,"VND 1,518,583","FREE cancellation,• No prepayment needed"
Boutique Hotel By Diamond Suites,"10.7306551060043,106.707761585712",4.7 km from centre,,Superior Double Room,,2,3 out of 5,8.2,Very good,59 reviews,"VND 445,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hotel Continental Saigon,"10.7767504689616,106.702617108822",800 m from centre,,Opera View Room,,2,4 out of 5,8.4,Very good,465 reviews,"VND 1,721,723",Breakfast included
A in Hotel Del Luna,"10.7649277951205,106.695080892031",850 m from centre,,Standard Double Room,,2,2 out of 5,8.6,Fabulous,314 reviews,"VND 376,000","FREE cancellation,• No prepayment needed"
Maison De Camille Boutique Hotel,"10.7972323582986,106.70544792898",3 km from centre,,Artist Room,,2,4 out of 5,9.0,Superb,592 reviews,"VND 1,180,000",
Aiden Saigon Hotel,"10.742016,106.628979",8 km from centre,,Standard Twin Room,,2,,8.1,Very good,210 reviews,"VND 624,960","FREE cancellation,• No prepayment needed"
Sunshine Boutique Hotel Phu My Hung,"10.732096,106.70985",4.6 km from centre,,Standard Double Room,,2,3 out of 5,7.8,Good,68 reviews,"VND 414,375",
The One Hotel Ben Thanh,"10.7724158020259,106.694825828108",400 m from centre,,Day Use Offer (2 hours) same day stay - Extra charge for overnight stay,,2,3 out of 5,7.5,Good,346 reviews,"VND 80,000","FREE cancellation,• No prepayment needed"
Ramana Saigon Hotel,"10.7876640411256,106.677621603012",2.9 km from centre,,Superior Double or Twin Room,,2,4 out of 5,7.8,Good,112 reviews,"VND 858,627","FREE cancellation,• No prepayment needed"
S Lux Apartment,"10.766608,106.703236",800 m from centre,,Deluxe King Studio,,2,4 out of 5,9.4,Superb,36 reviews,"VND 1,398,250","FREE cancellation,• No prepayment needed"
An Nam Corner - Dreamer,"10.765888,106.691318",1 km from centre,,Standard Double Room,,2,,8.1,Very good,157 reviews,"VND 252,000",
Park Hill Hotel - Phu My Hung,"10.730875,106.707083",4.7 km from centre,,Day Use Double Room - Max 4 Hours Stay,,2,3 out of 5,8.5,Very good,171 reviews,"VND 350,000",
Cherry Hotel and Apartment,"10.802714,106.643929",6 km from centre,,Day Use Offer for Same Day Stay - Extra Charge for Overnight Stay,,2,3 out of 5,8.4,Very good,257 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Grand Cititel Central Saigon Hotel,"10.7719996661596,106.695109625795",400 m from centre,,Grand Superior with Rooftop Pool,,2,4 out of 5,8.2,Very good,218 reviews,"VND 807,500","FREE cancellation,• No prepayment needed"
Shibrowns Nguyễn Đình Chiểu,"10.772566,106.685734",1.4 km from centre,,Standard Double Room,,2,3 out of 5,7.6,Good,164 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Nouveau Happy Inn,"10.7722895443782,106.690992414951",850 m from centre,,Double Room - Day Use 4 hours,,2,2 out of 5,5.8,Review score,75 reviews,"VND 100,000","FREE cancellation,• No prepayment needed"
Goby home in Rivergate Luxury Apartment - near Ben Thanh market,"10.7632803303693,106.698951331757",950 m from centre,,Studio Apartment,,3,3 out of 5,8.6,Fabulous,217 reviews,"VND 654,075","FREE cancellation,• No prepayment needed"
La Memoria Hotel - City Centre,"10.7636230938754,106.689761281013",1.3 km from centre,,Standard Double Room,,2,3 out of 5,9.2,Superb,130 reviews,"VND 462,000",
Joviale Hotel,"10.7730194225622,106.695578992367",350 m from centre,,Deluxe Room,,2,3 out of 5,7.8,Good,"2,574 reviews","VND 432,000",
ALUNA Ben Thanh Hotel,"10.771842,106.696537",200 m from centre,,Superior Double Room,,2,3 out of 5,8.3,Very good,293 reviews,"VND 390,001","FREE cancellation,• No prepayment needed"
Central Park Saigon Hotel,"10.7885387960656,106.690203845501",2.1 km from centre,,Standard King Room,,2,3 out of 5,7.9,Good,122 reviews,"VND 602,700",
Meow Hotel & Cafe,"10.766785,106.689469",1.1 km from centre,,Double Room,,2,,8.4,Very good,166 reviews,"VND 210,000",
Country House 373,"10.7664489200521,106.690123906746",1.1 km from centre,,Standard King Room,,2,2 out of 5,8.3,Very good,471 reviews,"VND 405,858","Breakfast included,FREE cancellation,• No prepayment needed"
Savanna Hotel,"10.76422,106.689887",1.2 km from centre,,Standard Double Room,,2,2 out of 5,8.2,Very good,415 reviews,"VND 288,000","FREE cancellation,• No prepayment needed"
Renaissance Riverside Hotel Saigon,"10.7745002530087,106.706251502037",950 m from centre,,"Deluxe City 2 Single Beds, Guest room, 2 Single Beds",,2,5 out of 5,8.4,Very good,132 reviews,"VND 2,310,000",Breakfast included
Zazz Urban Ho Chi Minh,"10.758245,106.67387",3 km from centre,,Standard Double Room,,2,4 out of 5,8.5,Very good,69 reviews,"VND 1,106,262",
Hà Nội Hotel,"10.796567,106.66023",5 km from centre,,Deluxe King Room,,2,3 out of 5,8.1,Very good,479 reviews,"VND 900,000","Breakfast included,FREE cancellation,• No prepayment needed"
Venus Hotel,"10.8380798205732,106.652612686157",8 km from centre,,Standard Double Room,,2,2 out of 5,7.9,Good,172 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Nhat Ha L’Opera Hotel,"10.7781996623683,106.704510748386",1.1 km from centre,,Deluxe Double or Twin Room with City View,,2,4 out of 5,8.3,Very good,179 reviews,"VND 1,702,000",Breakfast included
Eden Garden Hotel,"10.7679827000924,106.694594621658",600 m from centre,,Double Room - Day Use 2 hours,,2,3 out of 5,8.8,Fabulous,47 reviews,"VND 110,000",
Le Meridien Saigon,"10.7796437987214,106.707429751732",1.4 km from centre,,"Premier Classic, Guest room, 2 Double, City view",,2,5 out of 5,8.7,Fabulous,139 reviews,"VND 3,234,000",
7s Bien Xanh Hotel Quan 10,"10.766616,106.674056",2.8 km from centre,,Superior Double Room,,2,3 out of 5,8.0,Very good,81 reviews,"VND 448,000",
Giang Linh Hotel,"10.771553,106.693949",500 m from centre,,Double Room,,2,3 out of 5,7.8,Good,91 reviews,"VND 240,000",
Silverland Central Hotel,"10.7714700761502,106.697131991386",150 m from centre,,Superior Double or Twin Room,,2,3 out of 5,7.9,Good,521 reviews,"VND 530,680",
