hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Azura Resort,"10.2061042096538,103.967185451729",,,Superior Double or Twin Room with Mountain View,,2,3 out of 5,8.8,Fabulous,621 reviews,"VND 633,600","FREE cancellation,• No prepayment needed"
"Sen Viet Phu Quoc Resort, Sport & Spa","10.242720054352,103.959425389767",,,One-Bedroom Bungalow,,2,3 out of 5,8.1,Very good,420 reviews,"VND 660,000","Breakfast included,FREE cancellation,• No prepayment needed"
Eden Resort Phu Quoc,"10.1799497232437,103.968740701675",,,Deluxe Double Room with Garden View,,2,4 out of 5,8.1,Very good,413 reviews,"VND 1,034,580",Breakfast included
Vinpearl Resort & Golf Phu Quoc,"10.3719715445507,103.840531110764",,,Deluxe Twin Room - Breakfast Only,,2,5 out of 5,8.1,Very good,155 reviews,"VND 3,220,000",Breakfast included
Luxy Park Hotel - Phu Quoc Romantic Sunset,"10.194507,103.966482",,,Twin Room with Balcony,,2,3 out of 5,8.7,Fabulous,102 reviews,"VND 769,600",Breakfast included
Naomi Resort,"10.249615,104.079801",,,Superior Double Room,,2,,9.3,Superb,182 reviews,"VND 747,500",
Mercury Phu Quoc Resort & Villas,"10.1638658293905,103.97289276123",,,Superior King Room,,2,4 out of 5,8.4,Very good,154 reviews,"VND 1,575,000","Breakfast included,FREE cancellation,• No prepayment needed"
Melica Resort,"10.1836109429713,103.971711336315",,,Twin Room with Garden View,,2,,8.7,Fabulous,104 reviews,"VND 641,250","Breakfast included,FREE cancellation,• No prepayment needed"
Thien Thanh Resort,"10.205963,103.962556",,,Deluxe Twin City View,,2,5 out of 5,8.7,Fabulous,204 reviews,"VND 1,785,000",Breakfast included
Mövenpick Villas & Residences Phu Quoc,"10.283008,103.924173",,,One-Bedroom Villa with Private Pool and Lake View,,2,5 out of 5,8.5,Very good,30 reviews,"VND 6,745,200",
Sun & Wind Paradise Bungalow,"10.1893169102999,103.972133696079",,,Villa,,3,3 out of 5,9.1,Superb,595 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
M Villas Phu Quoc,"10.1329017605025,103.979132314278",,,Three-Bedroom Villa with Private Pool,,6,,8.1,Very good,30 reviews,"VND 4,900,000","FREE cancellation,• No prepayment needed"
Sleep Box Hostel Phú Quốc,"10.212456,103.959499",,,Double Room with Mountain View,,2,3 out of 5,8.8,Fabulous,527 reviews,"VND 306,000",
JW Marriott Phu Quoc Emerald Bay Resort & Spa,"10.032,104.02825",,,"Emerald Bay View, Guest room, 1 King, Garden view, Balcony",,2,5 out of 5,9.1,Superb,339 reviews,"VND 6,160,000",Breakfast included
Pullman Phu Quoc Beach Resort,"10.120242,103.983464",,,Superior King Room with Balcony,,2,5 out of 5,7.9,Good,15 reviews,"VND 3,216,213",Breakfast included
OYO 255 Bao Phuc Hotel,"10.21658,103.960018",,,Standard Twin Room,,2,2 out of 5,8.3,Very good,309 reviews,"VND 305,290",
Mövenpick Resort Waverly Phu Quoc,"10.283008,103.924173",,,Superior Twin Room with Balcony and Sea View,,2,5 out of 5,8.5,Very good,109 reviews,"VND 2,766,225",Breakfast included
Diadem Resort,"10.1949586316527,103.965291380882",,,Standard Bungalow,,2,2 out of 5,7.9,Good,290 reviews,"VND 456,000","FREE cancellation,• No prepayment needed"
Vinpearl Resort & Spa Phu Quoc,"10.3381054374758,103.850163593888",,,Deluxe King Room - Breakfast Only,,2,5 out of 5,8.5,Very good,267 reviews,"VND 3,220,000",Breakfast included
Phu Quoc Ocean Pearl Hotel,"10.2115273,103.9599028",,,Superior King or Twin Room,,2,4 out of 5,7.9,Good,190 reviews,"VND 1,041,250","Breakfast included,FREE cancellation,• No prepayment needed"
Holiday Phu Quoc Hotel,"10.2142597534644,103.962582349777",,,Superior Double or Twin Room,,2,3 out of 5,8.8,Fabulous,34 reviews,"VND 567,600","Breakfast included,FREE cancellation,• No prepayment needed"
Fusion Resort Phu Quoc - All Spa Inclusive,"10.30727969243,103.875283151865",,,Pool Villa - 1 Bedroom (All Spa Treatments Included),,2,5 out of 5,9.0,Superb,465 reviews,"VND 5,265,187",Breakfast included
The May Beach Hotel,"10.1879200095892,103.96643917115",,,Superior Double Room with Sea View,,2,4 out of 5,7.6,Good,18 reviews,"VND 977,500",Breakfast included
Anja Beach Resort & Spa,"10.1823684232495,103.967804254492",,,Deluxe Room with Balcony,,2,4 out of 5,8.8,Fabulous,510 reviews,"VND 1,528,800","FREE cancellation,• No prepayment needed"
Stellar Hotel,"10.210204,103.960707",,,Superior Double Room,,2,3 out of 5,8.8,Fabulous,137 reviews,"VND 589,000","Breakfast included,FREE cancellation,• No prepayment needed"
M Village,"10.188656,103.9693",,,Garden Double Room,,2,4 out of 5,8.7,Fabulous,37 reviews,"VND 1,368,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ngoc Chau Phu Quoc Hotel,"10.2119424183503,103.959274683148",,,Superior King Room,,2,3 out of 5,8.1,Very good,454 reviews,"VND 648,000",Breakfast included
Muong Thanh Luxury Phu Quoc Hotel,"10.1324060081269,103.980359025299",,,Deluxe King Room,,2,5 out of 5,7.5,Good,184 reviews,"VND 1,190,000","Breakfast included,FREE cancellation,• No prepayment needed"
Blue Sky Phu Quoc Hotel,"10.2152262870443,103.961791385584",,,Superior Double Room,,2,2 out of 5,7.8,Good,225 reviews,"VND 510,000","FREE cancellation,• No prepayment needed"
The Empire Hotel,"10.216094,103.960492",,,Standard Double Room,,2,3 out of 5,8.5,Very good,13 reviews,"VND 738,000",
L'Azure Resort and Spa,"10.2077581058177,103.96194934845",,,Deluxe Garden View Twin Bed,,2,4 out of 5,9.0,Superb,187 reviews,"VND 1,795,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sea Light Hotel,"10.009008,105.078622",,,Budget Double Room,,2,2 out of 5,5.7,Review score,94 reviews,"VND 290,000",
Thanh Kieu Beach Resort,"10.2017763670532,103.964685201645",,,Bungalow with Garden View,,2,3 out of 5,8.7,Fabulous,596 reviews,"VND 1,128,254","Breakfast included,FREE cancellation,• No prepayment needed"
Banana Homestay,"10.2165269177516,104.069312475621",,,Double Room with Garden View,,2,2 out of 5,9.1,Superb,178 reviews,"VND 604,350",
Best Western Premier Sonasea Phu Quoc,"10.131055,103.989823",,,Deluxe Twin Room,,2,5 out of 5,8.4,Very good,249 reviews,"VND 1,798,600",Breakfast included
Coco Village Phu Quoc Resort & Spa,"10.2672444296551,103.932931198395",,,Standard Queen Room,,2,4 out of 5,8.7,Fabulous,95 reviews,"VND 500,000",Breakfast included
Tropicana Resort Phu Quoc,"10.1997437117893,103.963263630867",,,Standard Garden View,,2,3 out of 5,8.3,Very good,382 reviews,"VND 1,187,500",
Vung Bau Resort,"10.3070976065964,103.87533491863",,,Garden View Room,,2,2 out of 5,8.2,Very good,163 reviews,"VND 623,700","Breakfast included,FREE cancellation,• No prepayment needed"
Nam Nghi Phu Quoc,"10.303378018602,103.861239776015",,,2-Twin Bed Ocean View,,2,5 out of 5,8.8,Fabulous,290 reviews,"VND 3,380,300",Breakfast included
Quynh Mai Resort,"10.1797487741901,103.98623915332",,,Superior Double Room,,2,3 out of 5,9.2,Superb,134 reviews,"VND 386,100",
The Palmy Phu Quoc Resort & Spa,"10.1850929837584,103.967023548063",,,Double Room with Garden View,,2,4 out of 5,7.8,Good,100 reviews,"VND 1,016,540","Breakfast included,FREE cancellation,• No prepayment needed"
Seashells Phu Quoc Hotel & Spa,"10.2144063,103.958606",,,Twin Room with City View,,2,5 out of 5,8.9,Fabulous,"1,197 reviews","VND 2,100,000",Breakfast included
Cassia Cottage,"10.1988092139765,103.963408470154",,,Cottage with Garden View,,2,4 out of 5,9.3,Superb,480 reviews,"VND 1,822,565",Breakfast included
Salinda Resort Phu Quoc Island,"10.183717838651,103.966737091541",,,Staycation Offer - Deluxe Garden View + Salinda Sparkling Breakfast + Airport Transfer + Free Upgrade (Subject to Availability),,2,5 out of 5,9.5,Exceptional,500 reviews,"VND 2,446,307",Breakfast included
Green Bay Phu Quoc Resort & Spa,"10.2927850670988,103.899559155107",,,Bungalow with Garden View,,2,4 out of 5,9.3,Superb,210 reviews,"VND 2,242,000",Breakfast included
Long Mountain Be Home 5 Resort,"10.1902270168867,103.975753337145",,,Deluxe Bungalow,,2,3 out of 5,9.3,Superb,164 reviews,"VND 603,318","FREE cancellation,• No prepayment needed"
Nhat Huy Bungalow,"10.1838070471109,103.970094714314",,,Double Room,,2,2 out of 5,8.3,Very good,167 reviews,"VND 342,000","FREE cancellation,• No prepayment needed"
Lotus Home,"10.2203158717741,104.07221825264",,,Overwater Bungalow,,2,,8.9,Fabulous,58 reviews,"VND 1,170,000",
Nadine Phu Quoc Resort & Spa,"10.1883635725138,103.97093474865",,,Superior Double or Twin Room with Garden View,,2,4 out of 5,8.8,Fabulous,526 reviews,"VND 2,252,500","Breakfast included,FREE cancellation,• No prepayment needed"
Radisson Blu Resort Phu Quoc,"10.3322721004458,103.852483010559",,,Deluxe Room,,2,5 out of 5,8.6,Fabulous,228 reviews,"VND 2,165,625",Breakfast included
Coco Palm Beach Resort & Spa,"10.2576821469303,103.936629199722",,,Superior Double Room with Garden View,,2,3 out of 5,9.4,Superb,397 reviews,"VND 829,500",Breakfast included
STAY hostel - 300m from the ferry,"10.009597,105.079571",,,Standard Double Room,,2,,9.1,Superb,306 reviews,"VND 298,800",
Famiana Resort & Spa,"10.1844482249214,103.968110382557",,,Deluxe Double or Twin Room with Garden View - Beach Zone,,2,4 out of 5,8.7,Fabulous,140 reviews,"VND 1,152,113","Breakfast included,FREE cancellation,• No prepayment needed"
Phu Quoc Villa,"10.1892901812419,103.970043752343",,,Bungalow with Garden View,,2,2 out of 5,8.9,Fabulous,110 reviews,"VND 425,000","FREE cancellation,• No prepayment needed"
La Nube Residence,"10.1834129463533,103.971856175602",,,Superior Double Room,,2,3 out of 5,9.0,Superb,72 reviews,"VND 520,000",
Sunset Sanato Resort & Villas,"10.152053,103.975345",,,Deluxe King Room with Garden View,,2,4 out of 5,8.2,Very good,187 reviews,"VND 2,000,000",Breakfast included
Mai Phuong Resort Phu Quoc,"10.3072306084975,103.862015604973",,,Bungalow with Garden View (2 Adults),,2,2 out of 5,7.8,Good,235 reviews,"VND 610,335","FREE cancellation,• No prepayment needed"
Amon Luxury Villas Phu Quoc by Bodhi Hospitality,"10.133220896807,103.979009557711",,,Two-Bedroom Villa,,4,,8.8,Fabulous,29 reviews,"VND 4,755,882",
VISUHA HOTEL,"10.380394,104.485536",,,Deluxe Room,,2,3 out of 5,8.8,Fabulous,35 reviews,"VND 890,000",Breakfast included
M Hotel Phu Quoc,"10.206843,103.962919",,,La Petite,,2,4 out of 5,8.8,Fabulous,248 reviews,"VND 1,442,100",Breakfast included
Song Ngoc Guesthouse,"10.1945089223179,103.966302504299",,,Standard Quadruple Room,,4,,8.8,Fabulous,216 reviews,"VND 300,000",
Ancarine Beach Resort,"10.2605963061583,103.934129476547",,,Standard Double Room with Garden View,,2,3 out of 5,9.3,Superb,711 reviews,"VND 1,170,000",Breakfast included
Sun & Sea Hotel,"10.186402008939,103.968785658114",,,Deluxe Twin Room,,2,3 out of 5,7.6,Good,70 reviews,"VND 346,500",
Suoi May Garden Resort,"10.182321,103.987244",,,Standard Bungalow,,2,3 out of 5,8.9,Fabulous,86 reviews,"VND 489,500",
Nhat Lan Resort,"10.1946646567334,103.966353535652",,,Double Room,,2,2 out of 5,7.5,Good,107 reviews,"VND 621,000","Breakfast included,FREE cancellation,• No prepayment needed"
Maison du Vietnam Resort & Spa,"10.2443889331899,104.027284114677",,,Standard Double Room,,2,4 out of 5,8.8,Fabulous,190 reviews,"VND 1,080,000","Breakfast included,FREE cancellation,• No prepayment needed"
Gold Coast Resort Phu Quoc,"10.3755976481732,103.850980997086",,,Deluxe Plus King Room,,2,3 out of 5,9.4,Superb,290 reviews,"VND 1,986,250",Breakfast included
Kosmos Phu Quoc Apart Hotel,"10.1301187735271,103.982067257166",,,One-Bedroom Apartment,,2,3 out of 5,7.9,Good,59 reviews,"VND 916,489","FREE cancellation,• No prepayment needed"
AVS HOTEL PHU QUOC,"10.2005951977241,103.96387982884",,,Family Room,,3,4 out of 5,9.1,Superb,98 reviews,"VND 2,186,550",Breakfast included
Golden Topaz Phu Quoc Resort,"10.2562371051951,103.943969484161",,,Twin Room with Pool View,,2,3 out of 5,9.0,Superb,361 reviews,"VND 880,000","Breakfast included,FREE cancellation,• No prepayment needed"
Palmy Beach Club Resort,"10.1853850428961,103.967137446072",,,Superior Double or Twin Room with Sea View,,2,4 out of 5,7.9,Good,383 reviews,"VND 2,924,000","Breakfast included,FREE cancellation,• No prepayment needed"
The Yard Phu Quoc,"10.226604,103.974146",,,Superior Double Room,,2,3 out of 5,9.1,Superb,70 reviews,"VND 540,000",
M Resort & Spa Phu Quoc,"10.190443,103.967963",,,Cozy Garden Room,,2,4 out of 5,8.7,Fabulous,404 reviews,"VND 1,460,660",Breakfast included
Seana Apartment Phú Quốc,"10.190544720436,103.975358874392",,,Studio Apartment,,2,,9.2,Superb,8 reviews,"VND 475,000",
Hanh Ngoc Resort,"10.1949387950333,103.967779604894",,,Bungalow with Garden View,,2,3 out of 5,7.7,Good,58 reviews,"VND 322,000","FREE cancellation,• No prepayment needed"
Love Phu Quoc Hotel,"10.372702,103.839028",,,Economy Double Room,,2,,5.7,Review score,4 reviews,"VND 450,000",
Paralia Khem Beach Phu Quoc Hotel,"10.0356901162018,104.028156636727",,,Superior King Room,,2,4 out of 5,8.8,Fabulous,42 reviews,"VND 735,000","Breakfast included,FREE cancellation,• No prepayment needed"
Dong Hai Hotel _ Rach Gia,"10.0100619989026,105.073035465637",,,Small Double Room,,2,2 out of 5,8.9,Fabulous,29 reviews,"VND 434,700",
OCEAN BAY Phu Quoc Resort and Spa,"10.2530095298039,103.94167512534",,,Bungalow with Garden View,,2,5 out of 5,9.4,Superb,9 reviews,"VND 1,767,150",Breakfast included
Dreamland Trang An Resort,"10.2109363537514,103.959910869598",,,Twin Room with Garden View,,2,3 out of 5,7.1,Good,89 reviews,"VND 712,500",Breakfast included
Old Town Resort Phu Quoc,"10.187885,103.970963",,,Superior King Room,,2,3 out of 5,9.3,Superb,109 reviews,"VND 663,000","FREE cancellation,• No prepayment needed"
Mango Beach Resort,"10.2504822913945,104.08041715622",,,Deluxe Bungalow,,2,3 out of 5,8.8,Fabulous,157 reviews,"VND 1,417,500",Breakfast included
Blue Paradise Resort,"10.1882470862545,103.970746994019",,,Superior Queen Room,,2,3 out of 5,8.5,Very good,248 reviews,"VND 581,760",Breakfast included
Mai Binh Phuong Bungalow,"10.2057026456813,103.964015098811",,,Standard Double Room,,2,2 out of 5,8.9,Fabulous,130 reviews,"VND 360,000",
Hai Phuong Tuyen Guesthouse,"10.1944664303276,103.966962365398",,,Deluxe Room,,2,2 out of 5,8.4,Very good,108 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
Son Vinh Guest House,"10.2109934028539,103.959896430619",,,Double Room with Garden View,,2,2 out of 5,8.0,Very good,314 reviews,"VND 270,000",
Thanh Sang Guesthouse,"10.217576,103.958992",,,Double Room,,2,,8.2,Very good,62 reviews,"VND 250,000",
Arcadia Phu Quoc Resort,"10.2042947297314,103.96303832531",,,Superior Room with Garden View,,2,3 out of 5,7.4,Good,371 reviews,"VND 999,000","FREE cancellation,• No prepayment needed"
Wildland Resort,"10.2246692401203,104.074087142944",,,Standard Garden View Bungalow,,2,3 out of 5,8.5,Very good,146 reviews,"VND 1,350,000","FREE cancellation,• No prepayment needed"
Ann Hotel & Spa,"10.036684,104.031043",,,Twin Room with View,,2,3 out of 5,,,,"VND 750,000",Breakfast included
Castaways Resort Phu Quoc,"10.1946329783812,103.967579305172",,,Double Bungalow,,2,2 out of 5,,,,"VND 640,000","Breakfast included,FREE cancellation,• No prepayment needed"
The Hill Resort,"10.203502,103.967841",,,Standard Double Room,,2,3 out of 5,9.3,Superb,445 reviews,"VND 1,200,000",Breakfast included
Xuan Hien Resort - Sea Pearl Phu Quoc,"10.0609713389412,104.023404139039",,,Bungalow with Garden View,,2,3 out of 5,8.8,Fabulous,130 reviews,"VND 825,000","FREE cancellation,• No prepayment needed"
Kim Hoa Resort,"10.204466,103.962345",,,Standard Twin Room with Garden View,,2,3 out of 5,7.7,Good,209 reviews,"VND 1,020,240",Breakfast included
Vida Loca Sunset Beach Resort,"10.1928132070038,103.964693220554",,,Queen Room with Garden View,,2,3 out of 5,8.8,Fabulous,221 reviews,"VND 607,472",
Phung Hung Boutique Hotel,"10.018341,104.01515",,,Deluxe Twin Room,,2,3 out of 5,9.0,Superb,199 reviews,"VND 698,280","FREE cancellation,• No prepayment needed"
SANG GIAU RESTAURANT AND BUNGALOW,"10.3102115612699,103.856755822151",,,Bungalow - Beach Front,,2,,6.2,Review score,20 reviews,"VND 250,000",
Kingo Retreat Resort,"10.2587685997047,103.940755127647",,,Deluxe Double or Twin Room with Pool View,,2,4 out of 5,9.5,Exceptional,148 reviews,"VND 1,015,200",Breakfast included
Nhà Nghỉ BẢO CHÂU,"10.378842,104.484326",,,Standard Family Room,,2,1 out of 5,7.3,Good,159 reviews,"VND 270,000",
Vanda Phu Quoc Hotel,"10.2023363023934,103.965237483467",,,Superior Double Room,,2,3 out of 5,8.0,Very good,67 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Bungalow Mai Phuong Binh,"10.2056753577298,103.963765199117",,,Bungalow (2 Adults),,2,2 out of 5,8.7,Fabulous,373 reviews,"VND 572,000",
Phu Quoc Valley Sen Bungalow,"10.188325866119,103.979723094643",,,One-Bedroom Bungalow,,2,,9.5,Exceptional,401 reviews,"VND 500,000",
Phu Quoc Sen Lodge Bungalow Village,"10.1873370619913,103.973322451147",,,One-Bedroom Bungalow,,2,2 out of 5,8.6,Fabulous,519 reviews,"VND 337,500","FREE cancellation,• No prepayment needed"
Eco Resort Phu Quoc,"10.1942086877449,103.967650584578",,,Deluxe Double Bungalow,,2,3 out of 5,7.8,Good,672 reviews,"VND 510,000","FREE cancellation,• No prepayment needed"
Homestay Sake,"9.8013090919663,104.613655518311",,,Quadruple Room,,4,,8.8,Fabulous,6 reviews,"VND 450,000",
VELA Bungalow,"10.1835081656873,103.971215340298",,,One-Bedroom House,,2,3 out of 5,8.8,Fabulous,215 reviews,"VND 202,500","FREE cancellation,• No prepayment needed"
Hoa Nhat Lan Bungalow,"10.1959529070534,103.965379893779",,,Standard Double Room with Garden View,,2,1 out of 5,8.0,Very good,86 reviews,"VND 340,000",Breakfast included
STAY hostel 2 - 350m from the ferry,"10.009078,105.079909",,,Queen Room with Balcony,,2,,9.5,Exceptional,40 reviews,"VND 328,500",
Hiep Thanh Resort,"10.1990349192079,103.964159488678",,,Double Room with Garden View,,2,2 out of 5,8.3,Very good,61 reviews,"VND 720,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phuong Anh Hotel,"10.019647,105.082001",,,Standard King Room,,2,2 out of 5,7.7,Good,194 reviews,"VND 234,000",
La Mer Resort,"10.1945191750883,103.966113763229",,,Double Room with Garden View,,2,3 out of 5,8.5,Very good,321 reviews,"VND 602,000",Breakfast included
Bamboo Resort Phu Quoc,"10.2003746282535,103.967976272106",,,Double Room with Garden View,,2,3 out of 5,8.6,Fabulous,60 reviews,"VND 656,000","FREE cancellation,• No prepayment needed"
Kim Xuan Bungalow,"10.1886090774226,103.971965985697",,,Double Room with Pool View,,2,3 out of 5,7.9,Good,91 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Orange Resort,"10.207958727058,103.962222933769",,,Deluxe Twin Room with Garden View (Building),,2,3 out of 5,8.4,Very good,235 reviews,"VND 975,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hotel Hòn Sơn_ Lại Sơn,"9.808625,104.641293",,,Double or Twin Room with Side Sea View,,24,,,,,"VND 2,400,000",
The Pier Phu Quoc Resort,"10.2581204877997,104.079510320057",,,Deluxe Villa,,2,3 out of 5,8.5,Very good,65 reviews,"VND 1,450,394",Breakfast included
Anh Vu Hotel & Restaurant Phu Quoc,"10.225952,103.955765",,,Superior King Room,,2,2 out of 5,9.0,Superb,22 reviews,"VND 900,000",
S'Bungalow Phu Quoc,"10.1990936234308,103.967649207861",,,Superior Double Room,,2,2 out of 5,8.1,Very good,257 reviews,"VND 544,500","Breakfast included,FREE cancellation,• No prepayment needed"
Suncosy Central Resort,"10.2131298,103.9596115",,,Superior Double Room,,2,3 out of 5,8.0,Very good,123 reviews,"VND 675,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tang Thanh Phat Resort,"10.244549320972,103.96006308496",,,Standard Double Room,,2,2 out of 5,8.2,Very good,64 reviews,"VND 294,000",
Varia Hotel,"10.2161697578827,103.959872962952",,,Standard King Room,,2,2 out of 5,8.4,Very good,281 reviews,"VND 765,000",
Phu Quoc Kim - Bungalow On The Beach,"10.1948283281694,103.964577913284",,,Standard Double Room with Fan,,2,3 out of 5,8.3,Very good,146 reviews,"VND 498,589","FREE cancellation,• No prepayment needed"
Canary Bungalow,"10.2000956978719,103.964372757286",,,Double Room with Garden View,,2,3 out of 5,9.5,Exceptional,200 reviews,"VND 877,824","FREE cancellation,• No prepayment needed"
Ngoc Thanh Hotel,"9.98113698433575,105.097407046705",,,Triple Room with City View,,3,2 out of 5,8.0,Very good,87 reviews,"VND 590,000","FREE cancellation,• No prepayment needed"
Green Tree Hotel Phú Quốc,"10.132885,103.982543",,,Double Room,,2,,9.5,Exceptional,110 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
OYO 390 Hoa Cat Hotel,"10.2227134454121,103.963000774384",,,Standard Double Room,,2,2 out of 5,7.5,Good,94 reviews,"VND 191,554",
Sohora,"9.808625,104.641293",,,Double Room with Sea View,,2,,,,,"VND 899,000",Breakfast included
Morris Boutique,"10.129019,103.982609",,,Deluxe Twin Room,,2,3 out of 5,,,,"VND 1,576,000",Breakfast included
Brenta Phu Quoc Hotel,"10.1950205094909,103.964484840107",,,Superior Double Room,,2,3 out of 5,8.3,Very good,206 reviews,"VND 772,200",Breakfast included
Sun Viet Villa Phu Quoc,"10.1898702336922,103.970172123032",,,Apartment with Pool View,,2,3 out of 5,8.8,Fabulous,36 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
My Lan Resort,"10.0197017250311,104.014204144478",,,Standard Twin Room with Sea View,,2,2 out of 5,6.7,Review score,20 reviews,"VND 700,000",
An Phu Hotel,"10.213855,103.963044",,,Superior Double or Twin Room,,2,3 out of 5,8.8,Fabulous,124 reviews,"VND 904,230",Breakfast included
Terrace Phu Quoc Resort,"10.1945432230329,103.966482281685",,,Bungalow with Garden View,,2,3 out of 5,8.0,Very good,82 reviews,"VND 720,000","Breakfast included,FREE cancellation,• No prepayment needed"
Villa Caribe,"10.185024,103.968315",,,Superior Double Room,,2,,9.1,Superb,19 reviews,"VND 810,000",
Sun Viet Apartment,"10.1842277892575,103.970746994019",,,Bungalow with Garden View,,2,3 out of 5,8.9,Fabulous,46 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Lotus Private Pool Phu Quoc,"10.2580889439834,103.954735914012",,,Two-Bedroom Villa,,4,4 out of 5,8.3,Very good,50 reviews,"VND 3,645,000",
Dendi Resort Phu Quoc,"10.196753,103.968422",,,Bungalow with Garden View,,2,3 out of 5,8.3,Very good,226 reviews,"VND 585,000",
Sele House,"10.3805581890106,104.478392738007",,,Double Room,,2,,8.9,Fabulous,219 reviews,"VND 400,000",
