hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Minh Chau Hotel,"19.7493925909069,105.90875617791",,,Quadruple Room with Sea View,,4,,5.8,Review score,6 reviews,"VND 630,000",
Khách sạn Sao Mai,"19.812451,105.77268",,,Twin Room,,2,3 out of 5,,,,"VND 650,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nhà Nghỉ Hoàng Việt,"19.745165,105.903905",,,Double Room,,2,,,,,"VND 500,000",
KHÁCH SẠN NGỌC LY 2,"19.803379,105.783588",,,Economy Double Room,,2,2 out of 5,6.0,Review score,8 reviews,"VND 237,650","FREE cancellation,• No prepayment needed"
FLC Xanh Tot Hotel,"19.766346,105.919168",,,Deluxe Double Room,,4,,,,,"VND 900,000",Breakfast included
PSA Nghi Sơn Condotel,"19.4245810253074,105.769254799706",,,Apartment,,2,,9.0,Superb,4 reviews,"VND 682,000",
Mùi Oanh Sầm Sơn,"19.7305915041442,105.899060035374",,,Twin Room,,4,,8.0,Very good,59 reviews,"VND 300,000",
Tân Trường Sơn,"19.744747,105.903878",,,Superior Double Room,,4,2 out of 5,6.7,Review score,26 reviews,"VND 540,000",
Marissa Hotel & Spa Hai Tien,"19.8324897619358,105.93325935051",,,Superior Double or Twin Room,,2,,7.1,Good,10 reviews,"VND 930,000",Breakfast included
Pùluông jungle king homestay,"20.4629867494985,105.207797398937",,,8-Bed Mixed Dormitory Room,,15,3 out of 5,8.7,Fabulous,34 reviews,"VND 100,000",
Sunny Hotel,"19.782331,105.778213",,,Deluxe Double or Twin Room,,2,,9.2,Superb,5 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Tan Truong Son Legacy Hotel,"19.7583428618612,105.914654984131",,,Superior Queen Room with Two Queen Beds,,3,3 out of 5,,,,"VND 650,000",
Pu Luong homestay Nguyen Lan,"20.4753187539104,105.118360279171",,,Double Room with Mountain View,,2,,8.7,Fabulous,5 reviews,"VND 600,000",Breakfast included
Phuong Hoang Hotel 2,"19.751302,105.910081",,,Economy Quadruple Room,,4,3 out of 5,7.8,Good,41 reviews,"VND 450,000",
Thanh Bình Gold Hotel,"19.7491777931005,105.9086933611",,,Standard King Room,,2,3 out of 5,7.5,Good,60 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Nhà nghỉ Việt Hưng,"19.741327,105.902868",,,Quadruple Room,,4,,,,,"VND 370,000",
PHÒNG VIP,"19.830799,105.8031",,,Double Room,,2,1 out of 5,,,,"VND 400,000",
Duc Hoang Hotel,"19.747569,105.906159",,,Basic Triple Room,,3,,,,,"VND 450,000",
Hotel Tùng Long,"19.765172,105.829987",,,Budget Double Room,,2,,,,,"VND 270,000",
Sao Hai Tien Hotel,"19.84094,105.935977",,,Superior Double Room,,2,3 out of 5,,,,"VND 550,000",Breakfast included
Minh Hang Motel,"19.7784860516208,105.771307423279",,,Standard King Room,,2,,7.4,Good,21 reviews,"VND 179,000",
nhà nghỉ minh phát,"19.740758353294,105.884187128757",,,Deluxe Family Room,,6,,,,,"VND 550,000",
Motel Bảo Ngọc 2,"19.410531,105.756879",,,Twin Room,,4,,,,,"VND 350,000",
Khách sạn Phương Anh,"19.7776301439613,105.777119164348",,,Double Room,,2,2 out of 5,,,,"VND 400,000",
khách sạn senhouse Hải Tiến,"19.840944,105.935976",,,Quadruple Room with Bathroom,,4,,,,,"VND 400,000",
Khách sạn NB Hoàng Gia 1,"19.7599468626483,105.912381623123",,,Standard King Room,,2,3 out of 5,,,,"VND 412,500",Breakfast included
Khách sạn Nhân Đức,"19.744476,105.905878",,,Executive Queen Room with Two Queen Beds,,4,3 out of 5,,,,"VND 300,000",
Villa NT51 FLC Sầm Sơn Chính Chủ - Đầu Bếp Riêng,"19.7690749099498,105.920687046698",,,Villa with Private Pool,,18,4 out of 5,9.7,Exceptional,3 reviews,"VND 8,236,800",
LOUIS HOTEL HẢI TIẾN,"19.8405426288843,105.935907933138",,,Deluxe Quadruple Room,,4,3 out of 5,,,,"VND 499,000",Breakfast included
FLC Ngọc Trai 102,"19.7693236817728,105.922273805219",,,Villa,,10,,,,,"VND 9,000,000",
KHÁCH SẠN THÙY DƯƠNG 3,"19.734268,105.900244",,,Quadruple Room,,4,2 out of 5,,,,"VND 400,000",
Nhà nghỉ Việt Hưng,"19.741237,105.902941",,,Family Room with Bath,,3,,,,,"VND 1,275,000",
Hotel HTH Ruby,"19.744310406925,105.905812730164",,,Deluxe Double or Twin Room with Balcony,,4,3 out of 5,,,,"VND 1,000,000",
NHÀ NGHỈ MINH PHÁT,"19.740752,105.884229",,,Quadruple Room with Private Bathroom,,4,3 out of 5,,,,"VND 550,000",
Nhà nghỉ-Cafe Phương Trang,"19.7382292681301,105.778739210281",,,Large Double Room,,2,,,,,"VND 250,000",
Làng du lịch Yên Trung - Yên Định,"20.028702,105.562093",,,Standard King Room,,2,5 out of 5,,,,"VND 550,000",Breakfast included
thùy dương 2 sầm sơn,"19.733298,105.900377",,,Quadruple Room with Balcony,,4,2 out of 5,4.6,Review score,9 reviews,"VND 400,000",
Thuy Duong 1 Sam Son,"19.7315918,105.8953306",,,Deluxe Double Room,,4,2 out of 5,5.2,Review score,12 reviews,"VND 350,000",
Hotel Quyen Quy,"19.832825,105.808482",,,Deluxe Single Room,2 ×,1,2 out of 5,6.4,Review score,3 reviews,"VND 520,000",
