hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
SUN HOTEL & APARTMENT,"21.040421,106.088268",15 km from centre,,Deluxe Double Room,,2,,,,,"VND 350,000",
Sala hotel từ sơn,"21.181535,106.063506",900 m from centre,,Small Double Room,,2,,,,,"VND 600,000",
Rosana Apartment & Hotel Bac Ninh,"21.1871407,106.0660867",1.1 km from centre,,Deluxe Studio,,2,,,,,"VND 396,000",
Muong Thanh Grand Bac Giang Hotel,"21.2822549818085,106.203369498253",18 km from Bắc Ninh,,Executive Suite,,2,4 out of 5,8.3,Very good,86 reviews,"VND 2,051,000",Breakfast included
HAAP Transit Hotel,"21.2028511209669,105.832444131374",24 km from Bắc Ninh,,Deluxe Double Room with Spa Bath,,2,3 out of 5,7.9,Good,146 reviews,"VND 1,188,000",Breakfast included
SPOT ON 767 Ruby Hotel,"21.1747128265522,106.058287015869",1.4 km from Bắc Ninh,,Standard Twin Room,,2,2 out of 5,3.6,Review score,4 reviews,"VND 299,304",
DREAM HOTEL Bắc Ninh,"21.171136,106.055746",1.8 km from Bắc Ninh,,Twin Room with Garden View,,2,2 out of 5,,,,"VND 7,000,000",Breakfast included
Thiên Ân Hotel Bắc Giang,"21.272707,106.095349",10 km from Bắc Ninh,,Deluxe Double or Twin Room,,2,4 out of 5,,,,"VND 1,080,000",Breakfast included
SAFARI HOTEL TỪ SƠN,"21.119644,105.968048",12 km from Bắc Ninh,,Standard King Room,,2,3 out of 5,5.4,Review score,5 reviews,"VND 400,000",
TỪ SƠN LUXURY 2 HOTEL,"21.10873,105.972926",12 km from Bắc Ninh,,Twin Room,,2,3 out of 5,,,,"VND 750,000",Breakfast included
BANI HOTEL,"21.1170308,105.9593475",13 km from Bắc Ninh,,Superior Double Room,,2,,,,,"VND 450,000",Breakfast included
Memory179,"21.0915311305119,105.966966131569",14 km from Bắc Ninh,,Twin Room with Pool View,,2,,,,,"VND 300,000",
Sojo Hotel Bac Giang,"21.277142,106.194586",16 km from Bắc Ninh,,Double Room,,2,3 out of 5,8.4,Very good,7 reviews,"VND 1,006,200",
Nhà Nghỉ An Chi,"21.3106042,106.1614759",17 km from Bắc Ninh,,Double Room,,2,,,,,"VND 212,500",
N&D Happy House- Studio Apartment,"21.0550708,105.9093028",21 km from Bắc Ninh,,Deluxe Double Studio,,2,,9.3,Superb,10 reviews,"VND 332,500",
Garco Dragon Hotel 2,"21.0286441317944,105.919362971897",22 km from Bắc Ninh,,Superior Twin Room,,2,4 out of 5,9.0,Superb,47 reviews,"VND 870,000","Breakfast included,FREE cancellation,• No prepayment needed"
Garco Dragon Hotel,"21.0288535418152,105.919463038445",22 km from Bắc Ninh,,Deluxe Double Room,,2,3 out of 5,9.1,Superb,55 reviews,"VND 870,000","Breakfast included,FREE cancellation,• No prepayment needed"
N@D Happy House 2,"21.058645382896,105.89333691636",22 km from Bắc Ninh,,One-Bedroom Apartment,,2,,,,,"VND 270,000",
Khách sạn Phương Anh,"20.981739,105.983137",23 km from Bắc Ninh,,Superior Double or Twin Room,,2,3 out of 5,8.7,Fabulous,24 reviews,"VND 792,000",Breakfast included
QMP Vinhomes Ocean Park,"20.995369797943,105.948897558861",23 km from Bắc Ninh,,Two-Bedroom Apartment,,4,3 out of 5,,,,"VND 1,480,000","FREE cancellation,• No prepayment needed"
Vinhomes Ocean Park,"20.990972543541,105.940676879463",24 km from Bắc Ninh,,Studio with Garden View,,2,3 out of 5,9.8,Exceptional,5 reviews,"VND 996,000",
Moc Hoang Hotel,"21.0238164048249,105.907654278782",24 km from Bắc Ninh,,King Room with Balcony,,2,2 out of 5,,,,"VND 590,000",
Hanna Nice Studio,"21.0629256503549,105.87361542934",24 km from Bắc Ninh,,One-Bedroom Apartment,,2,,8.9,Fabulous,10 reviews,"VND 520,000",
Đào Anh Khánh Tree House Homestay,"21.062558,105.867166",24 km from Bắc Ninh,,Double Room with Pool View,,3,,9.3,Superb,6 reviews,"VND 800,000",Breakfast included
Vinhomes Ocean Park homestay - Hoang Minh Homestay - thanh pho Bien ho,"20.989019633721,105.942392606489",24 km from Bắc Ninh,,Deluxe King Studio,,3,,7.7,Good,10 reviews,"VND 522,500","FREE cancellation,• No prepayment needed"
Vinhomes Ocean Park - Workstay Apartment,"20.989687737738,105.941944801111",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,9.1,Superb,9 reviews,"VND 573,750",
khách sạn Bình An,"21.213878,105.842332",24 km from Bắc Ninh,,Budget Double or Twin Room,,2,3 out of 5,,,,"VND 250,000",
Friendly Homestay - Beach in Ha Noi,"20.990732811158,105.94381674845",24 km from Bắc Ninh,,Two-Bedroom Apartment,,4,,,,,"VND 800,000",
Homestay- Thành phố biển hồ Vinhome Ocean Park,"20.988560511081,105.944682968878",24 km from Bắc Ninh,,Three-Bedroom Apartment,,9,,,,,"VND 50,000,000",
Bunny’s Homes - Vinhomes Ocean Park,"20.987982076314,105.944718409358",24 km from Bắc Ninh,,One-Bedroom Apartment,,3,,,,,"VND 550,000",
Family Hotel Soc Son,"21.202905561919,105.832575593468",24 km from Bắc Ninh,,Double Room,,2,,7.7,Good,691 reviews,"VND 589,050","Breakfast included,FREE cancellation,• No prepayment needed"
Vinhomes Ocean Park - Yoshimi houses,"20.990276342066,105.942599814403",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,,,,"VND 768,000",
Family Hotel Soc Son,"21.202905561919,105.832575593468",24 km from Bắc Ninh,,Double Room,,2,,7.7,Good,691 reviews,"VND 589,050","Breakfast included,FREE cancellation,• No prepayment needed"
Cozy room at Vinhome Ocean park Hanoi,"20.995938,105.937813",24 km from Bắc Ninh,,Standard Apartment,,2,,,,,"VND 800,000",
Lisa homestay - Ocean Park - Queen room 5A,"20.9908589,105.9408121",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,,,,"VND 1,275,000",
Lisa homestay- Vinhomes Ocean Park - Vin sky 20- 2 ngủ Vinuni,"20.9959375,105.9378125",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,,,,"VND 1,350,000",
Lisa homestay- Vinhomes Ocean Park- Lake room 19,"20.9959375,105.9378125",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,,,,"VND 1,440,000",
Lisa homestay- Vinhomes Ocean park- Lake room 28,"20.9909534,105.9425294",24 km from Bắc Ninh,,Two-Bedroom Apartment,,2,,,,,"VND 1,440,000",
