hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
An Lam Retreats Ninh Van Bay,"12.3916980073706,109.25061173737",,,Bay View Pool Villa,,2,5 out of 5,8.9,Fabulous,77 reviews,"VND 6,604,296",Breakfast included
Sheraton Nha Trang,"12.2460913316367,109.195848405361",,,"Deluxe Twin, Guest room, 2 Double, Ocean view, Balcony",,2,5 out of 5,8.7,Fabulous,857 reviews,"VND 1,848,000",Breakfast included
HAPPY BEACH,"12.238411,109.194097",,,Deluxe Double Room,,3,,,,,"VND 450,000",
Rubies Nha Trang Apartment,"12.236525,109.196459",,,One-Bedroom Apartment,,2,3 out of 5,8.5,Very good,272 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Star Beach Panorama,"12.2396484663802,109.196275721671",,,Double Room with Partial Sea View,,2,4 out of 5,9.2,Superb,442 reviews,"VND 750,000","FREE cancellation,• No prepayment needed"
The Anam,"12.1001046621716,109.192089624702",,,Balcony Garden View King,,2,5 out of 5,9.1,Superb,266 reviews,"VND 2,436,889",Breakfast included
Atlantic Nha Trang Hotel,"12.238532,109.194489",,,Superior Room with City View,,2,4 out of 5,8.7,Fabulous,456 reviews,"VND 448,000","Breakfast included,FREE cancellation,• No prepayment needed"
Mega Light Hotel - Managed By RHM GROUP,"12.278552,109.202113",,,Standard Double or Twin Room,,2,3 out of 5,8.8,Fabulous,675 reviews,"VND 187,425",
Boss Hotel,"12.2380509128934,109.196117967367",,,Superior Double or Twin Room,,2,4 out of 5,8.3,Very good,596 reviews,"VND 422,100","FREE cancellation,• No prepayment needed"
Vinpearl Discovery Rockside Nha Trang,"12.2170785526946,109.257971048355",,,Deluxe Twin Room,,2,5 out of 5,8.1,Very good,246 reviews,"VND 2,016,000",Breakfast included
DTX Hotel Nha Trang,"12.234877,109.196266",,,Superior Double or Twin Room with City View,,2,4 out of 5,9.1,Superb,"1,102 reviews","VND 524,900","FREE cancellation,• No prepayment needed"
Boton Blue Hotel & Spa,"12.2848575015812,109.203884817474",,,Superior Twin Room with Mountain View,,2,5 out of 5,8.7,Fabulous,"1,296 reviews","VND 987,000","Breakfast included,FREE cancellation,• No prepayment needed"
Aaron Hotel,"12.2334492,109.1966412",,,Superior Double or Twin Room,,2,3 out of 5,9.0,Superb,"1,498 reviews","VND 540,000",Breakfast included
Xavia Hotel,"12.2202269281118,109.2029986432",,,Superior Double or Twin Room with City View,,2,4 out of 5,9.0,Superb,910 reviews,"VND 546,000",Breakfast included
Eastin Grand Hotel Nha Trang,"12.239068,109.195578",,,Deluxe Ocean View Room,,2,5 out of 5,8.4,Very good,75 reviews,"VND 1,017,150",Breakfast included
Muong Thanh Luxury Vien Trieu,"12.275765,109.201808",,,Deluxe Twin Room,,2,5 out of 5,8.9,Fabulous,47 reviews,"VND 3,000,000","Breakfast included,FREE cancellation,• No prepayment needed"
Whale Island Resort,"12.6532538630129,109.395061433315",,,Garden Bungalow,,2,3 out of 5,8.4,Very good,121 reviews,"VND 1,440,000",Breakfast included
Navada Beach Hotel,"12.2759756397128,109.20193186837",,,Superior Twin Room with City View,,2,5 out of 5,8.7,Fabulous,93 reviews,"VND 432,900","FREE cancellation,• No prepayment needed"
Shoho Hotel Nha Trang,"12.276541,109.2008",,,Standard King Room,,2,3 out of 5,9.3,Superb,83 reviews,"VND 236,500","FREE cancellation,• No prepayment needed"
iSeaview Nha Trang Beach Apartment,"12.2742607,109.2018644",,,Deluxe Apartment,,2,3 out of 5,8.5,Very good,292 reviews,"VND 501,600",
V Hotel Nha Trang,"12.2420601797766,109.194472159386",,,Deluxe Double Room,,2,4 out of 5,8.8,Fabulous,"1,110 reviews","VND 523,106","FREE cancellation,• No prepayment needed"
Sao Biển Cam Ranh - Starfish Cam Ranh,"11.8563094800267,109.169533926231",,,Deluxe Room,,2,,8.0,Very good,110 reviews,"VND 1,200,000",Breakfast included
AHA Yen Vang Hotel & Apartment,"12.255364,109.193332",,,Superior Double Room,,2,3 out of 5,8.7,Fabulous,145 reviews,"VND 316,800",
Holi Panorama Nha Trang,"12.239068,109.195578",,,Deluxe Studio with Partial Seaview,,2,4 out of 5,8.3,Very good,149 reviews,"VND 642,600","FREE cancellation,• No prepayment needed"
Muong Thanh Luxury Nha Trang Hotel,"12.2366357581345,109.196679890156",,,Deluxe Double Room,,2,5 out of 5,8.5,Very good,571 reviews,"VND 870,000",
Vinpearl Condotel Beachfront Nha Trang,"12.2332033259316,109.19750310947",,,King Studio with City View,,2,5 out of 5,8.5,Very good,78 reviews,"VND 1,424,500",
OYO 598 Peony Hotel,"11.911265,109.146124",,,Standard Double Room,,2,2 out of 5,8.7,Fabulous,450 reviews,"VND 164,617",
Senia Hotel Nha Trang,"12.280121,109.202153",,,Deluxe Double or Twin Room with City View,,2,4 out of 5,8.9,Fabulous,292 reviews,"VND 377,000",
Palm Beach Hotel,"12.2358658766213,109.195955642922",,,Deluxe Double or Twin Room with Pool View,,2,3 out of 5,7.8,Good,50 reviews,"VND 254,826",
Imperial Nha Trang,"12.2197141855335,109.203996101791",,,Double or Twin Room with City View,,2,4 out of 5,8.5,Very good,450 reviews,"VND 552,000","Breakfast included,FREE cancellation,• No prepayment needed"
Le More Hotel,"12.2402934581081,109.192441584513",,,Twin Room with City View,,2,4 out of 5,9.0,Superb,169 reviews,"VND 526,400","FREE cancellation,• No prepayment needed"
The Costa Nha Trang Residences,"12.2441752443683,109.19582426548",,,Studio Multi View,,2,5 out of 5,8.4,Very good,239 reviews,"VND 1,800,000",
Pavillon Garden Hotel Nha Trang,"12.2379786644953,109.195926189423",,,Superior Double Room,,2,3 out of 5,8.0,Very good,506 reviews,"VND 248,292","FREE cancellation,• No prepayment needed"
Galliot Hotel,"12.2360625183642,109.194311499596",,,Standard Double or Twin Room No Window,,2,4 out of 5,8.6,Fabulous,373 reviews,"VND 526,500","Breakfast included,FREE cancellation,• No prepayment needed"
Gold Ocean Apartment,"12.2365645304583,109.196594098286",,,Apartment with Balcony,,2,3 out of 5,7.7,Good,320 reviews,"VND 368,550","FREE cancellation,• No prepayment needed"
Khách Sạn Flower Sky Nha Trang,"12.278633,109.199344",,,Twin Room with View,,2,,9.1,Superb,161 reviews,"VND 175,500","FREE cancellation,• No prepayment needed"
Queen 3 Hotel,"12.2464976104573,109.19214156316",,,Standard Double Room,,2,1 out of 5,7.4,Good,551 reviews,"VND 117,000","FREE cancellation,• No prepayment needed"
Ruby Hotel,"12.2197870476362,109.203427277802",,,Deluxe Twin Room with Partial Sea View,,2,4 out of 5,8.6,Fabulous,202 reviews,"VND 552,500","FREE cancellation,• No prepayment needed"
Seana Hotel,"12.234414,109.196148",,,Superior Double Room,,2,4 out of 5,8.7,Fabulous,29 reviews,"VND 440,800","Breakfast included,FREE cancellation,• No prepayment needed"
Ruby Hotel,"12.2197870476362,109.203427277802",,,Deluxe Twin Room with Partial Sea View,,2,4 out of 5,8.6,Fabulous,202 reviews,"VND 552,500","FREE cancellation,• No prepayment needed"
Seaside Villas An Vien Nha Trang,"12.198510484512,109.21174642845",,,Two-Bedroom Villa,,4,3 out of 5,8.6,Fabulous,28 reviews,"VND 1,023,750","FREE cancellation,• No prepayment needed"
MASOVA HOTEL,"12.226416,109.200169",,,Deluxe Double or Twin Room,,2,4 out of 5,8.7,Fabulous,50 reviews,"VND 416,000","FREE cancellation,• No prepayment needed"
Virgo Hotel,"12.238605,109.193926",,,Deluxe Double or Twin Room with City View,,2,5 out of 5,8.3,Very good,83 reviews,"VND 910,000","Breakfast included,FREE cancellation,• No prepayment needed"
iBeach Centre Hotel and Homestay,"12.253428,109.194899",,,Triple Room,,3,2 out of 5,8.8,Fabulous,486 reviews,"VND 225,000",
Vinpearl Resort & Spa Nha Trang Bay,"12.2130676813854,109.243755340576",,,Deluxe Double Room - Breakfast Only,,2,5 out of 5,8.4,Very good,445 reviews,"VND 2,142,000",Breakfast included
Green World Hotel Nha Trang,"12.2385579617523,109.193823337555",,,Superior Twin Room,,2,4 out of 5,8.7,Fabulous,145 reviews,"VND 528,000","FREE cancellation,• No prepayment needed"
New Sun Hotel,"12.2419186274613,109.194606541",,,Superior Double Room,,2,3 out of 5,8.2,Very good,731 reviews,"VND 375,289","FREE cancellation,• No prepayment needed"
ACP Beach Apartment,"12.236525,109.1964595",,,Apartment with Balcony,,5,,4.5,Review score,4 reviews,"VND 421,200",
Liberty Central Nha Trang Hotel,"12.2357401212797,109.195628485914",,,Deluxe Room,,2,4 out of 5,8.7,Fabulous,385 reviews,"VND 844,074","Breakfast included,FREE cancellation,• No prepayment needed"
Comfortzone,"12.2742607,109.2018644",,,Apartment with Sea View,,5,3 out of 5,8.9,Fabulous,98 reviews,"VND 718,099",
Cham Oasis Nha Trang Resort Condotel,"12.2651793619056,109.191166609526",,,Uma Studio Suite,,2,5 out of 5,8.5,Very good,41 reviews,"VND 2,400,000","Breakfast included,FREE cancellation,• No prepayment needed"
Some Days Of Silence Resort and Spa,"12.5665179671994,109.232866763941",,,Double Room with Garden View,,2,4 out of 5,9.1,Superb,191 reviews,"VND 1,386,350",Breakfast included
Nha Trang Ocean & City View Apartment,"12.236525,109.1964595",,,Apartment with Mountain View,,2,3 out of 5,8.5,Very good,25 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Handy Panorama Nha Trang Ocean view,"12.2390531110514,109.195282996365",,,Suite with City View,,2,3 out of 5,8.1,Very good,80 reviews,"VND 540,000",
AQUA Seaview Hotel,"12.2130185245899,109.211323145603",,,Deluxe Double Room with Balcony and Sea View,,2,2 out of 5,9.3,Superb,379 reviews,"VND 297,000",
XO Hotel & Apartments,"12.2304593295086,109.197302256622",,,Standard Triple Room,,2,3 out of 5,9.4,Superb,117 reviews,"VND 252,000",
Nguyen Kim - Nha Trang,"12.231492,109.197156",,,Twin Room,,2,2 out of 5,8.1,Very good,137 reviews,"VND 132,000","FREE cancellation,• No prepayment needed"
PANORAMA CENTRAL NHA TRANG,"12.2388217899884,109.195965256622",,,Double Room with Balcony,,2,3 out of 5,8.9,Fabulous,27 reviews,"VND 877,500","FREE cancellation,• No prepayment needed"
Golden Lotus Central Hotel,"12.2349686582126,109.196705378031",,,Standard Twin Room,,2,3 out of 5,8.1,Very good,66 reviews,"VND 272,000",
Queen 7 Hotel,"12.2317236364693,109.197747451239",,,Double Room,,2,1 out of 5,7.6,Good,723 reviews,"VND 129,000",
The Trang Luxury Villa Nha Trang,"12.2033044971,109.212626399738",,,Day Use 2 Hours only (from 08:00 - 18:00),,2,4 out of 5,8.5,Very good,6 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Alma Resort Cam Ranh,"12.0726593454628,109.195677873047",,,Ocean View Suite 1 Bedroom,,2,5 out of 5,8.9,Fabulous,12 reviews,"VND 6,837,600",Breakfast included
Marilla Hotel,"12.2014926320876,109.210812410698",,,Twin Room with Balcony,,2,3 out of 5,8.7,Fabulous,111 reviews,"VND 254,898","FREE cancellation,• No prepayment needed"
Royal HPM Hotel,"12.2360531200918,109.193725806221",,,Deluxe Room (2 Adults + 1 Child),,2,4 out of 5,8.0,Very good,46 reviews,"VND 252,000",
Vievid Panorama Sea View Apartments,"12.243,109.194726",,,Studio with Spa Bath,,2,5 out of 5,8.2,Very good,5 reviews,"VND 754,600",
Queen Ann Nha Trang Hotel,"12.2270498872275,109.199905469311",,,Deluxe Twin Room,,2,5 out of 5,9.0,Superb,340 reviews,"VND 1,024,000","Breakfast included,FREE cancellation,• No prepayment needed"
Melissa Hotel Nha Trang,"12.227087491457,109.199800887588",,,Deluxe Double Room,,2,4 out of 5,8.5,Very good,178 reviews,"VND 486,000","FREE cancellation,• No prepayment needed"
Glory Hotel Nha Trang,"12.2316217622063,109.198069794039",,,Superior Double or Twin Room with Sea View,,2,4 out of 5,8.1,Very good,91 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
cliff house,"12.2069539149398,109.214331107224",,,King Room,,2,3 out of 5,8.6,Fabulous,50 reviews,"VND 120,285","FREE cancellation,• No prepayment needed"
Holi Beach Hotel & Apartments,"12.2376959473951,109.196126558818",,,Three-Bedroom Apartment,,6,4 out of 5,8.0,Very good,755 reviews,"VND 933,728",
Hanoi By Night,"12.2772768821043,109.201920673611",,,Twin Room with Bathroom,,2,4 out of 5,8.4,Very good,98 reviews,"VND 371,450","FREE cancellation,• No prepayment needed"
"InterContinental Nha Trang, an IHG hotel","12.2446184270608,109.196001600494",,,Deluxe Twin Room with Ocean View,,2,5 out of 5,9.1,Superb,439 reviews,"VND 3,656,822",
Duyen Ha Resort Cam Ranh,"12.0549970765465,109.199804998934",,,Premium Room,,2,5 out of 5,8.6,Fabulous,114 reviews,"VND 1,949,400",Breakfast included
Free Pool & Sea View Panorama Hello Nha Trang,"12.238979,109.195453",,,Deluxe Double or Twin Room with Sea View,,2,3 out of 5,9.9,Exceptional,56 reviews,"VND 1,900,000",
SIKA APARTMENT,"12.280788,109.201486",,,King Room with Balcony,,2,,,,,"VND 900,000",
HighSea Nha Trang Apartments,"12.27388329058,109.202154078574",,,Standard Apartment,,2,3 out of 5,9.7,Exceptional,30 reviews,"VND 450,000",
Seasing Boutique Hotel,"12.2802160459778,109.201566242328",,,Deluxe Double Room with Sea View,,2,4 out of 5,8.9,Fabulous,37 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
Suite & Pavilion THIÊN KIM 2,"12.072376278251,109.195474396606",,,Superior Villa,,3,,,,,"VND 6,000,000",Breakfast included
Queen Hotel,"12.2287369321449,109.198876619339",,,Quadruple Room,,4,1 out of 5,7.8,Good,201 reviews,"VND 175,000","FREE cancellation,• No prepayment needed"
Bonjour Nha Trang Hotel,"12.2383669379669,109.194383416325",,,Deluxe Double or Twin Room with Balcony,,2,4 out of 5,8.2,Very good,181 reviews,"VND 623,200",
Yasaka Saigon Nha Trang Hotel & Spa,"12.2487046320705,109.196213185787",,,Superior Double or Twin Room with Sea View,,2,4 out of 5,7.7,Good,33 reviews,"VND 1,080,000","FREE cancellation,• No prepayment needed"
Citadines Bayfront Nha Trang,"12.2361021651674,109.196922965348",,,Studio Twin (Limited view) Non-smoking room,,2,5 out of 5,8.7,Fabulous,560 reviews,"VND 1,496,880",
Papaya Homestay,"12.241290586603,109.193758983957",,,Superior King Room,,2,3 out of 5,9.4,Superb,229 reviews,"VND 215,000",
Greenfield Nha Trang Apartments for rent,"12.2459134191946,109.192878194153",,,Apartment with Terrace,,3,3 out of 5,9.2,Superb,262 reviews,"VND 190,000",
King Town Grand Hotel & Wedding Center,"12.2840969683245,109.203633069119",,,Deluxe Double Room with City View and Balcony,,2,4 out of 5,7.4,Good,19 reviews,"VND 413,000","FREE cancellation,• No prepayment needed"
Havana Nha Trang Hotel,"12.2431608395964,109.195733070374",,,Deluxe Twin Room with Sea View,,2,5 out of 5,8.6,Fabulous,252 reviews,"VND 1,609,500",Breakfast included
Champa Island Nha Trang,"12.2638151345277,109.191935062408",,,Superior Twin Room with Garden View,,2,5 out of 5,8.7,Fabulous,149 reviews,"VND 1,102,500","Breakfast included,FREE cancellation,• No prepayment needed"
Nha Trang High Ocean View Apartment,"12.236525,109.196459",,,One-Bedroom Apartment,,2,3 out of 5,7.7,Good,21 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Sea Homes,"12.2741798876749,109.201761829361",,,Standard Apartment,,4,3 out of 5,8.5,Very good,52 reviews,"VND 546,000",
Handy Beachfront Apartment,"12.2740085366229,109.202519659727",,,Deluxe Two-Bedroom Apartment with Partial Sea View,,2,3 out of 5,8.0,Very good,190 reviews,"VND 447,300",
Dendro Gold Hotel,"12.22895877545,109.197186819405",,,Suite Sea View with Balcony,,2,4 out of 5,9.2,Superb,606 reviews,"VND 9,000,000",Breakfast included
Red Sun Nha Trang Hotel,"12.227587,109.199103",,,Deluxe Triple Room with Balcony and Sea View,,3,4 out of 5,9.1,Superb,104 reviews,"VND 1,512,000","Breakfast included,FREE cancellation,• No prepayment needed"
King Town Grand Hotel & Wedding Center,"12.2840969683245,109.203633069119",,,Deluxe Double Room with City View and Balcony,,2,4 out of 5,7.4,Good,19 reviews,"VND 413,000","FREE cancellation,• No prepayment needed"
Nha Trang Pearl Hotel,"12.255627,109.193905",,,Standard Double Room,,2,3 out of 5,7.9,Good,114 reviews,"VND 172,800",
Long Hồ Homestay,"12.010762,109.216496",,,Deluxe Queen Room with Two Queen Beds,,2,3 out of 5,7.6,Good,5 reviews,"VND 449,000",
OYO 727 Hoang Giang Hotel,"12.689977,109.221455",,,Standard Double Room,,2,3 out of 5,7.7,Good,34 reviews,"VND 159,629","FREE cancellation,• No prepayment needed"
StarCity Nha Trang Hotel,"12.2338218089932,109.197441637516",,,Superior King Room,,2,5 out of 5,8.4,Very good,423 reviews,"VND 1,098,268",
Navy Hotel Cam Ranh,"11.987273,109.198764",,,Standard King Room,,2,4 out of 5,8.1,Very good,234 reviews,"VND 445,000",Breakfast included
Venity Villa Nha Trang,"12.2033478715935,109.213571930355",,,Villa with Private Pool and Sea View,,8,4 out of 5,9.2,Superb,34 reviews,"VND 8,424,000",
Shark Tank Luxury Villas,"12.202626268473,109.212026326706",,,Studio - Day Use 2 Hours only (from 08:00-18:00),,2,4 out of 5,9.5,Exceptional,57 reviews,"VND 420,000",
MerPerle Hon Tam Resort,"12.1797619965693,109.242188930511",,,Bungalow with Garden View,,2,5 out of 5,8.6,Fabulous,232 reviews,"VND 2,112,593",Breakfast included
Marilyn Boutique Hotel Nha Trang,"12.286582,109.203431",,,Superior Triple Room,,3,2 out of 5,9.1,Superb,466 reviews,"VND 1,110,440","FREE cancellation,• No prepayment needed"
Sun Kiss Hotel,"12.226441,109.20023",,,Standard Twin Room,,2,4 out of 5,,,,"VND 1,100,000","Breakfast included,FREE cancellation,• No prepayment needed"
Quyet Thang Doc Let Hotel & Beach,"12.5497401694095,109.227568209171",,,Superior Double Room with Garden View,,2,2 out of 5,7.0,Good,13 reviews,"VND 350,000",Breakfast included
Sol Beach Apartments Nha Trang,"12.2476853,109.1946993",,,Studio with Sea View,,2,,9.6,Exceptional,8 reviews,"VND 10,000,000","FREE cancellation,• No prepayment needed"
Camellia Nha Trang,"12.2269724353401,109.200010909626",,,Superior Double Room,,2,3 out of 5,7.7,Good,112 reviews,"VND 240,000",
Sun and Sea Muong Thanh Holidays,"12.236586,109.196453",,,Standard Triple Studio,,4,3 out of 5,7.6,Good,38 reviews,"VND 600,000",
Suite & Pavilion THIÊN KIM 1,"12.0753327553549,109.197483751343",,,Apartment with Sea View,,3,,,,,"VND 6,000,000",Breakfast included
The Bridge Luxury Villa Nha Trang,"12.203244695707,109.212574032321",,,Four-Bedroom Villa Beach Front with Private Pool,,8,,,,,"VND 11,220,000","FREE cancellation,• No prepayment needed"
Vinlegend Apartment Luxury Ocean view,"12.2388082964569,109.195515809193",,,Studio with City View,,2,4 out of 5,8.8,Fabulous,61 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Green Peace Hotel,"12.2334176371949,109.194732606411",,,Standard Double Room,,2,2 out of 5,8.2,Very good,97 reviews,"VND 237,773","FREE cancellation,• No prepayment needed"
TTC Resort - Doc Let,"12.5518511876532,109.229856133461",,,Superior Bungalow with Garden View,,2,2 out of 5,7.9,Good,178 reviews,"VND 780,000",Breakfast included
Queen 4 Hotel Nha Trang - Khu B,"12.2473706289709,109.192027050262",,,Double Room,,2,1 out of 5,7.9,Good,84 reviews,"VND 115,000",
James House,"12.2745201,109.2020601",,,Standard Two-Bedroom Apartment,,4,3 out of 5,8.9,Fabulous,34 reviews,"VND 700,000",
Paralia Hotel Nha Trang,"12.271452,109.205224",,,Deluxe Double or Twin Room with Balcony,,2,4 out of 5,8.1,Very good,44 reviews,"VND 4,400,000","FREE cancellation,• No prepayment needed"
Vinpearl Condotel Empire Nha Trang,"12.2434212,109.1934969",,,Twin Studio Suite,,2,5 out of 5,8.6,Fabulous,131 reviews,"VND 1,298,000",
Wild Beach Boutique Resort,"12.4285404907894,109.288548231125",,,Double or Twin Room with Garden View,,2,3 out of 5,7.2,Good,125 reviews,"VND 1,265,000",Breakfast included
Crown Hotel Nha Trang,"12.219463,109.203337",,,Superior Double or Twin Room with City View,,2,4 out of 5,8.3,Very good,277 reviews,"VND 443,700","FREE cancellation,• No prepayment needed"
Diamond Bay Hotel,"12.2481031153725,109.195867219643",,,Grand Double or Twin Room,,2,5 out of 5,8.3,Very good,88 reviews,"VND 1,147,500",
GEM ISLAND,"11.844155,109.176246",,,Double or Twin Room,,2,,8.0,Very good,77 reviews,"VND 750,000",
Golden Lotus Hotel,"12.2274619704002,109.199748337269",,,Standard Double Room,,2,3 out of 5,8.4,Very good,5 reviews,"VND 264,000","FREE cancellation,• No prepayment needed"
GM Doc Let Beach Resort & Spa,"12.5088810897374,109.238356053829",,,Double Room or Twin Room with Garden View,,2,4 out of 5,7.0,Good,80 reviews,"VND 630,000",
Ivy Hotel Nha Trang,"12.238727,109.191829",,,Superior Double or Twin Room with City View,,2,4 out of 5,8.9,Fabulous,105 reviews,"VND 480,000","FREE cancellation,• No prepayment needed"
TND Hotel,"12.2535162220683,109.195870015344",,,Deluxe with Window,,2,4 out of 5,8.1,Very good,70 reviews,"VND 720,000","Breakfast included,FREE cancellation,• No prepayment needed"
IBIZA Nha Trang Hotel,"12.238627,109.194529",,,Standard Twin Room,,2,,9.1,Superb,56 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Nha Trang Horizon Hotel,"12.287333,109.203616",,,Double Room with Sea View,,2,5 out of 5,9.0,Superb,66 reviews,"VND 990,000","Breakfast included,FREE cancellation,• No prepayment needed"
ibis Styles Nha Trang,"12.237922,109.19504",,,Standard Double Room,,2,4 out of 5,8.5,Very good,120 reviews,"VND 589,050","FREE cancellation,• No prepayment needed"
Evason Ana Mandara Nha Trang,"12.2256453604702,109.200952649117",,,Room with Garden View,,2,5 out of 5,8.8,Fabulous,142 reviews,"VND 2,578,816",Breakfast included
LiLy Apartment,"12.2361294510644,109.17929766634",,,Double Room with Garden View,,2,,8.9,Fabulous,250 reviews,"VND 297,000","FREE cancellation,• No prepayment needed"
OYO 1027 Lee Kim Motel And Apartment,"12.2606849123137,109.166381447169",,,Standard Apartment,,2,2 out of 5,2.8,Review score,5 reviews,"VND 129,698","FREE cancellation,• No prepayment needed"
Heritage Legend by Sea Boutique,"12.241813,109.193564",,,Double Room,,2,2 out of 5,9.6,Exceptional,35 reviews,"VND 234,900",
Lucky Sun Hotel,"12.225897,109.200092",,,Deluxe Double Room with City View,,2,4 out of 5,8.6,Fabulous,167 reviews,"VND 409,600",
OYO 450 Thien Truong Hotel,"12.219169,109.198029",,,Standard Double Room,,2,2 out of 5,8.8,Fabulous,112 reviews,"VND 159,629",
Magnolia Hotel Cam Ranh,"11.996683,109.192667",,,Superior Double Room,,2,2 out of 5,7.6,Good,11 reviews,"VND 274,500",
LE SOLEIL HOTEL managed by NEST Group,"12.237782,109.196058",,,Standard Queen Room,,2,3 out of 5,8.0,Very good,70 reviews,"VND 224,814","FREE cancellation,• No prepayment needed"
Quang Vinh 2 Hotel,"12.2763528439685,109.201747253537",,,Twin Room with Sea View,,2,1 out of 5,7.1,Good,47 reviews,"VND 180,000",
Balcony Nha Trang Hotel,"12.2266994808681,109.200095446881",,,Premier Deluxe Double Room with Balcony and City View,,2,4 out of 5,7.9,Good,139 reviews,"VND 576,000","FREE cancellation,• No prepayment needed"
SPOT ON 1112 Thuy Tram Hotel 3,"12.246259,109.191994",,,Deluxe Double Room,,2,2 out of 5,4.3,Review score,4 reviews,"VND 99,769","FREE cancellation,• No prepayment needed"
Moonlight House & Apartment Nha Trang,"12.276411,109.199907",,,Superior Double Room,,2,3 out of 5,9.2,Superb,200 reviews,"VND 228,000",
DAPHOVINA HOTEL,"12.27862,109.201385",,,Deluxe Twin Room,,2,4 out of 5,9.3,Superb,27 reviews,"VND 833,000","Breakfast included,FREE cancellation,• No prepayment needed"
Công Thành Long Beach,"12.1068582729204,109.187512061108",,,Superior King Room,,2,3 out of 5,8.7,Fabulous,21 reviews,"VND 595,000","FREE cancellation,• No prepayment needed"
Klaus Homestay by the river,"12.2683977567818,109.17109271262",,,DayUse in 3hrs - Phòng thuê ngày theo giờ 3 tiếng,,2,,9.2,Superb,18 reviews,"VND 170,000",
An Vista Hotel,"12.2274949472359,109.198623410837",,,Deluxe Double Room with Bathtub,,2,4 out of 5,8.9,Fabulous,232 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
The Dream House,"12.256671,109.193652",,,Standard Twin Room,,2,2 out of 5,8.8,Fabulous,229 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Barcelona Hotel,"12.2361883396035,109.194056689739",,,Deluxe Double or Twin Room with City View,,2,3 out of 5,7.6,Good,3 reviews,"VND 1,092,000",
Lotus Village Nha Trang,"12.248088,109.195995",,,Studio with Balcony,,2,3 out of 5,,,,"VND 600,000",
999 CONDOTEL,"12.2735169254094,109.202417139356",,,Standard Apartment,,4,,,,,"VND 599,250",
M2 Villa,"12.197137062136,109.205364943909",,,Apartment,,12,,,,,"VND 3,500,000",
AN LAND HOTEL,"12.063963,109.196763",,,Standard King Room,,2,,,,,"VND 585,000",Breakfast included
Potique Hotel,"12.238375,109.195191",,,Superior Deluxe Double or Twin Room,,2,5 out of 5,10,Exceptional,4 reviews,"VND 1,429,650","Breakfast included,FREE cancellation,• No prepayment needed"
