hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
7s Mai Vang 2 Hotel Dalat,"11.947691,108.439818",,,Standard Queen Room - dayuse 2hours (extra charge for overnight stay),,2,3 out of 5,7.8,Good,11 reviews,"VND 260,000",
Anada Hotel Suites,"11.959660159089,108.442823588848",,,Two-Bedroom Apartment,,6,3 out of 5,9.3,Superb,253 reviews,"VND 1,490,000",
Queen Hostel,"11.9288708,108.4324301",,,Bee Room,,2,,8.2,Very good,274 reviews,"VND 187,500",
Nam Xuan Premium Hotel,"11.9484085913564,108.441074285657",,,Standard Double Room,,2,2 out of 5,8.1,Very good,414 reviews,"VND 238,150",
Royal Dalat Hotel,"11.9412627901527,108.436466766865",,,Superior Double Room,,2,3 out of 5,7.5,Good,141 reviews,"VND 536,000","FREE cancellation,• No prepayment needed"
Rot Homestay,"11.9580112400441,108.427169393848",,,Standard King Room,,2,,9.3,Superb,85 reviews,"VND 252,960",
L'amie Hotel & Studio,"11.937973,108.432409",,,Double Room with Balcony,,2,,8.8,Fabulous,131 reviews,"VND 256,500",
New Hampton Suits-Tam Xuan Centre Hotel,"11.941893075343,108.431727532749",,,Standard Suite,,2,,9.4,Superb,125 reviews,"VND 418,608",
Nguyên Phương Hotel,"11.942126,108.436008",,,Deluxe Double Room,,2,,7.8,Good,73 reviews,"VND 180,000",
The Kupid Hill Homestay,"11.9261054278096,108.452964117227",,,Double Room with Garden View,,2,,6.7,Review score,170 reviews,"VND 510,000",
Berry Valley Homestay,"11.9748188779702,108.438333918555",,,Single Room with Lake View,,2,,8.1,Very good,73 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Hoang Minh Chau Ba Trieu Hotel,"11.938462,108.434187",,,Standard Double House View,,2,3 out of 5,8.2,Very good,175 reviews,"VND 601,965","Breakfast included,FREE cancellation,• No prepayment needed"
An Garden Dalat,"11.9264764586313,108.440226809509",,,King Room with Garden View,,2,2 out of 5,8.6,Fabulous,351 reviews,"VND 384,160","Breakfast included,FREE cancellation,• No prepayment needed"
Khanh Uyen Hotel,"11.9404171692541,108.430232255642",,,Deluxe Double Room,,2,2 out of 5,8.9,Fabulous,386 reviews,"VND 440,000",
Dalat Cadasa Resort,"11.9381504723782,108.453729450703",,,Deluxe Double Room,,2,3 out of 5,7.2,Good,24 reviews,"VND 927,000","Breakfast included,FREE cancellation,• No prepayment needed"
Arapang 3 Hotel,"11.941268,108.435614",,,Standard Double Room,,2,2 out of 5,8.2,Very good,317 reviews,"VND 317,250",
Ánh Tiên Hotel,"11.947399,108.44041",,,Deluxe Double Room,,2,1 out of 5,8.1,Very good,192 reviews,"VND 535,500",Breakfast included
Mr Peace Dalat Hotel,"11.9437977250132,108.431510018841",,,Standard Twin Room with Sofa,,3,,8.9,Fabulous,412 reviews,"VND 307,200",
MayMay Da Lat Apartments,"11.937280068753,108.43424096634",,,Standard Apartment - No Window,,2,3 out of 5,9.3,Superb,239 reviews,"VND 486,000",
Arapang Hotel,"11.9412245374428,108.435702323914",,,Superior Double Room,,2,2 out of 5,8.1,Very good,194 reviews,"VND 386,400",
Sweet Lavender Hotel - Near Dalat Night Market,"11.941724,108.431885",,,Superior Double Room,,2,2 out of 5,8.8,Fabulous,131 reviews,"VND 402,188",
Q&P Smart Ville,"11.9461902056968,108.474140067914",,,Quadruple Room with Garden View,,4,3 out of 5,9.5,Exceptional,15 reviews,"VND 1,428,840","FREE cancellation,• No prepayment needed"
Nhím House,"11.93579,108.434771",,,Deluxe Double Room,,2,2 out of 5,9.0,Superb,151 reviews,"VND 540,000",
Pi Hostel,"11.9413113025307,108.433706517791",,,Standard Double Room,,2,,9.0,Superb,"1,057 reviews","VND 585,000",
Binh An Village Resort,"11.8879676919987,108.41764515586",,,Deluxe Villa,,4,4 out of 5,8.9,Fabulous,48 reviews,"VND 9,753,750",Breakfast included
Hotel Làng Kò Hơ,"11.939788,108.434841",,,Family Room,,4,,9.3,Superb,226 reviews,"VND 380,000",
DOI DEP VILLA,"11.5354515880822,107.818255564487",,,Deluxe Double Room,,2,,8.0,Very good,40 reviews,"VND 1,660,000",Breakfast included
Le Soleil Boutique Hotel,"11.964654,108.443727",,,Standard Queen Room - dayuse 2hours (extra charge for overnight stay),,2,2 out of 5,9.5,Exceptional,80 reviews,"VND 172,040",
BIDV Hotel,"11.937569,108.434063",,,Deluxe Room (2 Adults + 1 Child),,2,2 out of 5,7.1,Good,163 reviews,"VND 300,000",
CozyNook Boutique Apartments - 3 thang 2 Street,"11.943056341341,108.434551203523",,,Apartment with Balcony,,2,3 out of 5,9.6,Exceptional,58 reviews,"VND 795,000",
Nhat Quang Hotel,"11.559677,107.818092",,,Superior Double or Twin Room with Garden View,,2,2 out of 5,8.7,Fabulous,55 reviews,"VND 1,100,000",Breakfast included
Minh Chien Hotel,"11.938295,108.425673",,,Deluxe Double Room,,2,3 out of 5,9.0,Superb,182 reviews,"VND 490,494","Breakfast included,FREE cancellation,• No prepayment needed"
Suka Hotel Dalat,"11.940706,108.430872",,,Standard King Room,,2,3 out of 5,7.7,Good,172 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Tulip Garden Bảo Lộc,"11.587896,107.789552",,,Double Room,,4,2 out of 5,8.3,Very good,15 reviews,"VND 1,050,000",Breakfast included
Dalat Eco Hotel,"11.9370276418598,108.428626153618",,,Deluxe Double Room,,2,2 out of 5,9.3,Superb,885 reviews,"VND 327,250","FREE cancellation,• No prepayment needed"
Hotel Villa Mặt Hồ,"11.941693,108.438593",,,King Room with Balcony,,2,3 out of 5,7.4,Good,26 reviews,"VND 650,000","FREE cancellation,• No prepayment needed"
Len's Hotel,"11.947146,108.44044",,,Standard Double Room,,2,3 out of 5,8.0,Very good,292 reviews,"VND 801,000",Breakfast included
Huong Moc Hotel - Near Dalat Night Market,"11.936381,108.441056",,,Economy Double Room,,2,2 out of 5,8.1,Very good,120 reviews,"VND 222,222","FREE cancellation,• No prepayment needed"
Đà Lạt Sả - Da Lat Lemongrass,"11.9438784593338,108.433640250005",,,Quadruple Room with Shared Bathroom,,4,,8.7,Fabulous,551 reviews,"VND 300,000",
Thien Ly Hotel,"11.93803,108.434355",,,Superior Double Room,,2,3 out of 5,8.2,Very good,119 reviews,"VND 315,000",
Madagui Forest City,"11.4100250795343,107.639311552048",,,Deluxe Double or Twin Room with Garden View,,2,,6.9,Review score,25 reviews,"VND 1,791,900","Breakfast included,FREE cancellation,• No prepayment needed"
Roy Dala Hotel,"11.940566,108.435458",,,Standard Double Room,,2,3 out of 5,8.3,Very good,233 reviews,"VND 697,950",Breakfast included
VES - PA Luxury Hotel,"11.9499268776393,108.440100078365",,,Double Room,,2,2 out of 5,9.6,Exceptional,187 reviews,"VND 260,000",
Du Miên House,"11.9407633315075,108.427116603844",,,Double Room,,2,,9.1,Superb,114 reviews,"VND 130,000",
La Em Boutique Villa,"11.9299357543949,108.445076316463",,,Standard Queen Room,,2,3 out of 5,8.9,Fabulous,49 reviews,"VND 977,550","Breakfast included,FREE cancellation,• No prepayment needed"
Hoang Vu Guest House,"11.9456398005196,108.435537373402",,,Double Room,,2,2 out of 5,9.0,Superb,163 reviews,"VND 269,999",
Cam Tu Cau Hotel,"11.9482613138503,108.437113165855",,,Standard Double Room,,2,1 out of 5,7.4,Good,232 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
Khách sạn Nguyên Long,"11.562614,107.805083",,,Superior Double Room,,2,2 out of 5,8.8,Fabulous,67 reviews,"VND 332,500",
Carita Hotel,"11.941487,108.433191",,,Royal Double Room,,2,2 out of 5,9.4,Superb,538 reviews,"VND 605,200","FREE cancellation,• No prepayment needed"
Khách Sạn Tommy,"11.9365837780303,108.461941985806",,,Standard Double Room,,2,2 out of 5,8.8,Fabulous,48 reviews,"VND 318,000",
M Hotel Đà Lạt,"11.953437090936,108.440553957356",,,Standard Double Room,,2,,8.6,Fabulous,94 reviews,"VND 269,100","FREE cancellation,• No prepayment needed"
Luan'S Villa,"11.950812,108.453346",,,Double Room with Private Bathroom,,2,,9.4,Superb,78 reviews,"VND 400,000",
Kim Hoa Hotel,"11.941539831975,108.436384846827",,,Superior Double Room,,2,2 out of 5,8.1,Very good,125 reviews,"VND 675,000","FREE cancellation,• No prepayment needed"
Luan'S Villa,"11.950812,108.453346",,,Double Room with Private Bathroom,,2,,9.4,Superb,78 reviews,"VND 400,000",
Uyen Phuong Hotel,"11.947984,108.44054",,,Deluxe Quadruple Room,,4,1 out of 5,7.6,Good,107 reviews,"VND 331,200","FREE cancellation,• No prepayment needed"
Kim Oanh Orchids Hotel,"11.943812,108.43586",,,Family Room,,4,,9.1,Superb,156 reviews,"VND 797,500",
T&K Guesthouse,"11.9382165898277,108.437826235313",,,Double Room,,2,,8.5,Very good,144 reviews,"VND 359,100","FREE cancellation,• No prepayment needed"
Thang Loi BTX Hotel,"11.9465923818587,108.439953625202",,,Standard Double Room,,2,2 out of 5,8.5,Very good,294 reviews,"VND 297,500","FREE cancellation,• No prepayment needed"
Doc May Boutique Villa,"11.9406516483796,108.434742093086",,,Superior Queen Room,,2,,8.9,Fabulous,233 reviews,"VND 470,000","FREE cancellation,• No prepayment needed"
Hanoi Amsterdam Condotel,"11.9282364698094,108.440376203705",,,Deluxe Studio,,2,3 out of 5,8.1,Very good,20 reviews,"VND 513,000",
Interstella Hotel,"11.9425866461095,108.431427232788",,,Deluxe Double Room,,2,3 out of 5,8.2,Very good,99 reviews,"VND 910,000",Breakfast included
Ngoc Phuong Hotel,"11.5386000458194,107.812676131725",,,Double Room,,2,1 out of 5,7.8,Good,153 reviews,"VND 185,000",
TEPPI Hotel Da Lat,"11.933081,108.44097",,,Economy Double Room,,2,,9.0,Superb,118 reviews,"VND 222,222","FREE cancellation,• No prepayment needed"
Ana Villas Dalat Resort & Spa,"11.9441834335824,108.423329293728",,,Villa Room,,2,5 out of 5,8.6,Fabulous,423 reviews,"VND 2,115,000",Breakfast included
Je T’aime Villa,"11.6260652709035,107.737444924393",,,Double Room with Balcony,,2,,8.7,Fabulous,32 reviews,"VND 715,275",
Dalat Boutique Hotel,"11.935358,108.428605",,,Superior Twin Room,,2,3 out of 5,8.6,Fabulous,91 reviews,"VND 501,480","Breakfast included,FREE cancellation,• No prepayment needed"
New Life Hotel,"11.92577,108.445283",,,Superior Double Room,,2,3 out of 5,8.8,Fabulous,237 reviews,"VND 769,824",Breakfast included
Dalat Paradise Hotel,"11.938453,108.434323",,,Standard Twin Room,,2,3 out of 5,8.5,Very good,41 reviews,"VND 576,000",Breakfast included
Thu Linh Guesthouse,"11.9435460952349,108.45193773508",,,Double Room,,2,,8.8,Fabulous,113 reviews,"VND 200,000",
August-Inn Da Lat Hotel,"11.954742,108.435788",,,Standard Double Room,,2,1 out of 5,8.8,Fabulous,66 reviews,"VND 230,000",
Sammy Dalat Hotel,"11.9352795859079,108.432682156563",,,Deluxe Double or Twin Room,,2,4 out of 5,7.9,Good,119 reviews,"VND 1,125,000",Breakfast included
Phuong Hong Guesthouse,"11.9376755009847,108.435063937157",,,Double Room with Balcony,,2,3 out of 5,8.4,Very good,259 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
Khoảng Lặng ATP,"11.949277,108.434278",,,Double Room with Private Bathroom,,2,,9.2,Superb,234 reviews,"VND 155,000",
Nice Dream Hotel,"11.943402693168,108.437192357672",,,Superior Twin Room,,2,3 out of 5,8.0,Very good,120 reviews,"VND 918,000",Breakfast included
An An Da Lat Hotel,"11.9556043550325,108.442593254149",,,Standard Double Room,,2,2 out of 5,8.0,Very good,136 reviews,"VND 180,000",
Ngoc Nguyen Anh Da Lat,"11.946708170908,108.440256714821",,,Superior Quadruple Room,,2,2 out of 5,7.8,Good,103 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Incense Country House,"11.9484286025693,108.437198574344",,,Double Room,,2,2 out of 5,8.8,Fabulous,27 reviews,"VND 327,600","FREE cancellation,• No prepayment needed"
Queen T&T Dalat Hotel,"11.9480896052841,108.435788973805",,,Superior Deluxe Double or Twin Room,,2,3 out of 5,8.7,Fabulous,43 reviews,"VND 555,000",Breakfast included
TATA 2 Đà Lạt Hotel,"11.941233,108.435248",,,Superior Double Room,,2,,8.6,Fabulous,31 reviews,"VND 240,278","FREE cancellation,• No prepayment needed"
Moc Thach Hostel Dalat,"11.940108,108.428304",,,Standard Double Room,,2,,9.8,Exceptional,72 reviews,"VND 312,550",
Dallas Hotel Dalat,"11.945749,108.475904",,,Standard King Room,,2,2 out of 5,9.0,Superb,41 reviews,"VND 351,000",
Nhà Tím Homestay,"11.934186,108.422748",,,Double Room,,2,,9.5,Exceptional,194 reviews,"VND 273,000",
Lightning House,"11.948938,108.43977",,,Double Room with Private Bathroom,,2,2 out of 5,9.2,Superb,275 reviews,"VND 250,000",
Seven A Hotel,"11.9535828370581,108.436521881124",,,Standard Double Room,,2,,8.7,Fabulous,103 reviews,"VND 322,500","FREE cancellation,• No prepayment needed"
Thanh Thanh 2 Hotel,"11.9675323123957,108.444043766743",,,Superior Double Room,,2,2 out of 5,8.5,Very good,240 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Cozy Nook Hotel - By RAON,"11.9362709669316,108.434096770361",,,Superior Double Room,,2,2 out of 5,9.5,Exceptional,410 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Le Petit Paris Dalat Hotel,"11.9474335946898,108.429846414086",,,Standard Double or Twin Room,,2,3 out of 5,8.5,Very good,27 reviews,"VND 680,000",
Khách Sạn Mỹ Hằng,"11.949152,108.440349",,,Standard Double Room,,2,,9.0,Superb,101 reviews,"VND 285,000",
Khách sạn Thanh Thùy,"11.932728,108.441427",,,Queen Room,,2,,9.4,Superb,17 reviews,"VND 169,000",
Home Vĩnh Tường Đà Lạt,"11.953757,108.429463",,,Double Room with Private Bathroom,,2,2 out of 5,8.6,Fabulous,40 reviews,"VND 200,000",
OYO 446 The Bao Hotel,"11.937312,108.425268",,,Deluxe Double Room,,2,2 out of 5,8.9,Fabulous,70 reviews,"VND 223,332","FREE cancellation,• No prepayment needed"
Khách Sạn LÊ VŨ,"11.940675,108.434117",,,Small Double Room,,2,1 out of 5,9.2,Superb,48 reviews,"VND 180,000",
VF Hotel Dalat,"11.942288,108.426745",,,Standard Double Room,,2,,9.1,Superb,143 reviews,"VND 400,000",
OYO 1040 Xuan Quynh Hotel,"11.9423659730031,108.435658813492",,,Deluxe Double Room,,2,2 out of 5,6.4,Review score,77 reviews,"VND 199,536",
Ngô Gia Home,"11.936954,108.423822",,,Double Room with Terrace,,2,,9.6,Exceptional,43 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Pontus Hotel,"11.940381,108.435311",,,Standard King Room,,2,2 out of 5,9.0,Superb,75 reviews,"VND 445,000","FREE cancellation,• No prepayment needed"
Dalat Lacasa,"11.937498146526,108.439288216225",,,Double Room with Private Bathroom,,2,2 out of 5,7.7,Good,317 reviews,"VND 675,000",
The Luxe Da Lat,"11.930232630405,108.446978551209",,,Standard Double Room with Fan,,2,3 out of 5,8.1,Very good,222 reviews,"VND 705,576",Breakfast included
My Kim Villa,"11.934783,108.426781",,,Quadruple Room with Bathroom,,2,,9.5,Exceptional,110 reviews,"VND 410,400",
Stillus Boutique Hotel Dalat,"11.922728,108.435347",,,Superior Double Room,,2,3 out of 5,8.2,Very good,12 reviews,"VND 594,000","Breakfast included,FREE cancellation,• No prepayment needed"
Dalat Rose Hill Villa - Moutain View,"11.9520119620599,108.426123823619",,,Double Room with Mountain View,,2,,9.5,Exceptional,96 reviews,"VND 555,120",
An Lai Hotel,"11.94212,108.433954",,,Standard Double Room,,2,1 out of 5,9.2,Superb,50 reviews,"VND 400,000",
LADALAT Hotel,"11.97766,108.451022",,,Basement Standard Twin Room - No Window,,2,5 out of 5,8.4,Very good,113 reviews,"VND 742,357",Breakfast included
Dalat Home,"11.926322,108.442245",,,Standard Double or Twin Room with Garden View,,2,,8.6,Fabulous,517 reviews,"VND 561,000",Breakfast included
Pi House,"11.94721,108.436734",,,Standard Double Room,,2,,8.5,Very good,149 reviews,"VND 455,000","FREE cancellation,• No prepayment needed"
Starhill Hotel,"11.943001,108.434501",,,Deluxe Double Room,,2,2 out of 5,8.6,Fabulous,294 reviews,"VND 412,500",Breakfast included
Khánh Hân,"11.938656,108.434242",,,Superior King Room,,2,,8.5,Very good,133 reviews,"VND 278,000",
An Ngọc Linh Hotel,"11.55713,107.817185",,,Standard Double Room with Fan,,2,,7.3,Good,101 reviews,"VND 190,000",
Saigon Dalat Hotel,"11.9391817797457,108.429678082466",,,Superior Double or Twin Room,,2,4 out of 5,8.1,Very good,264 reviews,"VND 1,300,000",Breakfast included
7s Thien Nien Ky Hotel Dalat,"11.947462,108.429582",,,Standard Queen Room - Day Use 2 hours,,2,2 out of 5,8.7,Fabulous,81 reviews,"VND 79,200",
Ngọc Châu Đà Lạt Hotel,"11.940605,108.435769",,,Standard Double Room,,2,1 out of 5,7.2,Good,68 reviews,"VND 210,000","FREE cancellation,• No prepayment needed"
Minh Uyen Homestay,"11.940192,108.429217",,,Deluxe Double Room,,2,,9.6,Exceptional,52 reviews,"VND 397,440",
SANS SOUCI VILLA,"11.936741,108.445671",,,Deluxe Double Room,,2,3 out of 5,8.7,Fabulous,6 reviews,"VND 400,000",
Thanh Thanh Hotel,"11.9422711473259,108.434024981476",,,Standard Double Room,,2,2 out of 5,8.7,Fabulous,611 reviews,"VND 350,000",
OYO 842 Villa Camellia,"11.948656,108.463796",,,Standard Double Room,,2,3 out of 5,7.7,Good,93 reviews,"VND 277,355",
Bảo Lộc Homestay,"11.5423567839763,107.825853773502",,,Double Room,,2,,8.5,Very good,181 reviews,"VND 180,000",
RedDoorz AE Hotel Da Lat,"11.9484553882158,108.441094360783",,,Family Room,,4,,8.6,Fabulous,23 reviews,"VND 416,745",
An Nam Hotel Dalat,"11.95482,108.441331",,,Double Room,,2,2 out of 5,8.8,Fabulous,19 reviews,"VND 370,260",
Mint House Dalat Center,"11.944108622797,108.438121805655",,,Apartment with Balcony,,4,3 out of 5,8.7,Fabulous,15 reviews,"VND 2,000,000",
Villa Vista Dalat,"11.925705444207,108.445274450897",,,Deluxe Double Room,,2,3 out of 5,9.1,Superb,9 reviews,"VND 595,000",
Chang's Village,"11.9518652214069,108.402067184772",,,Double Room with Mountain View,,2,,8.6,Fabulous,12 reviews,"VND 550,000",
Du Miên Hotel,"11.940708,108.433787",,,Double Room,,2,1 out of 5,9.1,Superb,47 reviews,"VND 200,000",
Guest house Hai Cô Chú,"11.94221,108.435654",,,Quadruple Room,,4,,9.1,Superb,68 reviews,"VND 400,000",
Dalat Maya Hotel,"11.932654,108.426094",,,Queen Room,,2,,8.5,Very good,26 reviews,"VND 378,000",
Peach Valley Hotel Dalat,"11.943325854299,108.45110582209",,,Superior Double Room,,2,3 out of 5,9.2,Superb,18 reviews,"VND 424,536",
Red Sun Hotel,"11.935507,108.440873",,,Double Room,,2,,,,,"VND 540,541",
Nhà Mình Homestay,"11.936167,108.419832",,,Family Room,,4,,8.7,Fabulous,18 reviews,"VND 674,500",
Nhà Mình Homestay,"11.936167,108.419832",,,Family Room,,4,,8.7,Fabulous,18 reviews,"VND 674,500",
Đồng Thủy Phương,"11.941075,108.435663",,,Deluxe Quadruple Room,,4,2 out of 5,9.4,Superb,22 reviews,"VND 560,000",
Lan Anh Fluffy,"11.939955,108.434617",,,Standard Queen Room with Window,,2,3 out of 5,8.8,Fabulous,246 reviews,"VND 324,000","FREE cancellation,• No prepayment needed"
Pretty House,"11.940230960507,108.427553577771",,,Apartment - Ground Floor,,2,3 out of 5,9.4,Superb,32 reviews,"VND 675,000",
