hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Trang An Retreat,"20.2649052399766,105.914768897106",6 km from centre,,Twin Room with Garden View,,2,3 out of 5,9.5,Exceptional,898 reviews,"VND 636,120","Breakfast included,FREE cancellation,• No prepayment needed"
Golden Season Hotel,"20.2446999732636,105.955961508914",2.2 km from centre,,Economy Double Room,,2,3 out of 5,9.6,Exceptional,178 reviews,"VND 519,750","FREE cancellation,• No prepayment needed"
Lalita Boutique Hotel & Spa Ninh Binh,"20.2166695140996,105.950782524109",4.8 km from centre,,Deluxe Double or Twin Room,,2,4 out of 5,9.9,Exceptional,15 reviews,"VND 1,120,000","Breakfast included,FREE cancellation,• No prepayment needed"
For You Homestay,"20.2651502194402,105.92146365274",5 km from centre,,Double Room,,2,,8.9,Fabulous,918 reviews,"VND 552,500","Breakfast included,FREE cancellation,• No prepayment needed"
Trang An Valley Bungalow,"20.2661302052541,105.916010967628",6 km from centre,,Deluxe Double Bungalow with Lake View,,2,,8.7,Fabulous,505 reviews,"VND 810,000","Breakfast included,FREE cancellation,• No prepayment needed"
Mường Village Ninh Bình,"20.230218,105.936369",4.8 km from centre,,Deluxe Double Room with Balcony,,2,,9.2,Superb,20 reviews,"VND 800,000",Breakfast included
Lotus Field Homestay,"20.2445070366197,105.920066535473",5 km from centre,,Bungalow with Mountain View,,2,,9.2,Superb,408 reviews,"VND 682,974","Breakfast included,FREE cancellation,• No prepayment needed"
Trang An Lamia Bungalow,"20.277904127367,105.922509865715",6 km from centre,,Twin Room with Mountain View,,2,3 out of 5,9.6,Exceptional,156 reviews,"VND 630,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Bamboo Farmstay,"20.2645461208102,105.871086442497",10 km from centre,,Bungalow with Garden View,,2,,9.1,Superb,320 reviews,"VND 179,100","FREE cancellation,• No prepayment needed"
Memorina NinhBinh Farmstay,"20.2934833799854,105.851933092499",13 km from centre,,Deluxe Twin Room with Lake View,,2,4 out of 5,9.8,Exceptional,6 reviews,"VND 1,500,000",Breakfast included
Trang An Flower Hotel,"20.2660315574835,105.964759788745",1.8 km from centre,,Superior Double or Twin Room with Garden View,,2,3 out of 5,9.6,Exceptional,148 reviews,"VND 522,500","FREE cancellation,• No prepayment needed"
Trang An Lamia Bungalow,"20.277904127367,105.922509865715",6 km from centre,,Twin Room with Mountain View,,2,3 out of 5,9.6,Exceptional,156 reviews,"VND 630,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hàm Rồng Homestay Ninh Bình,"20.2390198356199,105.934372258583",4.5 km from centre,,Double Room with Garden View,,2,,9.1,Superb,584 reviews,"VND 425,000",Breakfast included
Tam Coc Horizon Bungalow,"20.2220933445632,105.93817949295",5 km from centre,,Deluxe Family Bungalow with Garden View,,2,,9.8,Exceptional,736 reviews,"VND 1,143,701","Breakfast included,FREE cancellation,• No prepayment needed"
Trang An Lotus Lake Homestay,"20.2501052965341,105.931310193493",4.6 km from centre,,Bungalow - Water Front,,2,,9.3,Superb,293 reviews,"VND 486,112","Breakfast included,FREE cancellation,• No prepayment needed"
Trang An International Hotel,"20.2934985248338,105.936494013745",6 km from centre,,Superior Queen Room,,2,3 out of 5,9.5,Exceptional,79 reviews,"VND 526,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hang Mua Valley Homestay,"20.2421353590537,105.936303449074",4.2 km from centre,,Double Room with Garden View,,2,,8.9,Fabulous,344 reviews,"VND 270,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hang Mua Family Homestay,"20.2388134740268,105.936308813492",4.4 km from centre,,Double Room with Mountain View,,2,,9.6,Exceptional,288 reviews,"VND 460,000",Breakfast included
Melissa Hotel,"20.265051,105.963971",1.7 km from centre,,Double or Twin Room,,2,3 out of 5,9.5,Exceptional,83 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Ninh Binh Friendly Homestay,"20.2768797919955,105.854279994965",12 km from centre,,Deluxe King Room,,2,,9.3,Superb,123 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Tam Coc Friendly Homestay,"20.2170091696766,105.934440493584",5 km from centre,,Double Room,,2,,9.8,Exceptional,635 reviews,"VND 405,000",Breakfast included
Tam Coc Charming Bungalow,"20.2202981718795,105.952058929253",4.5 km from centre,,Deluxe Double Room,,2,,9.6,Exceptional,243 reviews,"VND 270,000",Breakfast included
SoNa Resort,"20.2586531644207,105.956041576782",2 km from centre,,Superior Twin Room with Garden View,,2,,9.2,Superb,10 reviews,"VND 1,150,000",Breakfast included
Van Hoa Hotel Ninh Binh,"20.2456973096802,105.970449151141",1.1 km from centre,,Economy Double Room,,2,3 out of 5,7.7,Good,44 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Tam Coc Sweet Home,"20.2173107385968,105.938375661377",5 km from centre,,King Room with Garden View,,2,,9.7,Exceptional,113 reviews,"VND 360,000",
Diamond Hotel,"20.2656112051622,105.965058103112",1.7 km from centre,,Deluxe Double or Twin Room with City View,,2,3 out of 5,9.8,Exceptional,16 reviews,"VND 573,000",
Tam Coc Sunshine Homestay,"20.216548,105.938912",5 km from centre,,Double Room with Garden View,,2,,9.8,Exceptional,621 reviews,"VND 503,100","Breakfast included,FREE cancellation,• No prepayment needed"
Little Tam Coc,"20.2170895222219,105.93110406942",6 km from centre,,Superior Double or Twin Room with Garden View,,2,,9.1,Superb,83 reviews,"VND 892,500","FREE cancellation,• No prepayment needed"
Tam Coc Luxury Homestay,"20.2242793554004,105.937173748749",5 km from centre,,Deluxe Double or Twin Room,,2,3 out of 5,9.4,Superb,169 reviews,"VND 702,000","Breakfast included,FREE cancellation,• No prepayment needed"
O Zoli Home,"20.262518,105.969321",1.1 km from centre,,Deluxe Room,,2,,9.4,Superb,48 reviews,"VND 488,700",Breakfast included
Ninh Binh Valley Homestay,"20.2388752902264,105.924623608589",5 km from centre,,Bungalow - Water Front,,2,,9.1,Superb,196 reviews,"VND 1,200,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Marina villa,"20.2179959489391,105.93719177103",5 km from centre,,Deluxe Double Room (2 Adults + 1 Child),,2,,9.3,Superb,16 reviews,"VND 637,500","Breakfast included,FREE cancellation,• No prepayment needed"
Elizabeth Hotel Tam Coc,"20.2114888013393,105.93687154488",6 km from centre,,Double Room with Pool View,,2,2 out of 5,9.8,Exceptional,43 reviews,"VND 342,000",Breakfast included
Tam Coc Marina villa,"20.2179959489391,105.93719177103",5 km from centre,,Deluxe Double Room (2 Adults + 1 Child),,2,,9.3,Superb,16 reviews,"VND 637,500","Breakfast included,FREE cancellation,• No prepayment needed"
Elizabeth Hotel Tam Coc,"20.2114888013393,105.93687154488",6 km from centre,,Double Room with Pool View,,2,2 out of 5,9.8,Exceptional,43 reviews,"VND 342,000",Breakfast included
Friendly Home Hotel,"20.2472023517664,105.972719174274",800 m from centre,,Queen Room with Garden View,,2,1 out of 5,9.5,Exceptional,329 reviews,"VND 249,000","FREE cancellation,• No prepayment needed"
Ninh Binh Valle Montana Homestay,"20.2466405872518,105.935314794968",4.2 km from centre,,Superior King Room,,2,,9.7,Exceptional,35 reviews,"VND 390,000",Breakfast included
Hang Mua Bamboo Homestay,"20.2367919408528,105.939800753304",4.2 km from centre,,Deluxe King Room,,2,,9.6,Exceptional,48 reviews,"VND 490,000","Breakfast included,FREE cancellation,• No prepayment needed"
Chez Hiep Tam Coc Homestay,"20.2124286607483,105.937413156281",6 km from centre,,Standard Double Room,,2,,10,Exceptional,23 reviews,"VND 405,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Greenland Homestay,"20.2458776200811,105.932691797398",4.5 km from centre,,Deluxe Double or Twin Room with Pool Access,,2,,9.5,Exceptional,74 reviews,"VND 422,470","FREE cancellation,• No prepayment needed"
Thuy Anh Hotel,"20.254148,105.972557",300 m from centre,,Superior Double Room,,2,,8.3,Very good,67 reviews,"VND 576,000","FREE cancellation,• No prepayment needed"
Trang An Ao Dai Homestay,"20.266057344475,105.960604091579",2 km from centre,,Double Room with Private Bathroom,,2,3 out of 5,9.3,Superb,157 reviews,"VND 290,000",
Ninh Binh Family Homestay,"20.2830066605538,105.864134430885",12 km from centre,,Standard Double Room,,2,,9.4,Superb,59 reviews,"VND 510,000","FREE cancellation,• No prepayment needed"
Trang An Central Homestay,"20.2635069703699,105.922479343811",5 km from centre,,Family Room with Garden View,,2,,9.2,Superb,356 reviews,"VND 498,000",Breakfast included
Khu nghỉ dưỡng Thung Nham - Thung Nham Resort,"20.2201855399994,105.892380774021",9 km from centre,,Superior Suite,,2,3 out of 5,9.3,Superb,27 reviews,"VND 1,152,000","Breakfast included,FREE cancellation,• No prepayment needed"
The Vissai Hotel,"20.2522662628401,105.973769724369",250 m from centre,,King Room,,2,4 out of 5,7.0,Good,39 reviews,"VND 1,550,000",Breakfast included
The Symphony 9 Tam Coc,"20.2158058742426,105.939328630966",5 km from centre,,DayUse 2hrs (10:00-16:00) - Phụ Thu Phí Qua Đêm,,2,,9.4,Superb,178 reviews,"VND 126,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Mr.Loa Homestay,"20.2201281545681,105.93881280661",5 km from centre,,Double Room with Garden View,,2,,9.7,Exceptional,437 reviews,"VND 280,000",Breakfast included
King Kong Homestay,"20.2172879734477,105.934433416885",5 km from centre,,King Room with Garden View,,2,3 out of 5,8.8,Fabulous,301 reviews,"VND 675,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Bungalow,"20.2186093970336,105.934103080071",5 km from centre,,Bungalow Double with Garden View,,2,,8.4,Very good,798 reviews,"VND 578,000","Breakfast included,FREE cancellation,• No prepayment needed"
The Art - Trang An Bungalow,"20.2668148550312,105.914352428589",6 km from centre,,Executive Queen Room with Two Queen Beds,,2,,8.7,Fabulous,429 reviews,"VND 977,500",
Tam Coc Lotus Flower Homestay,"20.2138350746504,105.93571515647",6 km from centre,,Family Room with Garden View,,2,,,,,"VND 399,000",Breakfast included
Tam Coc Lake View Homestay,"20.2183550882245,105.934196412564",5 km from centre,,Deluxe Double Room,,2,,9.2,Superb,404 reviews,"VND 225,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Mountain View Homestay,"20.2772233077139,105.870815813542",11 km from centre,,Double Room with Private External Bathroom,,2,,9.6,Exceptional,213 reviews,"VND 288,000",Breakfast included
An Ngoc Tam Coc Bungalow,"20.2135588167347,105.915142411945",7 km from centre,,Deluxe Bungalow with Garden View,,2,,9.5,Exceptional,86 reviews,"VND 470,000",Breakfast included
Tam Coc Lavender Homestay,"20.2164477025268,105.934597214264",5 km from centre,,Deluxe Double Room,,2,,9.3,Superb,37 reviews,"VND 450,000",Breakfast included
Tam Coc Hung Ha Homestay,"20.2175337700501,105.949794910034",4.8 km from centre,,Standard Double Room,,2,,,,,"VND 400,000",Breakfast included
Thắng Lợi Hotel,"20.298949,105.947956",5 km from centre,,Double Room,,8,,,,,"VND 300,000",
Trang An la Casa,"20.2902326186883,105.889400311378",9 km from centre,,King Room,,2,,9.5,Exceptional,133 reviews,"VND 632,500","Breakfast included,FREE cancellation,• No prepayment needed"
Khách xá Bái Đính,"20.2747364735857,105.864188075066",11 km from centre,,Deluxe Double or Twin Room,,2,3 out of 5,7.5,Good,15 reviews,"VND 850,000",Breakfast included
Phuong Thao Homestay,"20.2342073309032,105.942204012581",4.1 km from centre,,King Room with Garden View,,2,,9.1,Superb,376 reviews,"VND 259,200","FREE cancellation,• No prepayment needed"
Quoc Khanh Bamboo Homestay,"20.2655442998803,105.92122156173",5 km from centre,,Double Room with Terrace,,2,,8.9,Fabulous,807 reviews,"VND 510,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Mountain Side Homestay & Cafe,"20.2456136392232,105.932456500317",4.5 km from centre,,Double Room with Garden View,,2,,9.6,Exceptional,244 reviews,"VND 427,500","Breakfast included,FREE cancellation,• No prepayment needed"
TAM COC SUNSHINE HOTEL,"20.2172794570331,105.946120221127",5 km from centre,,Quadruple Room with Lake View,,3,3 out of 5,9.6,Exceptional,120 reviews,"VND 729,000",Breakfast included
Sparrow's Song Homestay,"20.219231,105.949425",4.7 km from centre,,King Room with Pool View,,2,,9.7,Exceptional,120 reviews,"VND 630,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Village Bungalow,"20.220006,105.939406",5 km from centre,,King Room with Garden View,,2,,9.3,Superb,321 reviews,"VND 880,000",Breakfast included
Victoria Hotel Ninh Binh,"20.264917,105.96295",1.8 km from centre,,King Room with Mountain View,,2,3 out of 5,9.7,Exceptional,12 reviews,"VND 586,099",
Cherry homestay,"20.2384148244203,105.937626956028",4.3 km from centre,,King Room with Mountain View,,2,,9.7,Exceptional,34 reviews,"VND 340,000",Breakfast included
Tam Coc Eco Field Homes,"20.220006,105.939406",5 km from centre,,Bungalow with Garden View,,3,2 out of 5,9.3,Superb,341 reviews,"VND 500,000",Breakfast included
Ninh Binh Palm Homestay,"20.2815580487318,105.857291109409",12 km from centre,,Twin Room with Private Bathroom,,2,,9.4,Superb,72 reviews,"VND 340,000",Breakfast included
RIO HOTEL,"20.263747,105.963147",1.7 km from centre,,Deluxe King Room,,2,3 out of 5,9.4,Superb,57 reviews,"VND 726,000","FREE cancellation,• No prepayment needed"
Khách sạn Bảo An Ninh Bình,"20.2672,105.976833",1.5 km from centre,,Superior Double Room,,2,2 out of 5,,,,"VND 400,000",
Trang An Moon Garden Homestay,"20.244559,105.925927",5 km from centre,,Superior Twin Room with Garden View,,2,,9.7,Exceptional,19 reviews,"VND 365,500",Breakfast included
Tam Coc Chic Villa & Resort,"20.220979,105.89142",9 km from centre,,Deluxe Double or Twin Room,,2,,,,,"VND 640,000",Breakfast included
The Vancouver Hotel - Ninh Binh,"20.2561882564977,105.969502329826",650 m from centre,,Standard Double Room,,2,3 out of 5,9.2,Superb,99 reviews,"VND 807,500","FREE cancellation,• No prepayment needed"
Hang Múa Village Homestay,"20.2339704100762,105.940433618325",4.2 km from centre,,King Room with Pool View,,2,,9.6,Exceptional,5 reviews,"VND 540,000",Breakfast included
Ngoc Anh Hotel Ninh Binh,"20.2566995729216,105.970931947231",550 m from centre,,Superior Twin Room,,2,3 out of 5,9.4,Superb,140 reviews,"VND 480,000",
Viet Huong Hotel,"20.2519507074123,105.977585166693",350 m from centre,,Double Room,,2,3 out of 5,8.8,Fabulous,104 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Tam Coc Wonderland Bungalow,"20.2217258475989,105.937831202377",5 km from centre,,Deluxe Double Room,,2,3 out of 5,9.8,Exceptional,674 reviews,"VND 900,000",Breakfast included
Chez Loan Hotel,"20.2178246623814,105.930763185024",6 km from centre,,Double Room,,2,,9.1,Superb,628 reviews,"VND 455,000",
Hoang Son Peace Hotel,"20.274013438193,105.965756475962",2.5 km from centre,,Superior Double or Twin Room,,2,4 out of 5,7.9,Good,23 reviews,"VND 945,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Sunrise Homestay,"20.2151480602022,105.939541768341",5 km from centre,,DayUse 2hrs (10:00-16:00) - Phụ Thu Phí Qua Đêm,,2,,9.6,Exceptional,178 reviews,"VND 126,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Westlake Homestay,"20.2164633031515,105.934622883797",5 km from centre,,Bungalow Double Room,,2,,9.6,Exceptional,646 reviews,"VND 401,542","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Eco Field Homes,"20.220006,105.939406",5 km from centre,,Bungalow with Garden View,,3,2 out of 5,9.3,Superb,341 reviews,"VND 500,000",Breakfast included
Trang An Passion homestay,"20.2546773635228,105.933069704083",4.4 km from centre,,Double Room with Garden View,,2,,8.8,Fabulous,101 reviews,"VND 350,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Palm House,"20.2150940664152,105.928620100021",6 km from centre,,Twin Room with Shower,,2,,9.4,Superb,206 reviews,"VND 467,500","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Palm Homestay,"20.2815580487318,105.857291109409",12 km from centre,,Twin Room with Private Bathroom,,2,,9.4,Superb,72 reviews,"VND 340,000",Breakfast included
Limestone View Homestay,"20.2506893599726,105.93731045723",4 km from centre,,Double Room with Mountain View,,2,,9.5,Exceptional,86 reviews,"VND 1,151,410",Breakfast included
Khách sạn Bảo An Ninh Bình,"20.2672,105.976833",1.5 km from centre,,Superior Double Room,,2,2 out of 5,,,,"VND 400,000",
Trang An Moon Garden Homestay,"20.244559,105.925927",5 km from centre,,Superior Twin Room with Garden View,,2,,9.7,Exceptional,19 reviews,"VND 365,500",Breakfast included
Camellia Hotel,"20.2649017473815,105.96479532209",1.6 km from centre,,Superior Double or Twin Room with City View,,2,,8.7,Fabulous,55 reviews,"VND 680,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam Coc Chic Villa & Resort,"20.220979,105.89142",9 km from centre,,Deluxe Double or Twin Room,,2,,,,,"VND 640,000",Breakfast included
Hang Múa Village Homestay,"20.2339704100762,105.940433618325",4.2 km from centre,,King Room with Pool View,,2,,9.6,Exceptional,5 reviews,"VND 540,000",Breakfast included
La Belle Vie Tam Coc Homestay,"20.2147593063359,105.935596525669",6 km from centre,,Deluxe Suite with View,,2,,9.0,Superb,163 reviews,"VND 734,400","Breakfast included,FREE cancellation,• No prepayment needed"
Ngoc Anh Hotel Ninh Binh,"20.2566995729216,105.970931947231",550 m from centre,,Superior Twin Room,,2,3 out of 5,9.4,Superb,140 reviews,"VND 480,000",
Viet Huong Hotel,"20.2519507074123,105.977585166693",350 m from centre,,Double Room,,2,3 out of 5,8.8,Fabulous,104 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Tam Coc Wonderland Bungalow,"20.2217258475989,105.937831202377",5 km from centre,,Deluxe Double Room,,2,3 out of 5,9.8,Exceptional,674 reviews,"VND 900,000",Breakfast included
Hoang Son Peace Hotel,"20.274013438193,105.965756475962",2.5 km from centre,,Superior Double or Twin Room,,2,4 out of 5,7.9,Good,23 reviews,"VND 945,000","Breakfast included,FREE cancellation,• No prepayment needed"
Việt Anh Hotel,"20.261551004928,105.962605544982",1.6 km from centre,,Queen Room with Pool View,,2,,9.0,Superb,49 reviews,"VND 290,000",
Nam Hoa Hotel,"20.2142291631957,105.935081541538",6 km from centre,,Superior Double or Twin Room,,2,2 out of 5,9.1,Superb,128 reviews,"VND 500,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tràng An - Ninh Bình Premier Hotel,"20.248759719789,105.950131722137",2.7 km from centre,,Deluxe King Room,,2,3 out of 5,9.8,Exceptional,6 reviews,"VND 630,000",Breakfast included
Ninh Binh Village 1990 Homestay,"20.2364530835015,105.940402705757",4.1 km from centre,,King Room with Garden View,,2,,9.6,Exceptional,144 reviews,"VND 299,000",Breakfast included
Van Xuan Royal Hotel,"20.2974496765342,105.945906792313",5 km from centre,,Deluxe Double Room with Balcony,,2,3 out of 5,9.0,Superb,6 reviews,"VND 364,500",
Hang Mua Central Homestay,"20.230218,105.936369",4.8 km from centre,,Double Room with Mountain View,,2,1 out of 5,9.6,Exceptional,145 reviews,"VND 269,100",Breakfast included
Green Peace Bungalow,"20.214661,105.934863",6 km from centre,,King Room with Garden View,,2,,9.5,Exceptional,301 reviews,"VND 315,000",Breakfast included
Sen's Homestay,"20.2189560838281,105.952897055183",4.5 km from centre,,Queen Room,,2,,9.7,Exceptional,16 reviews,"VND 212,500",Breakfast included
Diep Minh Hotel,"20.2658622636263,105.965826537018",1.6 km from centre,,Double Room,,2,,8.4,Very good,52 reviews,"VND 249,000",
Ninh Binh Central Hotel,"20.2426525118313,105.973404441029",1.3 km from centre,,Deluxe Double Room,,2,,9.1,Superb,207 reviews,"VND 270,000",
Tam Coc Melody Homestay,"20.2118103169353,105.935491785389",6 km from centre,,Standard Double Room,,2,,9.4,Superb,683 reviews,"VND 364,500","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Panorama Homestay,"20.2418646741875,105.931296944618",4.8 km from centre,,King Room with Mountain View,,2,,9.2,Superb,267 reviews,"VND 684,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hang Lan Bungalow,"20.2276340039309,105.941898785736",4.5 km from centre,,King Room with Mountain View,,2,,,,,"VND 450,000",Breakfast included
LITTLE TRANG AN HOMESTAY,"20.2647449709197,105.954464437881",2.5 km from centre,,One-Bedroom Apartment,,2,3 out of 5,9.7,Exceptional,21 reviews,"VND 195,000","FREE cancellation,• No prepayment needed"
Tam Coc Rocky Bungalow,"20.2162740273772,105.917149658356",7 km from centre,,Double Room with Mountain View,,2,,9.3,Superb,250 reviews,"VND 244,800",
Ha Nhi Hotel,"20.2652845833998,105.965045168996",1.6 km from centre,,Double Room with Balcony,,2,,9.0,Superb,4 reviews,"VND 220,000",
Trang An Passion homestay,"20.2546773635228,105.933069704083",4.4 km from centre,,Double Room with Garden View,,2,,8.8,Fabulous,101 reviews,"VND 350,000","Breakfast included,FREE cancellation,• No prepayment needed"
Anh Tuan Tam Coc Old Space Bungalow,"20.2177038489171,105.917681416076",7 km from centre,,Deluxe Twin Room,,2,,9.4,Superb,155 reviews,"VND 468,000",Breakfast included
Tam Coc Palm House,"20.2150940664152,105.928620100021",6 km from centre,,Twin Room with Shower,,2,,9.4,Superb,206 reviews,"VND 467,500","Breakfast included,FREE cancellation,• No prepayment needed"
Limestone View Homestay,"20.2506893599726,105.93731045723",4 km from centre,,Double Room with Mountain View,,2,,9.5,Exceptional,86 reviews,"VND 1,151,410",Breakfast included
Camellia Hotel,"20.2649017473815,105.96479532209",1.6 km from centre,,Superior Double or Twin Room with City View,,2,,8.7,Fabulous,55 reviews,"VND 680,000","Breakfast included,FREE cancellation,• No prepayment needed"
La Belle Vie Tam Coc Homestay,"20.2147593063359,105.935596525669",6 km from centre,,Deluxe Suite with View,,2,,9.0,Superb,163 reviews,"VND 734,400","Breakfast included,FREE cancellation,• No prepayment needed"
Viet Anh Homestay,"20.2122590293774,105.936358537018",6 km from centre,,Family Bungalow,,2,,9.7,Exceptional,234 reviews,"VND 350,000",Breakfast included
Tam Coc Mountain Lake Homestay,"20.2170043631954,105.934375803566",5 km from centre,,Double Room,,2,,9.7,Exceptional,593 reviews,"VND 369,266","Breakfast included,FREE cancellation,• No prepayment needed"
Ninh Binh Eco Garden,"20.2840087677655,105.861285924911",12 km from centre,,Double Room with Balcony (2 Adults + 1 Child),,3,,9.1,Superb,56 reviews,"VND 467,500",Breakfast included
TAM COC VU THANH FRIENDLY FAMILY HOTEL,"20.215105570483,105.937237373038",5 km from centre,,Deluxe Double Room with Balcony,,2,,10,Exceptional,5 reviews,"VND 558,790",Breakfast included
Hoalu Backpacker Homestay,"20.2699569760654,105.913969874382",6 km from centre,,Double Room with Shared Bathroom,,2,1 out of 5,8.0,Very good,54 reviews,"VND 792,000","FREE cancellation,• No prepayment needed"
Trang An Precious Homestay,"20.2640010159974,105.951269416416",2.8 km from centre,,Standard Double or Twin Room with Garden View,,2,,9.7,Exceptional,51 reviews,"VND 299,000","FREE cancellation,• No prepayment needed"
Lodge By Tam Coc lake,"20.215850898132,105.936272809509",5 km from centre,,Double Room with Lake View,,2,,9.8,Exceptional,33 reviews,"VND 364,500","FREE cancellation,• No prepayment needed"
New Way Homestay,"20.217537,105.950904",4.8 km from centre,,Standard Double Room,,2,,9.1,Superb,109 reviews,"VND 204,000",Breakfast included
Tràng An - Ninh Bình Premier Hotel,"20.248759719789,105.950131722137",2.7 km from centre,,Deluxe King Room,,2,3 out of 5,9.8,Exceptional,6 reviews,"VND 630,000",Breakfast included
Ninh Binh Village 1990 Homestay,"20.2364530835015,105.940402705757",4.1 km from centre,,King Room with Garden View,,2,,9.6,Exceptional,144 reviews,"VND 299,000",Breakfast included
SPOT ON 861 Sunrise Hotel Ninh Binh,"20.264625,105.964371",1.6 km from centre,,Standard Twin Room,,2,2 out of 5,7.6,Good,34 reviews,"VND 179,582",
Van Xuan Royal Hotel,"20.2974496765342,105.945906792313",5 km from centre,,Deluxe Double Room with Balcony,,2,3 out of 5,9.0,Superb,6 reviews,"VND 364,500",
