hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Dien Chau Trade Hotel,"18.9769971395989,105.600419640541",,,Double Room,,2,3 out of 5,7.1,Good,8 reviews,"VND 401,000","Breakfast included,FREE cancellation,• No prepayment needed"
Binh Minh Dien Chau Hotel,"18.9763999680665,105.617143213749",,,Double Room,,2,3 out of 5,6.8,Review score,35 reviews,"VND 270,000",
Khách sạn Xuân Dương,"18.809808,105.720143",,,Twin Room,,4,,7.0,Good,5 reviews,"VND 300,000",
Khách sạn Asean,"18.66555,105.680124",,,Standard Double Room,,4,2 out of 5,7.5,Good,7 reviews,"VND 450,000",
Nhà nghỉ Hoàng Tuấn 5,"18.727526,105.662747",,,Standard Double Room,,2,,9.0,Superb,4 reviews,"VND 200,000",
Gio Lao Eco Lodge,"18.7310215126523,105.281701208321",,,One-Bedroom Chalet,,2,,8.1,Very good,97 reviews,"VND 210,000",
Tay Do Hotel,"18.79231806601,105.732362807548",,,Double or Twin Room,,2,,7.2,Good,13 reviews,"VND 320,000",
Ánh Dương Cửa Lò Hotel,"18.79814,105.729583",,,Quadruple Room with Sea View,,4,2 out of 5,,,,"VND 450,000",
Duy Tan Vinh Hotel,"18.6537925108404,105.691306657672",,,Superior Queen Room,,2,3 out of 5,8.4,Very good,10 reviews,"VND 470,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hai Dang Hotel,"18.8047697405976,105.723678963259",,,Deluxe Double Room,,2,3 out of 5,6.2,Review score,44 reviews,"VND 500,000",
Tuan Anh Cua Lo Hotel,"18.808571345084,105.722453596942",,,Quadruple Room,,4,2 out of 5,7.9,Good,147 reviews,"VND 218,700","FREE cancellation,• No prepayment needed"
Hong Kong 2 Hotel,"18.6936716059917,105.704400837421",,,Deluxe Double Room,,2,3 out of 5,7.4,Good,10 reviews,"VND 430,000",Breakfast included
Khách sạn Nhật Minh Cưa Lò Nghệ An,"18.806113,105.723075",,,Quadruple Room,,3,2 out of 5,,,,"VND 297,000",
Song Quynh Hotel,"19.234196,105.730157",,,Superior Twin Room,,4,3 out of 5,,,,"VND 560,000",Breakfast included
Bank Star Cua Lo Hotel,"18.8118993070973,105.720952749252",,,Twin Room,,2,2 out of 5,7.0,Good,7 reviews,"VND 300,000",
Sơn Hiền Hotel,"18.825979,105.71238",,,Double Room with Sea View,,4,3 out of 5,8.2,Very good,28 reviews,"VND 400,000",
Bong Mai,"19.316585,105.428596",,,Deluxe Double Room,,2,,7.9,Good,30 reviews,"VND 250,000",
Dong Loan Hotel,"18.7891187300508,105.333004993187",,,Double Room,,2,,9.2,Superb,71 reviews,"VND 314,100",Breakfast included
Thien Nhan Hotel,"18.8093236044855,105.719590187073",,,Deluxe Queen Room with Two Queen Beds,,4,,7.5,Good,35 reviews,"VND 320,000",
NHÀ NGHỈ NHẬT MINH,"18.727526,105.668596",,,Deluxe Double or Twin Room with Balcony,,2,3 out of 5,8.2,Very good,35 reviews,"VND 290,000",
Khách sạn Sen Hồng,"18.660233,105.692007",,,Deluxe Room (1 adult + 1 child),,2,1 out of 5,,,,"VND 280,000",
Khách sạn toàn cầu,"18.669582,105.700279",,,Business Double Room with Gym Access,,4,,6.5,Review score,6 reviews,"VND 300,000",
Duc Tai Hotel,"19.14167,105.628057",,,Superior Twin Room,,2,3 out of 5,,,,"VND 380,000",
Kingdom Hotel Cua Lo,"18.796758,105.726981",,,Double Room,,2,3 out of 5,,,,"VND 600,000",Breakfast included
Hon Ngu Hotel,"18.805546,105.724249",,,Superior Quadruple Room,,4,3 out of 5,,,,"VND 550,000","FREE cancellation,• No prepayment needed"
Minh Hung Hotel,"19.048539,105.583463",,,Twin Room,,4,2 out of 5,,,,"VND 380,000",
Nhat Gia Phu Tropical Garden,"18.730877,105.28186",,,King Room with Mountain View,,2,,,,,"VND 800,000",Breakfast included
Xã thanh ha,"18.790670565096,105.65676205",,,Double Room,,2,,,,,"VND 750,000",Breakfast included
Khách sạn Bảo Nam Cửa Lò,"18.808062,105.720641",,,Quadruple Room with Private Bathroom,,4,3 out of 5,,,,"VND 300,000",
Vuong Dinh Hotel,"18.667581,105.692891",,,Double Room,,2,,,,,"VND 320,000",
Khách Sạn Sao Mai,"18.9763642534053,105.597855112526",,,Superior King Room,,2,,,,,"VND 315,000",
