hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Katy Hotel,"13.099808,109.312039",,,Standard Double or Twin Room with Balcony,,2,,9.1,Superb,81 reviews,"VND 242,000",
Samstay,"13.096054,109.319039",,,Double Room with Private Bathroom,,2,,8.9,Fabulous,184 reviews,"VND 219,000",
Khách Sạn Hiệp Yến,"13.099074,109.316798",,,Double Room,,2,,8.3,Very good,50 reviews,"VND 400,000",
Tre Việt Tuy Hòa Hotel,"13.1017529898059,109.307985366726",,,Standard King Room,,2,,8.3,Very good,40 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
T99 Hotel,"13.092757,109.322069",,,Twin Room,,2,,,,,"VND 300,000",
Yellow Farm homestay,"13.060271,109.32752",,,Double Room,,2,,9.6,Exceptional,31 reviews,"VND 350,000",
Calaha Hotel,"13.1037031159401,109.312974171433",,,Standard Double Room,,2,,9.1,Superb,12 reviews,"VND 500,000",
Khách sạn Nghinh Phong Beach Tuy Hòa,"13.109951,109.308785",,,Deluxe Double Room,,2,,9.6,Exceptional,7 reviews,"VND 300,000",
Hoàng Hà Hotel,"13.114921,109.29834",,,Deluxe Room,,2,,9.2,Superb,28 reviews,"VND 250,000",
Tic Guest House,"13.097539,109.290255",,,Twin Room with Private Bathroom,,2,3 out of 5,8.0,Very good,17 reviews,"VND 250,000",
Ken King 2 - homestay gần biển giá rẻ,"13.108600670514,109.301561235925",,,Double Room,,2,,8.9,Fabulous,10 reviews,"VND 250,000",
Coast Homestay,"13.095455,109.313879",,,Standard Double Room,,2,,9.4,Superb,36 reviews,"VND 160,000",
Khách sạn Minh Long,"13.109951,109.308785",,,Deluxe Double Room,,2,,8.6,Fabulous,76 reviews,"VND 450,000",
KHÁCH SẠN HƯƠNG SEN PHÚ YÊN,"13.080094,109.298881",,,Large Double Room,,2,2 out of 5,6.2,Review score,5 reviews,"VND 220,000",
MiLava Hotel,"13.1023918307862,109.308592134839",,,Double Room,,2,,7.8,Good,51 reviews,"VND 200,000",
Ayaru Hotel,"13.109951,109.308785",,,Deluxe Double Room with Balcony,,2,,9.2,Superb,31 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Bac Huong House,"13.095316,109.317559",,,Standard Double Room,,2,,8.9,Fabulous,28 reviews,"VND 198,000",
Nhien Homestay,"13.102316,109.312454",,,Family Room with Garden View,,4,,8.8,Fabulous,32 reviews,"VND 250,000",
Homestay Ken King,"13.1396835964952,109.280748392807",,,Double Room,,2,,9.3,Superb,33 reviews,"VND 220,000",
XANH HOTEL,"13.106047,109.304636",,,Queen Room with Garden View,,4,1 out of 5,,,,"VND 350,000",
Homestay Sunflower,"13.0645642932255,109.336882571411",,,Family Room with Side Sea View,,2,,,,,"VND 216,000",
Hoàng Ngọc's House,"13.1745408232331,109.293142501358",,,Standard Double Room,,2,,9.2,Superb,59 reviews,"VND 450,000",
Dream Homestay,"13.095065,109.317591",,,Double Room,,2,,,,,"VND 300,000",
Khách sạn Hồng Ngọc Phú Yên,"13.092343,109.313645",,,Superior Double Room,,2,2 out of 5,,,,"VND 370,800",Breakfast included
HOMETEL TÂM ĐAN,"13.064656154255,109.3370918",,,Deluxe Room (2 Adults + 1 Child),,2,,,,,"VND 250,000",
Yến's Homestay Phú Yên,"13.0919010068334,109.306101914012",,,Double Room with Balcony,,2,,,,,"VND 274,950","FREE cancellation,• No prepayment needed"
Hotel Thanh Van 2,"13.094982,109.318039",,,Large Double Room,,2,1 out of 5,7.7,Good,10 reviews,"VND 330,000",
Sky Hotel,"13.101429,109.313694",,,Standard Double Room,,2,,8.5,Very good,11 reviews,"VND 250,000",
khách sạn Ngân Hà,"13.1083134316399,109.298318619019",,,Deluxe Double Room,,2,,8.7,Fabulous,39 reviews,"VND 220,000",
Lạc thôn homestay,"13.077,109.305828",,,Queen Room with Garden View,,2,3 out of 5,,,,"VND 390,000",
Jen Hotel,"13.0905856117413,109.309478227018",,,Deluxe Double Room with Two Double Beds,,2,,,,,"VND 500,000",
Phi Long Hotel,"13.1027556639889,109.305054545403",,,Small Single Room,,2,1 out of 5,8.8,Fabulous,58 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
Blossom Homestay,"13.095065,109.317591",,,Double Room with Private Bathroom,,2,,9.8,Exceptional,11 reviews,"VND 250,000",
Bí Đỏ homestay,"13.118154,109.295472",,,Deluxe Family Room,,2,3 out of 5,8.9,Fabulous,68 reviews,"VND 220,000",
Homestay Dat Phu,"13.0006516134573,109.380787615852",,,Double Room with Sea View,,2,,8.6,Fabulous,27 reviews,"VND 200,000",
Khách sạn Triều Dâng,"13.101207,109.3089",,,Double Room,,2,,8.1,Very good,157 reviews,"VND 250,000",
Minh Hoàng Hotel,"13.1095905021294,109.309240975533",,,Large Twin Room,,4,1 out of 5,,,,"VND 500,000",
Ngọc Homestay Phú Yên,"13.031738,109.338326",,,Double Room with Balcony,,2,,,,,"VND 300,000",
Nhiet Doi Hotel,"13.0956551,109.316722101852",,,Double Room,,2,2 out of 5,7.5,Good,18 reviews,"VND 283,500",
The Urban Tuy Hòa Homestay,"13.100123,109.3095278",,,Double Room with Private Bathroom,,2,,,,,"VND 400,000",
Nhu Y Hotel,"13.0846185627337,109.30277466774",,,Standard Double Room,,2,1 out of 5,6.7,Review score,6 reviews,"VND 320,000",
Quynh's Homestay,"13.096054,109.319039",,,Double Room with Private Bathroom,,2,,9.2,Superb,70 reviews,"VND 264,000","FREE cancellation,• No prepayment needed"
Yen Phu Hotel,"13.1006885737735,109.311485618233",,,Queen Suite,,2,,8.4,Very good,44 reviews,"VND 260,000",
Khách sạn Minh Anh,"13.109951,109.308785",,,Deluxe Double Room,,2,,9.3,Superb,11 reviews,"VND 550,000",
Mien Trung Hotel,"13.0991685,109.3101059",,,Double Room,,2,,7.3,Good,13 reviews,"VND 240,000",
THE SEAWARD HOSTEL,"13.093043,109.321234",,,Small Double Room,,2,,10,Exceptional,5 reviews,"VND 311,531",
AN HÒA HOTEL,"13.101744,109.308506",,,Double Room,,2,3 out of 5,7.7,Good,9 reviews,"VND 181,800",
Nẫu House,"13.096054,109.319039",,,King Room with Garden View,,2,,9.4,Superb,122 reviews,"VND 300,000",
NICE HOTEL,"13.103558,109.30684",,,Deluxe Room,,2,,,,,"VND 300,000",
Khách sạn gần biển Miami Phú Yên,"13.0952855050654,109.318993024303",,,Double Room,,2,,,,,"VND 451,350",
Bon Homestay,"13.0936844,109.3145643",,,Double Room,,2,,9.1,Superb,44 reviews,"VND 350,000",
La Casa Tuy Hòa,"13.09017,109.314025",,,Deluxe Double Room,,2,,9.3,Superb,9 reviews,"VND 480,000",Breakfast included
Nile Hotel,"13.097398052899,109.311917705522",,,Standard Double Room,,2,,,,,"VND 600,000",
The Urban Tuy Hòa Homestay,"13.100123,109.3095278",,,Deluxe Double or Twin Room with Balcony,,4,,,,,"VND 650,000",
Rivera Tuy Hòa Hotel,"13.089485,109.314202",,,Standard Double Room,,2,,9.5,Exceptional,11 reviews,"VND 325,000",
Khách sạn Sinh Hiền,"13.113802,109.298707",,,Twin Room,,4,2 out of 5,,,,"VND 350,000",
RUBEACH HOTEL & REROST,"13.653973,109.228886",,,King Room,,2,,,,,"VND 540,000",
TROPICAL HOMESTAY PHÚ YÊN,"13.063714,109.328252",,,Deluxe Room,,2,,10,Exceptional,3 reviews,"VND 332,500",
Xóm biển homestay,"13.095065,109.317591",,,Triple Room with Balcony,,4,,,,,"VND 600,000",
XANH HOTEL,"13.097188,109.311559",,,Double or Twin Room with Balcony,,4,,,,,"VND 320,000",
Trại Hoa Vàng Homestay at Tuy Hòa Phú Yên,"13.060196,109.326717",,,Family Room,,3,,,,,"VND 570,000",
SUNRISE -CONDOTEL-HOTEL,"13.101744,109.308506",,,Twin Room,,2,2 out of 5,,,,"VND 550,000",
Phương Linh Hotel,"13.093188,109.301679",,,Deluxe Double Room,,2,1 out of 5,,,,"VND 250,000",
Thanh Lam Hotel,"13.1005767679222,109.311752021313",,,Single Room,2 ×,1,,8.7,Fabulous,20 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
ChiChi House,"13.088988,109.311685",,,Bed in 6-Bed Dormitory Room,2 ×,1,,8.7,Fabulous,45 reviews,"VND 240,000",
Khách sạn Thành Tính,"13.103433912424,109.30767014369",,,Single Room,2 ×,1,5 out of 5,,,,"VND 500,000",
Long Hoa Hotel,"13.09221,109.295824",,,Double Room,2 ×,1,,,,,"VND 400,000",
Khách sạn Sĩ Kim,"13.089222,109.314262",,,Twin Room with Balcony,2 ×,1,2 out of 5,,,,"VND 600,000",
