hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Tâm Homestay,"16.469324,107.596359",950 m from centre,,Deluxe Queen Room,,2,,9.8,Exceptional,216 reviews,"VND 250,000",
Le Robinet Homestay,"16.466531075714,107.574295008598",1.8 km from centre,,Double Room with Private Bathroom,,2,2 out of 5,9.0,Superb,702 reviews,"VND 299,700","FREE cancellation,• No prepayment needed"
Anh Xuan Guest House,"16.4611276103627,107.588645255434",350 m from centre,,Double Room,,2,2 out of 5,7.1,Good,144 reviews,"VND 140,000",
Than Thien - Friendly Hotel,"16.4719542382675,107.595012187958",1.1 km from centre,,Superior Twin Room,,2,3 out of 5,9.0,Superb,"1,130 reviews","VND 330,000","FREE cancellation,• No prepayment needed"
Amy Hostel Hue,"16.471771,107.595805",1.1 km from centre,,Superior Double Room,,2,,8.9,Fabulous,87 reviews,"VND 250,000","Breakfast included,FREE cancellation,• No prepayment needed"
Spring Garden Villa,"16.434308,107.580542",3.5 km from centre,,Deluxe Double Room,,2,2 out of 5,9.2,Superb,164 reviews,"VND 360,000",Breakfast included
Hue Royal Hotel,"16.4710874293557,107.596291601658",1.1 km from centre,,Deluxe Double Room,,2,3 out of 5,8.0,Very good,239 reviews,"VND 394,875","FREE cancellation,• No prepayment needed"
An Thai Homestay Hue,"16.464614639501,107.593503327044",400 m from centre,,Family Room,,3,,9.7,Exceptional,14 reviews,"VND 459,000","FREE cancellation,• No prepayment needed"
The Times Hotel,"16.4701485850736,107.597200343586",1.1 km from centre,,Standard Double or Twin Room,,2,2 out of 5,9.2,Superb,416 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Thai Binh II Hotel,"16.4655906903172,107.590554356575",250 m from centre,,Superior Double or Twin Room,,2,2 out of 5,8.2,Very good,140 reviews,"VND 441,180","FREE cancellation,• No prepayment needed"
Rubis Hostel,"16.4523625321444,107.608017224537",2.3 km from centre,,Economy Double Room with Fan,,2,,8.8,Fabulous,132 reviews,"VND 200,000",
Friendly House Hostel,"16.4644742013193,107.600163107969",1.1 km from centre,,Deluxe Double Room,,2,,9.0,Superb,332 reviews,"VND 199,000","Breakfast included,FREE cancellation,• No prepayment needed"
DMZ Hostel,"16.469266,107.594503",800 m from centre,,Superior Double Room,,2,1 out of 5,8.4,Very good,184 reviews,"VND 216,000","FREE cancellation,• No prepayment needed"
Tin Tin Hue Hostel,"16.4687132601632,107.595063218032",800 m from centre,,Standard King Room,,2,,8.4,Very good,248 reviews,"VND 270,000","Breakfast included,FREE cancellation,• No prepayment needed"
OYO 720 Glenda Hotel,"16.4681603130427,107.597844600677",1 km from centre,,Standard Double Room,,2,3 out of 5,8.0,Very good,267 reviews,"VND 229,466","FREE cancellation,• No prepayment needed"
Laurel Hotel Hue,"16.4690425680445,107.593303620815",700 m from centre,,Deluxe Double Room,,2,2 out of 5,8.2,Very good,198 reviews,"VND 466,846",Breakfast included
Hue Riverside Boutique Resort & Spa,"16.4480113969739,107.539302706718",5 km from centre,,Superior Double Room with River View,,2,4 out of 5,8.1,Very good,40 reviews,"VND 1,387,800","Breakfast included,FREE cancellation,• No prepayment needed"
Stop and Go Boutique Homestay Hue,"16.469275,107.596991",1 km from centre,,Standard King Room,,2,,9.4,Superb,736 reviews,"VND 295,000",Breakfast included
Eva Homestay,"16.466732,107.594438",600 m from centre,,Deluxe King Room,,2,3 out of 5,9.4,Superb,777 reviews,"VND 225,000","FREE cancellation,• No prepayment needed"
OYO 849 Thanh Phuong Hotel,"16.4402241607772,107.616841886261",3.9 km from centre,,Superior Twin Room,,2,2 out of 5,8.9,Fabulous,91 reviews,"VND 159,629",
Thuy Duong Hotel,"16.464983647342,107.593362629414",400 m from centre,,Deluxe Double or Twin Room,,2,2 out of 5,8.0,Very good,96 reviews,"VND 700,000","Breakfast included,FREE cancellation,• No prepayment needed"
Minh Tam Guesthouse,"16.4705010178018,107.594996041139",950 m from centre,,Double Room,,2,3 out of 5,9.7,Exceptional,138 reviews,"VND 220,000","Breakfast included,FREE cancellation,• No prepayment needed"
5.T Hostel,"16.469685,107.596209",950 m from centre,,Double Room with Balcony (2 Adults + 1 Child),,2,,9.6,Exceptional,11 reviews,"VND 280,000",
Baloo Hostel,"16.466317,107.59445",600 m from centre,,Superior Family Room,,2,,9.2,Superb,562 reviews,"VND 294,354","FREE cancellation,• No prepayment needed"
Nam Phương Riverside Villa,"16.472755,107.599851",1.5 km from centre,,Standard Double Room,,2,1 out of 5,9.1,Superb,377 reviews,"VND 200,000",
Ngoc Tung Mini Hotel,"16.4609430801177,107.588181350857",400 m from centre,,Deluxe Room,,2,,7.3,Good,123 reviews,"VND 180,000",Breakfast included
Vietnam Backpacker Hostels - Hue,"16.469723868239,107.594034484656",800 m from centre,,Standard Double Room,,2,,7.8,Good,192 reviews,"VND 300,000",Breakfast included
Song Huong Hue Hotel,"16.477655,107.59532",1.7 km from centre,,Deluxe Double Room,,2,3 out of 5,6.5,Review score,25 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
la Luz de la Luna,"16.470584081801,107.597427439951",1.1 km from centre,,Two-Bedroom House,,5,3 out of 5,9.4,Superb,33 reviews,"VND 1,168,888",
Sline Hotel,"16.471419,107.597158",1.2 km from centre,,Double Room,,2,1 out of 5,10,Exceptional,4 reviews,"VND 500,000",
Eldora Hotel,"16.4654054771031,107.594517250297",550 m from centre,,Deluxe Twin Room,,2,4 out of 5,9.0,Superb,144 reviews,"VND 1,158,500","Breakfast included,FREE cancellation,• No prepayment needed"
SEA HOMESTAY,"16.461002,107.588313",350 m from centre,,Deluxe Double Room,,2,2 out of 5,7.4,Good,27 reviews,"VND 175,000",
OYO 1117 Ngoc Lan Motel,"16.467275,107.600177",1.2 km from centre,,Standard Double Room,,2,2 out of 5,9.0,Superb,38 reviews,"VND 219,490","FREE cancellation,• No prepayment needed"
OYO 721 Ben Homestay,"16.469585,107.595858",950 m from centre,,Standard Double Room,,2,3 out of 5,9.1,Superb,50 reviews,"VND 234,454",
Thanh An 2 Guesthouse,"16.460843,107.589221",350 m from centre,,Budget Double Room,,2,,7.1,Good,186 reviews,"VND 165,000",Breakfast included
Maily Hostel,"16.4696392696142,107.596231403948",950 m from centre,,Double Room,,2,,9.3,Superb,202 reviews,"VND 275,000",Breakfast included
AnAn Homestay Huế,"16.472300874432,107.595893512898",1.1 km from centre,,Deluxe Room (2 Adults + 1 Child),,2,,9.6,Exceptional,17 reviews,"VND 260,000",
Timothy Homestay,"16.4963842715105,107.587504694443",3.6 km from centre,,King Room with Garden View,,2,3 out of 5,9.3,Superb,210 reviews,"VND 354,000",
Tam Family Homestay,"16.4645117166791,107.574847658895",1.6 km from centre,,Queen Room with Balcony,,2,2 out of 5,9.2,Superb,422 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Prince Hotel,"16.453183,107.601112",1.7 km from centre,,King Room,,2,1 out of 5,7.3,Good,16 reviews,"VND 350,000",
Cat An Guesthouse,"16.461398,107.588388",350 m from centre,,Budget Double Room,,2,1 out of 5,6.3,Review score,28 reviews,"VND 160,000",
OYO 882 Lucky Hotel,"16.470426,107.566881",2.6 km from centre,,Standard Double Room,,2,2 out of 5,7.9,Good,25 reviews,"VND 227,472",
Romance Hotel,"16.4680795466565,107.596032768488",850 m from centre,,Superior Double or Twin Room,,2,4 out of 5,8.6,Fabulous,56 reviews,"VND 821,712","Breakfast included,FREE cancellation,• No prepayment needed"
Shark Homestay,"16.470458,107.596062",1 km from centre,,Deluxe Double Room,,2,,9.3,Superb,669 reviews,"VND 332,640",
Victory Hotel Hue,"16.4621161152847,107.602562606335",1.4 km from centre,,Deluxe Double or Twin Room,,2,3 out of 5,8.1,Very good,15 reviews,"VND 680,000",
K’may Apartment,"16.4794164111895,107.600415411045",2.1 km from centre,,Queen Room with Balcony,,2,,9.3,Superb,28 reviews,"VND 386,000",
Snooze Hotel,"16.4701553630267,107.597067641872",1.1 km from centre,,Deluxe Double Room,,2,2 out of 5,8.7,Fabulous,191 reviews,"VND 270,000",Breakfast included
KING HOMESTAY,"16.4711,107.597404",1.1 km from centre,,Double Room,,2,,9.4,Superb,19 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
OYO 917 Thien Duong Hotel Hue,"16.4680497093627,107.598525881767",1.1 km from centre,,Standard Double Room,,2,2 out of 5,6.4,Review score,13 reviews,"VND 174,594",
Gia Anh Guesthouse,"16.45090955035,107.577101794968",2 km from centre,,Family Suite with Balcony,,4,3 out of 5,8.0,Very good,36 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
Hotel Thanh Nga,"16.460651,107.588086",400 m from centre,,Deluxe Room,,2,,4.3,Review score,3 reviews,"VND 180,000",Breakfast included
Nhat Le Hotel,"16.4648529785522,107.592568695545",350 m from centre,,Standard Double Room,,2,1 out of 5,8.4,Very good,251 reviews,"VND 237,496","FREE cancellation,• No prepayment needed"
Cherry Hotel Hue,"16.4708682347594,107.596220523119",1.1 km from centre,,Deluxe Double Room,,2,3 out of 5,8.1,Very good,22 reviews,"VND 1,159,200",
Sunny B Hotel,"16.464844747411,107.592726945878",350 m from centre,,Twin Room with Balcony,,2,2 out of 5,9.0,Superb,318 reviews,"VND 232,500","FREE cancellation,• No prepayment needed"
The Dreamers House,"16.4648,107.600293",1.1 km from centre,,Twin Room with Bathroom,,2,,9.2,Superb,40 reviews,"VND 380,000","Breakfast included,FREE cancellation,• No prepayment needed"
La Habana House,"16.46955,107.594281",800 m from centre,,Standard Double Room,,2,,7.9,Good,10 reviews,"VND 441,000","FREE cancellation,• No prepayment needed"
Vu homestay,"16.4184481765479,107.570132464708",5 km from centre,,Double or Twin Room,,2,,8.3,Very good,174 reviews,"VND 150,000","FREE cancellation,• No prepayment needed"
Nam Mua Boutique,"16.4697409321031,107.585654996538",850 m from centre,,Deluxe Double Room with Balcony,,2,3 out of 5,8.6,Fabulous,116 reviews,"VND 609,000",
Rang Dong Hue Hotel,"16.459393,107.588984",500 m from centre,,Standard Twin Room,,2,1 out of 5,7.5,Good,29 reviews,"VND 302,400","FREE cancellation,• No prepayment needed"
Kota's House Homestay,"16.473194,107.570017",2.4 km from centre,,Deluxe King Room,,2,,9.6,Exceptional,66 reviews,"VND 339,000",
Q' Garden Homestay Villa,"16.4681267668457,107.601599792435",1.4 km from centre,,Family Room with Garden View,,2,,8.9,Fabulous,16 reviews,"VND 315,000",
Star Binh Duong Hotel,"16.4631367845681,107.58996963501",100 m from centre,,Deluxe Double or Twin Room,,2,2 out of 5,7.5,Good,169 reviews,"VND 210,000",Breakfast included
Phong Nha Hotel,"16.4654415019656,107.593156099319",400 m from centre,,Double or Twin Room,,2,2 out of 5,7.8,Good,109 reviews,"VND 255,000","FREE cancellation,• No prepayment needed"
Hue Crown Boutique best hotel,"16.46348,107.606921",1.9 km from centre,,Double Room,,2,,,,,"VND 679,000",Breakfast included
Golden Star Hotel,"16.4685127010907,107.595216035843",800 m from centre,,Superior Double or Twin Room,,2,3 out of 5,7.9,Good,68 reviews,"VND 352,000",
BAO HOTEL,"16.457246,107.583334",1.1 km from centre,,Double Room with Private Bathroom,,2,1 out of 5,,,,"VND 350,000",
Anh Ngoc Guesthouse,"16.4607357287034,107.588990842922",350 m from centre,,Deluxe Single Room,,2,2 out of 5,,,,"VND 162,000",
Shark Home,"16.47079,107.596155",1.1 km from centre,,Deluxe Double Room,,2,,9.5,Exceptional,25 reviews,"VND 311,250","FREE cancellation,• No prepayment needed"
Memory Homestay Hue,"16.4589613582068,107.611523449247",2.4 km from centre,,Double Room with Private External Bathroom,,2,,9.0,Superb,35 reviews,"VND 218,250",
The Dreamers Homestay,"16.4706573680033,107.595673723873",1 km from centre,,Standard Double Room with Shared Bathroom,,2,,9.0,Superb,155 reviews,"VND 242,500",Breakfast included
Thanh Lich Hue Hotel,"16.4703363332146,107.595902689549",1 km from centre,,Superior Double Room with City View,,2,3 out of 5,8.8,Fabulous,105 reviews,"VND 705,000",
Hoa Cúc Xanh,"16.461672,107.588695",300 m from centre,,Twin Room with Terrace,,3,,,,,"VND 180,000",
Hue Harmony Hotel,"16.460829,107.589891",350 m from centre,,Deluxe Double or Twin Room,,2,3 out of 5,,,,"VND 440,000","FREE cancellation,• No prepayment needed"
Sala Homestay Hue,"16.4703567,107.5949354",950 m from centre,,Standard Double Room,,2,,9.3,Superb,542 reviews,"VND 240,000","Breakfast included,FREE cancellation,• No prepayment needed"
Casablanca Hotel,"16.4707634500896,107.598480451852",1.2 km from centre,,Deluxe Double Room,,2,2 out of 5,8.8,Fabulous,168 reviews,"VND 269,280","FREE cancellation,• No prepayment needed"
Charming Riverside Hotel,"16.4747578369781,107.595280408859",1.4 km from centre,,Superior Double or Twin Room,,2,2 out of 5,8.8,Fabulous,171 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Guest House Maika,"16.470307,107.595263",950 m from centre,,Twin Room,,2,3 out of 5,9.6,Exceptional,419 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Ciel Homestay,"16.4794045734535,107.578688424274",2.1 km from centre,,Villa,,2,,9.3,Superb,53 reviews,"VND 570,000",Breakfast included
OYO 921 Truong An Motel,"16.478111,107.56807",2.9 km from centre,,Superior Double Room,,2,2 out of 5,7.1,Good,12 reviews,"VND 219,490",
Vong Canh Hotel,"16.4642325576401,107.593869566917",450 m from centre,,Deluxe Double Room with City View,,2,2 out of 5,8.1,Very good,6 reviews,"VND 350,000",
Moon & Sun Hotel,"16.4666833051614,107.594506964418",600 m from centre,,Standard Double Room,,2,1 out of 5,8.9,Fabulous,445 reviews,"VND 325,600","Breakfast included,FREE cancellation,• No prepayment needed"
Why Not ? Hotel,"16.4692938685078,107.594090849161",800 m from centre,,Standard Double Room,,2,1 out of 5,9.2,Superb,177 reviews,"VND 328,050","FREE cancellation,• No prepayment needed"
Cheri Lady Homestay Hue,"16.465154,107.594585",550 m from centre,,Deluxe Queen Room with Two Queen Beds,,2,,9.2,Superb,16 reviews,"VND 315,000",
Jasmine Mini Hotel,"16.461398,107.588388",350 m from centre,,Twin Room with Private Bathroom,,2,2 out of 5,,,,"VND 295,000",
Park View Hotel,"16.4626207916922,107.589366137981",150 m from centre,,Superior Room,,2,4 out of 5,8.4,Very good,20 reviews,"VND 850,000",
Hill Bungalow,"16.442228,107.576676",2.8 km from centre,,Standard King Room,,2,,9.0,Superb,109 reviews,"VND 337,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hue Mate Hotel,"16.4715865922341,107.596827520168",1.1 km from centre,,Standard Double Room,,2,2 out of 5,9.3,Superb,131 reviews,"VND 351,000","FREE cancellation,• No prepayment needed"
Hai Phuong Hotel,"16.4612436033537,107.589395642281",300 m from centre,,Superior Double or Twin Room,,2,2 out of 5,,,,"VND 500,000",
Anh Homestay,"16.476689,107.571126",2.5 km from centre,,Family Room with Lake View,,2,,9.7,Exceptional,3 reviews,"VND 202,500",Breakfast included
Sunny Fine Guesthouse,"16.4706784128303,107.594928976791",950 m from centre,,Double Room,,2,2 out of 5,8.9,Fabulous,46 reviews,"VND 240,000",
Hue Thuong Hotel,"16.4704418213856,107.595076560974",950 m from centre,,Standard Double Room,,2,1 out of 5,7.8,Good,10 reviews,"VND 289,000",Breakfast included
Phu Hiep Guesthouse,"16.4614996115098,107.589048749668",300 m from centre,,Budget Double Room,,2,2 out of 5,6.4,Review score,7 reviews,"VND 155,000",
Lam Garden Boutique Homestay,"16.475065,107.599554",1.6 km from centre,,Superior Double Room,,2,,,,,"VND 480,000",Breakfast included
Lum Dong Tien Hotel,"16.4613720529479,107.588382193779",350 m from centre,,Deluxe Room,,2,1 out of 5,7.3,Good,28 reviews,"VND 200,000",
Codo Dorm Garden,"16.467993,107.601788",1.4 km from centre,,Studio with Balcony,,2,,8.4,Very good,9 reviews,"VND 247,755",
Homeland Hotel,"16.4688110729516,107.596927285194",950 m from centre,,Standard King Room,,2,1 out of 5,8.7,Fabulous,196 reviews,"VND 256,000",
An Homestay,"16.4551031188834,107.590114460327",1 km from centre,,Twin Room,,2,,9.2,Superb,85 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Coy BNB & Home,"16.467979,107.601565",1.4 km from centre,,Studio with Terrace,,2,,8.9,Fabulous,8 reviews,"VND 242,556",
Chim Go Kien Mini Hotel,"16.4611804218373,107.588378941139",350 m from centre,,Deluxe Double Room,,2,3 out of 5,7.1,Good,6 reviews,"VND 200,000",Breakfast included
Ruby Bistro Hotel,"16.4682673156283,107.596802562475",900 m from centre,,Standard Double Room,,2,2 out of 5,8.2,Very good,196 reviews,"VND 283,500","FREE cancellation,• No prepayment needed"
Flora Hotel Hue,"16.4704057429682,107.595967646627",1 km from centre,,Economy Double Room,,2,2 out of 5,9.0,Superb,47 reviews,"VND 289,000",
Lam Bao Long Hotel,"16.4704932643306,107.593762278557",900 m from centre,,Superior Double Room,,2,2 out of 5,6.3,Review score,14 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Hue Garden Villa Hotel,"16.4702563453416,107.594430421013",900 m from centre,,Standard Double Room,,2,2 out of 5,8.5,Very good,"1,045 reviews","VND 270,000","FREE cancellation,• No prepayment needed"
Sunny C Hotel,"16.4609750582328,107.589386254549",350 m from centre,,Standard Double Room,,2,2 out of 5,8.3,Very good,27 reviews,"VND 420,000",
Hong Thien Ruby Hotel,"16.4687734549729,107.595846354961",850 m from centre,,Standard Double Room,,2,2 out of 5,9.4,Superb,213 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
