hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Cao Hotel Vung Tau,"10.3523032432799,107.101628868126",2 km from centre,Beachfront,Superior Double Room,,2,4 out of 5,8.0,Very good,441 reviews,"VND 2,079,000",Breakfast included
Nancy Vung Tau Villa,"10.3576079,107.0819325",1.1 km from centre,Beachfront,Villa with Sea View,,38,4 out of 5,,,,"VND 16,000,000",
Gio Bien Resort,"10.3458663172923,107.097162008286",1.4 km from centre,"Beachfront,Private beach",Circle Room,,2,2 out of 5,7.1,Good,258 reviews,"VND 400,000",
DIC Star Landmark,"10.350399,107.096597",1.4 km from centre,Beach nearby,Two-Bedroom Apartment,,4,4 out of 5,7.8,Good,225 reviews,"VND 2,646,000",Breakfast included
Vung Tau Riva Hotel,"10.33406,107.085193",1.6 km from centre,Beachfront,Superior Queen Room,,2,4 out of 5,8.7,Fabulous,150 reviews,"VND 1,185,000","Breakfast included,FREE cancellation,• No prepayment needed"
New Wave Vung Tau Hotel,"10.3392037281136,107.091990701852",1.3 km from centre,"Beachfront,Private beach",Circle Room,,2,4 out of 5,7.3,Good,387 reviews,"VND 765,276",Breakfast included
Muong Thanh Vung Tau Hotel,"10.345541769256,107.075570225716",1 km from centre,Beach nearby,Superior Twin Room,,2,4 out of 5,7.4,Good,156 reviews,"VND 1,050,000",Breakfast included
La Castle,"10.332905,107.087033",1.7 km from centre,Beach nearby,Superior Double Room,,2,2 out of 5,8.5,Very good,249 reviews,"VND 472,500",
Marvelous Sea View,"10.345655289712,107.096195905557",1.4 km from centre,Beachfront,Apartment with Sea View,,2,3 out of 5,9.6,Exceptional,57 reviews,"VND 1,223,880",
Romeliess Hotel,"10.3305752547644,107.088310718536",1.9 km from centre,Beachfront,Deluxe Double or Twin Room with Sea View,,2,3 out of 5,7.6,Good,338 reviews,"VND 816,075",
CAMY Hotel Vung Tau,"10.330623,107.08365",1.9 km from centre,Beach nearby,Standard Double Room,,2,2 out of 5,9.3,Superb,559 reviews,"VND 230,400","FREE cancellation,• No prepayment needed"
Lief Mila Vung Tau,"10.370841,107.059399",3.8 km from centre,Beachfront,Junior Suite,,2,3 out of 5,8.9,Fabulous,45 reviews,"VND 1,714,500",Breakfast included
Hafi Hotel,"10.3748993578239,107.125649674652",5 km from centre,Beachfront,Superior Double Room,,2,3 out of 5,8.7,Fabulous,104 reviews,"VND 1,005,000",Breakfast included
Seaside Resort Vung Tau,"10.3536305672413,107.06372693181",2.4 km from centre,Beach nearby,Deluxe Twin Room,,2,4 out of 5,7.5,Good,214 reviews,"VND 1,242,000",Breakfast included
Mi Lan Boutique Resort,"10.330532,107.08386",1.9 km from centre,Beach nearby,Standard Bungalow,,2,,8.8,Fabulous,185 reviews,"VND 624,000",
Thu Trang Beachfront Hotel,"10.332077,107.088987",1.9 km from centre,Beachfront,Deluxe Room (2 Adults + 1 Child),,2,3 out of 5,7.3,Good,258 reviews,"VND 700,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sao Mai Hotel & Apartment,"10.386386,107.062269",5 km from centre,Beachfront,Deluxe Quadruple Room,,4,2 out of 5,9.0,Superb,679 reviews,"VND 468,000","FREE cancellation,• No prepayment needed"
Corvin Hotel,"10.3300976444494,107.088085412979",2 km from centre,Beachfront,Superior Double Room,,2,3 out of 5,7.2,Good,574 reviews,"VND 687,077",
Sun Lake Hotel,"10.332224,107.085235",1.8 km from centre,Beach nearby,Deluxe Room,,2,2 out of 5,8.3,Very good,"1,074 reviews","VND 253,890","FREE cancellation,• No prepayment needed"
Bai Truoc Hotel,"10.3407005545481,107.073369808495",1.4 km from centre,Beachfront,Double Room,,2,2 out of 5,8.4,Very good,343 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Cassabella Hotel & Apartments,"10.3751984246984,107.071385884061",3.4 km from centre,Beach nearby,One-Bedroom Apartment,,2,3 out of 5,8.3,Very good,359 reviews,"VND 688,500",
DIC Star Hotel,"10.3509218352339,107.10030823946",1.8 km from centre,"Beachfront,Private beach",Superior Double Room with Sea View,,2,4 out of 5,7.1,Good,148 reviews,"VND 990,000",
Tien An Hotel,"10.362026,107.061407",3 km from centre,Beachfront,Superior Double Room,,2,3 out of 5,7.6,Good,442 reviews,"VND 660,000",
Aquatel Vũng Tàu,"10.3304,107.084575",1.9 km from centre,Beachfront,Budget Double Room,,2,3 out of 5,8.5,Very good,41 reviews,"VND 650,000",
The Coast Hotel Vung Tau,"10.3289365997734,107.087001800537",2.1 km from centre,Beach nearby,Double or Twin Room,,2,3 out of 5,7.6,Good,149 reviews,"VND 591,500",
Minh Nhan Hotel,"10.3312293395806,107.086926583398",1.9 km from centre,Beach nearby,Standard Double or Twin Room,,2,2 out of 5,7.8,Good,257 reviews,"VND 256,000","FREE cancellation,• No prepayment needed"
OYO 1008 Lien Thuy Hotel,"10.341211,107.089024",900 m from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.3,Very good,231 reviews,"VND 199,536","FREE cancellation,• No prepayment needed"
Kyo Hotel,"10.3367420905173,107.086451044451",1.2 km from centre,Beach nearby,Deluxe Room (2 Adults + 1 Child),,2,2 out of 5,8.9,Fabulous,560 reviews,"VND 245,565",
Beachfront Hotel,"10.3536421767801,107.063671946526",2.4 km from centre,Beachfront,Double or Twin Room,,2,3 out of 5,7.5,Good,443 reviews,"VND 712,132",Breakfast included
Marvelous Sea View,"10.345655289712,107.096195905557",1.4 km from centre,Beachfront,Apartment with Sea View,,2,3 out of 5,9.6,Exceptional,57 reviews,"VND 1,223,880",
Hoang Linh Hotel,"10.3322274246281,107.087905704975",1.8 km from centre,Beachfront,Double Room,,2,2 out of 5,8.2,Very good,272 reviews,"VND 220,000",
Nancy Thuy Van Blue sea 1,"10.347414732254,107.097580419049",1.4 km from centre,Beachfront,Apartment,,15,3 out of 5,,,,"VND 880,000",
Happy villas bãi sau,"10.3376335,107.0828306",1.1 km from centre,Beachfront,Villa with Private Pool,,15,,8.3,Very good,34 reviews,"VND 2,500,000",
Dylan Hotel,"10.331537,107.08476",1.8 km from centre,Beach nearby,Standard King Room,,2,2 out of 5,8.1,Very good,226 reviews,"VND 260,000","FREE cancellation,• No prepayment needed"
Anthony Hotel,"10.3369990056298,107.082067132437",1.2 km from centre,Beach nearby,Phòng tiêu chuẩn - sử dụng trong 2h,,2,2 out of 5,8.0,Very good,319 reviews,"VND 120,000",
Cassabella Hotel & Apartments,"10.3751984246984,107.071385884061",3.4 km from centre,Beach nearby,One-Bedroom Apartment,,2,3 out of 5,8.3,Very good,359 reviews,"VND 688,500",
Vũng Tàu Palm Homestay 1- Gold Sea (căn hộ biển),"10.334428972169,107.089753140753",1.6 km from centre,Beachfront,One-Bedroom Apartment,,6,3 out of 5,7.7,Good,41 reviews,"VND 690,000",
Mary's homestay apartment,"10.3408783591775,107.089761117457",1 km from centre,Beach nearby,Two-Bedroom Apartment,,8,,8.3,Very good,117 reviews,"VND 800,000",
Prague Hotel Vung Tau,"10.356832,107.086041",1.1 km from centre,Beach nearby,Deluxe Double Room,,2,,8.7,Fabulous,163 reviews,"VND 468,000",
7s Nam Anh Hotel & Apartment Vung Tau,"10.3366321717621,107.081035657854",1.3 km from centre,Beachfront,Deluxe Room,,2,3 out of 5,8.1,Very good,77 reviews,"VND 301,500",
Diamond Star Hotel,"10.3457121240344,107.077003614977",850 m from centre,Beachfront,Superior Double Room,,2,2 out of 5,8.2,Very good,570 reviews,"VND 500,000",
The Wind Hotel - Spa Inclusive,"10.3362965105973,107.081216572353",1.4 km from centre,Beach nearby,Standard Queen Room - All Spa Inclusive,,2,4 out of 5,8.9,Fabulous,314 reviews,"VND 1,262,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hang Nga Luxury Hotel,"10.337884,107.088585",1.2 km from centre,Beachfront,Double Room,,2,,8.4,Very good,351 reviews,"VND 225,000",
The Wind Boutique Resort - Spa Inclusive,"10.3359691004292,107.080817464739",1.4 km from centre,Beach nearby,Deluxe Double with Hill View - Spa Inclusive,,2,4 out of 5,8.8,Fabulous,256 reviews,"VND 1,887,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ho May Resort,"10.3562706745213,107.061282098293",2.8 km from centre,Beach nearby,Superior Double Room,,2,3 out of 5,7.7,Good,38 reviews,"VND 1,122,000","Breakfast included,FREE cancellation,• No prepayment needed"
Diamond Sea Hotel,"10.3380764946091,107.090094387532",1.2 km from centre,Beachfront,Standard Double Room,,2,2 out of 5,8.4,Very good,236 reviews,"VND 350,240",
Jupiter Hotel,"10.3502322804875,107.092614257011",950 m from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.6,Fabulous,282 reviews,"VND 290,000",
Hai Phuong Homestay,"10.3475935,107.0913664",800 m from centre,Beach nearby,Two-Bedroom Apartment,,4,3 out of 5,9.2,Superb,331 reviews,"VND 1,026,000",
Quang Anh Hotel,"10.354128,107.099859",1.9 km from centre,Beachfront,Standard Double Room,,2,3 out of 5,8.3,Very good,225 reviews,"VND 550,000","FREE cancellation,• No prepayment needed"
Sea House Hotels and Apartments,"10.333833405516,107.08583113653",1.6 km from centre,Beach nearby,Two-Bedroom Apartment,,4,3 out of 5,9.3,Superb,336 reviews,"VND 855,000",
Mio Hotel,"10.336585,107.082836",1.2 km from centre,Beach nearby,Standard Double Room,,2,3 out of 5,,,,"VND 255,251",
Shin Sam Boutique Hotel,"10.3395078940625,107.090489984131",1.1 km from centre,Beach nearby,Standard Double or Twin Room,,2,3 out of 5,9.0,Superb,80 reviews,"VND 650,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sasavuta Hotel,"10.3460881754158,107.078014619643",750 m from centre,Beachfront,Deluxe Double Room,,2,2 out of 5,8.4,Very good,231 reviews,"VND 400,000",
GOLD HOTEL,"10.3327592777966,107.089076351031",1.8 km from centre,Beach nearby,Deluxe Double Room,,2,,8.4,Very good,449 reviews,"VND 171,000","FREE cancellation,• No prepayment needed"
Cong Doan Hotel Vung Tau,"10.3423275,107.077670686508",950 m from centre,Beach nearby,Standard Double Room,,2,2 out of 5,7.6,Good,122 reviews,"VND 550,000","Breakfast included,FREE cancellation,• No prepayment needed"
Duy Ninh Hotel,"10.337485,107.09029",1.4 km from centre,Beach nearby,Double Room,,2,2 out of 5,8.7,Fabulous,266 reviews,"VND 350,000",
Nancy Thuy Van Blue sea 1,"10.347414732254,107.097580419049",1.4 km from centre,"Beachfront,Private beach",Apartment,,15,3 out of 5,,,,"VND 880,000",
Phương Ánh Hotel,"10.3365388,107.0838873",1.2 km from centre,Beach nearby,Double Room with Balcony,,2,2 out of 5,8.7,Fabulous,65 reviews,"VND 350,000",
Coastal View - Sơn Thịnh 2 Apartment,"10.3464072667205,107.095681379098",1.2 km from centre,Beachfront,Two-Bedroom Apartment,,6,2 out of 5,8.7,Fabulous,22 reviews,"VND 1,000,000",
Mermaid Seaside Hotel,"10.371086,107.058932",3.9 km from centre,Beachfront,Superior Double or Twin Room,,2,4 out of 5,7.6,Good,119 reviews,"VND 900,000",Breakfast included
Sunrise Hotel Vung Tau,"10.338512,107.089277",1.1 km from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.5,Very good,215 reviews,"VND 300,000",
Phuc Lam Hotel & Apartment,"10.3306578307178,107.083595690074",1.9 km from centre,Beach nearby,Double Room,,2,2 out of 5,8.9,Fabulous,207 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Happy villas bãi sau,"10.3376335,107.0828306",1.1 km from centre,Beachfront,Villa with Private Pool,,15,,8.3,Very good,34 reviews,"VND 2,500,000",
Family Villa A21,"10.354331419478,107.097427025654",1.6 km from centre,"Beachfront,Private beach",Villa,,15,4 out of 5,,,,"VND 3,200,000",
OYO 159 Ruby Hotel,"10.3386638446249,107.088867947459",1.1 km from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.4,Very good,472 reviews,"VND 179,582",
VeeVoo Hotel,"10.338171,107.0889901",1.2 km from centre,Beach nearby,Standard Twin Room,,2,2 out of 5,8.6,Fabulous,386 reviews,"VND 413,250","FREE cancellation,• No prepayment needed"
BH Residence Inn Hotel & Apartment,"10.3363833735009,107.081290371716",1.4 km from centre,Beach nearby,Economy Double Room,,2,,8.4,Very good,410 reviews,"VND 320,000",
Sao Biển Hotel,"10.3361680885122,107.081972328697",1.4 km from centre,Beach nearby,Deluxe Double Room,,2,2 out of 5,9.4,Superb,391 reviews,"VND 257,144","FREE cancellation,• No prepayment needed"
căn hộ medoly,"10.3369903,107.0862444",1.2 km from centre,"Beachfront,Private beach",One-Bedroom Apartment,,2,3 out of 5,7.8,Good,89 reviews,"VND 558,000",
Seika Hotel 68 Võ Thị Sáu,"10.3366827976152,107.086474746465",1.2 km from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.0,Very good,120 reviews,"VND 360,000",
Hoang Anh Hotel,"10.337024,107.081943",1.2 km from centre,Beach nearby,Deluxe Queen Room,,2,3 out of 5,7.8,Good,183 reviews,"VND 283,500",
Bamboo Hotel,"10.360251629401,107.097118914017",2 km from centre,Beach nearby,Standard Double Room,,2,1 out of 5,8.8,Fabulous,64 reviews,"VND 230,000","FREE cancellation,• No prepayment needed"
SK LEGEND VUNG TAU HOTEL,"10.334404,107.089351",1.6 km from centre,Beach nearby,Deluxe Twin Room,,2,3 out of 5,8.4,Very good,8 reviews,"VND 850,000",Breakfast included
Joi Hotel,"10.3494357,107.085053871164",250 m from centre,Beach nearby,Standard Double Room - Day Use 2 Hours,,2,2 out of 5,8.2,Very good,569 reviews,"VND 111,111",
Hải Đăng Villa,"10.339567169485,107.075212290257",1.4 km from centre,"Beachfront,Private beach",Villa,,15,4 out of 5,,,,"VND 7,500,000",
Thuan Hoa Hotel,"10.3387430044476,107.084670960903",1 km from centre,Beach nearby,Double Room,,2,1 out of 5,8.8,Fabulous,946 reviews,"VND 252,750",
Căn hộ Vũng tàu Melody,"10.33762,107.08596",1.1 km from centre,Beachfront,Two-Bedroom Apartment,,2,3 out of 5,9.2,Superb,54 reviews,"VND 873,000",
Petro House Hotel,"10.3496790719339,107.074969410896",1.1 km from centre,Beach nearby,Standard Double or Twin Room,,2,3 out of 5,7.6,Good,128 reviews,"VND 781,000",
Trang's Apartment Vung Tau-Melody Tower,"10.337309,107.0861773",1.2 km from centre,Beachfront,One-Bedroom Apartment,,4,4 out of 5,9.7,Exceptional,47 reviews,"VND 718,526","FREE cancellation,• No prepayment needed"
Trang's Apartment Vung Tau-Melody Tower,"10.337309,107.0861773",1.2 km from centre,Beachfront,One-Bedroom Apartment,,4,4 out of 5,9.7,Exceptional,47 reviews,"VND 718,526","FREE cancellation,• No prepayment needed"
Binh Minh Hotel,"10.3319271131657,107.087561681219",1.8 km from centre,Beachfront,Deluxe Room (2 Adults + 1 Child),,2,2 out of 5,8.8,Fabulous,134 reviews,"VND 260,000",
Long Cung Resort,"10.374028,107.126178",5 km from centre,,Two-Bedroom Villa,,6,,6.8,Review score,35 reviews,"VND 1,350,000",Breakfast included
RedDoorz near Vung Tau Lighthouse,"10.3379638,107.0891139",1.2 km from centre,Beach nearby,Economy Double Room,,2,2 out of 5,7.6,Good,67 reviews,"VND 264,600",
Vũng Tàu Palm Homestay 1- Gold Sea (căn hộ biển),"10.334428972169,107.089753140753",1.6 km from centre,Beachfront,One-Bedroom Apartment,,6,4 out of 5,7.7,Good,41 reviews,"VND 690,000",
PEACE HOTEL,"10.335947,107.083493",1.4 km from centre,Beach nearby,Deluxe Double Room,,2,,9.2,Superb,76 reviews,"VND 350,000",
Kieu Anh Hotel,"10.3500986040443,107.092503011227",950 m from centre,,Standard Double Room,,2,3 out of 5,7.4,Good,207 reviews,"VND 461,825",
Lavie House 3 - Biệt Thự Bãi Sau,"10.3335503141633,107.084639640747",1.6 km from centre,Beach nearby,Villa,,10,,8.8,Fabulous,5 reviews,"VND 2,500,000",
The Avis Apartments,"10.340785,107.089975",1 km from centre,Beachfront,Apartment with Terrace,,2,,8.8,Fabulous,95 reviews,"VND 660,960","FREE cancellation,• No prepayment needed"
T&T Garnet Vung Tau Gold Sea,"10.334656,107.088101",1.6 km from centre,Beachfront,One-Bedroom Apartment,,2,3 out of 5,7.9,Good,53 reviews,"VND 770,000",
Mary's homestay apartment,"10.3408783591775,107.089761117457",1 km from centre,Beach nearby,Two-Bedroom Apartment,,8,3 out of 5,8.3,Very good,117 reviews,"VND 800,000",
Thuyhanh Luxury Apartment- The Water Front,"10.329868166094,107.087871124086",2 km from centre,Beachfront,One-Bedroom Apartment,,6,3 out of 5,9.1,Superb,88 reviews,"VND 540,000",
Hasan sân vườn bãi sau,"10.3346987268892,107.087030364826",1.5 km from centre,Beach nearby,Deluxe Room (2 Adults + 1 Child),,2,,7.4,Good,132 reviews,"VND 160,000",
Nhím's House,"10.336615922228,107.086260593421",1.2 km from centre,Beachfront,Two-Bedroom Apartment,,4,3 out of 5,9.4,Superb,46 reviews,"VND 846,450",
Thom's Homestay,"10.330551362541,107.08535358277",1.9 km from centre,Beach nearby,King Room with Mountain View,,2,,9.1,Superb,110 reviews,"VND 249,000",
Lux Villa,"10.331077768372,107.08345623688",1.9 km from centre,Beachfront,Villa,,15,3 out of 5,8.3,Very good,14 reviews,"VND 2,500,000",
Phoenix Hotel Vung Tau,"10.349948205805,107.091899514199",900 m from centre,Beachfront,Standard Double Room,,2,3 out of 5,8.4,Very good,93 reviews,"VND 864,000",Breakfast included
Ocean Pearl Villa,"10.3746220296305,107.12332255209",5 km from centre,Beachfront,Standard King Room,,2,3 out of 5,9.0,Superb,137 reviews,"VND 468,000","FREE cancellation,• No prepayment needed"
Tropical House Vung Tau- Melody Apartment,"10.3370265796606,107.086279057399",1.2 km from centre,Beachfront,One-Bedroom Apartment,,2,3 out of 5,9.4,Superb,100 reviews,"VND 792,000",
1988 Homestay Vung Tau City Centre,"10.337147742925,107.085749890738",1.2 km from centre,Beachfront,Two-Bedroom Apartment,,4,4 out of 5,9.6,Exceptional,40 reviews,"VND 703,000",
Des Ami Villa,"10.3642658,107.062172",3.1 km from centre,Beachfront,Villa,,10,3 out of 5,8.0,Very good,47 reviews,"VND 2,235,925",
Rita Hotel,"10.3507750787459,107.093831204174",1.1 km from centre,Beach nearby,Deluxe Double Room,,2,2 out of 5,8.0,Very good,286 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Sunny 2 Hotel Vung Tau,"10.3310753671407,107.083431444405",1.9 km from centre,Beach nearby,Deluxe Room (2 Adults + 1 Child),,2,2 out of 5,8.7,Fabulous,154 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Nguyen Ha Hotel,"10.3331964912716,107.087825238705",1.7 km from centre,Beach nearby,Double Room,,2,1 out of 5,8.6,Fabulous,243 reviews,"VND 300,000",
Nancy Little House on the Prairie 2,"10.339791,107.090327",1.1 km from centre,Beachfront,Villa,,20,4 out of 5,,,,"VND 12,000,000",
Homestay Son Thinh - THAO 16E - ZoZo House,"10.3301909983181,107.088244312967",2 km from centre,Beachfront,One-Bedroom Apartment,,4,2 out of 5,8.0,Very good,31 reviews,"VND 539,999",
Gấu's House,"10.340816,107.075981",1.2 km from centre,Beachfront,Deluxe Double Room,,2,3 out of 5,8.7,Fabulous,193 reviews,"VND 180,000",
Bamboo Hotel,"10.360251629401,107.097118914017",2 km from centre,Beach nearby,Standard Double Room,,2,1 out of 5,8.8,Fabulous,64 reviews,"VND 230,000","FREE cancellation,• No prepayment needed"
Sunrise Hotel Vung Tau,"10.338512,107.089277",1.1 km from centre,Beach nearby,Standard Double Room,,2,2 out of 5,8.5,Very good,215 reviews,"VND 300,000",
Hai Phuong Homestay,"10.3475935,107.0913664",800 m from centre,Beach nearby,Two-Bedroom Apartment,,4,3 out of 5,9.2,Superb,331 reviews,"VND 1,026,000",
SK LEGEND VUNG TAU HOTEL,"10.334404,107.089351",1.6 km from centre,Beach nearby,Deluxe Twin Room,,2,3 out of 5,8.4,Very good,8 reviews,"VND 850,000",Breakfast included
T&T Garnet Vung Tau Gold Sea,"10.334656,107.088101",1.6 km from centre,Beachfront,One-Bedroom Apartment,,2,3 out of 5,7.9,Good,53 reviews,"VND 770,000",
The Luxurious Melody,"10.336981127149,107.086249693866",1.2 km from centre,Beachfront,One-Bedroom Apartment,,2,3 out of 5,8.5,Very good,229 reviews,"VND 696,000",
Hải Đăng Villa,"10.339567169485,107.075212290257",1.4 km from centre,Beachfront,Villa,,15,3 out of 5,,,,"VND 7,500,000",
Thuan Hoa Hotel,"10.3387430044476,107.084670960903",1 km from centre,Beach nearby,Double Room,,2,1 out of 5,8.8,Fabulous,946 reviews,"VND 252,750",
THUY'S căn hộ mặt tiền đối diện biển,"10.330251,107.088234",2 km from centre,Beachfront,One-Bedroom Apartment,,3,3 out of 5,9.0,Superb,25 reviews,"VND 617,500",
Long Cung Resort,"10.374028,107.126178",5 km from centre,,Two-Bedroom Villa,,6,,6.8,Review score,35 reviews,"VND 1,350,000",Breakfast included
Lux Villa,"10.331077768372,107.08345623688",1.9 km from centre,Beachfront,Villa,,15,3 out of 5,8.3,Very good,14 reviews,"VND 2,500,000",
Novena Hotel,"10.329873,107.086034",2 km from centre,Beach nearby,Triple Room,,3,2 out of 5,8.4,Very good,235 reviews,"VND 441,045","FREE cancellation,• No prepayment needed"
7S Hotel & Resort Bo Xay Dung Vung Tau,"10.3519945900819,107.098789363091",1.6 km from centre,Beach nearby,Deluxe Twin Room,,2,3 out of 5,7.3,Good,72 reviews,"VND 321,002",
SON'S VILLA VUNG TAU,"10.351284,107.099414",1.7 km from centre,Beachfront,Standard King Room,,2,,8.9,Fabulous,48 reviews,"VND 368,333",
PEACE HOTEL,"10.335947,107.083493",1.4 km from centre,Beach nearby,Deluxe Double Room,,2,,9.2,Superb,76 reviews,"VND 350,000",
Lavie House 3 - Biệt Thự Bãi Sau,"10.3335503141633,107.084639640747",1.6 km from centre,Beach nearby,Villa,,10,,8.8,Fabulous,5 reviews,"VND 2,500,000",
Lotus Apartment Hotel,"10.3434836832461,107.07620317791",1.1 km from centre,Beach nearby,Standard Apartment,,2,,8.9,Fabulous,56 reviews,"VND 562,500",
The Avis Apartments,"10.340785,107.089975",1 km from centre,Beachfront,Apartment with Terrace,,2,,8.8,Fabulous,95 reviews,"VND 660,960","FREE cancellation,• No prepayment needed"
Thuyhanh Luxury Apartment- The Water Front,"10.329868166094,107.087871124086",2 km from centre,Beachfront,One-Bedroom Apartment,,6,3 out of 5,9.1,Superb,88 reviews,"VND 540,000",
