hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Carambola Bungalow,"17.599035244524,106.291188037692",,,Private bungalow with balcony and garden view,,2,3 out of 5,9.3,Superb,552 reviews,"VND 546,250","Breakfast included,FREE cancellation,• No prepayment needed"
Cagina Boutique Hostel,"17.4848485889648,106.625041682209",,,Standard Double Room,,2,,9.1,Superb,38 reviews,"VND 420,000",
Phương Bắc Luxury Hotel,"17.4963556364304,106.624390926598",,,Twin Room with Mountain View,,2,4 out of 5,8.4,Very good,7 reviews,"VND 665,000",Breakfast included
Diep Le Homestay,"17.6065236842615,106.3004976511",,,Quadruple Room with Mountain View,,2,,9.2,Superb,237 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Karst Villas Phong Nha,"17.6094443245163,106.336942680542",,,Villa,,2,3 out of 5,9.5,Exceptional,52 reviews,"VND 1,020,000","Breakfast included,FREE cancellation,• No prepayment needed"
MANLI Resort Quảng Bình,"17.5090214635306,106.614798373016",,,Twin Room with Garden View,,2,3 out of 5,,,,"VND 1,350,000","Breakfast included,FREE cancellation,• No prepayment needed"
RiverView HomeStay,"17.4836166519486,106.626229736454",,,Deluxe Room,,2,,8.7,Fabulous,162 reviews,"VND 214,400",
Sun Spa Resort & Villa,"17.479645518912,106.633472442627",,,Superior Double or Twin Room with Garden View,,2,5 out of 5,7.9,Good,99 reviews,"VND 1,938,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha Lake House Resort,"17.6163943089296,106.3742852211",,,Bungalow Lake View Room,,2,3 out of 5,9.0,Superb,237 reviews,"VND 1,300,000",
Nguyễn Hoàng,"17.580133,106.536585",,,Twin Room,,4,,9.0,Superb,6 reviews,"VND 250,000",
High Dream Hostel,"17.474605,106.621687",,,Double Room,,2,,8.5,Very good,371 reviews,"VND 180,000",
Riverside Hotel - Quang Binh,"17.4791805373743,106.624454855919",,,Superior Double Room,,2,4 out of 5,8.3,Very good,210 reviews,"VND 688,346","FREE cancellation,• No prepayment needed"
Son Doong Bungalow,"17.6033804073255,106.298295353287",,,Superior Double or Twin Room with Pool View,,2,,9.1,Superb,65 reviews,"VND 800,000","Breakfast included,FREE cancellation,• No prepayment needed"
Windy Hotel Quang Binh,"17.4812056428747,106.61683569577",,,Double Room with City View,,2,2 out of 5,9.1,Superb,58 reviews,"VND 500,000",
Bamboo's House,"17.488446,106.627213",,,Double Room with Private Bathroom,,2,,8.4,Very good,199 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Hugo Homestay,"17.6163699615622,106.320114120804",,,Double Room with Pool View,,2,3 out of 5,9.4,Superb,264 reviews,"VND 315,000",Breakfast included
Tropical Valley Homestay,"17.5982568907197,106.292265747421",,,Deluxe Double Room,,2,,9.8,Exceptional,136 reviews,"VND 399,713","Breakfast included,FREE cancellation,• No prepayment needed"
Khách Sạn Phương Nam Phong Nha,"17.590781,106.283393",,,Quadruple Room with Mountain View,,4,3 out of 5,,,,"VND 450,000",
Sai Gon Quang Binh Hotel,"17.4674212902226,106.625495553017",,,Deluxe Twin Room with City View,,2,4 out of 5,7.5,Good,55 reviews,"VND 849,600",Breakfast included
Phong Nha Escape Bungalow,"17.6193994069875,106.335529778831",,,Bungalow,,2,,8.8,Fabulous,101 reviews,"VND 590,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha-Tuan Garden House,"17.613744,106.316112",,,Superior Double Room,,2,,9.6,Exceptional,557 reviews,"VND 332,500","Breakfast included,FREE cancellation,• No prepayment needed"
Palafita Bungalow,"17.6114753818364,106.348408544594",,,Twin Room with Mountain View,,2,,9.6,Exceptional,126 reviews,"VND 365,000","Breakfast included,FREE cancellation,• No prepayment needed"
Lavender Hotel,"17.456424,106.620748",,,Double Room,,2,,8.4,Very good,78 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Pomelo Homestay,"17.6013868861711,106.296796601067",,,Twin Room with Lake View,,2,1 out of 5,8.8,Fabulous,173 reviews,"VND 535,500",Breakfast included
Son Doong Riverside,"17.6063808167587,106.300442583706",,,Twin Room with Bathroom,,2,,9.2,Superb,585 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Oasis House,"17.476621009738,106.633127351204",,,Budget Double Room,,2,,,,,"VND 250,000",
Peaceful House Hostel,"17.484713,106.625039",,,Deluxe Double Room with Balcony,,2,,8.9,Fabulous,103 reviews,"VND 400,000","Breakfast included,FREE cancellation,• No prepayment needed"
Restful River Bungalow,"17.599167566937,106.291761292126",,,Bungalow - Water Front,,2,,9.2,Superb,106 reviews,"VND 455,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nam Long Hotel,"17.4763887043945,106.623097658157",,,Standard Double or Twin Room,,2,1 out of 5,9.0,Superb,346 reviews,"VND 320,000",
Lucky Homes,"17.6056573070558,106.299785442497",,,Double Room with Pool View,,2,,9.5,Exceptional,312 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Sea Star Resort,"17.5327056202846,106.597017936462",,,Double Room with Garden View,,2,4 out of 5,7.7,Good,57 reviews,"VND 693,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nana Lee Homestay & Restaurant Quảng Bình,"17.514387,106.611775",,,Double Room,,2,,7.3,Good,3 reviews,"VND 461,148","FREE cancellation,• No prepayment needed"
Hưng Phát Bungalow,"17.6171312803364,106.323480028164",,,Quadruple Room with Mountain View,,2,,9.7,Exceptional,325 reviews,"VND 475,300","Breakfast included,FREE cancellation,• No prepayment needed"
Nhà khách Xổ số Quảng Bình,"17.481554,106.625115",,,Large Double Room,,2,,,,,"VND 350,000",
Nam Long Plus Hotel,"17.4784200629449,106.623060107231",,,Standard Twin Room,,2,2 out of 5,9.0,Superb,294 reviews,"VND 360,000",
Anh Linh 1 Hotel,"17.4738840132032,106.6222178936",,,Superior Double or Twin Room,,2,2 out of 5,8.4,Very good,53 reviews,"VND 250,000",
Jungle Boss Homestay,"17.5951815577529,106.291303038597",,,Bungalow,,2,,9.2,Superb,121 reviews,"VND 596,000",Breakfast included
Dolphin Home,"17.4754684,106.6231149",,,Double Room with Private External Bathroom,,2,,9.5,Exceptional,652 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Vagibi Motel,"17.4727040109211,106.618640371598",,,Standard King Room,,2,,8.7,Fabulous,101 reviews,"VND 250,000",
Phong Nha Friendly Home 2,"17.6022391319083,106.297478742744",,,Deluxe Double Room,,2,3 out of 5,9.4,Superb,127 reviews,"VND 449,100",Breakfast included
Applebee's Homestay,"17.6086464964254,106.301854429766",,,Double Room with Private Bathroom,,2,,9.1,Superb,90 reviews,"VND 285,000",Breakfast included
An An Homestay,"17.5982301622968,106.291560530605",,,Triple Room with Mountain View,,2,,9.7,Exceptional,138 reviews,"VND 400,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hoang Dat Hotel,"17.4976701761866,106.59194097588",,,King Room with Two King Beds,,4,1 out of 5,8.6,Fabulous,9 reviews,"VND 450,000",
Phu Tien Hotel,"17.5128192345251,106.584119796753",,,Double or Twin Room with City View,,3,,8.5,Very good,34 reviews,"VND 380,000",
Thao Trang Hotel,"17.4672202858812,106.597815155983",,,Standard Double Room,,2,2 out of 5,6.9,Review score,85 reviews,"VND 220,354",
Amanda Hotel,"17.4735965887315,106.630892578821",,,Superior Twin Room,,2,3 out of 5,7.9,Good,49 reviews,"VND 675,000","FREE cancellation,• No prepayment needed"
Sky Hotel,"17.6106506401849,106.309079796825",,,Superior Double or Twin Room with Garden View,,2,,9.4,Superb,198 reviews,"VND 250,000",
Hoa Mai Hotel,"17.4816088584056,106.616320708004",,,Deluxe Double Room,,2,,8.6,Fabulous,40 reviews,"VND 280,000",
Vu's Homestay,"17.610343450982,106.309867866184",,,Large Double Room,,2,,9.8,Exceptional,183 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Phong Nha River House,"17.5946272794403,106.285911295563",,,Double Room (Wooden),,2,,8.9,Fabulous,63 reviews,"VND 500,000",Breakfast included
8-3 Hotel,"17.481105,106.618253",,,Twin Room,,2,2 out of 5,,,,"VND 321,505",
Thao Nguyen Homestay,"17.6101622776531,106.309638619423",,,Deluxe Queen Room,,2,,9.3,Superb,402 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Nana Lee 2 Homestay & Villa,"17.561864,106.300677",,,Double Room,,2,2 out of 5,,,,"VND 461,148",
motorvina's homestay,"17.6082232154321,106.313814459755",,,Double Room,,2,,9.0,Superb,206 reviews,"VND 203,000","FREE cancellation,• No prepayment needed"
Ho Khanh's Homestay,"17.5952523994897,106.286566257477",,,Double Room,,2,,9.6,Exceptional,18 reviews,"VND 300,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha Rice Field Homestay,"17.6028908994225,106.325647430038",,,Double Room with Mountain View,,2,,9.8,Exceptional,96 reviews,"VND 350,000","Breakfast included,FREE cancellation,• No prepayment needed"
Thanh Thieu Nhi Guest House,"17.503408613915,106.618616371628",,,Standard Double or Twin Room with Balcony,,2,,8.0,Very good,25 reviews,"VND 371,250","FREE cancellation,• No prepayment needed"
PAPA ĐỒNG HỚI HOTEL,"17.5004527019108,106.621117631252",,,King Room with Garden View,,2,3 out of 5,8.3,Very good,3 reviews,"VND 490,000",
Areca Bungalow,"17.590781,106.283393",,,Double Room,,2,,9.3,Superb,142 reviews,"VND 585,000",Breakfast included
Son River House,"17.5958856366127,106.286937789536",,,Superior Double Room,,2,,9.1,Superb,170 reviews,"VND 499,999","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha Midtown Hotel,"17.6099622304224,106.310601532459",,,Quadruple Room,,2,,8.9,Fabulous,194 reviews,"VND 307,800","Breakfast included,FREE cancellation,• No prepayment needed"
Tuấn Anh 2 Hotel,"17.5100231007927,106.612688004971",,,Standard Double Room,,2,,8.1,Very good,85 reviews,"VND 323,041","FREE cancellation,• No prepayment needed"
Song Toan Hotel,"17.6098261475976,106.311465602169",,,Deluxe Double Room,,2,,9.4,Superb,294 reviews,"VND 269,100","Breakfast included,FREE cancellation,• No prepayment needed"
Thien Thanh Hotel,"17.6099243965817,106.310169696808",,,Queen Room with Pool View,,2,2 out of 5,8.4,Very good,283 reviews,"VND 287,000","Breakfast included,FREE cancellation,• No prepayment needed"
Luxe Hotel,"17.4816746025676,106.625152230263",,,Superior Double Room,,2,3 out of 5,7.9,Good,36 reviews,"VND 480,000",Breakfast included
Luxe Hotel,"17.4816746025676,106.625152230263",,,Superior Double Room,,2,3 out of 5,7.9,Good,36 reviews,"VND 480,000",Breakfast included
Why Not Hostel,"17.489611,106.62709",,,Deluxe Family Room,,2,3 out of 5,8.3,Very good,24 reviews,"VND 595,000",
Phong Nha Friendly Home,"17.6019720458266,106.297956403824",,,Deluxe Double Room,,2,,9.6,Exceptional,205 reviews,"VND 539,100","Breakfast included,FREE cancellation,• No prepayment needed"
Gold Plus Homestay,"17.6099119339408,106.310616109581",,,Deluxe Queen Room with Two Queen Beds,,2,,,,,"VND 270,000","Breakfast included,FREE cancellation,• No prepayment needed"
Highway 20 Homestay,"17.5978474626823,106.289004634759",,,Standard Double Room,,2,,9.2,Superb,149 reviews,"VND 261,800",
Nam Anh Hotel,"17.610486,106.309400915344",,,Deluxe Double Room,,2,,9.1,Superb,137 reviews,"VND 200,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tam's Homestay,"17.6119815688986,106.316456781693",,,Double Room with Mountain View,,2,,9.8,Exceptional,88 reviews,"VND 320,000","Breakfast included,FREE cancellation,• No prepayment needed"
Saigon Phong Nha,"17.5903788986223,106.282019913197",,,Twin Room,,2,2 out of 5,7.7,Good,14 reviews,"VND 565,000",Breakfast included
Coi Xay Gio Homestay,"17.4606840993975,106.638253275493",,,Double Room with Private Bathroom,,2,,9.1,Superb,8 reviews,"VND 350,000",
Jade Hotel,"17.6117052293848,106.309257621857",,,King Room with Mountain View,,2,,,,,"VND 350,000",
Thuong Hai Hotel,"17.6103252552651,106.310228705406",,,Deluxe Twin Room,,2,2 out of 5,9.0,Superb,106 reviews,"VND 300,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tuong Minh Hotel,"17.4738191726608,106.621259036367",,,Deluxe Double Room,,2,3 out of 5,5.9,Review score,23 reviews,"VND 650,000","Breakfast included,FREE cancellation,• No prepayment needed"
Adp homestay & Coffee,"17.4774141523337,106.623128235675",,,Double Room,,2,,8.9,Fabulous,132 reviews,"VND 200,000",
Phong Nha Orient Hotel,"17.6100593779869,106.310175061226",,,Standard Twin Room,,2,,8.5,Very good,63 reviews,"VND 300,000","Breakfast included,FREE cancellation,• No prepayment needed"
Happy Greenfield,"17.6218249291117,106.352984006145",,,Bungalow with Garden View,,2,,9.5,Exceptional,66 reviews,"VND 510,000","Breakfast included,FREE cancellation,• No prepayment needed"
Green Riverside Cosy Home,"17.6042930681809,106.298872232437",,,Double Room with Mountain View,,2,,9.0,Superb,174 reviews,"VND 315,000","Breakfast included,FREE cancellation,• No prepayment needed"
HOA MAI Plus Hostel,"17.4801493249577,106.621408169312",,,Deluxe Double Room,,2,,10,Exceptional,3 reviews,"VND 400,000",
Golden Forest Homestay,"17.6103000810529,106.310261914139",,,Triple Room with Private Bathroom,,2,,9.4,Superb,131 reviews,"VND 280,500","FREE cancellation,• No prepayment needed"
Phong Nha Bolero Bungalow,"17.5942735373784,106.287432406776",,,Deluxe Family Room,,2,,9.2,Superb,73 reviews,"VND 400,000",Breakfast included
Gold Plus Hotel,"17.6099107805395,106.310612261295",,,Deluxe Twin Room,,2,2 out of 5,8.8,Fabulous,126 reviews,"VND 300,000","Breakfast included,FREE cancellation,• No prepayment needed"
Đoàn Gia resort Phong Nha new,"17.610518765122,106.308474797301",,,King Room with Pool View,,2,,9.7,Exceptional,3 reviews,"VND 1,600,000",Breakfast included
Phong Nha Love Homestay,"17.6125657481972,106.316368734044",,,King Room with Garden View,,2,,9.5,Exceptional,66 reviews,"VND 400,000",Breakfast included
Phong Nha Homestay,"17.609557022253,106.312061324716",,,Deluxe Double or Twin Room with City View,,2,,9.1,Superb,133 reviews,"VND 210,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha - Tien's Cozy Homestay,"17.6107394094758,106.316953003407",,,Deluxe Queen Room,,2,,9.5,Exceptional,123 reviews,"VND 236,000","Breakfast included,FREE cancellation,• No prepayment needed"
Rose Hotel Quảng Bình,"17.472463,106.6274",,,Deluxe King Room,,2,2 out of 5,,,,"VND 340,200","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha Hillside View Bungalow,"17.6241516582631,106.305926237934",,,Bungalow with Garden View,,2,,9.3,Superb,159 reviews,"VND 453,900","Breakfast included,FREE cancellation,• No prepayment needed"
Linh's Homestay,"17.6103700739964,106.309836605074",,,Double Room,,2,,9.3,Superb,117 reviews,"VND 230,000",Breakfast included
Paradise Hotel,"17.6105662062101,106.309125311673",,,Standard Double Room,,2,,9.0,Superb,41 reviews,"VND 269,999",
Latte Motel,"17.892375,106.453446",,,Economy Single Room,,2,,7.3,Good,3 reviews,"VND 250,000",
Sunshine Homestay,"17.5972048966502,106.292782322979",,,Double Room with Mountain View,,2,,9.5,Exceptional,101 reviews,"VND 307,800",Breakfast included
Phong Nha Amanda Homestay,"17.6193929698755,106.313879191875",,,6-Bed Mixed Dormitory Room,,2,,9.2,Superb,237 reviews,"VND 240,000","Breakfast included,FREE cancellation,• No prepayment needed"
Phong Nha Green Homestay,"17.6108762833898,106.308569504051",,,Family Room with Mountain View,,6,,,,,"VND 360,000",Breakfast included
Khách Sạn Phương Nam Phong Nha,"17.590781,106.283393",,,Deluxe Quadruple Room,,4,2 out of 5,,,,"VND 300,000",
Khách sạn SAM Quảng Bình,"17.464059,106.606182",,,Deluxe Twin Room,,2,4 out of 5,,,,"VND 1,380,000",Breakfast included
Thái Bình Villa,"17.4596359,106.64467",,,One-Bedroom Villa,,4,,,,,"VND 1,960,000",
Sonne Hotel,"17.464059,106.606182",,,Superior Double Room,,2,3 out of 5,,,,"VND 380,000",
The Hill Villas,"17.6245604604653,106.305749001899",,,King Room with Balcony,,2,,10,Exceptional,12 reviews,"VND 282,690",
Gia Bao Guesthouse,"17.4056597467439,106.639802916672",,,Superior Single Room,,2,,5.7,Review score,5 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
Phong Nha Dawn Homestay,"17.61545811895,106.31842541227",,,Deluxe Double Room,,2,,9.5,Exceptional,155 reviews,"VND 300,000","Breakfast included,FREE cancellation,• No prepayment needed"
Fami Homestay,"17.6167777942721,106.32155859594",,,Bed in 6-Bed Mixed Dormitory Room,2 ×,1,,9.1,Superb,99 reviews,"VND 240,000",Breakfast included
