hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Azerai Can Tho,"10.0384303249763,105.800855755806",,,Garden Room,,2,5 out of 5,9.6,Exceptional,105 reviews,"VND 6,022,170",Breakfast included
Muong Thanh Luxury Can Tho Hotel,"10.0427837518029,105.790036453476",,,Deluxe Twin Room,,2,5 out of 5,8.1,Very good,511 reviews,"VND 1,354,500",Breakfast included
Con Khuong Resort Can Tho,"10.0666369697588,105.777142244389",,,Deluxe Twin Room,,2,4 out of 5,9.0,Superb,217 reviews,"VND 1,146,650",Breakfast included
Mekong Riverside Boutique Resort & Spa,"10.3236696250861,106.017731130123",,,Bungalow with Garden View,,2,4 out of 5,8.2,Very good,94 reviews,"VND 1,800,000","Breakfast included,FREE cancellation,• No prepayment needed"
Aura Hotel,"10.0434327195728,105.786590079901",,,Superior Quadruple Room,,4,3 out of 5,7.5,Good,310 reviews,"VND 594,000",
OYO 971 Lam Hoang Hotel,"10.047021651383,105.787921071314",,,Deluxe Double Room,,2,2 out of 5,7.3,Good,126 reviews,"VND 161,624",
HOLIDAY 2 HOTEL,"10.043442,105.786609",,,Superior Twin Room,,2,3 out of 5,8.4,Very good,43 reviews,"VND 645,920",Breakfast included
Nesta Can Tho Hotel,"10.0517828838418,105.789536833763",,,Superior Twin Room,,2,4 out of 5,8.0,Very good,423 reviews,"VND 945,250",Breakfast included
CT Morning Hostel,"10.045258,105.78431",,,Deluxe Double Room,,2,2 out of 5,9.0,Superb,324 reviews,"VND 168,750",
AN NGỌC HOTEL,"10.046217,105.783486",,,Superior Double Room,,2,2 out of 5,8.1,Very good,34 reviews,"VND 288,000",
TTC Hotel - Can Tho,"10.0361122050408,105.78988015159",,,Deluxe Twin City View,,2,4 out of 5,8.9,Fabulous,577 reviews,"VND 1,118,373",Breakfast included
Mekong Rose Hotel,"10.045618,105.784086",,,Economy Double Room,,2,2 out of 5,8.3,Very good,74 reviews,"VND 259,000",
Victoria Can Tho Resort,"10.0427679043728,105.791870355606",,,Superior Double or Twin Room,,2,4 out of 5,9.3,Superb,198 reviews,"VND 2,103,306","Breakfast included,FREE cancellation,• No prepayment needed"
Dong Ha Fortuneland Hotel,"10.0464324262869,105.787401795387",,,Deluxe Double Room,,2,4 out of 5,7.9,Good,134 reviews,"VND 1,428,000","Breakfast included,FREE cancellation,• No prepayment needed"
Holiday Hotel,"10.0440250711633,105.785247981548",,,Deluxe Double Room,,2,3 out of 5,6.0,Review score,8 reviews,"VND 550,000",
Linh Phuong 2 Hotel,"10.0442891812126,105.786323547363",,,Suite,,2,3 out of 5,8.2,Very good,20 reviews,"VND 1,026,000","FREE cancellation,• No prepayment needed"
Holiday One Can Tho Hotel,"10.0445348033649,105.785714685917",,,Deluxe Double Room,,2,4 out of 5,7.5,Good,235 reviews,"VND 999,400",Breakfast included
Winter Spring Colors House,"10.049048855152,105.785176629639",,,One-Bedroom House,,2,3 out of 5,9.3,Superb,58 reviews,"VND 224,000",
Mekong Ecolodge Bungalow,"10.3179117392256,106.052173376084",,,Double Room with Garden View,,2,3 out of 5,7.1,Good,27 reviews,"VND 850,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hanh Phuc Hotel,"10.0443684141853,105.78488856554",,,Superior Room,,2,3 out of 5,6.3,Review score,13 reviews,"VND 650,000","Breakfast included,FREE cancellation,• No prepayment needed"
Lan Vy Hotel,"10.0445208535824,105.785688857672",,,Superior Twin Room,,2,2 out of 5,9.4,Superb,24 reviews,"VND 651,000",Breakfast included
Linh Phương 1 Hotel,"10.046534,105.78744",,,Deluxe Double Room,,2,1 out of 5,10,Exceptional,3 reviews,"VND 490,000","FREE cancellation,• No prepayment needed"
Thanh Tung Hotel,"10.0449756451051,105.784479587103",,,Deluxe Room,,2,,,,,"VND 337,838","FREE cancellation,• No prepayment needed"
KP Hotel,"10.031745,105.786208",,,Standard Double Room,,2,,9.0,Superb,"1,114 reviews","VND 741,804","Breakfast included,FREE cancellation,• No prepayment needed"
LION HOTEL,"10.043702,105.778652",,,Quadruple Room,,3,3 out of 5,8.3,Very good,248 reviews,"VND 585,000",
Ete 18,"10.034944,105.781547",,,Small Double Room,,2,,8.5,Very good,310 reviews,"VND 270,000",
MIDMOST Boutique Hostel,"10.034297,105.784941",,,Deluxe Double Room,,2,,9.0,Superb,289 reviews,"VND 439,000",
Vien Hotel,"10.031486,105.787028",,,Bed in 4-Bed Mixed Dormitory Room,2 ×,1,,8.4,Very good,33 reviews,"VND 380,000",
Henry Iris Hotel,"10.032963,105.78759",,,Deluxe King Room,,2,,8.0,Very good,344 reviews,"VND 495,200",
VẠN LỘC HOTEL,"10.0299846706613,105.784502327443",,,Standard King Room,,2,2 out of 5,8.4,Very good,348 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
PHUC LONG 2 HOTEL,"10.030646,105.785643",,,Deluxe Room,,2,2 out of 5,7.1,Good,89 reviews,"VND 200,000",
Motel Thanh Hằng,"10.0328927726632,105.785763662878",,,Deluxe Double Room,,2,,8.5,Very good,167 reviews,"VND 240,000",
Thuy Ha Hotel,"10.0349,105.7817589",,,Standard Double Room,,2,,8.0,Very good,90 reviews,"VND 250,000",
OYO 1148 Thien Huong Hotel,"10.0422919261493,105.777899273671",,,Deluxe Triple Room,,3,1 out of 5,6.1,Review score,25 reviews,"VND 199,536",
54 Homestay,"10.0331220540518,105.785854658401",,,4-Bed Mixed Dormitory Room,,2,,8.7,Fabulous,55 reviews,"VND 252,000",
Huynh Lac Can Tho Hotel,"10.0320659422811,105.784596204758",,,Standard Double Room,,2,2 out of 5,7.5,Good,50 reviews,"VND 297,000","FREE cancellation,• No prepayment needed"
VIVA MOTEL,"10.0343932,105.7886671",,,Standard Double Room,,2,,7.4,Good,58 reviews,"VND 350,000",
Hau Giang Hotel,"10.0320342478897,105.78472495079",,,Superior Double or Twin Room,,2,3 out of 5,8.0,Very good,54 reviews,"VND 850,000","FREE cancellation,• No prepayment needed"
Hau Giang 2 Hotel,"10.0303306697889,105.786792933941",,,Superior Twin Room,,2,2 out of 5,6.8,Review score,91 reviews,"VND 445,500",Breakfast included
08 Homestay,"10.045466,105.778712",,,Deluxe Double or Twin Room,,2,,8.2,Very good,77 reviews,"VND 335,750",
Tan Tay Do Hotel,"10.0455234733486,105.780762715939",,,Standard Double Room,,2,1 out of 5,6.5,Review score,83 reviews,"VND 207,000",
Magnolia's Can Tho,"10.03096,105.785119",,,Studio with Balcony,,2,,8.9,Fabulous,245 reviews,"VND 646,000",Breakfast included
International Hotel,"10.0304785872812,105.787847064418",,,Superior Double Room,,2,3 out of 5,6.7,Review score,116 reviews,"VND 910,843",
BangBang Motel,"10.0390705042334,105.783305668301",,,Standard Double Room with Shared Bathroom,,2,,8.6,Fabulous,329 reviews,"VND 180,000",
Ruby Can Tho Hotel,"10.0310743055147,105.787017606152",,,Standard Double Room,,2,2 out of 5,8.4,Very good,337 reviews,"VND 315,000",
Aluny,"10.030035,105.786241",,,Queen Room,,2,,8.8,Fabulous,60 reviews,"VND 450,000",
Number One Hotel,"10.0297412594925,105.787571338623",,,Double Room,,2,,6.4,Review score,169 reviews,"VND 243,000",
Saigon Can Tho Hotel,"10.0324515571279,105.78693240881",,,Senior Twin Room,,2,3 out of 5,6.8,Review score,42 reviews,"VND 600,000",Breakfast included
Kim Thuy Ngan Ha Hotel,"10.034028,105.787461",,,Double Room,,2,,6.8,Review score,112 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
K2 Homestay & Coffee,"10.0386523627193,105.783988947256",,,Double Room with Private Bathroom,,2,,8.9,Fabulous,122 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Mỹ Ngọc Hotel,"10.030686,105.787022",,,Triple Room with Garden View,,3,2 out of 5,7.6,Good,49 reviews,"VND 700,000",
Winter Spring Homestay,"10.0448892384551,105.782941728824",,,Studio with Balcony,,2,3 out of 5,8.7,Fabulous,187 reviews,"VND 280,000","FREE cancellation,• No prepayment needed"
SAO MAI THU HA HOTEL,"10.045556,105.783487",,,Standard Double Room,,2,,,,,"VND 300,000",
SONG ANH HOTEL,"10.031292,105.784699",,,Standard Double Room,,2,3 out of 5,8.8,Fabulous,13 reviews,"VND 510,000",
Royal Hotel Can Tho,"10.008575,105.801562",,,Superior Double Room,,2,2 out of 5,8.2,Very good,49 reviews,"VND 300,000",
Nam Thanh Binh Hostel,"10.0450687413305,105.782336971303",,,Economy Double Room,,2,,8.4,Very good,469 reviews,"VND 200,000",
Anh Dao Mekong Hotel,"10.0307955229967,105.78595072031",,,Standard Double Room,,2,3 out of 5,7.9,Good,295 reviews,"VND 533,500","FREE cancellation,• No prepayment needed"
Madella Hotel,"10.0345222705107,105.78657024313",,,Deluxe Double Room,,2,2 out of 5,7.7,Good,38 reviews,"VND 495,000",
Gite Nam Hien Mekong,"10.2601634582816,106.122704744339",,,Standard Twin Room,,2,,8.1,Very good,5 reviews,"VND 1,090,000",Breakfast included
Asia Hotel Can Tho,"10.0309672015696,105.784853696823",,,Deluxe Double Room,,2,3 out of 5,6.4,Review score,49 reviews,"VND 632,500",Breakfast included
Hoang Hai Dang 1 Hotel,"10.031245,105.786127",,,King Room with Garden View,,2,,8.1,Very good,248 reviews,"VND 270,000",
LẠI NGUYỄN BOUTIQUE HOTEL,"10.048392,105.776992",,,Standard King Room,,2,,9.5,Exceptional,4 reviews,"VND 380,000",
Hotel Lê My,"10.046432,105.778996",,,Deluxe Double Room,,2,,8.2,Very good,54 reviews,"VND 297,000",
Gikgo Hostel Can Tho,"10.0430564991436,105.779060397423",,,Double Room,,2,,9.0,Superb,297 reviews,"VND 430,000",
Hanh Phuc Guesthouse,"10.031212,105.785293",,,Deluxe Double Room,,2,3 out of 5,7.2,Good,44 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Rich Hotel,"10.043359,105.778619",,,Superior Double Room,,2,2 out of 5,8.3,Very good,61 reviews,"VND 380,000",
Khanh Duong Hotel,"10.044217,105.781465",,,Double Room,,2,,8.3,Very good,25 reviews,"VND 198,000",
Sao Mai Hotel,"10.044215,105.781466",,,Standard Double Room,,2,,7.2,Good,12 reviews,"VND 300,000",
Kim Long Hotel,"10.0306476152302,105.787624418736",,,Standard Double Room,,2,2 out of 5,8.2,Very good,113 reviews,"VND 360,000",
Kim Lan Hotel,"10.0314743131303,105.783716440201",,,Standard Double Room,,2,2 out of 5,8.2,Very good,363 reviews,"VND 391,500",
69'S HOMETEL,"10.032294,105.786145",,,Comfort Triple Room,,3,,,,,"VND 650,000",
Khách sạn Phương Thắng,"10.044667,105.783094",,,Family Room with Balcony,,2,,,,,"VND 200,000",
Khách sạn TNK,"10.049723,105.77379",,,Double Room,,2,,8.6,Fabulous,35 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Mekong 69 Hostel - Cạnh Bến Ninh Kiều,"10.0371808110425,105.786359728252",,,Standard Suite,,2,,9.5,Exceptional,31 reviews,"VND 312,417","FREE cancellation,• No prepayment needed"
Hoang Anh Hotel Can Tho,"10.032714,105.787993",,,Double Room,,2,2 out of 5,1.8,Review score,4 reviews,"VND 540,540",
La'ANh Boutique Stay,"10.051806,105.774409",,,Standard Double Room,,2,,,,,"VND 351,000",
Nhà Nghỉ LÂM ANH,"10.0094754812042,105.80181351059",,,Double Room,,2,,,,,"VND 220,000",
09 Homestay,"10.0155992582278,105.785615488795",,,Queen Room with Garden View,,2,,8.8,Fabulous,20 reviews,"VND 344,000",
Max Hostel,"10.010859,105.79143",,,Superior Double Room,,2,,8.4,Very good,359 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Adora Central Park Hostel,"10.0333973807334,105.779000787697",,,Phòng Nhóm lớn có Ban Công,,8,3 out of 5,8.8,Fabulous,339 reviews,"VND 800,000",
Can Tho Orchid Garden Homestay,"10.060859,105.764563",,,Bed in 6-Bed Mixed Dormitory Room,2 ×,1,,9.0,Superb,82 reviews,"VND 414,000",Breakfast included
Rabbit Hostel Can Tho,"10.0092384259221,105.79234332547",,,Double Room with Balcony,,2,,9.3,Superb,124 reviews,"VND 255,000","FREE cancellation,• No prepayment needed"
Lidu Home,"10.010854,105.79142",,,Quadruple Room,,2,,9.0,Superb,145 reviews,"VND 225,000",
Thiên Bảo Hotel,"10.03204,105.779543",,,King Room with Balcony,,4,,8.2,Very good,12 reviews,"VND 225,000",
Amazon 1,"10.03269,105.779274",,,Deluxe Double Room with Balcony,,2,1 out of 5,8.0,Very good,351 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Chins House - Căn hộ gần Bến Ninh Kiều,"10.029623809814,105.778005801236",,,Apartment,,2,3 out of 5,7.8,Good,6 reviews,"VND 1,075,000",
Emerald Boutique Stay 2,"10.034348,105.777107",,,Studio with Terrace,,2,,8.8,Fabulous,40 reviews,"VND 450,000",Breakfast included
Coban Hostel,"10.007026,105.7933202",,,Deluxe Room,,2,,8.3,Very good,85 reviews,"VND 200,000",
Thien Ngoc Hostel,"10.010256,105.79045",,,Deluxe Double Room with Balcony,,2,,9.2,Superb,23 reviews,"VND 204,000",
MIDMOST Villa Hotel,"10.0321914524498,105.779850854176",,,Queen Room,,2,,9.0,Superb,13 reviews,"VND 422,000",
Nam Thi Holiday Home,"10.3383039970129,106.030629873276",,,One-Bedroom Bungalow - Loft,,2,3 out of 5,8.8,Fabulous,59 reviews,"VND 930,000",Breakfast included
Khoa Phu Hotel,"10.0267227463537,105.775264741356",,,Double Room,,2,1 out of 5,8.1,Very good,41 reviews,"VND 250,000",
Sampan House,"10.011053,105.790434",,,Deluxe Double Room,,2,,8.8,Fabulous,134 reviews,"VND 332,500",
Tulip Hotel,"10.0026137838428,105.798833523762",,,Double Room,,2,,8.2,Very good,37 reviews,"VND 312,000","FREE cancellation,• No prepayment needed"
Nhà nghỉ Hương Thùy,"10.028009,105.774151",,,King Room with Balcony,,2,,,,,"VND 280,000",
Nhà Nghỉ Nguyên Anh Cần Thơ,"10.017465,105.783534",,,Double Room with Two Double Beds,,2,,,,,"VND 280,000",
Hostel Garnet,"10.0267013581639,105.775699317455",,,Standard Double Room,,2,2 out of 5,8.5,Very good,39 reviews,"VND 198,000",
Sao Mai Hotel,"10.3441723673835,106.022231889666",,,Double Room,,2,1 out of 5,9.5,Exceptional,227 reviews,"VND 466,352",
Thanh Dat Resort,"10.0384364519736,105.767102837563",,,Standard Twin Room,,2,2 out of 5,7.7,Good,42 reviews,"VND 500,000",Breakfast included
HÀ GIANG HOTEL,"10.002693,105.798287",,,Small Double Room,,2,,,,,"VND 220,000",
Khách sạn Điểm Ngọc,"10.001977,105.804492",,,Standard King Room,,2,,,,,"VND 200,000",
Manh Phat Guesthouse,"10.0458398329896,105.76325872913",,,Superior Queen Room,,2,2 out of 5,7.4,Good,16 reviews,"VND 240,000",
Stay House,"10.032575677055,105.779832541664",,,Double Room with Private Bathroom,,2,,8.9,Fabulous,18 reviews,"VND 230,000",
Tăng Hà Hotel,"10.0220862752566,105.785177322121",,,Economy Double Room,,2,1 out of 5,,,,"VND 255,000",
MISS HOSTEL CẦN THƠ,"10.0102289521413,105.791229099319",,,Superior Double Room,,2,,9.6,Exceptional,12 reviews,"VND 200,000",
NAM CẦN THƠ HOTEL,"10.000451,105.802591",,,Deluxe Single Room,2 ×,1,,,,,"VND 940,000",
Thien Loc Phat Hotel,"10.020209,105.78647",,,Superior Double Room,,2,2 out of 5,,,,"VND 500,000",
Hotel An Khang,"10.0196143304335,105.782266462921",,,Double Room,,2,,,,,"VND 200,000",
Nhà nghỉ 126,"10.048402523251,105.762660914613",,,Standard Double Room,,2,,,,,"VND 215,000",
Hong Dao 2 Hotel,"10.031384,105.775091",,,Double Room,,2,,4.3,Review score,3 reviews,"VND 421,389",
Vinpearl Hotel Can Tho,"10.0246731414993,105.774492323399",,,Deluxe King River View,,2,5 out of 5,9.2,Superb,"1,335 reviews","VND 2,400,000",Breakfast included
Luxhome - Vinhome Hotel & Travel Company,"10.024829,105.774634",,,Standard Twin Room with Sofa,,2,,6.9,Review score,20 reviews,"VND 561,000",
Hotel Sao Khuê,"10.2804936519448,105.78022423177",,,Double Room with Lake View,,2,,8.4,Very good,117 reviews,"VND 320,000",
Nhà Nghỉ Gia Khang,"10.044933,105.762815",,,Double Room with Private Bathroom,,2,,7.4,Good,28 reviews,"VND 370,000",
Khách Sạn 178,"10.02232,105.766728",,,Double Room,,2,1 out of 5,6.8,Review score,18 reviews,"VND 290,000",
Farmer Homestay,"10.0011122771254,105.790399137747",,,Cottage with Garden View,,2,,9.6,Exceptional,203 reviews,"VND 890,100",Breakfast & dinner included
Ngoc Lam Can Tho Hotel,"10.0242931300776,105.767510533333",,,Standard Double Room,,2,2 out of 5,7.8,Good,19 reviews,"VND 350,000",
Green Garden Homestay,"10.0525266715114,105.756529555403",,,Standard Twin Room with Garden View,,2,,8.7,Fabulous,116 reviews,"VND 570,373",Breakfast included
Spring Hotel,"10.0237302105152,105.771273672581",,,Standard Double Room,,2,1 out of 5,8.1,Very good,53 reviews,"VND 369,900",
